@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_people numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0.15,0.15,0,0,0,0.95,0,0,0,0,0,0,0,0.862,0.707,0.022,5.423,1128,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0.662,0,0,10.068,292,1
0,0.38,0.38,0,0,0.38,0,0,0,0,0,0,0,0.255,0.51,0,0,3.685,258,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,0.424,0,4.1,82,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,6.266,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.105,0,3.418,188,1
0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.268,0.107,0,2.698,251,1
0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0.165,0.082,0,2.17,102,1
0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0.171,0.342,0,3.809,80,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,4.941,84,1
0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,0,1.68,158,1
0,1.41,0.47,0,0,0,0,0,0,0,0,0,0,0,0.145,0.145,0,4.041,194,1
0,0,0.35,0.25,0,0.8,0,0,0,0,0,0,0,0,0.149,0.131,0.008,3.629,617,1
0,0,0.31,0.62,0,0.46,0,0,0,0,0,0,0,0,0.319,0.479,0.124,6.11,2218,1
0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,6.1,183,1
0,0,0.08,0.43,0,0.43,0,0,0.08,0,0,0,0,0.042,0.709,0.056,0,4.319,1123,1
0,0,0.06,0.3,0,0.06,0,0,0,0,0,0.06,0,0,0.01,0.169,0,1.775,451,1
0,0,0.11,0.22,0,0.45,0,0,0,0,0,0,0,0,0.265,0.132,0,4.215,666,1
0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0.176,0.352,0,3.857,81,1
0,0.05,0.26,0.57,0,0.34,0,0,0,0,0,0,0,0,0.328,0.858,0.157,5.928,3160,1
0,0,0.05,0.29,0,0.05,0,0,0,0,0,0,0,0,0.01,0.165,0,1.79,453,1
0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0.382,0.223,0.478,7.538,490,1
0,0.44,0,0.22,0,0.44,0,0,0,0,0,0,0,0,0.588,0.156,0,86.7,1734,1
0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0,0,3.025,118,1
0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,1.312,21,1
0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.034,0,0,3.168,339,1
0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,2.044,92,1
0,0.25,0.17,0.17,0,0.08,0,0,0,0,0,0.17,0.08,0,0.394,0.114,0.012,7.484,1407,1
0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0.294,0.147,0,72,288,1
0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.065,0,1.901,329,1
0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0.921,0.345,0,1.833,55,1
0,0.39,0,0.26,0,0.39,0,0,0,0,0,0,0,0,0.779,0.021,0.021,2.689,476,1
0,0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0.222,0,4.008,6.978,328,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,1.333,48,1
0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,62,1
0,2.3,0.76,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,11.312,181,1
0,0,0,0.11,0,0.05,0,0,0,0,0.11,0,0,0,0.099,0.079,0.009,4.906,1310,1
0,0.2,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0.307,0.175,0.014,6.937,1214,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,1.954,43,1
0,0.08,0,0.17,0,0.17,0,0,0,0,0,0,0.08,0,0.308,0.067,0.026,4.215,1214,1
0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,27,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.478,0,5.038,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,1.25,50,1
0,0.65,0,0.32,0,0,0,0,0,0,0,0,0,0,0.288,0.173,0,3.065,141,1
0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,1.724,3.529,60,1
0,0,0.72,0.6,0,0.96,0,0,0,0,0,0,0,0,0.102,0.205,0,3.548,479,1
0,1.21,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,57,1
0,0.42,0.21,0.21,5.78,0.21,0,0,0,0,0,0,0,0.075,0.263,0.075,0.639,53.433,1603,1
0,0.05,0.05,0.29,0,0.05,0,0,0,0,0,0.05,0,0,0.01,0.167,0,1.838,467,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,5.977,263,1
0,0,0.39,0.87,0,0.84,0,0,0,0,0,0,0,0,0.639,0.165,0.182,3.697,3498,1
0,0,0,0.11,0,0.05,0,0,0,0,0.11,0,0,0,0.089,0.079,0.009,4.913,1312,1
0,0,0.14,0.29,0,0.29,0,0,0,0,0,0,0,0,1.003,0.215,0.047,6.602,898,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,1.909,42,1
0,0,0.3,0.65,0,0.5,0,0,0,0,0,0,0,0,0.335,1.281,0.125,7.202,2413,1
0,0,0,0,0,0.22,0,0,0,0.11,0,0.11,0,0,0.367,0.193,0.077,2.559,389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,11,1
0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0.086,0.086,0.517,4.166,125,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.11,0,2.315,132,1
0,0.59,0,0,0,0.59,0,0,0,0,0,0,0,0,0.427,0,0,10,170,1
0,0.08,0,0,0,0.16,0,0,0,0,0,0,0,0.061,0.39,0.097,0.012,5.594,1561,1
0,0,0.11,0.05,0,0,1.16,0,0.23,0,0,0,0,0,0,0.053,0,1.864,910,1
0,0.5,0,1.51,0,0,0,0,0,0,0,0,0,0,0.432,0.432,0,2.375,247,1
0,0,0,0,0,0,0,0,0.62,0.12,0.37,0,0.37,0,0,0,0,2.376,492,1
0,0.31,0.63,0,0,0.63,0,0,0,0,0,0,0,0,0.102,0,0.102,5.708,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,49,1
0,0.21,0.21,0.65,0,0.43,0,0,0,0,0,0,0,0,0.372,0.18,0.048,5.114,1028,1
1.16,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,8.733,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.225,0,0,4.906,211,1
0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0.061,0,0,1.456,67,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0.248,0,5.187,249,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,6.718,215,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,2.826,65,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.312,0,7.541,543,1
0,0,0,0,0,0.22,0,0,0,0.11,0,0.11,0,0,0.367,0.193,0.077,2.559,389,1
0,0,0,0,4.57,0.72,0,0,0,0,0,0,0,0,0.233,0.202,0.326,8.763,1481,1
0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0.204,0,0,8.636,95,1
7.07,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.03,2.47,425,1
0,0.19,0,0,0,1.38,0,0,0,0,0,0,0,0,0.749,0.31,0.025,6.652,632,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,0.01,7.549,3752,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.634,0,4.066,61,1
0,0,0,0,0,0.61,0,0,0,0,0,0,0,0.447,0.298,0.149,0.029,11.96,909,1
0,0.19,0.09,0.19,0,0.29,0,0,0,0,0,0,0,0.202,0.404,0.233,0.031,4.32,877,1
0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,2.5,135,1
0,0.4,0.1,0,0,0.3,0,0,0,0,0,0,0,0.26,0.994,0.391,0.032,3.176,1042,1
0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0.353,0,0,1.209,196,1
0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.03,0.242,0.03,0.03,3.816,542,1
0,0,0,0,10.17,0,0,0,0,0.19,0,0,0,0,0.232,0.066,0.928,20.432,1655,1
0,0,0.36,0,0,0.54,0,0,0,0.36,0,0.18,0,0,0.633,0.063,0,9.043,841,1
0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0,0,9.1,91,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.42,0,3.428,72,1
0,0,0.27,0.27,0,0,0,0,0,0,0,0.06,0,0,0.472,0.092,0.023,2.086,703,1
0,0,0.08,0.9,0,1.14,0,0,0,0,0,0,0,0,0.845,0.255,0.095,4.194,713,1
0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,0,2.25,81,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.597,0,0,4.153,54,1
0,0.05,0.31,0.4,0,0.52,0,0,0,0,0,0,0,0,0.363,0.535,0.132,6.171,2771,1
0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0.573,0,0,2.884,75,1
0,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0.64,0.16,0,3.607,184,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.251,0,2.022,91,1
0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.321,0.107,0.107,3.846,150,1
0,1.15,1.15,0.76,0,0,0,0,0,0,0,0,0,0,0.486,0.347,0,1.608,74,1
0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.48,0.549,0,3.166,114,1
0,0.41,0,0.2,0,0,0,0,0,0,0,0,0,0,0.238,0.034,0,3.632,247,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,48,1
0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.159,0.199,0,0,6.091,530,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777,0.222,0,9.727,107,1
0,0.23,0,0.23,0,0.23,0,0,1.15,0,0,0,0,0.036,0.841,0.036,0,1.862,285,1
0,0.14,0.84,0,10.82,0.28,0,0,0,0,0,0,0,0.137,0.045,0.342,1.233,14.88,1622,1
0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586,249,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,0,0,2.338,145,1
0,0,0.31,0.58,0,0.38,0,0,0,0,0,0,0,0,0.36,0.524,0.137,6.186,2227,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.541,37,1
0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,1.211,0.471,0.067,18.4,736,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,3.545,78,1
0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.031,0.249,0.031,0.031,3.689,535,1
0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333,0,3.259,176,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.665,0,3.812,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0,0,4.024,326,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687,0.168,0.084,57.076,742,1
0,2.94,1.47,0,0,0,0,0,0,0,0,0,0,0,0.425,0.141,0,140,280,1
0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.375,0.034,0,4.2,231,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.41,0,5.074,137,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.938,95,1
0.42,0.85,0.42,0,0,0,0,0,0,0,0,0,0,0,0.819,0,0,4.84,363,1
0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0.763,21.428,150,1
0,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0.176,0,0,4.476,94,1
0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.354,0,4.047,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152,0,0,4.592,349,1
0,0,0,0.38,0,0.77,0,0,0,0,0,0,0,0,0.438,0.191,0.054,14.619,921,1
0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,0,2.3,46,1
0,0,0.12,0.12,0,0.12,0,0,0.12,0,0,0,0,0,0.371,0.061,0,2.878,475,1
0,0,0.09,0.45,0,0.27,0,0,0.09,0,0,0,0,0,0.611,0.014,0,3.707,875,1
0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0.081,16.217,373,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,0,4,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823,0,0,2.815,107,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,3.768,260,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.597,0,3.333,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.844,0,0,1.666,15,1
0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,6.137,313,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1
0,0,0,0.38,0,0.77,0,0,0,0,0,0,0,0,0.437,0.191,0.054,14.406,922,1
0,0.48,0.48,0.48,0,0.48,0,0,0,0,0,0,0.48,0,0.43,0.43,0,25.964,727,1
