@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4,7,9,15-16,20-21,23,27-29,37,39-40,42-45,50,52-53,55,57-58'

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,1.16,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0.133,0.667,0,1.131,69,1
0,0,0,0,0,0,0.68,0,0,0.68,0,1.36,0,0,0,0,0,0,0,0,0,3.826,264,1
0,0,0,0,4.97,0,1.99,0.49,0,0,0,0,0,0,0,0,0,0,0.34,0.17,0,1.468,94,1
0,0.05,0.43,0,0.25,0,1.46,1.05,0,0,0,0,0,0,0,0,0,0.02,0.065,0.325,0.756,5.891,3040,1
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.611,1.529,0,5.5,66,1
0,0,0.1,0.05,0,0.3,0.75,0.15,0,0,0,0,0,0,0,0,0.05,0.05,0.036,0.054,0.118,2.379,583,1
0,0.3,0,0,0,0,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0.092,0.322,2.074,278,1
0,0,0,0,0.98,0,0.78,0.19,0,0,0,0,0,0.19,0,0,0,0,0.128,0.16,0.16,2.128,730,1
0,0,0,0,2.77,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,1.181,13,1
0,0,0,0,0.66,0,0.33,1.66,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0.541,5.428,304,1
0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,1.461,114,1
0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.064,33,1
0,0.26,0.52,0,0.79,0,1.05,0,0,0,0,0.26,0.52,0,0,0,0,0,0.656,0.31,0,5.549,566,1
0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0.099,0.893,0,2.122,121,1
0,0,0,0,0,1.97,4.6,0,0,0,0,0,0,0.65,0,0,0,0,0,0.816,0.068,3.173,165,1
0,0,0.15,0,0.05,0,0.02,0.37,0,0,0.02,0.3,0,0.02,0,0.02,0,0.02,0.022,0,0.022,1.423,965,1
0,0.16,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.884,0.752,5.328,1087,1
0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,1.543,88,1
0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,32,1
0,0.08,0.24,0,0.48,0,0.73,0.08,0,0,0,0,0,0,0,0,0,0,0.085,0.39,0.097,5.594,1561,1
0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0,5.687,91,1
0,1.16,0,0,0.58,1.16,2.92,0,0,0,0,0,0,0,0,0,0,0,0.27,0.09,0.09,1.829,75,1
0,0.17,0.17,0,0,1.61,4.12,0,0,0,0,0,0,0.17,0,0,0,0,0.115,1.158,0.057,5.163,599,1
0,0.35,0,0,0.7,2.82,2.82,0,0,0,0,0,0,0,0,0,0,0.35,0,0.411,0,2.917,213,1
0,0.06,0.06,0,0,0.24,1.09,0.85,0,0,0,0,0,0,0,0.06,0,0.06,0.052,0.01,0.167,1.74,442,1
0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,4.818,53,1
0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0.511,0.511,0,4.617,217,1
0,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.041,0.209,0.209,2.776,211,1
0,0.32,0,0,0.32,0,3.25,0,0,0,0,0,0,0,0,0,0,0.32,0.105,0,0.158,1.494,139,1
0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.67,0,0.332,0.11,2.315,132,1
0,0,0.58,0.03,0.23,0,1.36,0.46,0,0,0,0,0,0,0,0,0,0.03,0.088,0.319,0.479,6.11,2218,1
0,0.35,0,0,0.7,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0.113,0.397,0,3.388,183,1
0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,4.818,53,1
0,0.14,0.57,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.826,0.745,5.456,1315,1
0,0,0.76,0,0.38,0.69,1.26,0.44,0,0,0,0,0,0.12,0,0.06,0,0,0.085,0.428,0.235,3.702,1070,1
0,0.96,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0.123,0.616,0,1.181,13,1
0,0,0,0,0,2.26,2.11,0.15,0,0,0,0,0,0,0,0,0,0.15,0.051,0.255,0.076,6.3,1216,1
0,0,0.44,0,0.55,0,1.1,0,0,0,0,0,0,0,0,0.11,0,0,0.173,0.367,0.193,2.559,389,1
0,0,0.24,0,0.6,0,1.8,0.72,0,0,0,0,0,0,0,0,0,0.12,0.04,0.101,0.222,3.577,483,1
0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,0.19,0.19,0.38,3.6,72,1
0,0,0,0,0.24,0,0.73,0,0,0,0,0,0,0.12,0,0,0,0.12,0.02,0.041,0.041,2.351,254,1
0,0,0,0,0.24,0,0.73,0,0,0,0,0,0,0.12,0,0,0,0.12,0.02,0.041,0.041,2.351,254,1
0,0,0,0,1.34,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,2.25,144,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,4.476,94,1
0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,1.08,0.191,0.191,0.383,3.95,79,1
0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0.072,0.291,0,1.348,58,1
0,0.25,0.59,2.21,0.25,0.17,0.42,0.85,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.063,0.394,0.114,7.484,1407,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0.422,0.422,0.634,4.066,61,1
0,0,0.85,0,0.17,0,2.05,0.68,0,0,0,0,0,0,0,0,0,0,0,0.387,1.961,11,660,1
0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0.062,0.311,0,1.954,43,1
0,0.52,0,0,1.05,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0.194,0.291,0,3.333,120,1
0,0,0,0,0,0,1.14,2.85,0,0,0,0,0,0,0,0,0,0,0,0.211,0.74,2.9,116,1
0,0,0,0,0.77,0,0.51,0.12,0,0,0,0,0,0.12,0,0,0,0.12,0.161,1.082,0.299,5.274,981,1
0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,62,1
0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0,5.875,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.189,0.189,0.189,3.857,81,1
0,0,0,0,0,5.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,9.2,92,1
0,0.27,1.1,0.13,0,0.13,2.77,0.13,0,0,0,0,0,0.13,0,0,0,0,0.017,1.316,0.177,4.947,757,1
0,0,0,0,0.77,0,2.58,0.77,0,0,0,0,0.25,0,0,0,0,0,0.179,0.359,0.403,5.774,358,1
0,0,0.09,0,0,0,3.38,0.36,0,0,0,0,0,0,0,0,0,0.27,0.046,0.246,0.03,3.771,528,1
0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0.125,0,7.054,261,1
0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0.113,0.113,0,1.25,50,1
0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.103,0.206,0.309,4.029,270,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,3.925,106,1
0,0,0,0,0.42,0,1.26,0,0,0,0,0,0,0,0,0,0,0.42,0.067,0.472,0.472,3,108,1
0,0.13,0,0.13,0.26,0.26,1.44,0.13,0,0,0,0,0,0,0,0,0,0.13,0,0.022,0.022,12.454,1096,1
0,0,0.29,0,0.32,0.29,1.32,0.34,0,0,0,0,0,0,0,0,0.02,0.07,0.058,0.64,0.166,3.697,3498,1
0,0.03,0.4,0.25,0.54,0.14,1.45,0.29,0,0,0,0,0,0.03,0,0,0,0.07,0.042,0.343,0.141,3.328,1621,1
0,0.57,1.14,1,0.14,0,1.14,0.35,0,0,0,0,0,0.07,0,0,0,0,0.08,0.309,0.103,4.923,1295,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,2.444,44,1
0,0.32,0,0,0.98,2.61,3.26,0,0,0,0,0,0,0,0,0,0,0,0.051,0.103,0,5.85,234,1
0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0.077,0.077,0,1.388,75,1
