@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,5,7-8,20,22,25,28-29,34-35,37,44,48,50,53,57-58'

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_project numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0.71,0,0.35,0,0,0,0,0,0,0,0,0,0,0.102,0,205,1
0.05,0.76,0.15,0.02,0.1,0,0,0,0,0,0,0.1,0,0,0.101,0.046,2258,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,25,1
0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,186,1
0.12,1.32,0,0.36,0,0,0,0,0,0,0,0.12,0,0,0.059,0.019,180,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,187,1
0,2.24,1.12,0,0,0,0,0,0,0,0,0,0,0,0.25,0.333,194,1
0.59,0.14,0.03,0.14,0,0,0,0,0,0,0.03,0,0,0,0.075,0.532,2453,1
0.46,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.494,0.823,102,1
0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.189,0,292,1
0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0.16,0.33,0.33,0.84,1.68,0,0,0,0,0,0,0,0,0,0.19,0.054,657,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.431,76,1
0,1.49,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,11,1
0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.126,123,1
0,0.81,0,2.98,1.35,0,0,0,0,0,0,0,0,0,0.04,0.121,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0.42,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1
0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1
0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0.44,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,152,1
0.34,0.08,0.08,0.25,0,0.17,0,0,0,0,0,0,0,0,0.048,0.258,694,1
0,6.25,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
0,0.29,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0.046,979,1
0.43,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1
0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,0.71,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,214,1
0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.124,210,1
0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,117,1
0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0.066,0.663,1116,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0.65,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.105,0.157,139,1
0,0.17,0.17,0,0,0,0.17,0,0,0.17,0,0.34,0,0,0.072,0.681,967,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,72,1
0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.124,0.062,65,1
0.6,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.202,479,1
0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,141,1
0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,115,1
0.08,1.52,0.08,0,0,0,0,0,0,0,0,0,0,0,0.054,0.109,1278,1
0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.204,0.153,368,1
0,0.28,0.14,0,2.31,7.97,0,0,0,0,0,0,0,0,0.053,0.08,1222,1
0.27,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0.133,0,144,1
0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0.186,0.186,84,1
0,0.42,0.42,0,0,8.82,0,0,0,0,0,0,0,0,0.062,0,493,1
0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1
0,1.07,0,0.35,0,0,0,0,0,0,0,0,0,0,0.233,0.233,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.151,117,1
0,1.18,0.23,0.35,0.35,0,0,0,0,0,0,0,0,0,0.057,0.191,1509,1
0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1
0,0.81,0,0,0,0,0,0,0,0,0,0.2,0,0,0.152,0.121,261,1
0,0.87,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,46,1
0.26,1.61,1.07,0.26,0,0,0,0,0,0,0,0,0,0,0.092,0,339,1
0.33,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.113,441,1
0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.045,0,134,1
1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,83,1
1.18,0,0.19,0.19,0.39,0,0,0,0,0,0,0,0,0,0.232,0.31,632,1
0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.071,0.023,2761,1
0.68,0.45,0,0.57,0,0,0,0,0,0,0,0,0,0,0.118,0.236,1592,1
0.49,0.05,0.05,0.24,0,0,0,0,0,0,0,0,0,0,0.064,0.626,3269,1
0.1,0.8,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0.107,0.152,1351,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0.79,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.267,0.247,365,1
0.1,0.61,0.4,0.1,0.5,0,0,0,0,0,0.1,0,0,0,0,0.384,1043,1
0.52,0.14,0.03,0.1,0,0,0,0,0,0,0,0,0,0,0.075,0.528,2184,1
0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,1.305,36,1
0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0.248,0.062,160,1
0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0.278,0,118,1
0.52,0.14,0.03,0.1,0,0,0,0,0,0,0,0,0,0,0.077,0.543,2207,1
0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0.439,24,1
0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0.052,0.105,127,1
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0.11,0.83,228,1
