@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4-5,10,15-16,18-19,22,24-25,32,40-41,43,45,47-48,50,52-53,58'

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_re numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0,1.16,0,0,1.16,1.16,1.16,0,0,0,0,0,0,0,0,0,0,0.133,0.667,0,1
0,0,0.68,0,0,0,2.04,0,0,0.68,0,0,0,0,0,0,0,0,0,0,1
0,0,0.99,0,4.97,0,3.48,0,0,0,0,0,0,0,0,0,0,0.34,0.17,0,1
0,0.05,0.74,0,0.25,0.02,3.22,0,0.36,0,0,0,0,0,0.02,0,0,0.065,0.325,0.756,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,1.529,0,1
0,0.1,0,0.05,0,0.5,1.55,0,0.2,0.05,0,0,0,0,0.05,0,0,0.036,0.054,0.118,1
0,0.92,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.092,0.322,1
0,0.19,0,0,0.98,0.39,0.59,0,0,0,0,0.19,0,0,0,0,0,0.128,0.16,0.16,1
0,0,0,0,2.77,4.16,4.16,0,0,0,0,0,0,0,0,0,0,0,0.715,0,1
0,0.66,0,0,0.66,0,2.33,0,0.33,0,0,0,0,0,0,0,0,0.06,0.12,0.541,1
0,0,0,0,0,0.78,3.13,0,1.56,0,0,0,0,0,0,0,0,0,0.261,0,1
0,2.7,0,0,0,0.67,4.05,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1
0,0.26,0,0,0.79,0,1.32,0,0.52,0,0,0,0,0,0,0,0,0.656,0.31,0,1
0,0.55,0.55,0,0.55,0,1.67,0,0,0,0,0,0,0,0.55,0,0,0.099,0.893,0,1
0,0.65,0,0,0,0,5.26,0,1.31,0,0,0.65,0,0,0,0,0,0,0.816,0.068,1
0,0.25,0,0,0.05,0,0.05,0,0.02,0,0,0.02,0,0.02,0.02,0,0,0.022,0,0.022,1
0,0.33,0,0,0.5,1.5,0.66,0,0,0.33,0,0,0,0,0,0,0,0.088,0.884,0.752,1
0,1.81,0.36,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0.265,0,0,1
0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.38,0.08,0,0.48,0.08,3.5,0,0.16,0,0,0,0,0,0,0,0,0.085,0.39,0.097,1
0,1.11,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0.784,0,1
0,2.33,0,0,0.58,0.58,2.92,0,0,0,0,0,0,0,0,0,0,0.27,0.09,0.09,1
0,0.53,0.53,0,0,0,1.97,0,0.35,0,0,0.17,0,0,0,0,0,0.115,1.158,0.057,1
0,0.35,0,0,0.7,0,5.3,0,0,0,0,0,0,0,0.35,0,0,0,0.411,0,1
