@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,4,7-9,11-12,20,23,25,31,33,35-36,39,41-42,46,48,50,52-53,56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0.96,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,6,1
0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.455,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.729,0,9,1
0.07,0,0.15,0.02,0.55,0.1,0.47,0.1,0.05,0,0,0,0,0.02,0,0,0,0,0,0.101,0.25,0.046,66,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.671,0,12,1
0.42,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.669,0,121,1
0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.201,0,0.1,59,1
0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.268,0,26,1
0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.518,0.31,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,1.529,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.542,0,19,1
0,0,0.59,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,33,1
0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,23,1
0.56,0,1.12,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.247,1.32,0.33,140,1
0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.135,0,46,1
0.34,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,13,1
0,0,0,0.46,0,0,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0.49,0.081,0.816,12,1
0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.135,0,46,1
0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192,0,12,1
0,0,1.07,0,0,0,0.53,0,1.61,0,0,0,0,0,0,0,0,0,0,0,1.183,0.253,68,1
0.54,0,1.09,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.241,1.045,0.321,140,1
0.42,0,0.08,0.25,0.08,0.34,0.51,0,0.34,0,0,0,0,0,0,0,0,0,0,0.063,0.287,0.223,62,1
0,0,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.157,10,1
0.32,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.773,0.08,132,1
0.84,0,1.69,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.113,0.278,418,1
0,0,0.08,0.43,0.08,0,0.6,0,0.34,0,0,0,0,0,0,0,0,0,0,0.081,0.088,0.013,48,1
0,0,0,0,0.67,0.22,0.9,0,0.22,0,0,0,0,0.45,0,0,0,0,0,0.258,0.129,0.193,71,1
0,0,0,0,0.47,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0.131,0.461,0.263,61,1
0.2,0,0,0.27,0.27,0.41,0.97,0,0.06,0,0,0,0,0,0,0,0,0,0,0.105,0.75,0.305,94,1
0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.271,0.135,26,1
0.57,0,2.28,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.487,0,147,1
0.17,0,0.17,0.52,0,0.35,0.52,0,0.35,0,0,0,0,0,0,0,0,0,0,0.143,0.085,0.057,39,1
0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841,0.21,295,1
0,0,0.64,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0.554,0.369,22,1
1.31,0,0,0.18,0.37,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.268,0.107,42,1
0.62,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1.152,0,121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,41,1
0,0,0,0,0,0,0,0,0,2.06,0,1.03,0,0,0,0,0,0,0,0.342,0,0,10,1
0,0,0.45,0.91,0.45,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.254,0.063,0.127,46,1
0.02,0,0,0.05,0,0,0.02,0.2,0,0.02,0,0,0,0,0,0,0,0,0,0.004,0.107,0.017,489,1
0,0,0,0,0.23,0.23,1.9,0.23,0,0,0,0,0,0,0,0,0,0,0,0.109,1.018,0.036,97,1
0,0,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.157,10,1
0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.304,30,1
0.28,0,0.02,0.21,0.42,0.23,0.89,0,1.03,0,0,0,0,0,0,0,0,0,0,0.058,0.382,0.847,193,1
0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.7,0,12,1
1.11,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,5,1
0,0,0.86,0,0,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.801,0,41,1
0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,12,1
0.62,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.777,0,61,1
0.48,0,0,0.48,0,0,0.96,0,1.44,0,0,0,0,0,0,0,0,0,0,0.084,0.084,0.336,12,1
0,0,0.1,0,0.2,0.4,0.5,4.26,0.4,0,0,0,0,0,0,0,0,0,0,0.093,0.297,0.156,494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0.058,0.264,0,93,1
0,0,0.31,0,0,0,1.26,0,0.31,0,0,0,0,0.31,0,0,0,0,0,0.086,0.13,0.173,60,1
0.4,0,0.06,0.33,0,0.33,1.07,0,0.53,0,0,0,0,0,0,0,0,0,0,0.088,1.06,0.151,123,1
0.28,0,0.16,0.2,0,0.08,0.98,0,0.45,0.04,0,0,0,0,0,0,0,0,0,0.171,0.507,0.493,133,1
0,0,0,0.53,0,0,1.06,0,1.59,0,0,0,0,0,0.53,0,0,0,0,0.186,0.093,0.466,60,1
0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,0.11,12,1
0,0,0,0.59,0,0,1.18,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0.109,0.763,32,1
0,0,1.02,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,4,1
1.25,0,1.25,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.223,0,29,1
0,0,0,0,0.24,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,209,1
0.13,0,0.27,0.13,1.11,0,0.97,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0.018,1.294,0.182,232,1
0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.58,0,0,0.58,0.58,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0.192,0,10,1
0,0,0.36,0,0,0.36,0.36,1.1,1.47,0,0,0,0,0,0,0,0,0,0,0.118,0.414,0.888,33,1
0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.35,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.027,0.167,0.027,149,1
0,0,2.94,1.47,1.47,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.141,0.425,0.141,279,1
0.57,0,0.57,0,0,0,0.57,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0.072,0.289,114,1
0.43,0,0.86,0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0.063,30,1
0.66,0,0.33,0,0.33,0.33,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0.266,0.372,0.159,14,1
0.28,0,0.14,0,0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0,132,1
0.25,0,0.04,0.32,0.38,0.21,0.9,0,1.09,0,0,0,0,0,0,0,0,0,0,0.058,0.308,0.672,193,1
0,0,0,0,0.16,0.08,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.337,0.054,79,1
0.38,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.246,0.894,70,1
0,0,0.07,0.23,0,0.07,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0.012,1.132,0.077,77,1
0,0,0.31,0.31,0,0.63,1.59,0,0.31,0,0,0,0,0,0,0,0,0,0,0.092,0.323,0,18,1
0.2,0,0.5,0,0.8,0.3,0.7,0.2,0.6,0,0,0,0,0,0,0,0,0.1,0,0.11,0.49,0.158,669,1
0.81,0,0.98,0.98,0.32,0,0.81,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0.247,0.179,0.674,113,1
0,0,1.41,0,0,0.47,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.145,54,1
0,0,0.7,0.23,0,0,0.47,0,0,0,0,0,0,0.23,0,0,0,0,0,0.037,1.362,0.037,111,1
0,0,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,48,1
0,0,0,0.19,0.19,0,1.72,0,0.38,0,0,0,0,0,0,0,0,0,0,0.031,0.349,0,105,1
0,0,0,0,0,0,0,0,2.7,1.35,0,0,0,0,0,0,0,0,0,0,1.836,0,19,1
0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,11,1
1.15,0,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.19,0,56,1
0.67,0,0.16,0.16,0,0,0.33,0.5,0,0,0,0.33,0,0,0,0,0,0,0,0,0.079,0.105,32,1
0,0,0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1
