@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4-5,7,11,16,20-21,23-26,28-29,31-32,35,37,39,42-43,45-46,48,55,58'

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0.34,0,0,0.34,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.728,1
0,0.9,0.9,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,5.466,1
0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,1.11,0.18,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283,1
0,1.57,0.06,0.06,0,0.24,1.09,0.84,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,1.733,1
0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642,1
0,1.26,2.53,1.26,0,1.26,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,1
0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325,1
0,0.4,0,0,0.2,0.13,1.21,0,0.06,0,0,0,0.06,0,0,0,0,0,0.13,0,0.06,0,0,3.353,1
0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,3.8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.913,1
0,1.51,0,0.5,0,0,3.03,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.01,0,0,3.416,1
0,0.56,0,0,0.56,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,2.36,1
0,1.44,0.16,0,0,0,0.47,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.891,1
0,0.19,0,0.39,0.98,0,0.78,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.128,1
0,1.65,0,0,0.82,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,1
0,0.15,0,0.3,0.23,0,1.34,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,7.202,1
0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,4.277,1
0,0.29,0,0.29,0.87,0,1.31,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.58,0,0,3.121,1
0,0.33,0,0,0.33,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,4.024,1
0,0,0.51,0,2.07,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676,1
0,0.54,1.08,0,0.54,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,5.454,1
0,0,0,0,0.9,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,6.266,1
0,0.35,0.53,0.26,0.62,0.17,1.16,0.89,0.08,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,6.815,1
0,0.19,0,0,0.59,0,3.14,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,3.112,1
0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1
0,0,0,0,1.05,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293,1
0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.607,1
0,0,0,0.14,0.14,0.14,0.88,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.962,1
0,0,3.27,0,1.63,0,1.63,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,14.818,1
0,0.38,0.19,0.19,0.19,0.19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.789,1
0,0.52,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,1
0,0.2,0.2,0.31,0.1,0.93,2.92,0,0.2,0.1,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0,0,4.064,1
0,1.28,0.64,0,0.64,0,3.2,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,1
0,0.43,0,0,0.43,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,1.2,1
0,0.58,0.11,0.23,0.46,0,0.58,0.11,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,2.576,1
0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,1
0,0,0,0,1.28,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,5.538,1
0,0,0.94,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,1.48,1
0,0.36,0,0,0.36,0,1.46,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.787,1
0,0,0,0,0,0,5.19,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,1
0,1.27,0.63,0,0.63,0,2.54,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.458,1
0,1.3,0,0,1.3,0,2.61,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,1
0,0.36,0,0,0.36,0,1.46,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.787,1
0,1.57,0.06,0.06,0,0.24,1.09,0.85,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,1.736,1
0,0,1.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,2.527,1
0,1.21,0,0,2.43,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1.59,0,0.06,0,0.24,1.1,0.85,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,1.748,1
0,0.29,0,0.29,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361,1
0,0,0,0,0.68,3.42,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737,1
0,0.22,0,0,0.55,0,1.1,0,0.22,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,2.559,1
0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1
0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,1
0,0.45,0.45,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.517,1
0,0.1,0.1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901,1
0,0.62,0.31,0,0.15,0,1.09,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.278,1
0,0.4,0,0,0,0.2,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,7.538,1
0,0.21,0.1,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.104,1
0,1.43,0,0,0.14,0,1.28,0.14,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1
0,0.28,0,0.28,0,1.98,2.83,0.28,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.979,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666,1
0,0.25,0.25,0.5,0.5,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1
0,0.36,0,0,0,0,3.27,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,3.816,1
0,0.36,0,0,1.81,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287,1
0,1.92,0.56,0.22,0.22,0,1.36,0.11,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,3.155,1
0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,1
0,1.28,1.28,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.466,1
0,0,0.84,0.84,0.84,0,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.45,0,0.11,0,0,1.25,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,4.215,1
0,0.19,0,0.34,0.23,0,1.51,0.38,0.46,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,6.134,1
0,0,0,0,0,0,3.08,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666,1
0,0.7,0.7,0,0,0,1.4,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.596,1
0,0.8,0.8,0,0.8,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.115,1
0,0,0,0.25,1.5,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,1
0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.263,1
0,0.8,0.5,0.3,0.1,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0,8.55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.481,1
0,0.38,0.38,0.38,0.38,0,1.94,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,1
0,0.98,0.32,0,0,0.98,0.65,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,337.25,1
0,0.41,0.49,0.24,0.82,0.16,1.16,0.91,0.16,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,5.872,1
0.17,1.44,0.05,0.05,0,0.23,1.09,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.051,1
0,1.47,0,0.05,0,0.23,1.11,0.76,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1
0,0.85,0.25,0.17,0.25,0.17,0.42,0.85,0.08,0,0,0,0,0,0,0,0,0,0,0.17,0.08,0.08,0,7.55,1
0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,3.812,1
1.26,0,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.476,1
0,0.47,0.15,0.31,0,1.58,3.95,0.15,0.47,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,5.241,1
0,0.37,0,0.37,3.34,0,1.48,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.985,1
0.17,1.43,0.05,0.05,0,0.23,1.03,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.093,1
0,0.37,0.37,0,0.37,2.61,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,3.337,1
0,0.88,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,1
0,0.52,0.07,0.22,0,0.22,1.87,0,0.22,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,3.446,1
0,0,1.63,0.54,0.54,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592,1
0,0.96,0.96,0.48,1.44,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.586,1
