@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R3-4,7-9,11-12,20,23,25,29,35,45-46,48,53,55-58'

@attribute Word_freq_all numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0.31,0.63,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,3.537,40,191,1
0,0,0,0,0,0.96,1.28,0,0,0,0,0,0,0,0,0.054,1.671,4,112,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857,12,34,1
0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0.196,5.466,22,82,1
3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.909,11,43,1
0,0,0,0,0,0,1.26,0,0,0,0,0,1.26,0,0,0.596,3.833,17,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,106,1
0,0,1.04,0,0,0,1.04,0,0,0,0,0,0,0,0,0.061,3.318,59,146,1
0.45,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,2.777,61,200,1
0.94,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,26.5,245,318,1
0.46,0,0.46,1.86,0,0.46,0,0.46,0,0,0,0,0,0,0,0.214,4.63,64,213,1
0.4,0,0,0.05,0.1,0,0.3,0.3,0.15,0.05,0,0,0.05,0,0,0.118,2.37,96,588,1
0.34,0,0,0.19,0.57,0.3,0.73,0,0.5,0,0,0,0.03,0,0,1.281,7.202,595,2413,1
0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,1.979,12,95,1
0.33,0,0,0,0,0,0.33,0,1.66,0,0,0,0,0,0,0.541,5.428,21,304,1
1.68,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,1.796,19,203,1
0.35,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,3.768,61,260,1
1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,19,172,1
0.53,0,0,0.05,0.11,0,0.17,0.35,0.23,0,0,0,0,0,0,0.14,1.364,14,303,1
0.56,0,1.12,1.12,0,0.56,2.25,0,0.56,0,0,0,0,0,0,0,1.416,5,51,1
0.61,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,13,81,1
0,0,0,0.46,0,0.23,0,0,1.61,0,0,0,0,0,0,0.112,3.105,30,354,1
0.81,0,0.07,0,0.07,0.07,1.48,0,0,0,0,0,0,0,0,0.159,3.456,44,802,1
0.33,0,0.33,0.33,0,0,0.33,0,0,0,0,0,0.33,0,0,0.161,2.195,50,202,1
0.58,0,0.58,0,0,0,0.58,0,0,0,0,0,0,0,0,0,2.529,8,86,1
0.47,0,0,0,0.47,0,0,0,0.95,0,0,0,0.47,0,0,0.267,3.459,61,256,1
0.69,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,6.364,149,942,1
0.57,0,2.28,0,0,0,0.57,0,0,0,0,0,0.57,0,0,0,16.217,147,373,1
0.32,0,0.32,0.32,0,0,0.32,0,0,0,0,0,0.32,0,0,0.159,1.494,10,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,4,19,1
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.137,2.538,11,33,1
0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0.175,3.343,28,107,1
0.64,0,0,0,0,0,1.29,0,0.64,0,0,0,0,0,0,0.37,2.44,22,122,1
0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1.583,11,38,1
0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.062,1.477,8,65,1
1.45,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,1.227,8,81,1
0.71,0,0,0,0.23,0.23,1.9,0.23,0,0,0,0,0,0,0,0.036,4.022,97,543,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.178,62,89,1
0.59,0,0,0.59,0,0,1.19,0,1.78,0,0,0,0,0,0,0.42,3.428,12,72,1
0.03,0,0,0,0,0.1,0.43,0,0,0,0,0,0,0,0.2,0.019,4.93,113,3550,1
0,0.42,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.683,3.168,36,301,1
0.29,0,0,0.18,0.54,0.29,0.65,0,0.51,0,0,0,0.03,0,0,0.51,6.59,739,2333,1
0.71,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,3.895,61,261,1
0.88,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,3.417,51,229,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,3.454,17,38,1
0.51,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0.177,3.125,12,100,1
1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,36,1
0,0,0,0.47,0,2.61,1.66,0,0.23,0.71,0,0,0.47,0,0,0.04,3.78,55,189,1
0.41,0,0.2,0,0.2,0.41,1.23,3.09,0,0,0,0,0,0,0,0.065,3.716,45,301,1
0.32,0,0,0.49,0.65,0.16,1.3,0.49,0,0,0,0,0,0.16,0,0.225,5.833,47,595,1
0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,3.714,11,26,1
0.62,0,0,2.82,0,0.31,2.5,0.31,0,0,0,0,0,0,0,0.111,1.672,6,92,1
0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.626,4.066,17,61,1
0.29,0,0,0,1.03,0.14,0.59,0.14,0,0,0,0,0,0,0,0.128,2.686,73,368,1
0,0,0,0,0,0,0,0.46,0.46,0,0,0,0,0,0,0.5,1.636,10,126,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
0,0,0,0.66,0,0,2,0,0,0,0,0,0,0,0,0,2.133,7,32,1
0.4,0,0.05,0.14,0.46,0.31,0.89,0,0.63,0,0,0,0.08,0,0,0.535,6.171,159,2771,1
0.59,0,0.19,0.19,1.38,0,0.98,0.39,0,0,0,0,0,0,0,0.308,6.652,76,632,1
0.69,0,0,0.86,0.17,0.34,1.38,1.55,0,0,0,0,0,0,0,0.055,5.175,63,621,1
0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.109,1.916,12,69,1
0.89,0,1.78,0,0,0.89,1.78,0,0,0,0,0,0.89,0,0,0,5.25,16,84,1
0.52,0,0.13,0,0,0.13,0.13,0.13,0,0,0,0,0,0,0,0,7.138,149,1235,1
0.28,0,0,0,0,0.02,0.09,0,0,0,0,0,0,0,0,0,16.644,154,9088,1
0.61,0,0,0.2,0.4,0,2.25,0,0,0,0,0,0,0,0,0.063,2,31,156,1
0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,13.266,70,199,1
0.61,0,0.41,0.2,0,0,0.41,0,0,0,0,0,0.2,0,0,0.034,3.632,32,247,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.533,65,158,1
0.42,0,0.42,0,0,0.42,0.84,0,2.53,0,0,0,0,0,0,1.457,2.632,12,179,1
0.54,0,0.1,0,0.1,0,0.21,0,0.54,0,0,0,0,0,0,0.118,1.987,14,306,1
0.27,0,0,0.18,0.09,0,0.72,0,0.36,0,0,0,0.27,0,0,0.031,3.816,69,542,1
0.27,0,0,0.18,0.09,0,0.72,0,0.36,0,0,0,0.27,0,0,0.031,3.758,69,530,1
0.68,0,0,1.36,0,0.68,0.68,0,0.68,0,0,0,0,0,0,0.238,2.232,19,96,1
0.76,0,0.25,0.17,0.59,0.17,0.59,0.17,0.85,0,0,0,0.08,0.08,0,0.118,7.55,669,1412,1
0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.733,42,131,1
0.93,0,0,0.46,0,0,2.33,0,0,0,0,0,0,0,0,0.168,57.076,634,742,1
0.11,0,0,0.59,0.71,0.23,0.11,0,1.9,0,0,0,0.11,0,0,0.254,9.705,148,1514,1
1.35,0,0,0,0,0.16,1.69,0,0,0,0,0,0,0,0,0.278,3.774,46,268,1
1.17,0,0,0,0,0.78,0.78,0,0,0,0,0,0.39,0,0,0.132,5.87,44,364,1
0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,2.058,5,35,1
0.51,0,0.17,0.34,0.17,0,0,0,0.34,0,0,0,0,0,0,0,1.559,10,145,1
1.28,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0.204,5.181,25,57,1
0.55,0,0,0.27,0,0.55,0.27,0,0,0,0,0,0.27,0,0,0.291,2.309,35,291,1
0.04,0,0,0.29,0.29,0.14,0.04,0.04,0.69,0,0,0,0.19,0,0,0.09,12.332,1171,9163,1
0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0.341,3.809,24,80,1
0,0,0.43,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,7.983,72,495,1
1.58,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,3.538,21,46,1
0,0,1.03,1.03,0,0,1.03,0,0,0,0,0,1.03,0,0,0,10.692,65,139,1
1.29,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0.208,4.818,25,53,1
0.85,0,0.21,0,0,0,0,0.21,1.28,0,0,0,0,0,0,0.271,9.052,58,869,1
0.56,0,0,0.18,0.37,0,2.08,0,0,0,0,0,0,0,0,0.112,2.548,34,237,1
0.41,0,1.65,0.82,0,0,0,0,0,0,0,0,0.41,0,0,0,15.892,226,445,1
0.9,0,0,0.45,0,0,2.25,0,0,0,0,0,0,0,0,0.162,69.727,706,767,1
1.85,0,0,0.37,0.74,0.37,0.74,0,0,0,0,0,0.37,0,0,0.471,18.4,393,736,1
0.59,0,0,0,0.09,0,1.57,0.09,0,0,0,0,0,0,0,1.311,5.96,54,757,1
0.15,0,0,0,0.9,0,0.75,0,0.15,0,0,0.6,0,0,0,0.05,2.271,49,427,1
1.24,0,0,0,0,0,0.41,0,0,0,0,0,0.41,0,0,0.549,3.166,19,114,1
0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.17,9.411,128,160,1
0.67,0,0.33,0.84,0.16,0.33,1.51,1.68,0,0,0,0,0,0,0,0.056,4.928,63,621,1
0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1.492,29.125,223,233,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514,1.823,11,62,1
0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0.943,2.944,9,53,1
0.48,0,0,0,0.24,0.48,0.24,0,0.48,0,0,0,0,0,0.24,0.184,2.336,66,264,1
0.48,0,0,0,0.24,0.48,0.24,0,0.48,0,0,0,0,0,0.24,0.184,2.336,66,264,1
0.08,0,0.08,0.42,0.08,0,0.6,0,0.34,0,0,0,0,0,0,0.014,4.07,48,574,1
0.59,0,0,0,0.09,0,1.59,0,0,0,0,0,0,0,0,1.33,5.8,54,725,1
0,0,0.39,1.19,0,0,0.79,0,0,0,0,0.79,0,0,0,0.211,1.903,13,118,1
0,0,0,0,0,0,2.4,0,0.48,0,0,0,0.48,0,0,0.087,1.612,12,50,1
1.15,0,0,0.12,0.25,0.12,0.38,0.12,0,0,0,0,0,0,0,0.061,2.89,84,477,1
0.49,0,0,0,0,0.49,0,0.49,0,0,0,0,0,0,0,0.312,4.75,47,190,1
0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,4,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.166,28,79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.652,31,107,1
0.42,0,0,0,0,0,0.84,0,0.84,0,0,0,0,0,0,0.3,4.02,82,197,1
0.81,0,0.81,0.4,0,0,0.4,0,2.04,0,0,0,0,0,0,0.8,7.651,181,505,1
0.58,0,0,0,0.75,0.34,1.27,2.61,0.17,0,0,0,0,0,0,0.186,4.225,131,1107,1
0.64,0,0.64,0,2.59,1.29,1.94,0,0,0,0,0,0,0,0,0,1.136,4,25,1
0.88,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0.37,2.413,16,140,1
0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0.088,1.693,16,83,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.923,55,114,1
0.49,0,0.49,0,0,0,1.98,0,0,0,0,0,0,0,0,0.195,7.205,47,281,1
0.03,0,0,0.03,0,0,0.53,0.03,0.1,0,0,0,0,0,0,0.065,2.11,46,3220,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,13,78,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,12,25,1
0.51,0,0,0,0,0.51,1.03,0,0,0,0,0,0,0,0,0.149,7.233,71,217,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,3.857,25,81,1
0.53,0,0,0.53,0,0,1.06,0,1.59,0,0,0,0,0,0,0.478,5.038,60,131,1
0.59,0,0,0,0.09,0,1.59,0.09,0,0,0,0,0.09,0,0,1.31,5.792,54,753,1
0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1.023,3.485,25,122,1
0.42,0,0.42,0,1.27,0,0.42,0,0,0,0,0,0,0,0,0.221,8.777,54,553,1
0,0,0.45,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,2.368,14,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,2.444,10,44,1
0.74,0,0,0.74,1.49,0,0,0,0,0,0,0,0,0,0,0,1.666,12,60,1
0.4,0,0.02,0.21,0.42,0.23,0.89,0,1.03,0,0,0,0.02,0,0,0.868,5.783,193,3210,1
0.39,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357,19,148,1
0.57,0,0,0,0.14,0,0.43,0,0,0,0,0,0,0,0,0,1.394,6,159,1
0.76,0,0.76,0.51,0,0,0.25,0,0.76,0,0,0,0,0,0,0.499,2.455,19,248,1
0.31,0,0,0.14,0.49,0.17,0.74,0,0.56,0,0,0,0.07,0,0,1.05,5.648,154,3084,1
0.47,0,0.47,0,0,0,0.95,0,4.76,0,0,0,0,0,0,0.799,36.642,148,513,1
0,0,0.62,0,0,0,0.62,0,0,0,0,0,0,0,0,0.322,3.318,30,73,1
