@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1-2,7,9,12,16-17,21-24,31-33,37,42,46,50-51,53-55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0.21,0.28,0.21,0,0.79,0.14,0.07,1.59,0,0.43,0.43,0,0,0,0.07,0,0,0.132,0,0.18,0.048,5.114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,2.45,1
0.15,0,0.3,0.92,0.92,0,0,2,0,0,0.15,0,0,0.15,0,0,0,0.271,0,0.203,0.022,9.744,1
0,0,0.65,0,0.65,0.65,1.3,1.3,0,0,0.65,0,0,0,0,0,0,0.459,0,0,0,2.687,1
0,0.41,0,0,0.41,0.41,0,1.25,0,0,0,0,0,0,0,0,0,0.068,0,0,0,3.851,1
0.3,0,0,0,0.3,0,0,0.61,0,0.3,0.61,0,0,0,0.3,0,0,0.051,0,0.207,0,2.132,1
0.15,0.45,0,0.6,0.9,0,0,1.51,0,0,0.3,0,0,0,0,0,0,0.25,0,0.068,0,5.301,1
0.46,0.46,0.06,0,0.73,0.26,0,0.66,0,0.19,0.26,0,0,0,0,0,0,0.084,0,0.23,0.084,3.887,1
0.06,0.12,0.38,0.06,0.64,0,0,0.7,0,0.19,0,0,0,0,0,0,0,0.03,0,0.071,0,1.732,1
0.23,0,0,0,0,0.23,0.23,1.89,0,0,0.23,0,0,0,0,0,0,0.043,0,0,0,1.294,1
0,0,0.23,0,0.47,0.23,0.95,1.9,0,0,0.47,0,0,0,0.23,0,0,0.123,0,0,0.024,5.038,1
0,0,0,0,0.38,0.38,0,2.3,0,0,0.38,0,0,0,0,0,0,0.122,0,0.061,0,1.775,1
0.59,0.44,0.03,0.56,0.67,0.22,0.44,1.53,0,0.59,0.63,0,0,0,0,0,0,0.075,0,0.531,0.137,7.3,1
0.12,1.76,0.12,0.25,0.88,0.25,0.12,1.38,0,1.13,0.12,0,0,0,0,0,0,0.379,0.159,0.119,0,4.155,1
0,0,0.38,0,0,0.38,0.76,1.52,0,0.38,0,0,0,0,0,0,0,0.299,0,0.179,0,4.523,1
0,0,1.31,1.31,0,0,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0.117,0,48.5,1
0,0,0,0,0,0,0,0.27,8.58,0,0,0,0,0,0,0,0,0,0.092,0.185,0.232,7.313,1
0,0,0,0,0,0.43,0,0.43,6.75,0,0,0,0,0,0,0,0,0,0.073,0.146,0.183,6.233,1
0.46,0,0,0,1.38,0,0.46,2.31,0,1.38,0,0,0,0,0,0,0,0.49,0,0.816,0,3.4,1
0,0.3,0.15,0,0,0.15,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0.024,0.049,5.425,1
0,0,0,0,0,0,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,2.179,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.17,0,0.08,0.08,0.6,0,0.17,3.17,0,0.34,0.08,0,0,0,0,0,0,0.081,0.027,0.013,0,4.07,1
0,0,1.33,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,1.417,0,29.125,1
0.07,0.02,0,0.15,0.25,0.05,0.22,0.02,0,0.37,0.02,0,0,0,0.3,0,0,0.022,0,0.022,0,1.423,1
1.03,0,0.68,0,0.68,0.68,0,1.37,0,0.34,0.34,0,0,0,0,0,0,0,0,0.061,0,1.895,1
0,0,0,0,0.85,0.85,0,0.85,5.55,0,0,0,0,0,0.42,0,0,0.082,0,0.082,0.248,7.17,1
0.14,0.14,0,1.17,0.58,0.14,0,0.88,0,0,0.44,0,0,0,0,0,0,0.204,0,0.127,0.102,2.962,1
0,0,0,0.91,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0.132,0,0,0,2.9,1
0,0.68,0,0,0.68,0.34,0,1.03,0,0,0,0,0,0,0,0,0,0.055,0,0,0,3.718,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,3.317,1
0.08,0.08,0.25,0.59,0.59,0.25,0.08,0.42,0,0.85,0.08,0,0,0,0,0,0.08,0.063,0,0.114,0.012,7.497,1
0.76,0.19,0,0.76,1.52,0.38,0.44,1.26,0,0.44,0.76,0,0,0,0,0,0,0.085,0.053,0.236,0.064,3.664,1
0.08,0,0,0.67,0.67,0.08,0,0.42,0,1.1,0.08,0,0,0,0,0,0.08,0.101,0,0.101,0.012,11.32,1
0,0,0,0,0,0.55,0,1.1,0,0,0,0,0,0,0,0,0,0.104,0,0,0,1.229,1
0,0.24,0.12,0,0,0.12,0,0.6,0,0,0,0,0,0,0,0,0,0.018,0,0,0.018,5.634,1
0,0,0,0,0,0.43,0.87,1.31,0.43,0.43,0,0,0,0,0,0,0,0.072,0,0.216,0,6.274,1
0.16,0,0.33,0.16,1.51,0,1.68,3.87,0,0,0.33,0,0,0,0,0,0,0.218,0,0.054,0,4.928,1
0,0,0.5,0,0.25,0,0,1.52,0,0.76,0,0,0,0,0,0,0,0.074,0,0.412,0,2.441,1
0.31,0.31,0.31,0.31,0.31,0.94,0,2.51,0,0,0.31,0,0,0,0,0,0,0.75,0,0.046,0.046,12.382,1
