@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_re numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0,0.28,0.28,0,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0.129,1.294,0.043,1
0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0.809,0,1
0,0,0,0,1.03,0,3.62,0,0.51,0,0,0,0,0,0,0,0,0,0.176,0.176,1
0,0.62,0.62,0,0.62,0,1.24,0,0,0,0,0,0,0,0,0,0,0.105,1.055,0,1
0,3.84,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0.203,0,1
0,0.82,0.61,0,0.61,0,2.89,0,0.2,0,0,0,0,0,0,0,0,0.065,0.816,0.065,1
0,1.21,0.8,0,1.61,0,1.61,0.8,0,0,0,0,0,0,0,0,0,0.07,0.21,0,1
0,0.47,1.88,0,0.47,0,1.88,0,0,0,0,0,0,0,0,0,0,0.252,1.68,0.168,1
0,0,1.49,0,0.74,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,1
0,0,0,0,1.28,0,3.84,0,0,0,0,0,0,0,1.28,0,0,0,0.23,0.23,1
0,1.89,0,0,0.27,0,3.51,0,0.27,0,0,0,0,0,0,0,0,0.045,0,0.091,1
0,1.34,0,0,0.24,0,2.33,0,0,0,0,0.12,0,0,0.12,0,0,0.021,0.042,0.042,1
0,0.37,0.1,0,0,0,3.38,0,0.32,0,0,0,0,0,0.05,0,0,0.076,0.262,0.186,1
0,0.13,1.13,0.2,0,0,3.6,0,0.26,0,0,0,0,0,0,0,0,0.038,0.41,0.192,1
0,0,0.91,0,0,0.45,0.91,0,0,0,0,0,0,0,0,0,0,0.254,0.063,0.127,1
0,0,0.29,0,0,0.14,2.36,0,0.44,0,0,0,0,0,0,0,0,0.205,0.153,0.128,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0.191,0.191,0.383,1
0,0.63,0,0,0.31,0,2.55,0,0.31,0,0,0,0,0,0.31,0,0,0.108,0,0.163,1
0,0.57,0.28,0,1.72,0.86,4.32,0,0.28,0,0,0,0,0,0,0,0,0.142,0.19,0,1
0,0.26,1.59,0.71,0.88,0,1.86,0,0.35,0,0,0,0,0,0.26,0,0,0.226,0.353,0.254,1
0,0.49,0,0.66,0,0,2.47,0,0.16,0,0,0,0,0,0.16,0,0,0,0.076,0.101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.215,0.215,0.431,1
0,0.54,0.54,0,0.54,0,1.64,0,0,0,0,0,0,0,0.54,0,0,0.096,1.443,0,1
0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.04,0,0,0,0.04,1.53,0,0.04,0,0,0,0,0.04,0.04,0,0,0.119,0.431,0.111,1
0,0.45,1.59,2.16,0,0.11,3.53,0,0.45,0,0,0.11,0,0,0.45,0,0,0.17,0.265,0.132,1
0,0.38,0,0,0,0.76,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0.177,1
0,0.04,0.81,0.02,0.21,0.04,3.49,0,0.36,0,0,0,0,0.02,0.1,0,0,0.058,0.308,0.672,1
0,0.33,0.33,0,0.33,0,2.02,0,0,0,0,0,0,0,0.33,0,0,0.06,0.484,0,1
0,1.46,1.04,0,0,1.46,1.04,0,0,1.46,0,0,0,0,0,0,0,0.401,0.182,0.146,1
0,0,0,0,0.79,1.58,3.96,0,0,0,0,0,0,0,0.79,0,0,0.268,0.268,0,1
0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,1.336,0,1
0,0.61,0.3,0,0.92,0,0.61,0,0,0,0,0,0,0,0,0,0,0.094,0,0,1
0,0.19,0,0.12,0,0.12,1.67,0,0,0,0,0,0,0,0,0,0,0.031,0.25,0.073,1
0,0.69,0.23,0.46,0,1.84,1.84,0,0,0,0,0.92,0,0,0,0,0,0.037,0.188,0.112,1
0,0.67,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0.67,0,0,0,0.356,0.118,1
0,0.7,0,0,0,0,3.16,0,1.05,0,0,0,0,0,0,0,0,0.173,0.23,0,1
0,0.8,0.1,1.61,0.1,1.11,1.31,0,0.1,0,0,0,0,0.2,0.1,0,0,0.11,0.488,0.157,1
0,0.54,1.09,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0.086,1.466,0.258,1
0,0,0,0,1.29,0,3.89,0,0,0,0,0,0,0,1.29,0,0,0,0.236,0,1
0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.54,0.18,1
0.42,0.84,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0.488,2.636,0.683,1
0,0,1.25,0.14,0.14,0,2.35,0.07,0.29,0,0,0,0,0.07,0,0,0,0,0.319,0.266,1
0,0.34,1.04,0,0.69,0.69,4.86,0,1.04,0,0,0,0,0,0,0,0,0.058,0.638,0.174,1
0,0.23,0,0,0.76,0.11,1.53,0,0.05,0,0,0,0,0,0,0,0,0.129,0.102,0.259,1
0,1.57,0,0,1.57,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0.682,0.341,1
0,0,1.88,0,0,0,4.71,0,0.94,0,0,0,0,0,0,0,0,0,0.163,1.305,1
0,0,0.54,0,2.17,0.54,3.26,0,0,0,0,0,0,0,0.54,0,0,0,0.347,0,1
0,0,0,0,3.35,0,0.55,0,0,0,0,0.55,0,0,0,0,0,0,1.429,0.095,1
0,0.68,0,0,0,2.04,1.36,0,0,0,0,0,0,0,0,0,0,0,0.309,0,1
0,1.3,1.79,0.32,0.49,0,0.98,0,0,0,0,0.16,0,0,0,0,0,0.246,0.179,0.673,1
0,0,0.42,0,0.32,0.22,3.47,0,0.84,0,0,0,0,0,0.07,0.04,0,0.058,0.639,0.165,1
0,1.59,0.06,0,0,0,4.4,0,0.06,0,0,0,0,0.06,0,0,0,0.052,0.01,0.169,1
0,0.19,0.38,2.86,0.19,3.43,1.71,0,0,0,0,0.38,0,0,0,0,0,0.151,0.212,0.303,1
0,0.45,0.45,0,1.81,0.45,1.36,0,0,0,0,0.45,0,0,0.45,0,0,0.16,0.64,0.16,1
0.21,0.21,0,0,0,0.21,0.63,0,0,0,0,0,0,0,0,0,0,0.101,0.05,0.609,1
0,0.53,0,2.12,0,0.53,2.65,0,0,0,0,0.53,0,0,0,0,0,0.191,0.095,0.478,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.975,0.37,1
0,0,0.56,0,1.41,0,1.97,0,0,0,0,0,0,0,0.28,0,0,0.114,0.153,0,1
0,0,0,0,0.64,0,2.59,0,0,0,0,0,0,0,0,0,0,0.189,0.662,0,1
0,0.64,0,0,0.32,0,2.27,0,0.32,0,0,0,0,0,0.64,0,0,0.105,0,0.157,1
0,0.44,0,0,0,0.44,1.76,0,0,0,0,0,0,0,0,0,0,0,0.444,0.37,1
0,0.3,0,0,0.92,1.53,0.61,0,0,0,0,0,0,0,0,0,0,0.083,0.732,0.753,1
0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.672,0.269,1
0,0.87,0.39,0.09,0.29,0.39,3.51,0,1.36,0,0,0,0,0,0.09,0,0,0.18,0.045,0.015,1
0,0.39,0.39,0,0,0,3.79,0,0.09,0,0,0,0,0,0,0,0,0.037,5.924,1.33,1
0,0,1.68,0,0.84,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0.519,0,1
0,0.4,0,0,0.4,0,4,0,0.4,0,0,0,0,0,0,0,0,0,0.121,0,1
0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.42,0,0,0,2.52,0,0.42,0,0,0,0,0,0.84,0,0,0.129,0.129,0.194,1
0,1.4,0.56,0,0.28,0,1.68,0,0,0,0,0,0,0,0.28,0,0,0.137,0.034,0,1
0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0.057,0,1
0,0.8,0.1,1.61,0.1,1.11,1.31,0,0.1,0,0,0,0,0.2,0.1,0,0,0.11,0.49,0.158,1
0,0.22,0.22,0,0.45,0.22,1.57,0,0.67,0,0,0,0,0,0,0,0,0.111,1.599,0.148,1
0,2.5,0,0,1.25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0.352,2.112,0,1
0,1.14,0.57,0,0,0.57,3.42,0,0,0,0,0,0,0,0.57,0,0,0.081,0.487,0,1
0,0,0,0,0,0.84,2.95,0,0,0,0,0,0,0,0,0,0,0.075,0.6,0.3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0.196,0.392,0.196,1
0,0.85,0.08,2.22,0.25,0.94,1.62,0,0.08,0,0,0.08,0,0.17,0.08,0,0,0.065,0.435,0.118,1
