@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0.141,0.565,1
0,0.65,0.32,0.32,0.32,2.28,0,0.32,0,0,0,0,0,0,0,0,0.106,0,1
0,0.27,0,0.05,0.38,2.85,0,0.16,0,0,0,0,0,0,0,0.068,0.029,0.019,1
0,0,0,0.15,0,1.84,0,1.23,0,0,0,0,0,0,0,0,0.057,0.52,1
0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.404,0.404,0.809,1
0,0.64,0,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0,0.468,0.093,1
0,1.3,0.98,0.98,0.49,0.98,0,0,0.16,0,0,0,0,0,0,0,0.246,0.179,1
0,1.75,0.58,0,0.58,4.29,0,0,0,0,0,0,0,0,0,0,0.271,0.067,1
0,0,1.21,0,1.21,4.87,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.39,0,0,0,3.75,0,0.09,0,0,0,0,0,0,0,0.767,0.037,5.84,1
0,0,1.47,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0.5,1
0,0,0.73,1.09,1.09,2.19,0,0,0,0,0,0,0,0,0,0,0.11,0.498,1
0,0.64,0.32,0.32,0.32,2.27,0,0.32,0,0,0,0,0,0,0,0,0.106,0,1
0,0,0,0,0.42,3.79,0,0.42,0,0,0,0,0,0,0,0,0.067,0.472,1
0,0.44,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0.222,0,0.444,1
0,0.45,0.15,0,0.61,1.83,0,0.3,0,0,0,0,0,0,0,0,0.112,0.698,1
0,0,0,0,0.44,3.53,0,1.32,0,0,0,0,0,0,0,0,0.066,0.663,1
0,0.4,0,0,0,2.45,4.49,0,0,0,0,0,0,0,0,0,0,0.382,1
0,0,0,0,0,1.2,0,0.4,0,0,0,0,0,0,0,0,0,0.855,1
0,0,0.74,0,0.74,4.47,0,0,0,0,0,0,0,0,0,0,0,0.355,1
0,2.83,0,0,1.41,7.09,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0.628,0.628,1
0,0.14,0,0.18,0.21,3.03,0,0.54,0,0,0,0,0,0,0,0.012,0.078,0.443,1
0,0,1.12,0,0.37,4.49,0,0.74,0,0,0,0,0,0,0,0,0,0.223,1
0,0.13,0,0.83,0.13,4.31,0,0.27,0,0,0,0,0,0,0,0,0.025,0.379,1
0,0,1.08,0,2.17,3.26,0,0,0,0,0,0,0,0,0,0,0,0.347,1
0,0.17,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,1
0,0.14,0,0.84,0.14,4.34,0,0.28,0,0,0,0,0,0,0,0,0.025,0.381,1
0,0.13,0.09,0.06,0.26,2.75,0,0.52,0,0,0,0,0,0,0,0.032,0.104,0.345,1
0,0,0,0,2.46,2.46,0,0,0,0,0,0,0,0,0,0,0,0.232,1
0,0.51,0,0,0,1.54,0,0.51,0,0,0,0,0,0,0,0,0,0.8,1
0,0,0,0.58,0,1.75,0,0.68,0,0,0,0,0,0,0,0,0.034,0.569,1
