@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4,7,11,13,22,24-25,31,36,38,42-43,46,51-55,57-58'

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_people numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0,1.971,205,1
0,0.15,0.1,0.02,0,0,0,0,0.02,0,0,0,0,0.016,0.25,0.046,0.059,2.565,2258,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543,0,0,2.777,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963,0,0,3.1,186,1
0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.019,0.019,0,1.714,180,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.214,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877,0,0,3.4,187,1
0,1.12,0,0.56,0,0,0,0,0,0,0,0,0,0,1.083,0.333,0,4.974,194,1
0,0.03,0.29,0.59,0,0.63,0,0,0,0,0,0,0,0,0.613,0.532,0.137,7.3,2453,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.823,0,3.4,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0.662,0,0,10.068,292,1
0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,1.907,0,0,1.285,36,1
0,0.33,0.33,0,0,0.33,0,0,0,0,0,0,0,0,1.194,0.054,0,5.567,657,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.431,0,4,76,1
0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,1.1,11,1
0,0,0,1.81,0,0.72,0,0,0,0,0,0,0,0,0.063,0.126,0,2.562,123,1
0,0,0.27,0.27,0,0.27,0,0,0,0,0,0,0,0,0.565,0.121,0,1.617,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,38,1
0,0,0,0,0,0.42,0,0,0.42,0,0,0,0,0,1.088,0,0,5.714,200,1
0,0.57,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0.518,0,0,10.117,172,1
0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.889,0,0,2.13,49,1
0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.944,0.145,0.072,2.451,152,1
0,0.08,0.34,0.94,0.17,0.34,0,0,0,0,0,0,0,0,0.258,0.258,0.113,5.297,694,1
0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.428,66,1
0,0.14,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0.585,0.046,0.046,5.02,979,1
0,0.86,0,0,0,1.29,0,0,0,0,0,0,0,0,0.915,0,0,3.891,144,1
0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.812,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937,0,0,11.888,214,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.124,0.124,3.181,210,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.117,0,0,1.206,117,1
0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0.906,0.663,0,5.289,1116,1
0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,1.284,0,0,1.357,19,1
0,0.32,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0.157,0,1.494,139,1
0.52,0.17,0.17,0,0,0,0.17,0,0,0,0,0,0,0,0.754,0.681,0,4.74,967,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,0,5.538,72,1
0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.31,0.062,0,1.477,65,1
0,0,0.72,0.6,0,0.96,0,0,0,0,0,0,0,0,0.101,0.202,0,3.548,479,1
