@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4-5,7,15,17,21,23-24,26,33,35-36,42,45,48-49,52-53,56-58'

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_business numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_re numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0.96,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.462,0,6,21,1
0,1.11,0.18,0.18,0.37,0.92,0,0,0,0,0,0,0,0,0,0,0.455,0,4,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,9,23,1
0,0.76,0.15,0,0.02,1.57,0.05,0,0,0,0,0.02,0,0,0,0.042,0.25,0.046,66,2259,1
0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.671,0,12,28,1
0,0.42,0,0,0,1.68,0,0,0,0,0,0,0,0.42,0,0,0.669,0,121,284,1
0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.1,59,141,1
0,0,0,0,1.58,1.58,0,0,0,0,0,0,0,0.79,0,0,0.268,0,26,107,1
0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.207,0.31,0,17,191,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,1.529,0,22,66,1
0,0.95,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,6,78,1
0,0.51,0,0,0,1.53,0,0,0,0,0,0,0,0.51,0,0,0.542,0,19,146,1
0,0,0.59,0,0,1.19,0,0.59,0,0,0,0,0,0,0,0,0.427,0,33,170,1
0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,23,36,1
0,2.25,1.12,0,2.82,1.69,0,0,0,0,0,0,0,0,0,0,1.32,0.33,140,190,1
0,1.36,0.45,0,0.45,0.9,0,0,0,0,0,0,0,0,0,0,0.135,0,46,117,1
0,0,0.34,0.34,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,13,119,1
0,0,0,2.31,0.46,2.31,1.38,0,0,0,0,0,0,0,0,0,0.081,0.816,12,102,1
0,1.4,0.93,0,0.46,1.4,0,0,0,0,0,0,0,0,0,0,0.135,0,46,96,1
0,0.8,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,1.192,0,12,101,1
0,0.53,1.07,0,0.53,1.07,1.61,0,0,0,0,0,0,0.53,0,0,1.183,0.253,68,180,1
0,2.19,1.09,0,3.29,1.64,0,0,0,0,0,0,0,0,0,0,1.045,0.321,140,212,1
0,0.08,0.08,0.17,0,0.94,0.34,0.34,0,0,0,0,0,0.17,0,0,0.287,0.223,62,537,1
0,0.65,0.32,0,0.32,3.25,0,0.32,0,0,0,0,0,0.32,0,0,0,0.157,10,143,1
0,0.32,0.16,0.16,0,0.98,0,0,0,0,0,0,0,0,0,0,0.773,0.08,132,955,1
0,0,1.69,0,0.84,2.54,0,0.84,0,0,0,0,0,0,0,0,1.113,0.278,418,519,1
0,0.43,0.08,0,0.17,3.14,0.34,0.08,0,0,0,0,0,0,0,0,0.088,0.013,48,1140,1
0,0.22,0,0,0,1.12,0.22,0.22,0,0,0,0.45,0,0,0,0.064,0.129,0.193,71,617,1
0,0.95,0,0,0.95,0.47,0.95,0,0,0,0,0,0,0.47,0,0,0.461,0.263,61,255,1
0,0.27,0,0,0.69,0.97,0.06,0.69,0,0,0,0,0,0.13,0,0,0.75,0.305,94,966,1
0,0,0,0,0.79,1.58,0,0,0,0,0,0,0,0.79,0,0,0.271,0.135,26,114,1
0,1.14,2.28,0,0,1.14,0,0,0,0,0,0,0,0.57,0,0,0.487,0,147,373,1
0,0,0.17,0,0.17,0.7,0.35,0,0,0,0,0,0,0,0,0.028,0.085,0.057,39,417,1
0,0,5.4,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.841,0.21,295,347,1
0,1.28,0.64,0,0.64,2.56,0.64,0,0,0,0,0,0,0,0,0,0.554,0.369,22,119,1
0,0,0,0,0.37,0.93,0,0.18,0,0,0,0,0,0,0,0,0.268,0.107,42,251,1
0,0.31,0,0,0,1.24,0,0,0,0,0,0,0,0.31,0,0,1.152,0,121,349,1
0,0,0,0,0,3.84,0,0,0,0,0,0,0,1.28,0,0,0.23,0.23,41,72,1
0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,10,51,1
0,0,0.45,0,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0,0.063,0.127,46,161,1
0,0.02,0,0,0.1,0.17,0,0,0,0,0,0,0,0,0,0,0.107,0.017,489,3271,1
0,0.23,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,1.018,0.036,97,543,1
0,0.64,0.32,0,0.32,3.24,0,0.32,0,0,0,0,0,0.64,0,0,0,0.157,10,139,1
0,1.21,0.6,0,0,1.21,0,0.6,0,0,0,0,0,0,0,0,0.101,0.304,30,74,1
0,0.09,0.02,0,0.33,1.46,1.03,0.51,0,0,0,0,0,0.02,0,0,0.382,0.847,193,3210,1
0,0,1.56,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0.7,0,12,34,1
0,1.11,2.22,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0.146,0,5,35,1
0,0.43,0.86,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0.801,0,41,353,1
0,1.82,0,0,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,12,126,1
0,0.31,0,0,0,1.25,0,0,0,0,0,0,0,0.31,0,0,0.777,0,61,278,1
0,0.48,0,1.92,0.48,2.88,1.44,0,0,0,0,0,0,0,0,0,0.084,0.336,12,80,1
0,0.4,0.1,0,0.2,1.72,0.4,0.2,0,0,0,0,0,0,0,0,0.297,0.156,494,1428,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,1
0,0.19,0,0,0,1.14,0,0,0,0,0,0.19,0,0.19,0,0,0.264,0,93,381,1
0,0,0.31,0,0,0.31,0.31,0,0,0,0,0.31,0,0,0,0.043,0.13,0.173,60,279,1
0,0.13,0.06,0.26,0.06,0.94,0.53,0.26,0,0,0,0,0,0,0,0,1.06,0.151,123,1045,1
0,0.12,0.16,0.04,0,1.64,0.45,0.53,0.04,0,0,0,0,0,0,0,0.507,0.493,133,1991,1
0,0.53,0,2.12,0.53,2.65,1.59,0,0,0,0,0,0,0,0,0,0.093,0.466,60,131,1
0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,1.103,0.11,12,64,1
0,0,0,0,0,1.18,2.95,0,0,0,0,0,0,0,0,0,0.109,0.763,32,114,1
0,0,1.02,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.17,4,25,1
0,0,1.25,0.62,0,1.25,0,0,0,0,0,0,0,0,0,0,0.223,0,29,134,1
0,0.24,0,0.24,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,209,400,1
0,0.55,0.27,0.13,0,2.65,0.13,0.55,0,0,0,0,0,0,0,0,1.294,0.182,232,726,1
0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,15,36,1
0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.192,0,10,58,1
0,0,0.36,0,0,2.95,1.47,0,0,0,0,0,0,0,0,0,0.414,0.888,33,177,1
0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,15,35,1
0,0.35,0.17,0.35,0,0.71,0,0,0,0,0,0,0,0,0,0,0.167,0.027,149,956,1
0,0,2.94,0,2.94,4.41,0,0,0,0,0,0,0,0,0,0,0.425,0.141,279,280,1
0,0.57,0.57,0,0,1.14,0,0,0.57,0,0,0,0,0.57,0,0.072,0.072,0.289,114,293,1
0,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0.063,30,159,1
0,1.33,0.33,0,0.66,2,0,0,0,0,0,0,0,0.66,0,0,0.372,0.159,14,161,1
0,0.28,0.14,0.14,0,0.84,0,0,0,0,0,0,0,0,0,0,0.583,0,132,991,1
0,0.04,0.04,0.02,0.36,1.54,1.09,0.36,0,0,0,0,0,0.1,0,0,0.308,0.672,193,3243,1
0,1.13,0,0,1.13,2.01,0,0.32,0,0,0,0,0,0.32,0,0,0.337,0.054,79,606,1
0,0.48,0,0.09,0.09,1.24,0,0,0,0,0,0,0,0,0,0.038,0.246,0.894,70,640,1
0,0.63,0.07,0,0.31,1.49,0.55,0.31,0,0,0,0,0,0,0,0,1.132,0.077,77,707,1
0,1.91,0.31,0.63,0.63,1.59,0.31,0,0,0,0,0,0,0,0,0,0.323,0,18,86,1
0,0.8,0.5,1.61,0,0.7,0.6,0.1,0,0,0,0,0,0.1,0,0,0.49,0.158,669,1351,1
0,1.3,0.98,0.32,0.65,1.3,0,0,0,0,0,0.16,0,0,0,0,0.179,0.674,113,640,1
0,0.47,1.41,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0.145,0.145,54,194,1
0,0.7,0.7,0,0.7,1.65,0,0.23,0,0,0,0.23,0,0.23,0,0,1.362,0.037,111,576,1
0,0.72,0,0,0,0.72,0,0,0,0,0,0,0,0.24,0,0,0.328,0,48,141,1
0,1.15,0,0,0.19,2.3,0.38,0,0,0,0,0,0,0,0,0,0.349,0,105,312,1
0,0,0,0,0,0,2.7,0,1.35,0,0,0,0,0,0,0,1.836,0,19,92,1
0,1.79,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,11,124,1
0,0.57,0.57,0,0,2.01,0,0.28,0,0,0,0,0,0,0,0,0.19,0,56,349,1
0,0.5,0.16,0.5,0,1.51,0,0.16,0,0.33,0,0,0,0,0,0,0.079,0.105,32,260,1
0,0.76,0.38,0,0,1.92,0,0,0,0,0,0,0,0.38,0,0,0.117,0,12,101,1
0,0.93,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,73,166,1
0,3.69,0,0,3.4,0.56,0,0.28,0,0,0,0,0,0,0,0,0.371,0.046,97,452,1
0,0.24,0.24,0,0.99,1.99,0,0,0,0,0,0,0,0,0,0,0.315,0.035,60,228,1
0,1.85,0.37,0,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,12,172,1
0,0.36,0,0,0,3.38,0.36,0.09,0,0,0,0,0,0.27,0,0.016,0.257,0.032,69,535,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1.001,0,32,132,1
0,0.13,0.13,0.03,0.44,1.42,0.37,0.61,0,0,0,0,0,0.06,0,0,0.445,0.519,136,2213,1
0,2.38,0,0,7.14,2.38,0,0,0,0,0,0,0,0,0,0,0.396,0,149,159,1
0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0.843,0,19,106,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,7,59,1
0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,8,48,1
0,1.13,0.56,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0.768,0,296,409,1
0,0,0.75,0,0.37,1.5,0,0,0,0,0,0,0,0.37,0,0,0.242,0,332,508,1
0,0,0,0,1.23,3.7,0,0,0,0,0,0,0,1.23,0,0,0.234,0,41,71,1
0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0.559,0,28,87,1
0,0.94,0.94,0.47,0,0.47,0,0,0,0,0,1.42,0,0,0,0,0,0,11,102,1
0,0.23,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,1.046,0.037,97,543,1
0,0.23,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,1.046,0.037,97,543,1
