@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,6,12-15,20,22,24,30-31,36-37'

@attribute Sp11 numeric
@attribute Sp16 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp43 numeric
@attribute Sp44 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
80,102,79,76,99,104,85,103,88,107,109,87,3
92,106,83,88,107,118,85,103,92,103,109,87,3
84,106,87,88,103,108,85,99,85,99,109,83,3
84,98,83,84,99,100,78,87,74,99,100,83,3
64,55,65,60,68,79,70,54,63,54,85,67,5
84,99,81,84,99,104,79,103,79,100,108,81,3
76,91,74,79,87,93,67,87,71,87,88,70,4
84,103,88,79,99,104,87,99,87,67,104,78,3
88,112,88,84,103,113,92,107,92,109,112,89,3
92,112,85,93,116,118,92,107,87,104,117,89,3
88,107,92,93,107,113,87,107,87,109,112,85,3
92,112,92,93,107,109,92,107,87,104,112,89,3
84,103,87,82,100,108,81,100,78,103,105,83,3
79,107,87,82,100,104,81,104,85,99,105,86,3
79,95,75,78,96,96,70,91,70,91,97,72,4
71,75,79,59,60,96,100,40,114,32,119,131,2
75,75,67,82,96,100,70,75,66,88,97,68,7
55,48,67,59,53,76,70,40,66,57,75,68,5
90,128,100,87,103,114,109,127,105,125,135,101,3
90,104,85,87,108,119,86,103,86,106,114,87,3
82,96,85,83,95,105,79,99,83,102,114,87,3
79,95,75,82,102,101,80,97,80,98,102,76,3
63,73,98,53,49,110,122,37,129,34,125,131,2
49,37,131,44,34,124,136,31,133,31,120,135,2
52,77,83,44,34,119,97,92,76,40,120,83,2
87,103,86,93,106,114,94,106,87,106,111,87,3
87,103,90,89,111,114,87,106,87,106,115,91,3
92,108,86,89,106,110,90,102,90,115,120,91,3
87,103,83,89,106,114,87,106,87,106,111,87,3
83,99,79,85,106,114,83,102,87,102,106,83,3
79,99,83,85,102,105,83,102,83,111,111,83,3
83,99,86,89,106,114,83,102,83,102,102,79,3
82,88,69,80,85,90,72,81,72,54,108,92,4
89,106,90,88,111,115,87,111,87,103,108,88,3
89,102,83,84,102,102,79,98,83,95,91,70,3
82,102,87,80,98,98,83,98,83,87,96,67,3
78,79,69,76,89,86,72,85,72,79,83,70,7
97,120,98,92,126,139,103,121,103,126,134,104,3
80,98,76,80,95,100,74,95,78,99,100,75,3
47,34,135,46,31,133,146,31,143,29,145,150,2
88,106,87,88,103,108,88,103,92,111,109,92,3
80,98,76,68,79,83,67,75,67,79,85,67,7
84,95,78,84,103,104,79,99,79,109,104,81,3
84,91,74,79,95,100,75,72,83,63,100,107,2
68,54,92,44,34,128,129,37,121,32,122,136,2
56,54,114,44,34,123,121,45,104,29,127,136,2
53,34,143,51,45,113,137,32,150,40,112,122,2
46,31,146,44,37,128,150,32,154,37,117,151,2
43,31,139,44,29,145,150,27,146,29,138,151,2
43,31,139,44,29,139,146,29,141,29,133,147,2
43,34,103,48,34,123,129,37,125,34,122,125,2
88,107,88,88,107,109,92,107,87,104,108,89,3
88,99,88,84,103,109,83,103,87,100,104,85,3
88,107,92,88,107,109,92,111,92,109,117,92,3
88,107,85,84,103,109,87,107,87,104,108,85,3
80,87,67,71,79,77,67,79,71,71,80,66,7
71,75,67,71,79,85,67,79,62,79,80,63,7
93,107,87,86,109,112,89,109,89,112,119,90,3
88,103,87,86,104,108,81,104,85,91,93,72,3
88,107,87,86,104,108,85,96,78,84,90,60,3
75,79,67,70,79,80,70,79,66,77,82,64,7
71,87,71,70,75,76,63,79,66,77,75,68,7
90,128,103,87,122,130,105,122,105,125,129,101,3
86,109,89,87,103,114,90,112,90,106,114,90,3
90,113,92,92,108,114,86,99,83,88,89,65,3
66,79,70,71,73,79,60,70,57,75,78,58,7
71,57,124,47,37,119,133,31,140,34,125,135,2
87,103,86,89,106,114,90,111,87,106,111,87,3
83,91,72,67,79,78,58,71,58,62,71,50,5
71,77,72,74,88,89,65,79,65,77,90,61,7
89,125,101,88,125,125,98,115,94,116,118,88,3
89,115,97,88,102,111,91,111,91,107,113,88,3
97,106,80,88,111,111,91,102,83,103,108,85,3
47,34,122,47,37,120,120,37,124,36,118,128,2
89,97,76,76,85,90,61,69,54,54,53,34,5
70,84,69,72,77,82,76,85,72,83,87,67,7
88,102,91,88,107,108,85,103,85,103,104,87,3
88,115,91,88,103,113,88,107,92,107,113,87,3
60,69,54,56,57,56,49,57,49,51,67,50,5
64,66,50,60,57,67,49,54,49,51,67,50,5
68,77,76,71,79,87,70,83,70,79,85,67,7
68,66,57,64,71,79,59,68,59,75,77,62,7
84,95,96,84,99,100,79,83,79,96,100,78,4
92,112,96,93,111,113,83,95,83,96,92,78,3
88,103,67,79,87,96,67,75,58,79,84,63,7
71,79,67,71,79,85,75,91,79,75,80,70,7
88,111,92,95,109,117,92,113,92,117,119,94,3
93,111,92,90,113,117,96,109,96,117,114,94,3
93,111,92,90,118,122,96,113,96,108,114,90,3
93,107,87,90,113,112,92,113,89,99,101,75,3
75,61,29,70,79,80,52,56,48,57,55,42,5
55,54,50,56,56,73,55,49,48,51,72,60,5
46,32,136,46,32,124,139,34,135,34,129,136,2
46,34,122,49,37,105,116,37,116,40,110,111,2
49,34,107,46,37,114,113,45,109,63,97,80,2
90,109,92,92,108,119,90,112,94,115,114,94,3
59,67,59,59,57,65,57,66,64,56,70,58,7
46,32,142,44,34,129,143,34,140,31,131,139,2
46,32,127,50,43,110,136,31,133,40,115,135,2
49,37,116,47,40,110,111,40,115,55,102,79,2
96,112,94,97,115,114,94,115,90,106,111,83,3
78,63,133,80,89,94,76,49,113,91,96,85,2
44,34,122,47,31,125,124,34,120,31,122,114,2
60,79,76,68,77,78,61,81,68,75,75,59,7
78,102,83,68,81,90,76,98,79,79,83,74,7
89,106,76,88,98,106,79,89,76,87,91,67,3
85,92,73,80,89,94,65,77,65,79,83,67,7
57,53,58,57,59,78,65,49,57,54,79,63,5
63,60,83,53,46,94,116,29,124,29,122,135,2
60,53,101,47,34,111,124,29,113,29,122,128,2
44,53,55,44,31,106,94,52,57,31,122,78,2
44,31,139,46,31,133,135,29,132,34,123,125,2
47,43,120,46,36,122,117,45,107,29,118,116,2
