@relation satimage

@attribute Sp11 numeric
@attribute Sp14 numeric
@attribute Sp17 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp45 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
64,92,122,71,107,96,67,107,96,107,96,104,92,1
71,92,123,71,107,92,66,113,92,109,96,112,98,1
79,86,110,67,99,94,67,97,94,97,94,98,91,1
64,94,115,64,106,96,64,107,92,107,92,103,96,1
56,78,104,56,87,87,63,99,92,99,87,87,92,1
67,75,100,67,103,74,63,87,81,104,89,84,86,1
67,96,118,71,111,92,66,104,96,109,100,103,94,1
67,100,123,71,111,96,63,109,96,109,96,112,94,1
53,79,98,53,77,81,53,83,78,75,78,75,75,1
56,78,96,56,79,83,59,81,83,81,79,84,80,1
67,101,124,63,112,97,63,111,101,111,101,115,98,1
70,96,112,70,100,94,75,108,98,103,98,106,97,1
84,103,133,84,112,100,84,111,100,103,92,71,92,1
50,76,85,47,71,72,50,66,72,73,76,71,74,1
68,87,98,68,94,92,71,103,88,99,88,111,96,1
70,94,114,67,97,94,76,111,94,106,94,112,99,1
63,92,108,66,96,98,67,103,90,91,83,115,94,1
75,86,110,71,99,97,74,115,101,111,90,115,98,1
56,78,104,56,83,87,63,95,87,95,87,96,89,1
49,78,80,56,67,79,52,66,72,66,68,75,73,1
64,94,115,68,102,96,71,107,96,112,99,107,96,1
63,97,124,67,111,98,72,111,98,111,98,112,99,1
67,92,118,63,87,100,66,109,100,113,100,112,101,1
70,96,117,74,113,98,67,108,98,108,98,111,97,1
63,89,122,63,104,94,67,103,94,103,94,111,97,1
67,98,110,63,88,94,67,106,97,102,87,111,94,1
63,94,119,63,106,98,64,111,94,111,98,107,96,1
82,92,112,74,100,90,67,99,94,95,90,97,90,1
53,81,91,53,64,75,51,68,71,68,71,71,74,1
68,85,108,71,103,92,71,103,92,107,96,104,92,1
64,98,125,68,111,99,68,107,96,112,99,107,96,1
64,85,104,68,91,87,75,91,92,95,87,83,81,1
68,96,122,71,112,96,71,111,100,111,100,104,100,1
70,100,108,66,91,86,67,95,86,88,86,92,90,1
71,87,104,67,95,92,66,100,89,96,85,112,90,1
71,87,109,63,91,81,66,100,89,96,92,81,79,1
53,78,91,50,75,79,51,75,75,75,75,79,81,1
66,96,112,66,109,98,67,112,98,108,98,111,101,1
71,92,118,64,99,96,71,107,96,107,92,104,92,1
63,89,108,63,100,90,59,99,90,95,90,88,87,1
70,96,117,74,113,98,71,108,98,112,98,115,97,1
64,96,122,60,107,96,71,107,96,103,96,109,100,1
68,96,118,71,112,96,71,111,100,107,100,104,96,1
74,96,122,70,109,98,71,112,98,112,98,115,97,1
67,97,124,67,106,94,64,106,98,111,98,112,99,1
60,65,102,68,106,74,60,99,88,112,96,91,87,1
49,75,90,49,70,76,50,75,80,75,80,73,83,1
67,97,114,63,106,94,64,102,94,106,94,103,99,1
64,94,115,68,106,96,71,107,96,103,92,107,96,1
63,92,109,71,99,100,66,109,100,109,92,108,98,1
67,96,118,84,116,92,66,96,92,100,92,95,86,1
70,87,105,89,106,102,97,115,102,106,91,121,96,1
50,74,91,53,75,75,48,72,75,83,75,71,78,1
71,94,119,75,103,94,74,106,97,111,97,111,94,1
67,101,119,67,111,98,68,115,98,115,98,112,99,1
63,86,101,67,84,90,60,84,83,75,80,85,76,1
66,100,117,46,43,98,67,108,98,70,98,106,97,1
50,80,97,50,71,76,50,73,76,73,76,71,78,1
48,75,93,55,79,78,49,71,74,79,78,73,72,1
52,86,97,52,73,83,50,75,80,71,80,73,72,1
63,94,114,63,103,94,63,102,90,102,94,106,94,1
52,78,92,56,79,75,56,84,79,81,79,75,80,1
63,94,105,57,84,94,57,94,87,85,87,95,85,1
60,83,97,63,79,76,60,81,79,89,87,91,88,1
60,87,114,57,92,79,53,89,87,89,83,79,88,1
63,98,119,63,99,97,67,106,94,111,101,111,102,1
