@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,4,7,9-10,16-18,20,22,24,26,32,37'

@attribute Sp11 numeric
@attribute Sp14 numeric
@attribute Sp17 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp45 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
84,79,102,80,102,85,84,103,81,99,78,121,87,3
76,76,102,76,94,74,76,95,78,91,74,91,71,4
60,76,90,80,94,78,71,79,81,95,85,83,83,5
57,65,74,53,52,63,56,51,63,51,67,48,67,5
68,67,87,71,83,67,71,75,62,75,71,71,81,4
88,92,122,92,112,92,93,107,92,111,92,109,89,3
102,104,128,84,107,92,90,113,96,128,103,108,90,3
79,71,93,75,87,70,74,87,66,87,70,91,68,4
71,67,81,71,79,66,70,83,66,83,70,88,75,4
88,92,109,93,111,85,90,109,89,109,89,108,90,3
93,92,113,93,116,89,90,109,89,109,89,112,90,3
88,92,109,88,107,89,86,104,89,104,92,108,86,3
79,79,100,88,95,89,86,104,85,100,85,103,86,3
75,79,96,84,99,81,82,96,85,100,85,95,83,3
67,67,81,59,61,66,66,71,66,63,66,81,68,5
82,85,108,82,100,86,83,103,83,103,83,120,87,3
82,81,104,78,100,83,79,103,83,99,83,106,83,3
82,78,104,82,104,83,79,99,83,103,86,102,83,3
78,74,92,74,87,72,79,91,68,88,68,92,73,4
59,81,104,49,40,127,46,32,131,34,131,34,133,2
90,89,117,90,109,90,92,108,86,103,90,106,87,3
86,81,100,82,100,83,87,95,83,99,79,102,87,3
78,70,88,70,79,72,71,81,68,77,64,97,73,7
70,66,76,66,71,64,71,81,68,77,68,79,69,7
59,70,73,49,40,64,59,57,64,48,68,75,58,5
79,83,105,83,103,83,78,102,83,102,83,102,79,3
87,86,114,92,108,94,93,106,87,111,87,106,87,3
92,86,110,92,103,87,85,106,87,106,90,102,91,3
83,79,101,79,95,83,85,102,87,102,80,102,83,3
83,83,105,87,95,83,85,102,83,111,87,111,91,3
71,68,75,63,66,69,74,79,69,79,65,85,72,7
82,83,110,85,97,83,88,111,91,102,87,87,88,3
85,83,105,85,102,87,88,106,87,111,87,107,88,3
80,72,98,80,94,74,84,95,74,91,70,95,75,4
84,87,115,92,106,85,84,99,85,103,88,103,83,3
80,78,100,80,99,79,84,95,79,99,75,100,81,3
71,74,100,56,54,116,44,34,129,34,129,32,133,2
88,88,108,88,107,87,93,111,87,107,92,109,92,3
84,88,113,88,103,87,88,103,83,107,87,100,85,3
88,87,113,84,103,92,90,109,92,113,89,112,98,3
84,79,100,79,99,81,82,100,78,96,81,99,79,3
59,100,113,44,34,125,43,32,133,34,133,32,139,2
41,150,139,44,29,122,46,29,151,32,151,45,139,2
48,129,123,44,34,133,46,32,125,34,125,32,131,2
93,92,109,84,107,85,86,104,89,104,89,99,86,3
84,83,109,88,103,85,82,100,85,104,85,103,83,3
84,92,123,93,116,96,90,113,96,113,96,108,90,3
88,87,109,84,103,92,86,104,85,100,81,99,79,3
75,67,85,75,83,74,74,83,66,83,70,88,68,7
82,81,108,86,104,79,87,99,83,103,86,60,80,3
90,89,112,86,109,90,92,108,90,112,90,106,94,3
90,89,112,86,109,86,87,103,86,108,86,106,87,3
86,85,108,86,104,90,83,103,83,99,86,106,87,3
86,89,112,82,104,90,87,108,90,103,90,111,90,3
90,85,112,90,109,90,96,112,94,117,98,120,90,3
92,94,119,96,112,94,93,115,97,115,94,106,91,3
87,83,101,83,95,90,89,106,80,75,83,106,83,3
42,139,130,46,32,140,44,31,140,34,136,34,139,2
46,139,135,42,30,115,44,34,143,29,150,40,116,2
89,87,114,89,106,91,92,111,87,111,87,112,88,3
67,65,82,78,84,65,72,77,68,81,76,79,70,7
67,65,74,67,67,57,64,69,57,69,57,75,56,7
88,91,111,84,106,88,84,112,88,107,88,111,92,3
47,135,131,47,31,135,46,31,135,31,143,37,141,2
44,135,120,50,40,135,46,36,132,39,121,32,133,2
44,131,115,50,46,132,46,39,121,45,103,34,125,2
50,109,102,80,98,128,53,51,103,83,78,34,121,2
88,87,115,88,106,88,92,103,88,107,92,107,87,3
92,91,120,92,120,96,88,107,88,103,85,95,75,3
92,92,118,88,107,96,93,111,92,111,92,113,89,3
50,135,128,46,34,137,48,34,133,32,133,32,136,2
46,132,122,53,45,133,48,37,125,40,112,34,133,2
92,92,118,92,107,96,93,111,92,111,92,113,96,3
88,88,113,88,107,92,88,111,92,107,92,118,96,3
80,67,75,60,57,58,63,61,42,51,29,79,52,5
56,52,67,60,64,46,55,54,50,58,54,56,48,5
53,52,75,64,68,50,55,58,54,68,62,49,44,5
44,146,139,44,32,144,46,32,144,32,144,34,142,2
48,133,118,48,40,129,49,32,133,32,129,32,131,2
88,87,113,88,103,89,86,104,85,96,81,95,68,3
59,46,67,55,54,44,59,56,44,56,52,51,45,5
63,58,74,67,72,55,66,75,63,71,59,60,57,7
46,136,127,49,32,139,42,34,135,32,135,34,136,2
49,118,104,49,37,124,49,40,116,45,105,34,129,2
90,92,112,90,113,83,83,99,83,95,75,92,73,3
59,44,62,59,56,49,56,51,45,54,45,53,48,5
59,44,66,56,56,45,56,54,45,51,49,53,51,5
63,59,80,70,79,60,63,70,64,73,64,60,62,7
70,70,84,70,71,64,63,66,60,63,57,60,65,7
83,79,101,79,95,80,78,88,76,92,76,94,72,4
42,135,119,46,32,136,44,34,136,34,133,31,135,2
56,45,65,56,51,48,57,56,51,56,48,52,50,5
63,64,72,63,70,58,57,60,58,63,62,55,65,5
63,60,75,67,73,58,63,63,62,60,62,55,72,5
63,57,68,59,60,76,60,60,55,60,58,37,57,7
50,111,124,44,31,102,47,40,120,31,135,39,107,2
82,76,93,78,84,65,72,77,65,81,65,79,67,7
53,55,74,57,60,50,57,55,61,55,65,51,56,5
57,48,70,57,56,50,57,55,50,55,54,51,52,5
57,58,74,63,63,54,57,55,65,52,72,54,63,5
57,58,74,67,71,61,57,59,61,62,65,48,59,5
63,58,78,67,75,61,60,62,65,62,68,51,63,5
47,139,131,47,34,139,46,31,139,31,143,32,137,2
72,65,90,72,81,70,71,83,70,79,67,79,71,7
57,46,60,57,59,56,64,61,59,61,59,79,75,5
57,50,71,57,55,52,53,54,52,51,63,48,54,5
53,57,71,57,59,78,53,48,59,51,59,32,71,5
57,61,78,60,62,59,56,51,59,54,63,45,62,5
88,81,104,84,95,79,84,95,75,91,75,104,81,4
84,78,96,71,87,79,79,91,75,91,75,96,78,4
50,121,122,50,39,129,44,34,129,29,129,32,129,2
46,125,122,50,45,129,48,29,129,37,116,29,133,2
50,107,122,43,29,116,51,42,104,37,116,32,129,2
64,81,91,71,75,54,67,72,58,72,54,67,55,7
68,59,83,71,87,62,71,83,62,83,67,83,63,7
71,67,87,71,83,67,75,79,67,87,71,75,63,7
64,56,71,60,61,75,63,64,75,58,71,83,74,5
40,132,96,53,48,133,44,32,116,45,71,27,129,2
84,79,96,84,95,78,82,96,78,96,78,95,75,4
48,121,118,44,34,122,46,32,122,32,125,32,131,2
67,62,77,67,72,59,63,67,55,67,55,66,53,7
67,54,74,67,75,55,63,67,55,71,55,70,57,7
79,79,100,84,95,74,82,91,78,87,74,84,72,7
59,67,77,55,51,63,66,63,66,60,66,57,68,5
55,75,104,44,29,63,56,49,70,43,100,48,72,5
51,112,128,41,27,70,52,43,100,29,133,54,90,2
82,81,100,82,91,83,83,99,79,99,79,115,87,3
78,78,104,49,34,83,75,81,79,45,105,115,80,2
56,100,88,66,63,64,67,70,57,70,57,67,51,7
78,70,80,70,83,72,75,81,68,81,64,84,69,7
59,70,76,52,46,68,59,54,72,48,64,60,73,5
79,79,97,79,95,83,85,97,80,97,80,98,87,3
75,79,105,49,37,80,67,71,80,43,108,111,72,2
49,113,114,46,34,101,50,53,101,37,122,77,83,2
46,131,114,42,34,133,53,43,119,56,97,69,65,2
71,64,82,75,84,65,67,75,62,79,65,77,57,7
71,68,82,75,84,69,67,79,69,79,73,69,72,7
59,68,82,59,60,76,57,56,65,60,65,52,72,5
59,68,82,59,57,65,60,60,65,60,69,52,68,5
52,60,72,59,51,69,50,46,62,49,58,46,65,5
56,64,82,59,48,73,50,49,87,37,115,31,102,2
59,90,110,46,30,115,42,29,129,29,136,46,120,2
82,83,101,85,97,87,88,106,87,106,87,103,88,3
82,83,110,89,106,83,88,106,87,106,87,107,88,3
93,90,110,89,102,91,101,115,94,111,87,107,88,3
53,101,101,47,37,79,64,73,83,55,98,75,78,2
53,119,101,60,63,65,64,73,54,69,54,71,59,7
63,58,78,67,75,57,64,73,57,73,57,75,59,7
67,73,82,57,53,76,60,59,72,52,76,79,74,5
97,91,120,97,111,92,97,112,88,112,92,111,87,3
60,91,98,68,77,78,68,79,81,75,78,79,71,2
68,79,98,57,55,78,64,75,78,75,70,75,58,2
64,57,71,64,69,56,60,71,56,71,56,68,54,7
68,61,78,72,77,56,68,71,59,75,56,72,58,7
68,76,86,57,52,74,71,71,74,61,74,79,71,7
57,72,78,60,59,74,56,54,70,57,70,61,75,5
47,113,106,41,34,110,40,31,107,31,114,29,104,2
88,88,113,92,107,87,88,107,92,111,92,113,89,3
64,52,71,64,71,54,63,68,54,68,54,75,59,7
64,56,75,64,68,54,67,72,54,72,54,71,59,7
71,74,87,56,57,71,67,68,75,61,79,75,74,5
60,74,87,56,54,75,63,61,79,58,75,79,74,5
56,78,91,53,45,104,48,37,104,32,108,87,100,2
53,96,100,43,31,108,48,34,108,37,112,32,111,2
43,117,108,43,31,112,44,29,121,29,121,32,118,2
93,92,118,97,111,96,95,118,92,113,96,117,94,3
97,87,113,88,111,89,90,113,92,109,89,99,79,3
67,67,89,71,79,66,66,75,70,75,70,70,72,7
48,112,109,44,29,114,46,34,118,34,114,32,120,2
44,121,104,51,40,114,40,29,122,27,125,32,120,2
95,92,112,95,113,90,92,112,90,112,90,106,90,3
43,125,108,49,40,127,46,30,127,32,120,31,126,2
96,94,119,96,112,94,97,115,97,111,94,115,94,3
67,60,86,75,81,62,67,84,69,88,73,81,72,7
71,79,90,67,73,76,67,75,76,75,80,81,83,5
67,72,90,71,81,73,74,84,76,84,76,89,79,4
93,87,110,85,97,79,80,106,79,98,76,107,85,4
82,73,89,67,71,72,72,85,68,69,54,87,63,7
63,58,78,67,79,61,64,73,57,73,61,75,59,7
78,76,93,85,97,76,80,98,76,94,76,91,74,7
67,65,78,67,75,79,72,85,76,81,72,103,81,4
42,126,110,44,34,128,41,29,128,31,124,31,132,2
44,126,105,44,29,113,47,37,116,49,94,45,78,2
92,94,111,92,111,96,92,107,88,112,92,111,87,3
80,72,82,64,69,74,76,79,63,68,52,91,62,7
76,72,94,76,85,67,80,87,74,91,74,83,71,7
97,96,122,101,116,92,97,121,96,116,100,118,96,3
64,56,71,68,71,58,63,72,58,68,54,79,59,7
68,59,83,71,79,62,71,79,67,79,62,75,63,7
76,67,79,68,83,75,71,79,67,75,67,96,78,4
88,87,113,88,107,92,90,109,89,100,81,112,83,4
88,87,100,79,91,81,78,91,70,83,66,88,64,7
67,54,77,63,72,55,66,75,59,75,59,73,60,7
67,58,74,67,83,63,70,75,59,75,59,77,60,7
67,58,77,71,75,59,66,75,59,75,63,77,60,7
71,67,89,71,79,63,70,83,66,79,66,77,64,7
71,67,81,67,79,78,70,79,70,79,70,88,72,4
41,129,113,48,37,129,43,29,129,32,122,40,98,2
44,129,109,63,64,129,46,32,122,43,92,48,75,2
63,75,85,67,79,92,66,67,59,79,63,70,60,4
71,67,85,67,79,59,70,79,63,83,66,77,68,4
86,89,112,90,113,86,87,112,90,112,90,111,83,4
90,89,100,78,91,83,79,88,72,84,64,97,73,7
66,59,76,63,71,57,67,73,60,70,57,75,62,7
66,63,76,59,71,60,63,73,60,73,57,79,55,7
63,55,76,66,75,60,67,73,57,77,60,67,62,7
66,63,80,66,79,60,67,77,60,77,60,71,62,7
70,78,84,66,79,83,67,84,72,81,72,92,80,4
46,129,108,46,32,105,52,48,98,63,75,71,73,2
67,57,79,67,73,62,70,79,58,79,58,77,61,7
67,64,82,67,84,65,63,79,65,79,65,77,65,7
67,72,90,71,81,80,67,84,76,84,73,89,72,4
89,83,89,70,84,57,64,73,54,73,61,75,59,7
63,58,78,63,67,57,64,69,57,69,57,71,59,7
63,62,78,63,75,61,64,77,65,77,65,79,63,7
74,97,119,70,111,102,72,115,98,115,98,116,99,1
