@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,7-9,11,16-17,20-22,24,34,36-37'

@attribute Sp12 numeric
@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
115,106,79,84,102,103,92,85,84,103,81,107,87,3
102,102,79,80,98,78,84,81,76,99,81,103,79,3
98,115,87,88,106,85,84,85,88,99,85,103,87,3
115,120,91,84,111,92,88,88,92,112,92,111,92,3
106,115,91,88,120,92,92,92,92,107,88,107,87,3
73,106,83,84,102,81,80,85,80,91,81,95,75,7
91,100,74,76,91,67,75,71,75,91,71,87,66,4
95,104,85,84,108,83,79,83,84,99,87,67,85,3
107,118,92,88,113,83,88,87,88,107,87,104,85,3
54,71,63,56,71,67,55,67,55,48,62,53,70,5
54,71,63,56,67,67,55,62,51,48,67,49,70,5
99,104,79,84,104,100,82,85,82,100,81,103,83,3
116,118,92,93,113,89,90,92,90,109,89,103,90,3
107,109,83,84,104,89,86,89,90,109,92,108,90,3
109,112,89,90,117,90,92,86,87,108,86,120,97,3
113,122,96,95,127,86,87,90,92,122,109,125,104,3
104,108,92,90,108,86,92,86,87,103,83,106,90,3
100,104,81,82,104,79,79,79,83,99,83,97,83,3
96,104,81,82,100,79,79,79,79,99,83,102,83,3
63,73,63,59,76,60,63,57,63,63,60,79,62,7
60,76,66,59,76,57,63,60,63,66,64,75,62,5
95,93,75,83,97,80,78,80,82,92,76,94,72,3
91,93,68,75,90,73,82,73,78,88,73,85,72,4
88,90,68,75,93,73,78,73,78,84,69,81,72,4
84,90,68,75,97,69,74,69,74,88,76,49,109,4
108,114,90,96,114,90,93,90,93,111,90,106,83,3
95,101,79,83,105,87,89,87,89,106,87,106,91,3
99,105,86,83,105,83,82,83,78,102,83,98,83,3
40,119,129,44,124,135,44,131,44,34,135,31,139,2
37,124,136,44,124,131,44,135,44,31,139,31,139,2
92,110,83,85,110,83,84,83,88,111,91,103,88,3
97,105,83,93,114,87,84,87,84,106,87,107,85,3
115,114,90,93,119,87,92,87,88,106,83,103,85,3
106,110,94,93,114,87,92,87,88,106,87,107,85,3
106,114,90,89,114,91,88,87,88,106,87,103,85,3
88,85,69,74,85,72,68,68,72,85,72,87,70,7
