@relation satimage

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp16 numeric
@attribute Sp19 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
56,83,75,52,78,52,75,52,90,75,50,71,1
67,106,111,63,90,72,98,68,111,87,68,112,1
52,73,66,52,68,53,73,53,82,73,53,73,1
68,107,103,71,92,67,92,71,118,96,70,109,1
66,109,104,66,100,63,98,67,124,101,63,111,1
71,111,107,67,96,63,100,63,117,96,63,103,1
53,75,71,50,73,53,79,53,94,76,53,75,1
67,99,99,59,90,53,83,50,89,76,50,69,1
66,91,100,78,96,75,101,79,124,101,74,115,1
52,79,79,52,74,49,75,52,86,72,50,71,1
64,106,106,64,94,60,92,64,118,92,59,99,1
67,97,97,67,90,60,83,60,102,83,56,68,1
67,103,108,63,94,63,97,63,114,97,64,111,1
49,66,66,52,72,50,73,53,89,76,57,77,1
60,75,84,63,87,64,91,64,111,91,68,107,1
75,103,99,67,83,70,90,63,105,80,72,106,1
70,118,113,66,96,63,98,63,119,98,67,111,1
53,75,75,50,81,55,79,51,93,75,52,79,1
63,77,84,71,83,67,80,74,114,90,76,115,1
59,75,83,63,83,56,81,59,96,81,59,73,1
60,81,73,60,79,60,81,68,96,81,63,95,1
67,103,103,67,94,67,94,67,114,94,64,102,1
71,99,95,67,83,66,89,66,96,85,63,91,1
68,115,106,64,83,68,96,64,113,88,71,107,1
63,103,103,67,94,63,94,67,114,97,64,102,1
56,79,79,53,78,55,71,55,85,75,56,67,1
50,75,75,56,67,55,71,55,81,71,52,71,1
57,98,106,64,98,60,92,64,118,96,67,107,1
68,111,115,68,98,64,99,64,128,96,71,111,1
63,99,103,67,94,70,97,70,119,97,72,111,1
67,112,103,63,79,67,97,67,105,87,68,111,1
64,116,112,64,99,67,100,67,123,100,66,113,1
50,75,75,50,76,50,76,50,90,76,50,79,1
51,68,72,59,79,52,74,52,84,70,56,77,1
63,113,109,63,96,63,94,63,114,94,63,102,1
71,111,107,71,96,70,96,70,122,100,71,112,1
72,106,94,64,76,68,88,64,100,81,63,103,1
52,83,75,46,78,52,79,49,97,83,50,75,1
53,77,77,53,76,56,78,56,100,81,67,103,1
63,102,106,60,87,68,94,64,111,91,68,99,1
70,111,97,63,80,72,91,64,102,79,68,103,1
63,99,103,63,90,63,90,67,114,90,60,85,1
52,73,84,56,79,53,80,57,93,76,60,94,1
60,99,112,71,96,71,96,71,123,100,70,113,1
66,109,113,66,96,67,94,63,119,94,63,111,1
47,67,71,50,76,50,76,53,94,76,53,75,1
68,89,98,68,91,68,85,68,104,88,67,83,1
63,87,91,71,87,63,74,63,100,78,75,99,1
75,112,108,71,94,70,97,70,114,94,76,111,1
76,116,112,80,103,75,100,75,123,100,70,113,1
67,92,102,67,94,64,83,64,115,91,64,95,1
53,77,77,53,76,60,85,60,100,85,59,75,1
79,112,108,67,98,67,101,67,119,97,68,115,1
60,75,71,60,80,60,79,60,90,83,64,83,1
67,111,111,71,96,66,96,66,122,96,63,108,1
57,92,88,60,87,60,87,60,98,83,56,91,1
48,75,72,51,71,49,78,49,88,74,49,73,1
71,103,107,68,92,71,92,71,118,96,66,100,1
60,88,97,57,90,57,87,60,111,94,60,95,1
67,106,102,63,94,64,94,64,120,94,64,107,1
67,111,111,67,101,68,98,68,120,98,64,116,1
57,94,85,50,76,50,78,50,91,78,48,61,1
76,112,112,68,88,75,96,67,118,92,70,109,1
64,112,116,64,96,71,100,71,123,96,63,109,1
63,91,91,59,87,56,89,56,104,85,49,73,1
71,111,107,71,100,70,96,70,117,100,67,108,1
63,96,109,66,100,67,86,63,124,98,60,92,1
51,83,79,51,75,52,78,52,92,81,49,66,1
75,111,116,75,100,74,100,70,127,96,71,108,1
67,108,112,63,98,67,94,67,124,94,64,106,1
67,97,102,74,97,76,102,72,120,102,80,116,1
67,111,111,70,87,68,102,68,115,94,71,112,1
64,91,95,68,88,71,92,71,113,92,66,104,1
85,106,115,78,94,72,91,64,102,91,64,103,1
63,99,95,63,86,60,94,63,114,87,64,106,1
68,91,87,60,78,67,79,59,85,71,63,79,1
63,103,103,63,94,63,94,63,114,94,68,106,1
64,102,106,68,94,71,92,71,118,92,71,103,1
63,99,95,67,79,67,80,63,97,73,68,102,1
71,111,99,67,92,66,96,70,117,96,75,108,1
60,83,75,56,78,59,79,59,109,87,59,87,1
48,64,72,51,75,46,74,49,92,74,49,70,1
66,109,109,66,96,63,98,63,119,98,63,111,1
56,75,79,56,81,59,83,56,93,79,53,79,1
67,103,99,63,94,67,90,70,114,97,68,106,1
67,115,120,70,101,72,102,68,120,102,68,116,1
50,68,64,53,67,48,67,51,77,71,49,63,1
57,79,84,60,83,60,79,60,90,79,60,83,1
47,71,75,50,76,53,76,50,90,76,50,75,1
67,95,99,79,100,66,81,74,108,92,75,112,1
64,107,103,64,96,67,92,67,118,92,66,100,1
63,99,99,63,90,60,83,60,93,83,64,81,1
70,113,109,70,100,67,90,67,114,90,63,97,1
57,89,94,60,87,60,85,56,104,85,59,91,1
57,88,97,63,97,57,91,60,115,98,60,103,1
63,106,97,63,87,64,94,64,120,94,64,107,1
72,111,111,68,87,71,96,76,118,96,75,111,1
67,112,112,67,101,70,101,67,119,94,68,111,1
60,81,73,53,76,64,88,60,100,78,63,87,1
50,73,77,50,76,53,78,50,91,81,51,75,1
64,107,107,64,99,67,96,67,118,96,66,113,1
52,81,73,49,83,50,80,50,101,80,50,69,1
88,115,111,76,94,76,92,71,108,88,63,91,1
67,108,99,63,79,67,101,67,114,90,72,111,1
71,107,103,71,92,71,96,71,118,96,70,109,1
75,99,99,71,98,63,83,67,110,87,64,89,1
53,95,83,53,78,51,79,55,93,75,56,83,1
64,98,102,57,94,60,92,53,108,88,51,83,1
78,113,113,70,96,79,98,71,124,98,67,106,1
64,115,115,60,98,64,99,64,122,96,71,111,1
84,115,115,80,94,84,99,76,118,92,67,99,1
60,71,67,53,80,60,83,53,86,83,56,71,1
60,95,95,60,85,67,92,63,118,92,66,109,1
60,102,92,57,87,57,79,57,90,76,56,79,1
59,81,88,59,86,57,87,60,105,87,57,94,1
59,100,96,63,89,59,86,63,101,86,63,102,1
68,116,116,64,103,67,100,67,123,100,66,113,1
63,108,108,67,98,67,101,63,124,101,64,111,1
63,95,103,67,94,63,97,67,119,94,64,106,1
56,83,91,59,85,59,86,56,101,83,53,84,1
48,72,83,55,79,49,74,52,96,78,52,70,1
71,111,107,63,100,63,96,63,117,96,67,103,1
67,111,115,67,94,68,98,68,125,98,64,112,1
63,100,96,63,89,63,90,63,119,90,67,102,1
79,111,99,55,87,66,92,59,100,85,56,84,1
88,111,89,64,76,71,85,64,96,81,63,75,1
64,95,99,68,88,59,79,63,96,83,56,75,1
71,111,111,71,96,74,96,74,122,100,71,112,1
64,106,102,64,94,64,96,64,122,92,63,103,1
67,112,112,67,98,67,97,67,124,94,68,111,1
59,96,91,63,89,63,86,67,101,83,67,97,1
59,91,79,52,78,56,83,52,93,79,53,84,1
53,71,71,53,74,55,75,51,89,75,52,75,1
64,81,77,60,79,60,74,60,108,88,71,103,1
70,88,92,53,83,57,83,50,90,79,50,79,1
72,106,106,68,94,68,96,68,118,92,71,99,1
56,79,79,52,78,52,79,49,90,75,50,84,1
70,106,97,63,90,68,91,60,102,83,60,75,1
71,116,107,67,83,70,100,70,122,96,71,108,1
80,116,116,76,96,75,100,75,128,100,66,113,1
68,112,103,68,88,71,96,71,123,96,70,113,1
59,99,95,59,86,57,83,57,105,83,53,85,1
53,73,73,57,76,53,74,56,96,78,59,95,1
85,102,92,70,90,76,91,68,111,91,68,103,1
64,83,87,60,85,67,92,71,113,92,70,104,1
63,79,75,60,80,68,91,64,106,91,68,103,1
67,111,111,63,101,64,98,64,125,102,64,112,1
71,107,107,67,87,70,100,70,117,100,67,99,1
67,107,111,71,96,63,96,63,122,96,63,103,1
93,115,120,82,101,80,98,76,115,94,71,95,1
57,73,73,57,79,56,74,60,91,81,63,87,1
53,81,77,53,76,53,78,53,87,74,55,79,1
68,83,87,60,85,63,87,63,104,83,63,87,1
67,112,112,63,101,63,101,63,124,101,64,111,1
60,111,106,64,98,64,99,64,122,96,71,116,1
67,103,103,67,86,63,87,63,110,87,64,85,1
63,96,100,63,96,59,90,59,119,90,57,97,1
70,100,104,70,96,71,98,75,124,98,70,106,1
67,111,106,67,87,68,94,68,115,94,68,112,1
67,111,111,71,96,66,100,66,122,96,67,103,1
47,71,71,47,69,53,72,50,82,72,50,75,1
60,87,83,56,85,63,83,63,113,87,63,96,1
60,88,75,63,83,64,83,64,94,83,60,83,1
64,111,111,68,98,64,99,64,122,99,67,107,1
84,116,112,71,88,67,87,63,104,87,63,87,1
53,85,89,57,79,50,74,53,79,74,51,75,1
59,83,83,59,85,56,86,63,114,94,57,88,1
53,69,73,53,76,53,78,53,96,70,55,79,1
67,99,112,71,98,67,87,67,114,94,64,98,1
53,69,69,50,72,50,74,50,91,74,48,72,1
68,107,112,68,96,67,100,67,118,96,66,109,1
71,107,91,67,92,70,100,66,108,92,67,95,1
63,95,95,59,92,63,89,63,108,89,59,99,1
66,109,109,66,100,67,98,67,130,101,63,111,1
68,115,115,64,102,64,103,64,128,103,67,111,1
82,120,111,67,90,68,91,68,115,91,68,107,1
57,81,81,53,76,56,78,53,96,78,55,72,1
60,91,91,56,85,59,87,55,104,87,52,87,1
49,75,67,52,78,52,75,52,90,75,50,75,1
70,104,96,63,89,63,90,63,110,90,63,88,1
66,113,113,66,96,63,94,63,114,94,63,106,1
56,91,83,49,78,52,79,52,90,79,50,71,1
59,79,83,63,83,56,78,59,96,81,59,81,1
63,83,79,63,85,67,79,63,90,79,74,92,1
63,87,87,63,78,67,83,75,101,79,63,92,1
66,113,113,66,100,63,98,63,130,101,63,111,1
55,72,79,59,83,52,74,56,96,74,56,84,1
