@relation satimage

@attribute Sp12 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
88,83,56,79,57,92,87,57,89,60,87,111,1
113,96,70,96,67,108,101,63,106,67,94,119,1
92,87,53,83,57,94,87,68,99,56,88,108,1
83,79,59,75,63,79,78,59,73,59,75,93,1
87,87,55,87,56,87,85,56,84,56,86,105,1
104,103,74,96,67,108,98,67,102,74,104,129,1
112,98,67,90,67,106,87,68,98,68,91,106,1
87,87,51,75,49,83,81,52,77,52,75,90,1
73,76,53,76,53,79,70,55,79,55,79,96,1
107,96,71,92,71,111,96,66,100,66,92,122,1
88,83,57,83,53,85,76,56,79,53,78,96,1
79,83,67,90,64,85,83,60,83,64,81,104,1
100,92,66,92,63,91,79,63,88,63,73,93,1
91,86,59,90,57,88,83,57,81,57,76,94,1
68,74,64,85,59,72,75,49,67,52,74,84,1
92,83,57,83,53,81,83,53,95,53,81,96,1
79,80,57,80,53,73,76,56,75,56,74,91,1
107,92,68,92,71,103,92,70,109,70,92,112,1
103,96,60,85,55,83,83,56,87,56,81,100,1
84,79,67,101,70,102,94,64,94,68,98,120,1
113,100,66,100,63,112,101,63,111,63,101,129,1
85,83,53,91,50,79,78,51,75,51,79,100,1
95,86,56,86,60,92,87,68,106,64,91,111,1
115,98,68,98,64,112,96,71,111,71,96,113,1
88,83,52,79,57,75,76,57,73,53,76,94,1
103,94,63,98,63,102,90,64,102,64,94,120,1
88,83,56,83,60,88,87,53,85,57,87,102,1
100,92,66,81,59,91,86,57,92,57,87,101,1
73,76,50,79,50,79,78,51,75,48,79,89,1
107,96,67,96,63,96,85,63,91,63,79,114,1
68,71,51,79,56,79,78,56,84,56,79,93,1
111,98,68,102,71,112,96,71,111,71,100,123,1
103,87,71,96,66,104,92,67,108,71,94,119,1
111,101,67,97,68,111,98,71,112,71,96,104,1
79,65,63,80,68,94,83,68,91,71,96,122,1
92,87,57,94,53,85,83,46,79,50,78,104,1
79,75,51,79,56,83,85,56,81,56,83,105,1
109,96,70,96,67,112,98,67,111,67,94,124,1
83,81,56,81,52,84,83,57,79,57,76,93,1
112,98,63,98,63,115,101,64,115,64,98,120,1
97,87,63,87,60,85,87,56,83,56,85,100,1
103,92,64,92,59,103,92,63,91,63,89,112,1
77,76,60,76,60,83,81,63,75,67,87,100,1
85,83,64,87,64,87,85,75,95,71,87,109,1
84,80,57,87,53,77,76,53,79,53,81,96,1
84,75,63,98,67,111,94,68,106,68,98,115,1
112,98,67,79,67,106,97,68,111,68,94,115,1
67,76,50,80,60,73,76,56,68,64,85,104,1
112,98,71,98,67,111,94,64,89,64,91,115,1
103,94,67,94,70,115,97,68,106,72,94,115,1
73,75,59,90,60,92,90,60,94,64,91,115,1
79,81,53,74,51,68,71,49,71,49,74,88,1
81,68,60,79,60,83,74,63,87,67,79,109,1
77,79,64,83,68,87,81,67,91,75,92,104,1
87,85,50,78,51,64,75,52,83,49,78,96,1
85,83,53,83,46,79,78,55,79,51,75,96,1
121,103,88,81,79,107,92,63,96,66,92,117,1
75,75,51,71,52,71,74,49,66,52,72,86,1
79,78,52,74,49,66,75,53,71,50,73,85,1
104,92,86,100,87,112,98,78,111,70,90,114,1
75,78,50,78,48,72,79,49,75,49,78,88,1
87,81,56,81,67,95,87,63,96,66,89,112,1
79,81,53,78,51,72,75,49,67,49,78,92,1
106,94,93,104,80,106,91,92,103,80,81,100,1
109,96,66,96,67,108,94,63,106,63,90,114,1
79,79,59,83,56,75,74,56,77,56,83,93,1
77,79,60,87,64,99,92,59,79,59,79,96,1
104,92,59,81,63,99,86,63,111,63,90,114,1
95,87,63,87,63,100,92,63,99,67,94,110,1
