@relation satimage

@attribute Sp11 numeric
@attribute Sp14 numeric
@attribute Sp22 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp33 numeric
@attribute Sp35 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
60,90,119,91,106,72,115,103,92,71,92,103,1
52,70,88,75,77,59,97,71,69,53,76,79,1
68,92,118,92,107,71,118,104,92,70,96,109,1
46,78,104,75,79,55,100,83,85,56,81,79,1
67,87,114,91,89,60,102,87,88,60,78,68,1
71,100,123,96,109,66,127,103,94,67,98,108,1
50,76,93,76,66,53,86,71,74,53,74,68,1
63,92,118,81,91,63,104,95,86,63,86,95,1
63,83,89,79,81,64,98,83,81,64,85,83,1
72,98,98,103,112,71,113,111,96,71,100,111,1
63,80,89,79,89,68,111,91,88,64,88,103,1
64,96,122,96,107,67,123,104,92,63,96,100,1
63,90,114,90,97,70,114,85,83,68,87,98,1
52,70,92,72,73,59,90,75,73,53,69,75,1
59,83,97,83,75,63,85,81,76,60,79,89,1
76,94,115,99,107,76,122,103,96,75,96,103,1
52,75,90,76,71,50,89,66,76,60,76,77,1
79,96,123,92,100,66,122,95,86,63,94,103,1
60,78,118,75,103,71,118,87,81,66,89,104,1
74,101,124,98,111,68,125,116,99,71,99,112,1
59,83,96,85,91,59,104,91,86,59,86,88,1
67,96,100,96,100,63,104,99,98,75,98,99,1
76,99,100,96,107,67,109,109,92,70,96,109,1
56,79,86,76,75,53,78,94,87,60,76,73,1
76,94,115,88,103,68,118,103,92,71,96,107,1
60,96,122,96,107,71,118,104,96,63,92,104,1
83,90,119,97,111,70,114,102,91,64,91,98,1
49,78,84,79,73,49,93,71,80,50,80,75,1
51,71,74,70,67,52,80,77,75,49,75,66,1
63,90,114,83,89,64,111,87,85,68,88,91,1
67,94,114,91,106,64,115,95,88,64,92,103,1
56,74,96,71,72,59,93,79,74,56,74,79,1
56,78,108,83,81,59,93,75,76,57,80,84,1
64,96,122,96,111,67,123,96,85,63,96,113,1
71,99,118,96,111,75,118,113,96,70,96,113,1
63,83,104,92,96,66,112,103,94,67,94,103,1
68,94,120,88,107,68,118,95,83,67,96,107,1
60,76,90,85,95,60,100,79,83,63,83,87,1
59,107,112,98,70,52,97,111,97,60,97,40,1
64,102,115,99,112,64,122,111,100,67,100,107,1
57,79,98,81,87,56,100,95,87,67,87,95,1
72,91,115,103,112,76,122,107,96,79,100,111,1
71,96,122,96,116,75,123,96,92,70,92,109,1
56,78,100,79,91,67,109,79,81,59,81,83,1
66,89,88,75,73,59,93,75,80,60,80,92,1
72,98,115,99,112,71,122,111,100,71,96,111,1
76,91,102,96,103,53,104,107,100,67,96,91,1
49,75,101,76,88,57,105,85,79,53,79,85,1
60,83,119,87,102,60,115,95,88,60,92,103,1
68,96,122,100,111,71,123,113,100,66,100,109,1
52,70,84,72,70,56,86,79,76,53,73,71,1
70,92,100,86,81,52,90,97,90,57,80,79,1
57,76,93,76,77,60,98,75,74,60,81,87,1
67,94,119,98,111,68,115,112,99,76,99,112,1
71,96,113,96,107,71,123,104,92,66,92,104,1
50,70,91,75,72,48,89,67,74,49,74,71,1
50,73,97,72,73,53,90,71,74,53,78,79,1
63,92,112,86,88,59,110,92,83,53,87,88,1
67,94,114,102,111,72,111,107,96,71,99,112,1
53,81,100,79,99,67,109,83,78,59,81,100,1
59,79,96,74,75,59,96,81,83,59,83,81,1
80,88,118,96,99,75,113,100,92,66,92,87,1
67,92,100,85,100,70,108,66,79,63,86,95,1
71,96,123,89,113,70,122,99,86,71,98,108,1
92,102,115,103,116,92,108,111,100,79,92,107,1
53,73,85,79,77,53,98,83,78,53,78,71,1
59,86,110,83,88,60,105,89,87,57,87,94,1
53,72,90,74,75,53,87,72,75,48,75,83,1
71,96,89,103,109,63,104,112,98,67,98,99,1
68,88,100,96,103,67,109,113,100,66,100,109,1
63,87,109,89,96,63,122,99,90,63,94,103,1
66,81,104,79,77,52,105,84,80,50,76,75,1
80,94,106,92,103,64,108,99,87,63,87,91,1
67,96,123,92,100,66,117,99,94,63,90,99,1
64,91,115,88,103,60,118,103,92,63,87,107,1
57,83,93,76,77,53,90,79,81,56,78,83,1
66,96,88,98,99,63,101,106,94,67,101,106,1
76,88,108,92,95,55,100,96,89,63,92,91,1
86,92,122,94,112,79,114,111,94,70,90,102,1
60,88,100,92,99,67,100,79,81,63,85,100,1
63,83,109,74,79,63,108,81,79,63,90,103,1
57,83,86,88,79,50,100,91,87,55,87,83,1
71,99,91,100,103,67,100,113,103,70,103,109,1
67,101,124,104,111,67,124,111,98,68,98,111,1
79,90,114,94,97,60,110,98,87,57,83,85,1
67,90,105,94,102,80,125,107,96,76,96,116,1
56,81,100,83,84,56,97,88,87,57,87,88,1
63,85,112,86,88,59,110,84,83,57,87,97,1
68,99,128,104,111,67,123,109,100,66,103,113,1
71,98,119,97,111,67,119,111,94,68,98,111,1
53,74,83,75,68,51,81,75,78,52,74,71,1
52,78,92,75,84,56,97,75,80,53,80,84,1
66,100,122,101,108,67,130,115,101,67,101,115,1
63,94,124,94,111,68,125,107,96,68,96,112,1
68,92,104,96,107,63,113,104,92,63,92,100,1
71,96,108,92,75,59,104,100,96,63,89,79,1
66,96,122,94,108,67,119,106,97,67,94,111,1
53,78,96,79,75,51,89,79,78,52,81,71,1
68,92,118,92,103,71,118,109,92,70,92,109,1
68,98,125,96,112,68,122,111,100,71,100,111,1
57,76,94,78,79,53,96,75,79,55,71,72,1
64,99,128,96,111,67,118,109,96,66,100,109,1
53,73,97,76,77,57,98,79,78,56,85,87,1
57,83,110,76,85,57,98,79,78,53,78,83,1
84,96,104,100,103,55,109,104,100,74,96,104,1
64,96,113,92,103,67,118,100,89,66,92,104,1
71,92,118,96,107,71,113,109,96,74,96,109,1
64,74,118,79,99,79,123,83,78,66,81,100,1
56,85,100,92,99,63,104,100,92,70,92,96,1
51,79,109,81,79,52,100,88,83,56,83,84,1
70,96,122,98,108,71,119,115,97,67,97,111,1
68,99,128,96,116,67,123,109,96,66,100,109,1
51,79,89,78,67,52,84,70,75,52,75,73,1
59,79,114,90,102,70,119,98,91,68,94,106,1
56,81,104,87,103,63,113,100,92,63,92,104,1
84,79,109,100,109,78,112,103,90,71,90,99,1
66,96,117,94,108,63,114,102,94,63,97,106,1
70,92,112,90,95,63,110,75,83,63,83,88,1
68,94,120,96,112,71,122,111,100,71,100,111,1
60,87,101,83,77,50,86,91,88,50,85,79,1
67,87,100,100,104,66,104,99,86,67,86,88,1
57,80,97,76,73,53,90,71,74,56,74,75,1
67,97,119,102,115,68,120,116,99,68,99,116,1
75,98,124,97,102,70,114,106,91,72,94,111,1
50,78,96,79,72,48,89,75,78,49,78,71,1
63,86,93,90,84,63,97,85,83,60,76,81,1
68,94,120,99,112,71,122,111,96,71,100,111,1
67,94,114,94,111,63,114,111,98,64,94,111,1
