@relation satimage

@attribute Sp11 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp25 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp36 numeric
@attribute Sp39 numeric
@attribute Sp42 numeric
@attribute Sp46 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
63,100,83,67,87,83,63,83,85,93,63,63,101,1
67,114,90,63,90,97,53,88,76,102,50,50,86,1
63,124,97,63,101,115,60,111,98,122,60,64,118,1
51,77,71,51,71,63,49,67,74,82,49,52,82,1
67,123,96,67,100,109,66,113,100,114,63,63,124,1
79,118,96,67,92,109,66,104,85,114,59,56,93,1
68,128,103,68,96,111,71,116,96,127,70,70,127,1
64,111,91,68,91,75,64,95,88,113,51,59,104,1
63,105,90,63,90,79,63,88,90,94,64,68,102,1
50,104,85,53,81,75,48,72,71,96,49,49,88,1
55,96,79,55,71,75,52,67,70,93,52,52,82,1
71,119,98,67,98,111,67,115,94,115,68,68,125,1
60,115,94,64,94,103,64,103,96,113,67,67,123,1
63,112,89,63,92,103,67,103,94,114,70,67,124,1
49,88,78,49,74,73,49,73,75,89,50,50,93,1
52,86,72,52,72,79,53,75,69,98,57,50,78,1
68,96,81,60,81,91,75,95,87,100,66,66,100,1
59,114,90,59,90,92,57,97,87,106,60,57,102,1
64,98,83,64,83,83,60,87,85,104,67,71,113,1
68,120,98,72,98,107,71,112,92,123,67,71,128,1
52,90,75,52,86,79,50,75,76,94,50,53,86,1
71,118,100,71,100,113,70,113,103,124,67,63,124,1
68,115,94,68,98,103,64,107,96,100,67,67,118,1
68,104,85,68,88,95,67,83,71,104,70,63,88,1
67,110,94,63,94,97,67,102,104,111,68,72,120,1
70,129,101,70,101,115,68,115,98,128,68,64,122,1
72,120,102,72,98,116,80,116,96,123,75,75,128,1
48,96,75,48,75,79,49,71,74,90,49,49,93,1
60,105,87,53,87,98,57,94,87,108,56,56,108,1
63,124,98,63,101,120,63,115,101,125,64,60,120,1
76,122,99,76,99,111,75,116,100,117,74,70,127,1
84,118,96,79,96,104,74,109,92,114,63,59,101,1
50,91,74,53,74,68,51,75,79,92,56,49,88,1
75,110,86,71,83,115,70,111,80,125,72,72,111,1
59,85,75,59,79,71,52,71,74,82,56,56,97,1
60,111,94,53,113,91,60,83,99,104,67,67,100,1
66,127,100,66,100,112,63,112,101,124,63,67,129,1
60,98,79,60,79,87,60,83,81,104,63,63,104,1
71,100,81,80,88,107,75,103,96,112,70,66,108,1
78,110,87,70,90,94,68,94,83,122,68,53,104,1
49,97,83,49,75,75,47,75,76,90,50,50,90,1
63,113,92,59,92,96,63,91,89,105,63,67,101,1
67,109,83,63,75,109,66,100,74,119,67,63,97,1
64,96,88,68,88,79,67,99,92,84,59,63,108,1
71,128,96,71,96,113,70,113,100,124,75,71,124,1
84,104,79,71,71,118,82,109,92,114,71,67,114,1
51,93,75,51,79,83,56,83,81,101,56,56,93,1
63,114,90,63,94,106,70,111,97,115,68,72,120,1
49,86,75,52,72,79,50,71,65,94,50,50,86,1
56,97,79,52,79,84,57,75,73,106,60,57,90,1
59,93,83,59,83,84,50,79,76,94,53,57,90,1
71,110,94,67,79,97,67,84,90,115,76,80,125,1
63,123,100,63,100,100,66,109,100,110,67,67,119,1
76,104,88,68,88,95,63,95,83,104,63,56,108,1
64,100,85,60,81,95,63,95,87,100,63,66,108,1
63,114,94,57,90,102,57,94,87,108,50,53,100,1
64,115,94,68,87,107,76,112,99,118,84,75,123,1
55,96,79,55,83,91,56,79,78,101,56,52,93,1
59,113,92,59,92,91,63,100,92,101,67,67,105,1
83,114,90,83,94,115,78,111,90,106,64,64,111,1
64,113,92,64,92,103,67,99,92,108,66,66,108,1
66,122,96,70,96,108,67,112,98,119,67,67,124,1
64,94,76,64,83,91,64,99,96,100,67,71,118,1
59,114,90,63,90,97,63,111,90,106,60,64,120,1
67,114,90,67,87,106,76,102,102,122,76,84,128,1
67,100,79,59,75,109,63,96,78,119,63,63,101,1
67,118,96,71,96,109,70,113,96,119,67,67,119,1
59,100,81,59,81,81,56,84,94,93,57,57,101,1
70,122,96,66,89,108,71,108,75,119,70,70,105,1
53,97,80,53,73,77,53,81,76,96,53,53,96,1
59,110,90,59,90,92,57,88,83,106,53,53,94,1
63,110,86,63,83,84,63,84,83,90,60,64,98,1
70,112,92,70,89,81,71,95,86,110,78,70,110,1
66,112,92,66,92,95,63,95,94,101,57,63,119,1
