@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,4,6,8-10,16,18,22,24,29-30,35,37'

@attribute Sp12 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
94,72,89,76,72,89,74,87,87,70,75,87,89,4
98,91,102,87,84,106,88,112,112,92,93,107,109,3
106,87,106,87,84,102,85,99,99,81,88,99,104,3
73,65,69,65,68,77,67,79,75,67,67,72,81,7
126,103,112,85,84,103,104,121,107,87,90,113,127,3
103,81,99,78,84,99,87,99,99,79,95,123,108,3
112,88,107,85,80,95,83,103,95,79,82,100,96,3
83,67,83,67,68,79,62,75,75,62,70,83,84,4
107,92,107,88,88,107,87,107,107,87,90,104,108,3
79,63,75,67,60,68,67,64,61,71,66,71,76,5
126,104,137,108,102,126,89,109,113,92,92,103,114,3
103,79,107,87,79,107,81,100,100,81,79,103,105,3
95,75,95,79,75,91,70,91,87,70,79,91,90,4
99,87,103,83,88,107,78,100,104,85,83,99,105,3
107,87,107,87,88,107,85,104,104,85,87,95,110,3
99,83,103,87,88,103,85,100,104,89,87,103,114,3
111,92,107,87,93,107,92,109,109,89,87,103,114,3
107,87,107,87,88,103,92,109,104,85,87,103,110,3
103,87,107,87,88,111,81,96,104,85,87,99,105,3
99,83,95,83,79,91,81,96,100,78,79,99,105,3
87,71,83,71,71,75,85,96,83,70,87,103,97,7
87,70,87,70,78,87,68,88,91,72,82,88,97,4
40,114,34,125,49,40,131,34,34,131,44,37,124,2
104,85,104,85,86,104,83,99,99,86,85,97,105,3
104,85,104,85,86,100,83,99,103,86,82,97,114,3
109,89,109,89,90,104,90,108,108,86,89,106,110,3
96,81,100,78,82,96,83,95,95,79,82,102,114,3
91,72,91,72,79,91,76,92,92,69,80,89,98,4
88,68,91,75,75,88,69,88,75,80,57,49,125,4
108,90,108,90,96,112,90,111,111,87,88,106,106,3
103,86,103,79,83,103,83,102,106,87,84,98,102,3
77,64,81,68,71,77,65,88,84,69,76,85,86,7
84,69,88,76,67,75,83,49,40,128,46,34,139,2
49,108,40,122,42,37,135,34,34,131,43,31,133,2
102,87,106,90,93,111,91,111,106,87,88,107,113,3
102,90,106,87,89,106,91,106,106,87,88,112,108,3
106,90,102,87,85,106,87,106,106,87,84,103,113,3
111,91,102,79,80,98,85,99,95,78,84,103,100,3
102,79,98,79,80,98,78,95,99,78,84,99,104,3
85,68,85,72,72,81,88,54,54,92,44,34,118,2
40,128,34,135,47,34,143,31,31,146,44,32,145,2
34,135,31,139,44,34,139,31,31,135,44,32,128,2
31,139,31,135,41,31,132,31,31,132,44,37,123,2
111,87,106,83,84,102,88,103,103,88,88,107,109,3
111,87,111,91,92,111,88,107,107,88,93,111,109,3
102,91,111,94,88,111,92,112,103,85,93,116,113,3
116,99,116,96,84,107,92,103,107,87,90,113,112,3
103,88,107,88,88,107,87,107,107,87,82,96,108,3
103,88,107,88,88,107,87,111,107,92,86,109,112,3
107,88,107,92,92,112,87,107,107,92,82,104,112,3
107,85,103,85,88,107,83,107,111,92,90,104,117,3
107,88,103,92,84,107,92,111,107,92,90,109,112,3
112,92,112,92,88,103,96,116,111,87,95,113,112,3
99,85,103,85,88,103,87,103,99,79,70,79,76,3
87,70,83,67,71,79,67,83,83,71,74,83,88,7
45,116,34,129,44,34,133,34,32,133,42,32,130,2
103,83,103,83,88,107,89,104,104,89,87,112,105,3
107,87,107,92,88,107,89,104,109,92,83,103,110,3
100,81,100,81,82,100,83,99,95,79,89,106,97,3
29,151,32,151,46,29,139,30,30,150,44,34,135,2
32,125,34,125,46,32,131,34,34,124,44,34,114,2
104,85,104,89,86,104,86,103,103,90,85,106,105,3
79,66,79,70,74,83,60,70,77,64,63,63,74,7
83,70,79,66,70,75,64,77,77,64,70,79,89,7
75,63,79,66,74,87,64,77,88,72,70,79,82,7
122,101,127,105,92,122,104,125,125,101,92,120,120,3
37,131,34,135,42,32,143,31,34,133,44,31,131,2
34,135,37,131,52,45,136,31,37,126,44,31,120,2
32,131,34,131,49,34,136,34,34,129,44,31,120,2
103,90,108,90,83,103,90,111,106,87,88,106,111,3
103,86,103,83,92,112,90,111,120,97,92,115,120,3
103,86,99,83,83,95,73,84,79,62,64,69,67,5
84,68,73,60,63,66,62,71,67,55,64,69,67,7
75,83,49,108,47,37,83,40,29,135,64,64,122,2
34,133,34,136,44,34,135,34,34,139,43,29,133,2
31,140,34,136,44,34,139,31,31,135,50,31,128,2
111,94,111,90,85,97,76,85,77,61,60,57,53,5
79,65,79,65,67,75,61,69,69,57,68,75,71,7
31,135,31,135,44,31,135,31,31,143,44,34,134,2
40,113,46,116,44,31,121,45,36,128,48,40,104,2
31,131,31,128,44,34,128,34,36,121,48,29,113,2
34,120,37,124,44,34,125,34,36,121,51,37,113,2
37,120,40,109,64,69,125,36,51,103,48,34,118,2
111,91,111,87,88,111,92,107,112,88,93,111,118,3
111,87,106,87,88,106,88,107,107,88,88,107,109,3
106,87,106,91,92,111,88,112,112,92,93,111,113,3
106,87,98,76,76,85,67,71,57,45,63,61,50,5
98,76,85,68,64,77,59,57,54,38,55,51,57,5
81,76,81,68,64,73,67,79,79,67,71,79,96,7
69,57,69,57,64,66,56,71,71,59,67,72,77,7
107,88,107,88,84,107,92,111,111,92,90,113,117,3
31,143,29,143,46,31,146,32,32,141,46,32,133,2
31,143,29,139,46,31,129,32,32,129,49,37,138,2
36,125,34,121,43,36,112,37,40,112,46,34,112,2
111,92,107,87,88,95,96,104,96,78,83,99,97,3
37,137,32,141,44,34,103,34,32,144,56,42,130,2
34,133,32,133,48,34,136,32,34,129,42,32,119,2
111,92,107,87,88,103,85,109,104,89,92,108,110,3
75,62,72,58,67,72,55,63,67,55,63,63,68,7
104,89,96,78,82,96,75,91,91,79,78,92,101,4
67,55,75,63,66,71,53,66,73,64,63,67,78,7
32,139,32,139,42,34,140,34,34,136,44,31,125,2
32,139,32,127,42,34,136,31,31,122,44,31,125,2
34,120,34,116,49,34,122,34,37,122,47,31,115,2
112,90,112,90,92,108,94,115,115,94,97,115,120,3
108,90,112,90,96,112,94,115,115,94,88,111,111,3
51,49,51,60,59,54,48,49,56,62,53,52,74,5
63,57,60,60,59,63,83,43,37,108,44,29,106,2
115,94,115,94,97,115,94,115,106,87,84,95,96,3
37,129,43,111,50,43,120,40,43,102,46,36,122,2
79,80,92,76,82,102,61,81,85,76,68,75,83,7
79,65,71,58,63,67,65,81,69,57,71,79,79,7
106,87,94,76,76,94,78,87,91,74,84,95,96,4
85,72,85,76,80,89,74,87,91,78,79,95,96,4
31,139,34,139,44,31,139,31,31,139,44,32,123,2
59,54,59,57,57,59,63,61,57,67,63,61,77,5
59,61,62,65,60,62,59,54,57,67,55,51,77,5
31,135,29,132,46,31,129,32,34,121,49,34,117,2
31,125,34,114,50,39,100,51,64,67,66,63,80,2
103,85,112,92,92,112,75,103,99,79,66,83,92,3
83,67,79,67,71,75,67,75,79,67,74,79,84,7
54,63,51,52,53,51,67,54,48,54,56,53,84,5
75,58,75,58,67,79,55,75,79,63,67,77,86,7
79,62,75,62,71,83,63,83,79,63,71,77,82,7
79,67,75,67,71,75,66,83,79,66,71,81,79,7
48,62,51,54,55,51,66,46,49,59,56,48,75,5
27,133,32,116,51,45,133,27,29,133,42,30,119,2
51,62,58,67,63,61,63,46,53,66,52,42,82,5
96,78,96,78,82,96,83,95,91,75,78,92,97,4
91,74,91,81,82,96,79,99,103,83,82,102,110,3
91,78,87,74,82,96,72,91,95,75,78,88,93,7
75,66,75,63,70,83,68,84,84,75,70,79,93,7
56,70,60,63,66,63,72,57,60,68,57,53,82,5
49,59,53,63,56,49,60,48,54,72,53,49,89,5
99,79,99,79,83,95,87,106,97,80,97,111,106,3
88,72,81,68,71,81,69,75,75,69,68,77,86,7
92,76,92,76,82,92,79,102,98,83,92,107,108,3
79,65,75,62,70,79,57,73,73,61,68,71,75,7
79,73,84,73,74,84,72,81,77,72,68,75,83,7
111,94,111,91,88,102,96,116,112,92,97,116,118,3
111,91,102,83,88,98,96,112,107,88,93,111,118,3
