@relation satimage

@attribute Sp12 numeric
@attribute Sp15 numeric
@attribute Sp16 numeric
@attribute Sp18 numeric
@attribute Sp27 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp46 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
84,52,81,79,76,67,89,66,72,53,50,82,1
73,50,69,72,81,71,87,83,87,51,51,100,1
87,60,83,85,87,91,104,91,89,63,59,96,1
66,53,66,76,67,83,100,61,71,51,59,85,1
103,67,99,87,81,87,104,81,79,52,52,105,1
102,57,102,94,92,83,104,87,87,51,48,96,1
79,49,71,78,75,73,93,71,73,50,50,89,1
106,72,106,91,96,107,122,107,92,71,75,118,1
106,68,106,94,92,103,118,103,96,67,67,118,1
75,55,72,71,74,71,80,66,72,52,52,86,1
71,50,75,80,76,73,94,71,74,50,50,91,1
97,63,111,97,91,106,120,87,92,60,64,118,1
113,66,100,89,101,88,97,111,97,70,70,105,1
79,53,83,81,75,91,104,67,70,52,56,96,1
106,67,106,90,98,106,120,103,96,68,68,118,1
111,68,111,102,99,112,128,111,100,67,71,118,1
73,49,77,75,80,71,89,69,76,50,50,90,1
83,56,79,81,83,84,97,88,87,57,57,105,1
103,67,99,86,87,92,110,98,87,64,68,115,1
104,63,100,92,86,88,110,92,83,53,57,105,1
111,67,116,100,100,113,122,112,98,63,63,130,1
68,53,68,70,71,75,85,71,70,52,56,92,1
71,53,71,74,75,68,85,75,78,52,52,84,1
102,67,102,94,83,106,115,87,78,64,64,113,1
95,68,99,88,92,83,100,96,89,63,56,108,1
67,52,63,70,75,70,82,79,76,50,47,82,1
112,68,112,96,96,111,118,109,96,66,66,112,1
112,67,112,101,101,111,119,115,98,68,64,115,1
96,66,100,92,86,95,101,88,87,60,57,110,1
107,71,107,92,100,113,117,103,90,67,67,110,1
111,67,106,90,98,102,106,112,99,71,76,118,1
77,63,66,79,87,92,110,102,98,80,88,131,1
103,64,99,92,87,87,104,87,85,56,56,104,1
68,59,72,75,70,71,84,70,72,52,56,93,1
77,53,77,79,85,79,96,75,79,59,63,100,1
85,60,94,87,81,87,104,79,75,59,59,100,1
73,50,69,72,78,71,87,61,67,48,51,85,1
99,55,87,87,92,79,92,91,90,56,52,93,1
83,60,91,85,87,99,113,96,89,66,66,112,1
81,49,73,75,80,88,97,85,79,57,53,90,1
115,68,115,98,99,112,122,111,100,71,71,118,1
111,63,106,97,94,111,120,107,96,64,64,122,1
91,71,103,87,74,104,108,99,83,75,67,110,1
79,56,79,81,83,81,93,79,80,53,57,93,1
113,74,113,96,98,112,119,115,97,67,70,119,1
99,63,95,87,92,96,112,95,90,63,63,110,1
91,68,87,81,87,95,104,83,85,63,66,100,1
67,50,71,73,72,73,94,68,70,53,53,91,1
106,60,97,94,98,106,120,107,96,64,64,113,1
97,63,102,87,94,106,115,112,96,64,71,118,1
75,51,72,75,78,75,92,70,75,52,56,97,1
75,53,71,73,79,77,94,79,81,53,53,96,1
81,59,84,83,83,79,93,77,76,53,53,90,1
111,71,111,96,92,109,122,112,94,67,67,119,1
71,53,75,78,75,79,96,75,74,56,56,92,1
89,60,94,87,85,91,104,95,87,59,59,104,1
107,63,99,87,92,104,112,91,86,59,59,110,1
109,66,113,100,101,112,130,102,97,67,70,124,1
72,55,68,71,70,71,84,70,72,52,56,86,1
112,64,103,96,100,111,123,109,100,66,66,117,1
79,63,75,85,79,81,101,84,87,74,78,110,1
68,51,75,79,74,75,88,84,79,56,52,93,1
