@relation satimage

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp18 numeric
@attribute Sp24 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
109,112,92,104,96,67,94,103,67,98,106,63,1
120,124,104,120,101,80,98,111,68,91,83,71,1
106,114,90,106,90,60,87,98,68,91,48,53,1
111,115,94,111,94,76,99,116,76,103,103,75,1
111,119,94,111,97,68,98,111,68,102,112,68,1
94,111,91,94,91,68,92,107,68,92,107,71,1
115,120,102,106,91,68,103,112,64,88,111,71,1
113,122,100,113,100,67,98,112,63,101,111,63,1
85,94,83,85,83,53,78,79,50,78,79,51,1
83,96,78,83,81,71,87,103,63,87,87,66,1
112,119,98,103,90,67,104,106,63,87,115,68,1
77,94,76,73,76,56,74,75,56,74,72,55,1
83,96,79,99,87,56,78,87,66,89,84,56,1
91,100,87,87,87,56,89,87,56,81,81,49,1
115,119,97,106,94,72,94,106,64,94,103,71,1
107,123,100,107,100,63,96,109,66,100,103,67,1
116,123,100,107,96,70,100,118,70,96,112,67,1
111,115,98,111,98,71,96,112,68,99,111,71,1
85,98,83,89,87,56,81,91,60,85,95,63,1
99,110,90,103,90,63,90,97,70,94,85,68,1
100,108,92,113,96,75,101,112,79,98,115,74,1
67,84,70,63,70,49,75,66,52,72,79,50,1
87,104,81,83,78,59,83,79,55,79,83,63,1
103,118,96,103,92,70,100,113,66,100,112,71,1
95,113,87,95,92,63,89,96,59,89,103,59,1
115,125,98,115,102,64,103,112,64,99,111,67,1
68,81,71,72,75,49,70,71,52,70,70,52,1
111,114,94,111,94,68,98,111,64,102,107,71,1
103,118,92,103,96,71,96,103,71,92,109,70,1
107,118,96,111,100,66,96,113,70,103,108,67,1
87,108,85,96,89,59,86,88,59,86,84,57,1
102,119,94,111,97,68,98,111,64,98,107,68,1
107,113,96,111,96,66,96,109,66,100,108,67,1
121,123,100,111,96,78,92,113,70,92,108,71,1
113,117,96,113,100,79,101,112,71,98,115,70,1
77,98,76,81,83,56,85,87,56,78,99,67,1
81,90,83,73,83,64,88,79,56,85,83,63,1
70,82,75,66,75,53,73,71,50,73,81,53,1
106,114,94,106,97,76,94,111,72,91,107,71,1
