@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-3,5-7,11,15,17,19,21,23,26,30,37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp15 numeric
@attribute Sp16 numeric
@attribute Sp17 numeric
@attribute Sp22 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp31 numeric
@attribute Sp33 numeric
@attribute Sp35 numeric
@attribute Sp38 numeric
@attribute Sp43 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
89,115,88,102,106,111,108,88,104,88,113,103,103,3
111,106,88,106,111,106,104,84,108,88,113,95,103,3
89,98,68,77,94,78,87,60,87,56,87,91,79,5
94,102,76,94,94,82,91,71,87,71,79,83,75,7
77,86,64,66,86,78,79,60,79,53,75,64,61,5
103,118,80,107,118,118,109,79,113,79,104,100,104,3
112,122,92,112,128,118,109,93,113,93,118,109,109,3
112,128,92,112,118,113,113,93,118,88,118,109,109,3
103,108,88,103,108,104,113,88,113,88,109,109,109,3
107,113,88,103,108,113,113,84,104,84,109,100,100,3
75,79,60,68,79,75,81,59,77,55,85,71,63,5
107,113,84,99,104,104,127,95,127,82,108,122,127,3
107,109,88,107,109,109,108,90,108,90,108,108,103,3
111,113,88,107,113,113,108,90,112,86,108,103,108,3
99,109,84,103,104,100,104,82,100,82,108,99,95,3
95,100,79,99,100,100,100,86,104,82,100,95,99,3
95,100,79,91,104,96,100,82,104,82,104,99,95,3
75,81,67,72,81,81,88,70,76,66,80,77,81,7
96,96,78,91,92,92,93,83,97,83,97,97,92,4
87,84,74,87,88,92,93,75,93,79,93,92,88,4
87,88,78,87,92,92,90,75,93,75,90,88,84,4
34,122,49,40,117,104,119,46,119,52,110,37,34,2
96,100,78,83,84,88,105,79,97,71,86,97,97,7
56,76,59,53,76,73,72,63,72,59,75,79,75,7
108,119,92,103,110,114,119,97,119,89,124,131,120,3
91,93,75,91,93,93,97,78,93,82,93,89,89,4
84,90,75,84,93,90,93,78,93,74,89,85,81,4
91,97,75,88,93,86,93,67,93,57,97,49,40,2
95,105,83,99,110,105,110,85,105,82,105,111,102,3
95,101,79,95,105,105,105,85,101,85,101,106,106,3
66,68,63,63,72,72,82,70,82,67,74,81,81,7
97,101,82,92,93,93,98,80,94,80,94,95,99,4
92,93,74,92,93,97,94,80,98,80,94,95,95,4
56,105,74,92,101,110,120,64,106,84,106,34,51,2
106,114,93,115,114,114,111,92,111,92,111,107,107,3
111,119,89,111,114,114,106,84,106,88,106,103,103,3
106,105,85,102,110,105,111,88,106,88,111,103,107,3
102,101,82,102,105,114,111,88,111,84,106,103,99,3
79,82,70,88,89,85,86,76,86,68,86,79,83,7
79,82,70,79,82,74,82,72,86,72,78,83,79,7
85,94,72,81,94,102,108,56,104,53,113,34,37,2
102,106,88,111,111,115,104,88,108,88,108,58,91,3
106,106,84,102,106,106,113,88,108,92,113,107,103,3
115,115,92,115,120,111,108,88,113,92,122,107,107,3
102,111,84,102,106,115,108,84,108,88,113,103,103,3
98,106,80,98,102,98,96,68,83,68,83,83,79,7
