@relation satimage

@attribute Sp11 numeric
@attribute Sp16 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp43 numeric
@attribute Sp44 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
57,84,83,57,77,94,79,73,79,87,100,81,1
63,107,96,52,83,100,85,96,92,88,101,86,1
53,77,76,53,68,83,74,75,74,72,81,75,1
72,115,91,80,116,128,96,112,99,111,128,100,1
63,111,87,64,98,111,91,102,91,95,108,88,1
56,75,81,55,72,85,79,87,83,79,96,81,1
67,103,98,67,106,114,90,106,94,102,115,94,1
70,113,100,71,108,124,98,112,98,111,119,97,1
57,77,76,53,91,104,85,79,81,87,100,87,1
63,107,92,59,104,112,81,96,81,99,110,86,1
57,85,83,56,87,100,78,87,81,95,104,87,1
59,91,83,52,71,84,74,83,85,84,97,86,1
55,68,71,52,71,84,70,71,70,70,86,75,1
72,106,94,71,103,118,96,103,92,99,113,96,1
67,99,100,63,83,96,81,100,92,99,105,101,1
50,66,76,53,61,79,74,83,85,68,81,75,1
63,99,92,63,104,117,92,104,92,88,110,90,1
67,106,94,64,102,115,94,102,94,103,113,92,1
92,106,98,92,103,108,81,83,85,103,113,92,1
64,116,96,67,107,123,100,111,96,109,122,96,1
67,106,101,68,111,120,94,106,98,112,122,99,1
71,111,96,70,118,117,100,109,96,112,114,98,1
51,83,75,52,79,92,81,79,78,73,90,75,1
56,83,85,56,84,93,79,88,86,88,105,87,1
76,99,78,75,111,118,96,99,83,113,122,96,1
59,73,79,63,92,105,87,92,90,94,111,91,1
57,81,79,56,87,104,81,87,78,99,109,87,1
68,106,79,68,112,122,99,99,85,111,123,96,1
64,111,94,71,112,128,96,91,92,91,104,83,1
64,95,85,67,103,118,92,87,96,109,117,100,1
70,113,100,71,112,124,101,112,101,106,124,101,1
51,64,67,49,67,88,70,63,70,73,86,72,1
59,103,90,63,97,110,87,92,87,85,102,87,1
59,88,83,57,79,97,80,75,76,73,90,76,1
75,103,96,74,100,112,92,96,92,91,105,86,1
71,112,96,71,111,118,100,111,100,113,117,96,1
50,79,73,53,73,98,79,73,72,71,87,74,1
71,111,96,66,113,117,103,113,103,112,130,98,1
63,111,97,60,106,115,94,111,98,103,118,96,1
71,112,98,70,111,124,97,111,97,111,125,94,1
71,112,98,67,115,119,97,111,94,111,120,94,1
64,89,91,64,87,104,88,91,85,91,109,87,1
63,111,97,64,111,125,98,111,98,112,122,96,1
56,83,81,56,81,93,79,84,86,79,93,83,1
70,115,101,68,106,115,98,111,98,116,122,99,1
50,71,76,53,77,94,76,77,79,71,87,74,1
53,66,76,50,71,87,74,75,78,72,89,75,1
76,103,92,67,99,113,87,91,87,87,104,89,1
53,75,78,51,75,93,75,61,67,75,92,78,1
64,107,99,71,116,118,104,111,104,109,122,103,1
63,92,90,64,94,111,91,98,91,107,118,92,1
89,115,104,92,106,115,91,111,98,87,96,85,1
63,87,83,59,79,96,81,83,81,81,93,79,1
63,103,90,67,97,114,90,102,90,89,102,83,1
75,107,79,66,109,122,96,109,96,108,114,98,1
56,83,81,56,88,101,83,84,83,88,105,87,1
71,108,98,63,111,124,97,111,101,111,120,98,1
71,111,96,70,100,112,96,104,96,103,119,98,1
63,99,90,63,79,97,90,97,90,85,98,87,1
68,111,102,71,103,118,99,112,99,111,123,100,1
70,100,85,63,81,101,94,88,86,97,114,83,1
70,113,100,67,108,119,98,112,98,115,119,97,1
71,111,100,66,109,122,96,113,96,108,124,98,1
52,70,75,47,67,82,73,75,73,69,82,76,1
64,83,74,63,87,96,83,83,79,83,100,81,1
64,107,96,71,107,118,96,111,96,100,112,92,1
63,79,85,71,99,110,79,66,79,84,101,90,1
67,91,90,93,115,124,104,120,101,111,120,94,1
67,107,96,63,104,108,96,100,92,95,105,94,1
56,79,81,59,84,93,83,81,79,79,93,76,1
60,92,87,57,94,106,87,85,87,83,96,85,1
67,91,75,66,109,122,89,91,78,99,110,79,1
53,73,79,53,75,87,81,75,78,75,93,75,1
63,97,80,57,102,115,87,85,87,83,104,81,1
47,71,69,53,69,86,72,66,72,71,87,74,1
68,111,98,68,112,122,96,112,99,111,118,96,1
60,106,98,60,107,122,99,107,96,107,118,100,1
52,79,85,52,81,93,75,81,83,84,93,80,1
67,103,87,59,79,96,89,91,89,103,114,90,1
63,108,94,67,111,114,94,111,94,111,115,102,1
63,111,101,64,106,125,98,111,102,107,122,99,1
60,91,85,59,95,113,87,87,87,96,112,85,1
67,115,97,68,111,115,94,111,98,112,122,96,1
66,109,100,71,108,119,98,108,98,115,119,94,1
53,68,74,51,68,85,71,72,71,71,88,74,1
67,111,96,66,100,117,103,113,100,103,119,98,1
64,106,94,71,107,122,92,103,92,111,123,96,1
64,112,99,67,107,118,100,111,100,113,122,96,1
71,99,79,70,118,127,96,100,89,108,130,90,1
63,88,83,67,92,101,83,75,80,81,90,79,1
63,91,86,57,92,110,87,88,83,81,90,76,1
59,88,86,53,84,105,87,97,87,94,111,83,1
63,95,87,63,96,108,89,96,89,99,114,86,1
88,111,76,92,116,133,96,83,85,103,118,79,1
68,115,98,64,116,122,96,112,96,111,123,96,1
70,106,94,72,111,120,94,102,94,107,122,96,1
64,102,94,64,107,118,96,107,96,107,118,96,1
70,102,80,72,111,120,87,89,83,112,122,88,1
56,79,85,59,79,93,83,95,83,87,100,89,1
63,92,80,68,102,111,83,94,83,103,113,88,1
53,83,78,51,83,100,79,79,75,79,100,85,1
64,103,92,63,103,113,92,99,92,100,104,81,1
67,99,94,70,106,119,90,111,97,106,115,94,1
71,107,99,71,107,113,96,103,96,109,112,96,1
67,111,96,66,113,127,100,113,100,112,130,101,1
84,116,103,75,99,113,92,111,100,87,104,89,1
63,113,100,67,99,114,98,108,98,92,110,94,1
67,108,98,63,106,119,97,111,101,111,125,98,1
55,83,79,56,79,96,78,79,78,81,93,75,1
50,75,76,50,73,94,72,69,72,64,79,70,1
50,75,78,48,72,89,75,79,79,71,88,78,1
64,85,83,68,87,96,81,87,85,95,104,87,1
68,98,91,68,103,113,92,107,92,107,118,96,1
71,112,98,67,106,124,101,106,97,106,120,98,1
70,113,89,67,112,130,101,108,90,111,119,97,1
63,91,83,67,88,105,90,84,83,85,102,76,1
67,91,79,63,102,114,80,92,80,89,98,83,1
66,100,89,71,99,114,98,99,94,106,114,90,1
66,109,96,67,108,119,98,108,98,111,119,101,1
63,99,92,59,100,104,81,91,89,95,105,86,1
53,79,78,51,79,96,75,75,75,83,96,85,1
66,113,100,63,112,124,101,108,98,115,124,101,1
56,75,74,55,72,81,75,79,79,75,92,78,1
64,94,98,60,91,100,88,112,96,103,113,92,1
50,75,80,50,73,86,72,69,76,75,96,74,1
67,106,94,64,106,115,94,106,98,103,118,92,1
71,107,96,66,109,122,96,109,96,108,119,98,1
63,97,90,57,85,98,83,89,83,83,100,74,1
50,77,76,50,75,96,74,68,67,72,89,71,1
59,91,94,57,88,105,87,92,94,94,106,87,1
71,111,96,66,113,122,100,109,100,108,114,90,1
66,87,85,56,81,90,75,84,86,79,101,76,1
57,88,83,57,81,94,79,81,83,91,100,81,1
60,81,83,64,87,104,85,83,81,91,104,83,1
67,66,86,67,84,101,90,92,94,111,125,102,1
71,107,100,70,113,122,96,118,100,108,119,98,1
70,102,94,72,106,115,94,111,94,112,122,99,1
71,112,98,67,120,124,101,111,101,115,120,98,1
67,97,73,72,111,111,87,89,79,112,118,85,1
71,112,99,79,111,118,96,107,96,100,117,92,1
60,94,87,60,87,100,81,83,78,87,100,75,1
67,116,100,66,109,112,100,109,100,108,124,101,1
70,106,97,72,106,115,94,111,94,107,122,99,1
52,75,78,56,73,86,79,84,83,75,93,80,1
64,94,79,64,103,113,81,87,81,99,109,79,1
70,106,97,64,106,120,98,102,94,103,122,92,1
84,115,102,92,116,128,103,116,96,111,123,92,1
51,79,75,52,79,96,78,83,85,73,90,83,1
52,73,79,53,75,93,69,75,76,62,78,76,1
59,91,89,59,95,105,86,95,83,102,114,80,1
63,99,86,67,102,114,90,106,90,98,115,94,1
64,94,87,68,99,108,88,95,92,95,109,92,1
68,111,102,64,99,113,99,107,103,103,113,96,1
71,91,87,66,83,100,81,87,89,84,97,75,1
71,112,94,70,106,119,97,111,97,106,115,91,1
66,113,100,63,112,119,101,112,101,111,124,101,1
67,107,96,66,109,117,96,104,96,108,119,98,1
57,85,83,60,83,96,88,83,88,87,100,87,1
88,89,76,84,112,122,85,79,81,79,96,83,1
59,87,92,63,83,104,81,75,85,77,97,79,1
50,87,92,51,79,96,83,95,92,79,100,81,1
67,102,90,60,85,102,91,106,94,83,96,88,1
67,107,100,63,104,117,92,104,96,103,119,94,1
63,99,92,63,87,108,89,100,89,88,105,86,1
63,84,75,63,84,97,80,79,83,81,94,83,1
68,107,99,67,111,113,96,111,96,109,122,96,1
56,87,78,63,99,113,87,95,87,104,117,89,1
63,103,94,63,102,114,97,102,90,102,115,94,1
80,107,103,84,103,118,92,103,100,83,108,85,1
68,111,94,68,103,118,92,107,96,103,118,96,1
67,115,97,72,111,125,94,111,94,112,122,96,1
67,108,94,67,92,101,90,102,94,89,106,91,1
71,107,99,71,107,113,96,103,96,109,112,92,1
57,84,80,53,77,94,76,77,76,83,96,81,1
71,103,92,70,113,122,100,113,100,112,124,101,1
67,111,97,72,106,115,94,111,94,103,118,92,1
67,95,90,60,88,101,83,79,83,81,90,83,1
