@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,12,17-18,20,25-26,29,32,35,37'

@attribute Sp12 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
102,83,80,79,84,99,78,84,107,84,79,104,3
89,72,68,79,68,83,67,71,75,71,62,85,4
94,79,76,83,76,91,74,67,75,67,79,96,4
106,87,88,87,88,112,88,88,107,88,87,109,3
106,87,84,91,88,103,85,88,111,93,87,113,3
111,91,88,87,92,107,88,88,107,88,87,109,3
106,87,88,87,88,99,85,84,99,84,83,100,3
99,85,88,92,84,103,87,90,104,90,85,112,3
107,88,92,92,93,107,87,90,109,90,85,112,3
107,88,88,88,88,107,87,90,104,90,89,112,3
99,85,88,85,88,103,83,82,100,86,81,104,3
103,85,88,85,84,99,83,82,100,86,81,100,3
75,71,67,83,49,40,114,46,32,46,131,119,2
99,83,84,87,63,67,85,46,34,52,105,97,2
103,87,88,87,90,104,89,87,103,87,86,114,3
107,83,84,79,90,109,92,87,108,87,90,110,3
103,83,84,83,86,100,81,83,99,87,83,97,3
99,83,79,71,86,100,85,83,103,83,79,105,3
95,75,75,71,86,100,85,83,103,83,83,105,3
71,70,59,100,46,37,127,44,34,44,136,124,2
104,81,86,85,87,99,83,89,111,89,87,110,3
100,81,82,81,83,99,79,89,106,89,87,110,3
100,85,86,81,83,103,83,78,102,82,87,105,3
100,85,82,70,87,103,83,82,106,82,87,105,3
108,86,87,109,93,115,101,88,120,88,102,136,3
122,109,96,86,93,130,101,88,125,88,105,125,3
91,72,79,68,78,88,73,80,89,80,72,94,4
103,86,87,83,85,102,83,84,102,88,91,115,3
99,83,87,86,82,97,83,88,102,84,87,111,3
108,90,87,90,89,102,90,92,115,88,91,111,3
95,79,79,83,85,102,83,88,106,88,87,111,3
66,64,59,68,60,63,58,72,77,64,57,78,7
115,97,89,101,88,120,98,88,126,88,103,128,3
34,136,42,133,44,34,135,43,31,43,135,128,2
102,83,85,83,88,102,87,88,103,88,88,108,3
115,90,93,87,88,106,83,92,107,88,85,108,3
106,87,89,87,88,111,83,92,107,88,88,113,3
111,83,89,87,92,111,91,88,107,88,88,113,3
106,87,89,87,88,102,83,88,107,88,85,113,3
31,135,47,135,46,34,132,48,37,44,129,123,2
40,120,64,83,50,51,103,48,32,48,125,104,2
111,87,92,87,88,107,88,88,107,93,87,109,3
106,83,88,87,88,103,92,88,111,84,92,118,3
102,83,80,83,80,95,74,79,91,71,62,85,7
126,103,88,103,88,121,104,86,128,90,103,122,3
95,78,80,74,84,91,75,78,96,82,78,100,4
99,74,80,74,84,95,79,82,96,82,74,96,4
91,74,76,74,59,58,100,56,53,49,125,127,2
31,135,43,132,48,34,133,46,32,49,129,122,2
107,88,92,85,88,107,83,86,104,86,85,112,3
107,92,88,88,88,107,87,86,104,86,89,108,3
107,88,88,85,88,107,87,86,104,90,85,100,3
111,92,88,87,90,113,92,92,112,92,94,119,3
107,87,88,87,86,104,89,87,103,87,86,114,3
107,87,93,87,86,104,85,83,103,83,86,105,3
111,96,93,87,95,113,96,92,108,92,86,101,3
100,78,78,78,79,91,79,74,75,53,108,119,4
29,151,46,147,42,30,150,42,29,44,143,129,2
34,129,46,125,46,37,127,47,37,47,126,114,2
104,89,86,89,87,108,90,85,106,89,94,110,3
109,92,86,85,92,108,86,89,111,89,90,114,3
122,105,96,90,93,120,94,97,115,92,94,115,3
117,94,92,94,93,115,94,92,115,88,91,111,3
108,90,87,79,93,106,90,88,111,92,91,111,3
30,150,42,135,44,34,143,44,29,44,142,136,2
