@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,4,11,16,18,21,23,26,28-29,32,34,37'

@attribute Sp11 numeric
@attribute Sp14 numeric
@attribute Sp22 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp33 numeric
@attribute Sp35 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
72,72,98,74,87,71,87,91,71,75,67,87,4
84,91,111,88,112,92,118,107,87,93,87,107,3
88,87,111,85,99,84,104,103,83,88,79,99,3
68,65,86,67,79,68,79,75,67,67,67,64,7
101,103,104,104,121,84,113,113,92,90,96,128,3
84,81,104,87,99,84,104,128,103,95,100,100,3
80,88,100,83,103,79,100,104,85,82,85,96,3
68,67,87,62,75,71,85,83,70,70,66,79,4
92,92,118,87,107,88,109,104,89,90,92,109,3
71,63,79,67,64,59,77,75,66,66,66,63,5
97,104,134,89,109,90,117,108,90,92,86,108,3
84,79,109,81,100,78,104,103,83,79,83,99,3
79,75,96,70,91,74,92,91,72,79,72,91,4
84,87,113,78,100,90,112,77,75,83,83,103,3
88,87,109,85,104,86,108,103,86,87,83,99,3
84,83,109,85,100,90,112,99,86,87,86,108,3
88,92,113,92,109,90,112,108,86,87,90,103,3
88,87,109,92,109,86,112,103,86,87,83,103,3
93,87,113,81,96,86,108,103,86,87,83,103,3
79,83,104,81,96,82,104,99,79,79,83,95,3
75,71,85,85,96,78,84,103,83,87,83,88,7
74,70,84,68,88,79,93,88,73,82,73,92,4
49,114,117,131,34,46,119,34,133,44,136,34,2
86,85,108,83,99,87,105,102,83,85,83,97,3
86,85,108,83,99,87,105,97,83,82,83,106,3
90,89,117,90,108,92,110,106,87,89,87,102,3
82,81,104,83,95,83,101,102,83,82,83,102,3
83,72,93,76,92,74,93,94,72,80,72,89,4
75,68,93,69,88,67,93,69,83,57,109,40,4
92,90,114,90,111,89,114,111,87,88,83,102,3
83,86,105,83,102,82,105,98,79,84,83,98,3
71,64,86,65,88,74,85,85,72,76,72,85,7
74,69,93,83,49,50,125,45,114,46,146,31,2
53,108,119,135,34,44,131,31,146,43,143,31,2
89,87,110,91,111,92,111,107,88,88,88,107,3
89,90,114,91,106,88,115,112,92,88,85,99,3
89,90,114,87,106,92,111,99,85,84,88,107,3
84,91,102,85,99,80,100,107,87,84,83,99,3
76,79,102,78,95,80,104,103,83,84,79,99,3
80,68,94,88,54,56,104,34,129,44,129,37,2
50,128,131,143,31,43,139,32,150,44,154,29,2
44,135,131,139,31,43,128,29,141,44,137,34,2
47,139,131,132,31,43,128,34,129,44,129,34,2
92,87,106,88,103,88,108,107,83,88,87,103,3
88,87,115,88,107,88,113,107,87,93,92,107,3
84,91,120,92,112,88,113,111,96,93,96,111,3
92,99,113,92,103,84,113,109,92,90,92,109,3
88,88,113,87,107,88,109,71,85,82,81,104,3
88,88,113,87,111,93,113,104,89,86,85,109,3
88,88,122,87,107,88,113,109,89,82,89,109,3
88,85,113,83,107,88,109,104,85,90,85,109,3
88,88,113,92,111,84,118,109,85,90,92,113,3
88,92,113,96,116,88,113,113,96,95,96,113,3
88,85,113,87,103,84,104,96,78,70,66,75,3
76,70,83,67,83,75,89,87,74,74,66,83,7
51,116,123,133,34,43,122,32,139,42,139,32,2
84,83,113,89,104,86,108,108,86,87,90,103,3
88,87,113,89,104,86,112,108,90,83,90,108,3
82,81,96,83,99,83,101,106,90,89,80,75,3
46,151,138,139,30,42,140,43,115,44,143,29,2
46,125,117,131,34,46,119,34,129,44,129,34,2
86,85,108,86,103,83,110,106,87,85,87,111,3
70,66,84,60,70,71,82,75,58,63,58,71,7
74,70,76,64,77,67,79,71,65,70,62,84,7
70,63,92,64,77,71,93,88,69,70,65,79,7
87,101,130,104,125,97,124,125,102,92,98,115,3
49,131,130,143,31,44,124,31,135,44,135,31,2
42,135,110,136,31,44,119,31,135,44,135,31,2
46,131,124,136,34,44,114,31,135,44,131,31,2
83,90,105,90,111,85,110,111,87,88,87,106,3
87,86,114,90,111,97,119,111,91,92,94,120,3
92,86,101,73,84,67,78,66,57,64,57,66,5
75,68,72,62,71,63,70,62,54,64,61,66,7
74,83,119,83,40,44,125,95,74,64,96,36,2
44,133,129,135,34,47,136,31,143,43,143,31,2
44,140,129,139,31,44,125,31,143,50,135,31,2
89,94,105,76,85,64,78,71,59,60,45,54,5
67,65,74,61,69,64,74,79,63,68,59,68,7
50,135,125,135,31,46,139,32,141,44,146,29,2
50,113,131,121,45,50,118,37,125,48,112,45,2
44,131,115,128,34,46,122,32,125,48,125,32,2
47,120,120,125,34,43,118,34,112,51,112,40,2
44,120,102,125,36,53,113,37,125,48,125,37,2
97,91,115,92,107,88,118,111,92,93,92,111,3
92,87,111,88,107,92,108,111,87,88,87,107,3
88,87,115,88,112,92,118,107,87,93,87,103,3
92,87,90,67,71,60,60,75,58,63,42,51,5
80,76,78,59,57,53,53,61,42,55,29,54,5
72,76,74,67,79,71,79,75,62,71,67,87,7
64,57,67,56,71,68,71,68,58,67,62,75,7
88,88,113,92,111,84,113,109,85,90,92,113,3
43,143,133,146,32,48,134,32,144,46,144,32,2
43,143,133,129,32,44,123,43,103,49,122,29,2
46,125,118,112,37,48,113,34,114,46,111,34,2
93,92,104,96,104,82,104,99,86,83,75,91,3
44,137,139,103,34,43,133,77,79,56,120,32,2
48,133,123,136,32,46,127,34,135,42,135,32,2
88,92,104,85,109,90,112,95,75,92,90,108,3
71,62,74,55,63,63,73,63,64,63,57,63,7
86,89,104,75,91,83,97,92,80,78,76,92,4
63,55,73,53,66,63,75,60,58,63,58,71,7
46,139,124,140,34,44,124,34,139,44,139,31,2
42,139,110,136,31,44,114,40,120,44,135,31,2
42,120,110,122,34,47,114,31,128,47,124,34,2
96,90,119,94,115,93,119,120,94,97,94,115,3
92,90,119,94,115,97,114,115,94,88,91,106,3
56,49,72,48,49,57,74,52,50,53,50,55,5
63,57,75,83,43,44,101,29,124,44,113,31,2
97,94,119,94,115,88,111,99,81,84,78,91,3
44,129,110,120,40,50,106,36,121,46,125,39,2
70,80,105,61,81,76,94,75,59,68,59,79,7
70,65,74,65,81,64,71,83,70,71,67,75,7
88,87,98,78,87,76,96,95,79,84,79,95,4
76,72,94,74,87,80,96,95,79,79,79,99,4
47,139,136,139,31,46,133,32,137,44,133,32,2
60,54,78,63,61,60,75,58,67,63,62,58,5
57,61,78,59,54,60,79,45,62,55,62,58,5
43,135,118,129,32,44,118,34,122,49,125,34,2
46,125,104,100,51,63,85,56,74,66,70,71,2
84,85,118,75,103,79,96,79,63,66,66,87,3
68,67,83,67,75,71,81,83,70,74,66,75,7
56,63,67,67,54,59,74,49,55,56,63,53,5
67,58,81,55,75,66,84,73,57,67,60,73,7
67,62,85,63,83,70,80,73,64,71,64,81,7
71,67,85,66,83,74,84,81,68,71,64,77,7
55,62,67,66,46,56,73,54,72,56,64,48,5
41,133,85,133,27,43,117,30,135,42,127,28,2
55,62,89,63,46,56,76,45,72,52,72,42,5
82,78,100,83,95,79,101,92,76,78,76,92,4
78,74,104,79,99,83,105,97,80,82,83,106,3
82,78,100,72,91,79,97,79,69,78,73,92,7
70,66,88,68,84,75,90,79,69,70,73,84,7
59,70,76,72,57,59,82,56,73,57,76,56,5
52,59,84,60,48,59,82,53,65,53,73,49,5
83,79,97,87,106,85,101,111,94,97,91,102,3
79,72,82,69,75,70,85,77,72,68,72,73,7
82,76,97,79,102,84,106,112,88,92,85,103,3
70,65,85,57,73,68,74,75,56,68,56,75,7
70,73,89,72,81,72,90,71,74,68,74,75,7
97,94,106,96,116,97,118,116,96,97,96,111,3
97,91,102,96,112,92,113,116,96,93,92,116,3
68,61,86,59,75,68,79,75,67,71,67,83,7
72,72,86,74,75,68,83,72,67,67,67,72,5
60,72,78,74,61,56,87,79,71,67,75,61,5
53,83,98,107,31,40,108,34,108,48,112,29,2
47,105,90,114,34,46,91,32,112,44,112,37,2
97,96,122,96,116,93,123,113,92,95,96,118,3
92,88,118,96,111,97,118,118,92,95,96,113,3
68,59,71,54,68,67,70,79,59,66,55,71,7
56,74,79,79,58,63,81,79,74,70,74,67,5
40,121,96,121,29,44,104,34,118,46,114,29,2
43,114,91,112,32,48,104,32,103,40,107,29,2
88,87,109,89,113,90,117,112,90,92,90,108,3
67,54,74,55,71,66,69,73,60,67,57,70,7
44,116,100,122,27,46,108,32,120,42,127,30,2
44,104,109,107,29,43,100,32,113,39,113,30,2
99,96,117,90,108,87,105,106,87,85,80,88,3
95,89,112,86,99,83,97,97,80,82,73,84,3
63,55,73,53,66,63,75,67,55,63,58,71,7
78,78,96,79,99,79,93,92,76,85,76,92,7
78,74,92,75,84,71,93,97,76,82,80,84,7
66,66,73,72,66,63,82,75,76,67,76,79,5
63,66,80,68,70,67,86,79,80,70,73,79,5
66,66,88,68,73,71,90,84,73,70,73,84,7
46,118,112,120,32,46,105,34,111,44,119,31,2
49,100,104,120,40,46,110,27,129,44,122,37,2
92,90,114,90,115,93,114,106,91,92,91,115,3
67,49,75,51,67,60,78,69,54,64,54,69,7
67,60,82,62,75,63,78,77,57,68,57,73,7
75,64,97,73,92,78,93,89,76,76,76,98,7
75,75,105,76,92,85,101,98,76,80,76,94,7
71,60,68,62,75,67,82,85,76,72,72,85,4
63,51,74,54,69,64,74,75,56,64,56,75,7
67,62,78,61,73,72,82,75,59,68,59,75,7
74,73,93,76,81,72,98,91,78,80,78,99,7
74,76,97,79,85,68,94,95,81,76,88,95,4
68,57,74,59,75,68,79,75,58,67,58,75,7
68,57,74,59,75,68,75,72,58,63,58,75,7
68,61,74,59,75,68,79,72,58,67,58,72,7
72,72,106,67,83,71,96,79,67,75,71,83,4
68,52,71,50,68,67,74,75,55,63,55,75,7
68,59,79,58,79,67,77,75,63,66,59,75,7
68,59,79,58,72,67,74,71,59,63,59,75,7
79,71,70,66,83,66,76,77,68,71,60,77,7
71,58,77,63,79,66,80,73,57,63,60,73,7
71,67,85,63,79,66,76,77,60,67,60,77,7
75,71,100,66,79,70,92,81,75,71,72,84,4
95,96,122,94,117,96,114,111,90,89,83,88,3
86,85,104,86,103,87,105,111,87,85,87,106,4
82,81,88,72,84,71,86,88,73,67,65,79,7
70,59,80,60,77,67,82,79,62,67,62,71,7
66,59,73,60,73,63,75,75,55,63,55,71,7
71,83,90,87,84,67,93,94,87,64,79,81,4
49,98,97,90,56,63,85,81,68,72,72,94,2
85,87,105,91,106,88,111,107,88,84,88,103,4
70,62,82,65,81,68,82,83,70,71,67,79,7
