@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-4,6,8,13,16,18,21,24,26,29,37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp18 numeric
@attribute Sp24 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
94,102,79,94,76,84,81,99,76,85,99,84,3
102,106,83,102,87,80,88,112,80,85,107,79,3
98,102,72,94,76,76,78,91,76,74,87,79,4
98,106,83,98,83,88,88,103,88,88,111,88,3
98,106,83,106,83,88,81,103,84,85,107,88,3
112,118,85,103,81,88,100,107,84,79,113,95,3
99,104,81,99,81,84,79,103,79,87,100,82,3
99,108,85,103,88,79,87,107,79,87,100,78,3
91,100,78,91,74,79,75,95,75,75,91,78,4
91,104,74,95,78,75,71,87,79,67,87,78,4
83,87,67,83,67,71,62,75,71,62,79,66,4
91,91,74,95,81,67,79,83,79,83,40,46,4
112,113,88,103,88,88,87,107,84,83,104,86,3
99,108,85,99,85,88,87,103,84,87,100,90,3
103,113,85,107,85,88,83,103,84,83,100,82,3
137,139,108,126,104,90,89,113,90,96,103,87,3
87,96,71,91,71,74,70,87,78,66,88,75,4
75,81,67,75,62,66,70,60,56,100,45,46,2
103,109,87,103,87,90,89,104,90,85,108,92,3
103,113,87,111,92,90,85,109,90,89,108,96,3
107,113,87,107,87,90,89,109,90,85,103,87,3
107,109,87,111,92,86,81,104,90,92,99,87,3
99,104,87,99,79,90,92,104,86,85,108,87,3
95,100,79,95,83,86,85,100,82,78,103,83,3
99,100,79,99,79,82,81,96,82,81,99,83,3
64,81,67,61,71,66,66,63,59,63,77,67,5
123,127,100,100,85,96,105,108,83,83,130,89,3
83,84,66,79,63,67,64,77,63,83,63,53,2
79,88,66,71,70,59,98,45,46,127,37,44,2
104,117,92,109,89,92,86,103,87,86,102,93,3
96,104,81,104,85,87,83,103,92,90,111,89,3
104,104,85,100,85,83,86,103,83,79,102,85,3
75,88,66,79,66,71,68,77,71,68,88,70,7
103,114,90,122,109,93,101,125,93,101,125,88,3
127,130,105,108,86,93,101,120,78,87,125,88,3
88,93,72,81,64,67,80,63,53,108,40,47,2
99,105,86,103,86,82,83,106,93,90,111,84,3
108,110,90,108,86,89,87,102,93,90,111,92,3
115,124,101,125,104,88,102,125,88,105,121,88,3
102,110,83,102,83,76,79,98,80,79,99,80,3
88,97,73,92,73,80,72,89,80,72,91,76,4
97,101,83,102,83,84,87,102,88,94,107,88,3
106,114,87,106,83,88,87,102,80,79,103,84,3
31,131,139,40,120,43,132,34,50,103,34,48,2
106,111,87,102,87,88,85,107,88,85,111,93,3
106,115,87,106,87,84,85,103,88,85,103,88,3
106,115,87,111,87,88,92,107,88,92,111,84,3
106,111,91,106,87,88,85,107,88,88,107,84,3
106,111,87,111,87,88,88,103,88,85,103,88,3
85,86,72,85,68,71,70,83,76,70,87,75,7
91,96,70,79,74,59,100,45,44,129,37,43,2
31,128,135,34,132,48,125,34,44,129,32,46,2
103,113,85,103,88,88,87,103,88,87,104,86,3
107,109,87,107,87,66,85,96,90,85,51,75,3
103,113,87,103,83,90,89,109,86,85,103,87,3
107,109,87,107,92,86,89,104,86,89,103,83,3
107,109,87,111,92,90,85,109,90,92,112,92,3
123,127,103,118,96,92,105,117,92,90,125,93,3
109,104,85,100,81,92,90,103,83,79,111,93,3
32,117,129,34,129,46,124,34,46,127,34,47,2
109,112,85,109,89,87,90,112,92,90,106,93,3
112,119,90,112,94,93,94,115,89,94,111,88,3
112,119,94,108,90,93,94,111,93,90,111,88,3
37,130,127,34,124,47,126,34,47,122,37,44,2
112,119,90,108,90,93,90,111,93,90,111,92,3
91,93,72,84,72,63,58,71,67,62,62,60,5
84,93,72,84,68,67,58,75,67,58,62,60,7
77,82,64,77,64,70,62,84,74,69,77,76,7
125,124,101,120,94,97,94,115,88,91,107,88,3
49,114,108,37,126,53,116,29,47,135,64,46,2
43,110,115,34,143,50,113,46,44,142,39,53,2
106,110,90,106,90,84,87,106,88,87,99,84,3
92,97,76,88,73,60,54,66,64,57,54,56,5
88,89,73,84,65,60,57,69,64,54,57,60,5
84,82,65,79,62,64,57,66,64,50,57,60,5
75,82,62,71,58,60,54,69,64,54,57,60,7
75,78,58,63,58,64,61,69,68,65,79,68,7
75,74,62,67,55,64,57,69,64,54,68,64,7
111,111,87,106,91,88,88,103,84,85,107,88,3
29,125,135,34,135,46,139,31,46,135,51,44,2
111,111,87,111,87,92,88,112,88,85,111,93,3
107,113,88,112,88,93,92,111,93,92,118,99,3
57,56,45,57,49,55,46,51,59,50,56,59,5
75,79,63,79,63,67,58,72,63,58,63,63,7
34,123,125,37,121,49,118,34,49,125,37,46,2
107,113,92,111,87,90,96,113,90,92,108,92,3
95,100,83,87,75,74,78,87,74,66,77,67,7
54,57,37,54,42,56,48,53,59,44,51,56,5
54,63,42,54,46,59,44,56,59,44,51,56,5
109,112,89,109,85,96,90,112,92,98,115,97,3
96,104,78,96,81,79,75,91,83,79,92,82,4
91,92,78,83,74,79,75,95,71,79,92,78,4
34,127,144,32,144,56,120,32,42,142,63,47,2
32,133,144,32,144,42,146,34,46,142,37,44,2
32,138,144,32,144,46,142,32,46,139,31,44,2
34,112,114,34,111,49,116,37,52,113,37,47,2
113,122,96,113,92,92,90,103,83,83,97,82,3
104,104,85,96,81,79,68,73,71,68,79,70,7
112,114,90,112,94,97,94,115,97,94,115,92,3
95,93,75,77,79,78,80,88,63,90,85,80,2
77,93,79,42,120,78,76,63,47,133,89,72,2
42,114,120,32,146,63,90,37,44,143,81,57,2
32,130,146,34,142,47,133,34,44,143,49,47,2
34,130,142,32,142,44,143,34,44,143,31,44,2
34,119,127,34,124,44,129,34,44,129,34,47,2
34,110,116,34,116,47,126,37,47,119,31,47,2
37,114,116,40,113,47,119,34,44,111,37,47,2
117,114,94,108,94,97,90,111,89,87,102,84,3
103,105,83,99,83,82,76,88,78,65,81,72,7
77,75,64,70,57,57,51,60,57,44,55,57,5
66,75,60,63,57,60,65,53,50,101,34,44,2
106,114,90,102,83,76,72,89,80,76,91,80,4
92,93,80,92,76,80,79,89,84,76,95,84,4
63,101,90,37,133,72,76,49,47,142,91,68,2
102,105,76,102,83,76,76,98,88,94,79,71,3
115,114,94,115,90,88,87,102,84,83,95,84,3
88,93,73,84,65,72,65,81,72,65,75,71,7
111,111,91,115,94,88,81,99,84,78,99,84,3
94,98,72,89,76,76,74,95,80,81,95,84,4
49,115,113,31,142,68,85,39,43,143,87,63,2
34,115,124,34,120,50,121,36,46,125,34,44,2
31,131,135,31,128,50,135,29,46,125,42,55,2
40,106,105,43,102,64,81,71,71,63,72,67,2
98,102,79,111,94,71,74,103,92,92,83,75,3
111,115,94,120,98,84,85,112,92,92,91,84,3
120,120,98,120,94,92,92,112,88,88,103,79,3
106,111,87,102,83,84,78,95,84,81,95,84,7
59,78,65,52,65,60,67,54,53,63,58,59,5
91,96,78,87,74,79,79,95,79,75,91,82,4
91,96,74,95,81,79,75,95,84,79,96,82,4
29,133,143,31,139,48,137,32,44,137,87,63,2
36,118,121,36,121,48,121,34,44,129,32,46,2
71,75,56,75,59,67,58,79,71,62,75,66,7
95,96,78,87,74,71,67,79,71,67,83,70,7
75,79,63,64,56,71,75,79,63,75,83,74,7
51,75,63,48,96,55,67,51,51,112,49,56,5
