@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4,10-11,13,16,23-26,28,33-34,37,40,42-43,46-47,51,54,57-58'

@attribute Word_freq_3d numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq3 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1
0,0.68,1.36,0,0,0,0,0.68,0,0.68,0,0,1.36,0,0,0,0,0,0.185,0,264,1
0,0.99,0.99,0.49,4.97,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1
0,0.74,0.25,0.56,0.25,1.05,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.153,3040,1
0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,66,1
0,0,0,0.2,0,0.15,0.2,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,583,1
0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,1
0,0,0.39,0,0.98,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,730,1
0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0.66,0.66,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,304,1
0,0,0,0.78,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0.26,0,0.79,0,0.52,0,0,0,0.26,0,0.26,0,0,0,0,0,0,0,566,1
0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0.65,0,0,0,0,0,0,165,1
0,0,0,0.25,0.05,0.37,0.02,0,0,0,0,0,0.3,0.02,0,0.02,0,0,0,0,965,1
0,0,0.16,0,0.5,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.022,1087,1
0,0.36,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,88,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0.08,0,0,0.48,0.08,0.16,0,0,0,0,0,0,0,0,0,0,0,0.061,0.012,1561,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1
0,0,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1
0,0.53,0.35,0,0,0,0.35,0,0,0,0,0,0,0.17,0,0,0,0,0,0,599,1
0,0,0.35,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1
0,0.12,0.06,0.3,0,0.85,0.06,0,0,0,0,0,0,0,0,0.06,0,0,0,0,442,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1
0,0.67,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0.085,0,217,1
0,0,0.25,0.25,0,0.25,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1
0,0,0,0.32,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1
0,0.66,0.31,0.62,0.23,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.124,2218,1
0,0.35,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1
0,0.14,0.14,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,1
0,0.31,0.25,0.31,0.38,0.44,0.76,0,0,0,0,0,0,0.12,0,0.06,0,0,0.053,0.064,1070,1
0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1216,1
0,0.11,0,0,0.55,0,0.22,0,0,0,0,0,0,0,0,0.11,0,0,0,0.077,389,1
0,1.32,0.72,0.6,0.6,0.72,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,483,1
0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1
0,0,0.36,0,0.24,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,254,1
0,0,0.36,0,0.24,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,254,1
0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1
0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0,0,0.44,0,0,0,0,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,58,1
0,0.08,0.17,0.17,0.25,0.85,0.08,0,0,0,0,0,0,0.08,0,0.17,0.08,0,0,0.012,1407,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,0.17,0,0.17,0.17,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.025,660,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
0,0,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1
0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1
0,0.25,0.64,1.03,0.77,0.12,1.03,0,0,0,0,0.12,0,0.12,0,0,0,0,0,0.092,981,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,92,1
0,0.27,0,0.27,0,0.13,0.55,0,0,0,0,0,0,0.13,0,0,0,0,0,0,757,1
0,0.51,0,0,0.77,0.77,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.134,358,1
0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,528,1
0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126,261,1
0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,270,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
0,0,0,0,0.42,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1
0,0.26,0,0.26,0.26,0.13,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.889,1096,1
0,0.42,0.39,0.87,0.32,0.34,0.84,0,0,0,0,0,0,0,0,0,0,0.04,0,0.183,3498,1
0,0.4,0.1,0.65,0.54,0.29,0.76,0,0,0,0,0,0,0.03,0,0,0,0,0.073,0,1621,1
0,0.5,0.07,0.21,0.14,0.35,0.21,0,0,0,0,0,0,0.07,0,0,0.07,0,0,0,1295,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0,0,0.65,0,0.98,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.103,234,1
0,0,0,0,0.52,0,0,0,0,0,0.52,0,0,0,0,0.52,1.56,0,0,0,75,1
13.63,0.33,0,0,0.5,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.051,888,1
0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1
0,1.02,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1330,1
0,0,0,0,0,1.58,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,131,1
0,0.52,0.06,0.32,0.13,0.52,0.19,0,0,0,0,0,0,0.06,0,0,0.06,0,0,0,1342,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,4.1,0.09,0.45,1.18,0.09,0.27,0,0,0,0,0,0,0.09,0,0,0,0,0,0,875,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.882,94,1
0,0.74,0.37,0,3.34,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.058,425,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,162,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1
0,0.94,0.27,0.45,0.24,0.34,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.112,2224,1
0,0,0.31,0,0.31,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0.65,0,0,0.65,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,249,1
40.13,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1
