@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0.114,20,1
0,0.3,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,11,1
0,1.47,0,0,0.98,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0.677,0.254,80,1
0.32,0.32,0.04,0.72,0.4,0.16,0,0.44,0,0,0,0,0,0,0,0,0.04,0.019,0.413,0.164,181,1
0.2,0,0.2,0.1,0.2,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0.095,0,24,1
0.1,0.8,0.5,0.1,0,0.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0.49,0.158,669,1
0.43,0.87,0,0,1.74,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.942,0,107,1
0,1.14,0,0.16,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.29,13,1
0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,12,1
0.11,0,0.23,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.107,64,1
0.17,0.52,0,0.87,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0.716,35,1
0.41,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.067,0,14,1
0.05,0.1,0,0,0,0.3,0,0.15,0.05,0,0,0,0,0,0,0,0,0,0.054,0.118,96,1
0,0.19,0,0.98,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0.19,0,0.16,0.16,31,1
0,0,0,0.21,0.31,0.42,0.31,0,0,0,0,0,0,0,0,0,0,0,0.887,0.032,318,1
0.14,0.09,0.04,0,0.14,0.04,0,0.38,0,0,0,0,0,0.19,0,0,0.04,0,0.007,0.099,14,1
0,2.17,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.41,0.41,0,0,0.41,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0.64,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,10,1
0.09,0.39,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0.768,5.848,1.313,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0.76,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,12,1
0,0,0.23,0.23,0.95,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.197,0,280,1
0,1.11,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,1.529,0,22,1
0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0.389,16,1
0,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0.094,0.662,0,131,1
0,1.66,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,13,1
0,0.89,0,0.89,0,2.67,0,0,0,0,0,0,0,0,0,0,0.89,0,1.129,0.483,10,1
0,3.48,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.082,12,1
0,1.33,0.33,0.33,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0.159,14,1
0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412,0,137,1
0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448,0,11,1
0,0.34,0.17,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,149,1
0.43,0.87,0,0,1.74,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.874,0,107,1
0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.85,0,0.57,0,0,0,0,33,1
0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0,38,1
0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,0,21,1
0.19,1.55,0.77,0.19,0.58,0,0,0.19,0,0,0,0,0,0,0,0.19,0,0.03,0.185,0.216,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.207,25,1
0.18,1.59,0,0,0.73,0.24,0,0.85,0,0,0,0,0,0,0,0,0,0.01,0.01,0.169,12,1
0,1.11,0.18,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0,4,1
1.03,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,26,1
0.12,1.32,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.12,0,0.019,0.019,34,1
0.08,0.85,0.25,0.25,0.08,0.17,0,0.85,0,0,0,0,0,0,0,0,0.08,0,0.403,0.117,669,1
0,0.26,0.08,0.88,0.44,0.26,0,0.08,0,0,0,0,0,0,0,0,0,0.098,0.353,0.254,54,1
0.19,0.19,0,0.59,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.032,43,1
0,0.53,0,0.53,0,0,9.33,0.53,0,0,0,0,0,0,0,0,0,0,0.555,0,107,1
0.9,0.9,0.9,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,2.143,0.612,54,1
0,0.52,0.26,0.26,1.56,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0.813,0.036,38,1
0.37,0.37,0,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,1.246,0.196,845,1
0,0.47,1.43,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.295,54,1
0,1.22,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0.103,28,1
0.34,0.63,0,0.58,0.05,2.61,0,0.17,0,0,0,0,0,0,0,0,0,0,0.13,0.186,131,1
0,0,0,0.47,0,0,0,0,0,0.94,0.47,0,0,0,0,0.47,0,0,0,0,15,1
0.78,1.56,0,0.78,0.78,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0.792,0.339,22,1
0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,61,1
