@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_business numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.898,443.666,1
0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.068,0.48,3.166,1
0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.591,3.28,1
0,0.09,0.69,0,0,0,0.49,0,0,0,0,0,0,0,0,0.267,0.19,2.324,1
0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.076,1.306,6.027,1
0,0.65,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0.198,0.198,2.195,1
0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0.265,0,1.543,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,2.131,1
0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.292,0.878,5.985,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,1.895,1
0,1.86,0,0,0,0,0.46,0,0,0,0,0,1.4,0.46,0,0.071,0.571,4.63,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0.31,4.897,1
0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.045,0,1.39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,1.046,4.022,1
0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.072,0.217,1.48,1
0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.2,1.064,1
1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,8.476,1
0,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0.11,0.49,8.55,1
0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,2.179,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,2.95,1
0,0,1.06,0,0.19,0,0.38,0,0,0,0,0,0,0.58,0,0.149,0.374,9.039,1
0,3.63,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.774,1,1
0,1.04,0,0,0.74,0,0,0,0,0,0,0,0.29,0.29,0,0.084,0.105,10.817,1
0,0.32,0.32,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0.105,0,1.494,1
0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.104,0.522,2.511,1
0,0.05,0.2,0,0,0,0.2,0.05,0.05,0,0,0,0,0,0.05,0.045,0.054,2.37,1
0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0.116,0.406,6.932,1
0,0.53,0,0,0.53,0,0,0,0,0,0,0,0,0.53,0,0.186,0.093,5.038,1
0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0.099,0.232,20.432,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,2.448,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,3.111,1
0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.266,0.372,1.894,1
0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,3.5,1
0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,1.131,2.428,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,3.538,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362,3.384,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2.5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,2.443,1.227,1
0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0.067,0,1.607,1
0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,2.224,107.4,1
0,0.54,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0.208,0.166,3.521,1
0,0,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0.11,0.331,3.897,1
0,0,1.03,0,0.9,0.12,1.03,0,0,0,0,0,0,0.12,0,0.161,1.082,5.274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,1.065,3.932,1
0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.327,2.295,5.166,1
0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,1
0,0,0.93,0,0.23,0,0.46,0,0,0,0,0,0,0,0,0.125,0.733,8.192,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.392,5.466,1
0,0.35,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.061,0.061,2.302,1
0,0.14,0.56,1.48,0.49,0,0.77,0,0,0,0,0,0,0,0.03,0.054,0.678,5.648,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.033,5.009,1
0,0.58,0,0,1.46,0,0.29,0,0,0,0,0,0,0.43,0,0.097,0.558,1.517,1
