@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4,8,13-14,17,22,24-27,32,35,37,40,44,50,52,55,58'

@attribute Word_freq_3d numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_business numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0.12,0.12,0,0.06,0,0.06,0,0,0,0,0,0,0.06,0,0.143,0.276,9.821,1
0,0.63,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0.137,3.537,1
0,0,0,0,0,0,0.42,0,0,0,0,0,1.27,0.42,0,0.063,0.572,5.659,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.873,4.142,1
0,0,0,0,0,0,0.48,0,0,0,0,0,1.46,0.48,0,0.073,0.589,4.85,1
0,0,0.3,0.3,0.61,0,0.3,0,0,0,0,0,0,0,0,0.1,1.053,3.884,1
0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.081,0.486,5.13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,1.284,3.639,1
0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0.065,0.461,3.166,1
0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.189,0.662,10.068,1
0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0.231,0.462,5.793,1
0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0.611,1.529,5.5,1
0,1.28,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0.542,102.666,1
0,0.42,0.17,0.17,0.17,0,0.08,0,0,0,0,0,0,0,0,0.081,0.095,4.07,1
0,0.26,0.95,0,0,0,0.34,0,0,0,0,0,0,0,0,0.048,0.259,3.335,1
0,0,0,0,1.74,0,0.43,0,0,0,0,0,0,0,0,0,0.835,5.114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.615,2.403,1
0,0.46,0,0,0.46,0,0,0,0,0,0,0,0,0.46,0,0.49,0.081,3.4,1
0,0.32,0.32,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0.106,0,1.537,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,1.094,2.021,1
0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,2.6,1
0,0.71,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0.931,12.055,1
0,0,0,0,0,0,0,0.95,0,0,0,0,0.31,0.15,0,0.088,0.862,5.423,1
0,0.23,0.23,0,0.69,0,0.23,0,0,0,0,0,0,0,0,0.036,0.841,1.862,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,2,1
0,0.18,0,0,0.37,0,0.18,0,0,0.18,0,0,0,0,0,0.08,0.242,2.623,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.532,2.9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,1.333,1
0,0,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0.129,0.129,5.8,1
0,0,0,0,0.11,0,0.05,0,0,0,0,0,0,0,0,0.129,0.102,1.493,1
0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.108,2.346,1
0,0.17,0.17,0,0.08,0,0.08,0,0,0,0,0,0,0.08,0.08,0.063,0.394,7.484,1
0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0.048,0.241,6.238,1
0,0.59,0.29,0,0.79,0,0.99,0,0,0,0,0,0,0,0,0.078,0.334,15.493,1
0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.411,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.251,2.022,1
0,0,0.42,0,0.52,0,1.47,0,0,0,0,0,0,0,0,0.028,0.141,11.288,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,1.666,1
0,0.32,0.32,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0.156,0,1.688,1
0,1.08,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0.191,0.191,3.95,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363,1
0,0.05,0.47,0.05,0.11,0,0.29,0,0,0,0,0,0,0,0,0.133,0.492,6.033,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,1.325,1
0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0.546,2.818,1
0,0,0,0,0.39,0,0.79,0,0,0,0,0,0,0,0,0.061,0.612,2.678,1
0,0.71,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0.265,0.132,2.322,1
0,0.97,0.19,0.87,0,0,0.29,0,0,0,0,0,0,0.09,0,0,0.404,4.285,1
0,1.47,0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0.142,0.427,92.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,9.1,1
0,0,0,0,3.88,0,1.94,0,0,0,0,0,0,0.97,0,0.13,0.52,6.266,1
0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.352,5.938,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.897,4.43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.644,2.522,1
0,0.1,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0.974,3.163,1
0.95,0,0,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0.791,0.169,9.64,1
0,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0.11,0.49,8.55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0.367,4,1
0,0.26,0.53,0.53,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,2.779,1
0,0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0.25,0,2.82,1
0,0,1.2,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.677,4.333,1
0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0.493,0.394,3.537,1
0,0.08,0.08,0.7,0.08,0,1.5,0,0,0,0,0.08,0,0,0,0.044,0.339,4.137,1
0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,2.326,1
0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179,1.8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0,2.373,1
0,0,0,0,0.27,0,0.27,0,0,0,0,0,0,0,0,0.235,0.235,5.622,1
0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0.118,0.158,9.25,1
0,0.33,0,0,0.33,0,0.67,0,0,0,0,0,0,0,0,0.053,0.16,6.111,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.138,2.7,1
0,0,0,0.6,0.2,0,0.2,0,0,0,0,0,0,0,0,0.096,0.336,6.758,1
0,0.59,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0.421,6.275,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,4.466,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.174,1.787,1
0,0.52,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.048,0.016,1.915,1
0,0.09,0.57,0,0,0,0.19,0,0,0,0,0,0,0,0,0.23,0.088,2.405,1
0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.899,667,1
0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.27,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,2.227,1
0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.819,4.84,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,4.5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,4.576,1
0,0.37,0,0,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0.415,1.937,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.565,2.9,1
0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,1.008,295,1
0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.205,0.034,3.168,1
0,0.3,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0.048,0.144,5.403,1
0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.692,1
0,0,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,0.265,11.066,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,4.818,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.105,12.904,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,7.181,1
0,0,0,0,0.47,0,0,0,0,0,0,0.47,0,0,0,0.073,1.254,5.918,1
0,0,1.47,0,0,0,4.41,0,0,0,0,0,0,0,0,0,1.272,6.055,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,6.1,1
0,0.17,0.17,0,0.08,0,0.08,0,0,0,0,0,0,0.08,0.08,0.065,0.486,7.561,1
0,0,0.27,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0.874,5.582,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646,1.939,8.461,1
0,0.17,0.03,0,0,0,0,1.18,1.22,0,0,0,1.36,0,0,0.305,0.029,2.813,1
0,0,0,0,0,13.34,0,0,0,0,0,0,0.22,0,0,0,0.037,13.936,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,4.818,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,1.777,1
0,0,0.19,0,0.09,0,0.19,0,0,0,0,0,0,0,0,0.037,5.213,5.781,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.496,16.782,1
0,0.05,0.29,0.05,0.64,0,0.05,0,0,0,0,0,0,0,0,0.052,0.01,1.838,1
0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.063,0.882,4.08,1
0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,1.218,5.323,1
0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0.123,0.37,6.137,1
0,0.3,0.3,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0.21,0,1.738,1
0,0.25,0.95,0,0,0,0.34,0,0,0,0,0,0,0,0,0.049,0.263,3.076,1
0,0,1.26,0,2.53,0,0,0,0,0,0,0,0,0,0,0,1.9,1.763,1
0,0.26,0.57,1.23,0.47,0,0.34,0,0,0,0,0,0,0,0,0.067,0.328,5.928,1
0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,1.208,5.558,1
0,0,0.55,0,2.79,0,0,0,0,0,0,0,0,0,0,0.259,1.208,4.761,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949,1.379,1
0,0.74,0,0,1.23,0,0.74,0,0,0,0,0,0,0,0,0.116,1.634,3.975,1
0,0,0.23,0,0.11,0,0.23,0,0,0,0,0,0,0,0,0.186,0.13,5.76,1
0,0,0.92,0,0.37,0,0,0,0,0,0,0,0,0,0,0.186,0.434,1.377,1
42.73,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,7,1
0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.105,2.689,1
0,0,0,0,0.31,0,0.63,0,0,0,0,0,0,1.59,0,0.278,0.055,3.509,1
0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.754,5.551,1
0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.298,3.976,1
0,0.26,0,0,0,0,0,0,0,0,0,0,0.26,0.26,0,0.038,0.077,1.8,1
0,0.32,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.098,0.492,2.184,1
0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,6,1
0,0.12,0.12,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0.185,0.37,2.878,1
0,0.58,0.38,0,0.19,0,0.68,0,0,0,0,0.09,0,0,0,0.034,0.569,12.064,1
0,1.62,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0.038,0.463,7.941,1
0,0.26,0.17,0,0.17,0,0.17,0,0,0,0,0,0,0.08,0,0.108,0.271,6.395,1
