@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,4,7-8,10-11,14,16-17,19,21,29,31,35,37-38,43,53,55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_you numeric
@attribute Word_freq_your numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_original numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0.21,0,0.21,0.07,0.94,0.21,0.21,0.14,0.07,3.47,1.59,0,0,0,0.07,0,0,0.18,5.114,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,1
0.15,0,0.3,0,0.76,0.76,0,0,0,1.23,2,0,0,0,0,0,0.3,0.203,9.744,1
0,0,0.65,0,0,0.65,0,0.65,1.3,1.3,1.3,0,0,0,0,0,0,0,2.687,1
0,0,0,0,0,0,0,0.41,0,2.08,1.25,0,0,0,0,0,0,0,3.851,1
0.3,0,0,2.45,0,0,0,0,0,2.76,0.61,0,0,0,0.3,0,0,0.207,2.132,1
0.15,0,0,1.81,0.75,0,0,0,0,4.07,1.51,0,0,0,0,0,0,0.068,5.301,1
0.46,0,0.06,0.33,1.12,0.39,0,0.26,0,3.51,0.66,0,0,0,0,0,0,0.23,3.887,1
0.06,0,0.38,0,0,0,0,0,0,1.67,0.7,0,0,0,0,0,0,0.071,1.732,1
0.23,0,0,0,0,0,0.23,0.23,0.23,7.1,1.89,0,0,0,0,0,0,0,1.294,1
0,0,0.23,0,0.95,0,0.23,0.23,0.95,2.38,1.9,0,0,0,0.23,0,0,0,5.038,1
0,0,0,0,0,0,0,0.38,0,2.69,2.3,0,0,0,0,0,0,0.061,1.775,1
0.59,0,0.03,0.14,0.67,0.29,1.23,0.22,0.44,3.43,1.53,0,0,0.03,0,0,0,0.531,7.3,1
0.12,0,0.12,0.5,3.9,0.5,0,0.25,0.12,2.9,1.38,0,0,0,0,0,0.12,0.119,4.155,1
0,0,0.38,0,1.14,0,0,0.38,0.76,3.04,1.52,0,0,0,0,0,0,0.179,4.523,1
0,0,1.31,1.31,1.31,0,0,0,1.31,1.31,3.94,0,0,0,0,0,0,0.117,48.5,1
0,0,0,0,0.83,0,0,0,0,0.27,0.27,0,0,0,0,0,0,0.185,7.313,1
0,0,0,0,0.65,0,0,0.43,0,0.21,0.43,0,0,0,0,0,0,0.146,6.233,1
0.46,0,0,0.46,0,0,0,0,0.46,2.77,2.31,0,0,0,0,0,0,0.816,3.4,1
0,0,0.15,0,0.45,0.15,0,0.15,0,0.15,0.76,0,0,0,0,0,0,0.024,5.425,1
0,0,0,2.04,0,1.02,0,0,0,4.08,1.02,0,0,0,0,0,0,0,2.179,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.17,0,0.08,0.42,0.08,0,0.17,0,0.17,1.2,3.17,0,0,0,0,0,0,0.013,4.07,1
0,0,1.33,0,0,0,0,0,0,1.33,5.33,0,0,0,0,0,0,1.417,29.125,1
0.07,0,0,0.02,0,0,0.07,0.05,0.22,0.05,0.02,0.02,0,0,0.3,0.02,0.02,0.022,1.423,1
1.03,0,0.68,0,0.68,0,0,0.68,0,5.86,1.37,0,0,0,0,0,0,0.061,1.895,1
0,0,0,0,0,0,0,0.85,0,4.7,0.85,0,0,0,0.42,0,0,0.082,7.17,1
0.14,0,0,0,0.29,0.14,0,0.14,0,2.35,0.88,0,0,0,0,0.29,0,0.127,2.962,1
0,0,0,0,0,0,0,0,0,0.91,2.75,0,0,0,0,0,0,0,2.9,1
0,0,0,0,0,0,0,0.34,0,1.72,1.03,0,0,0,0,0,0,0,3.718,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.317,1
0.08,0,0.25,0.17,0.08,0.17,0,0.25,0.08,1.62,0.42,0,0,0,0,0,0.17,0.114,7.497,1
0.76,0,0,0.25,0.31,0.25,0.38,0.38,0.44,2.98,1.26,0,0,0,0,0,0.06,0.236,3.664,1
0.08,0,0,0.08,0,0.25,0,0.08,0,1.86,0.42,0,0,0,0,0,0.16,0.101,11.32,1
0,0,0,0,0,0,0,0.55,0,3.31,1.1,0,0,0,0,0,0,0,1.229,1
0,0,0.12,0,0.36,0.12,0,0.12,0,0.36,0.6,0,0,0,0,0,0,0,5.634,1
0,0,0,0,0,0,0,0.43,0.87,2.62,1.31,0,0,0,0,0,0,0.216,6.274,1
0.16,0,0.33,0.84,0.5,0.33,0,0,1.68,2.02,3.87,0,0,0,0,0,0,0.054,4.928,1
0,0,0.5,0.5,1.01,0,0,0,0,2.03,1.52,0,0,0,0,0,0,0.412,2.441,1
0.31,0,0.31,0,0.31,0.31,0,0.94,0,0.31,2.51,0,0,0,0,0,0,0.046,12.382,1
0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,3.6,1
0.09,0,0.09,0,0.27,0.09,0,0,0,3.69,1.56,0,0,0,0,0,0,0.085,7.273,1
0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,2.666,1
0,0,0,0.34,0,0.11,0.11,0,0.75,0,0,0,0,0,0.05,0,0,0.053,1.864,1
0,0,0.1,0,0.62,0.1,0,0.1,0.1,3.43,1.66,0,0,0,0,0,0,0.264,3.794,1
0.14,0,0,0,0.29,0.14,0,0,0,2.36,0.88,0,0,0,0,0.29,0,0.128,2.686,1
0,0,0.4,0,0,0,0,0,0,2.04,0.4,0,0,0,0,0,0,0,1.594,1
0.41,0,0,0.82,0.2,0.2,0,0.41,1.03,1.65,3.09,0,0,0,0,0,0,0.132,4.913,1
0,0,0.34,0,0,0,0,2.04,0,4.76,2.38,0,0,0,0,0,0,0,6.978,1
0,0,0,0,0,0,0,0.78,0,1.56,1.96,0,0,0,0,0,0,0.092,4.111,1
0,0,2.1,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,2.695,1
0,0,0,0,0,0,0,0,0.28,0.28,0.28,0,0,0,0,0,0,0,27.479,1
0,0,0.23,0,0.7,0,0,0.23,0.7,2.83,1.89,0,0,0,0,0,0,0.108,2.438,1
0,0,0.11,0,0.22,0,0,0,0.22,0,0,0,0,0,0,0,0,0.12,1.961,1
0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,2.551,1
0,0,0,0,0,0,0,1.24,0.62,0.62,1.86,0,0,0,0,0,0,0.107,3.846,1
0,0,0,0,0,0,0,0.45,0.9,4.52,0.9,0,0,0,0,0,0,0.07,2.651,1
0,0,0,0,0,0,0,0.32,0,2.61,1.3,0,0,0,0,0,0,0,4.273,1
0.33,0,0.66,0,0,0,0,0.66,0.99,2.64,0.99,0,0,0,0,0,0,0.464,6.932,1
0,0,0,0,0,0,0,2.59,0,1.29,1.29,0,0,0,0,0,0,0,3.571,1
0.1,0,0.4,0.1,0.8,0.1,0,0.1,0,2.22,1.92,0,0,0.1,0,0,0,0.39,3.173,1
0,0,0,0,0,0.02,0,0,0,0.14,0.02,0,0,0,0,0,0,0,16.587,1
0.43,0,0,0,0,0,0,0,0,1.29,1.29,0,0,0,0,0,0,0,1.456,1
0,0,0.66,0,0.16,0.16,0,0.82,0.33,2.81,0.99,0,0,0,0,0,0,0.049,6.161,1
0.15,0,0.05,0.1,0.42,0.1,0.05,0,0,3.16,1.58,0,0,0,0,0,0,0.388,4.829,1
0,0,0,0,0,0,0,0.71,0,2.15,2.15,0,0,0,0,0,0,0,1.779,1
0.1,0,0.4,0.1,0.8,0.1,0,0.1,0,2.22,2.02,0,0,0.1,0,0,0,0.397,3.16,1
0,0,0.42,0,0.42,0.42,0,0,0,2.11,1.27,0,0,0,0,0,0,0.39,26.405,1
0,0,1.12,0,0,0.74,0,0.37,0,4.49,1.87,0,0,0,0,0,0,0.223,2.021,1
0,0,0,1.58,0.63,0,0,0,0,1.26,0.63,0,0,0,0,0,0,0.206,4.171,1
0,0,1.41,0,0,0.47,0,0.47,0,1.41,1.41,0,0,0,0,0,0,0.288,3.745,1
0,0,0.39,0.39,0,0.39,0,0.39,0,3.52,1.96,0,0,0,0,0,0,0,1.94,1
0,0,0.5,0.25,1.01,0,0,0,0,2.02,1.51,0,0,0,0,0,0,0.432,2.375,1
0.46,0,0.06,0.2,1.13,0.33,0,0,0,3.6,1.13,0,0,0,0,0,0,0.192,4.754,1
0,0,0,0,0,0,0,0.89,0,6.25,1.78,0,0,0,0,0,0,0.483,1.826,1
1.18,0,0.19,0.19,0.39,0,0.19,0.98,0,2.56,1.38,0,0,0,0,0,0,0.317,6.652,1
0,7.18,0.31,0.62,1.25,0,0,0,0,0.93,0.62,0,0,0.62,0,0,0,0,9.218,1
0.43,0,0.03,0.07,1.01,0.28,1.19,0.25,0.39,3,1.3,0,0,0,0,0,0,2.33,6.601,1
0.23,0,0.11,0.23,0.93,0,0.23,0,0.11,3.72,1.74,0,0,0,0,0,0,0.056,4.47,1
0.47,0,0,0.47,1.9,0,0.95,0.47,0,1.9,5.23,0,0,0,0,0,0,0.168,57.076,1
0,0,0,0.53,0,0,0,0,0.53,2.65,2.65,0,0,0,0,0,0,0.478,5.038,1
0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,24.375,1
0.1,0,0.2,0.62,0.52,0.2,0,0,0.2,2.08,1.25,0,0,0,0,0,0.2,0.175,7.439,1
0,0,2.32,0,0,0,0,0,0,4.65,4.65,0,0,0,0,0,0,0.35,1.434,1
0.51,0,0,0.18,0.62,0.29,1.2,0.21,0.43,3,1.35,0,0,0,0,0,0,0.523,6.59,1
0.38,0,0,0,0.38,0,0,0,0,0.38,0,0,0,0,0,0,0,0.059,589,1
0,0.91,0.45,0,0.91,0,0,2.75,0,1.83,0.91,0,0,0,0,0,0,0,12.176,1
0,0,1.21,0,1.21,0,0,1.21,0,4.87,0,0,0,0,0,0,0,0,1.676,1
0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0.118,2.315,1
0,0,0,0,0.27,0,0,0.27,0,1.09,0.27,0,0,0,0,0,0,0.047,2.353,1
