@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_people numeric
@attribute Word_freq_business numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0.75,0,0,0,0,0,0.37,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0.138,1
0.94,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0.252,0,1.68,0.168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0.443,0,0.221,0.665,1
0.34,0,0.4,0.06,0,0.95,0,3.68,0,0,0,0,0,0,0,0,0,0,0.052,0,0.474,0.197,1
0.5,0,0,1.01,0,0.25,0.25,1.77,0,0,0,0,0,0,0,0,0,0.25,0.113,0,0.189,0,1
0,0,0,0,0.31,0,0.62,3.14,0,0,0,0,0,0,0,0,0,0.31,0.145,0.048,0.485,0.388,1
0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.125,0,0.312,0.062,1
0,0,0,1.08,0,0,0.54,4.32,0,0,0,0,0,0,0,0,0,0.54,0,0,1.216,0.26,1
0,0,0,1.47,1.47,0,2.94,0,1.47,0,0,0,0,0,1.47,0,0,0,0.147,0,0.294,0.147,1
0,0,0,0,0,0,0,6.73,0,0,0,0,0,0,0,0,0,0.48,0,0,0.174,0.087,1
0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,1.28,0,0,0.23,0.23,1
0.29,0,0.58,0.07,0.66,0.58,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0.266,1
0.29,0,0,0,0,0,2.04,2.04,1.16,0,0,0,0,0,0,0,0,0,0,0,0.42,0.046,1
0,0,0,0,0.38,0,0,0.38,0.76,0.38,0,0,0,0,0,0,0,0,0,0,1.008,0.059,1
0,0,0,0,0,0,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0.36,1
0,0,0,2.01,0,0,0,1.34,0.67,0,0,0,0,0,0,0,0,0,0,0,0.305,0,1
0,0,0,0.15,0.63,0,0,0.79,0,0.95,0,0,0,0,0.31,0,0,0,0.088,0,0.862,0.707,1
0,0,0,0,0.68,0,0,0.34,1.02,0.34,0,0,0,0,0,0,0,0,0,0,0.898,0.105,1
0,0,0.64,0.32,0,0.32,0.32,2.27,0,0,0,0,0,0,0,0,0,0.64,0.112,0,0,0.168,1
0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0.185,1
0,0,0,0,0,0.92,0.37,3.15,0,0,0,0,0,0,0,0,0,0,0.185,0,0.464,0,1
0.9,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0.9,0,0,0.17,0.17,1
0,0,0,0.19,0,0,0,0.19,0,0.09,0,0,0,0,0,0.19,0,0,0.137,0,0.061,0,1
4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076,0,1
