@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,4-6,8,10,15,18,20,22,24-26,28-29,35-36,42-43,48,51,54-56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_conference numeric
@attribute Char_freq3 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0.63,0,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.537,40,1
0,0,1.92,0,0,0.64,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.671,4,1
0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.466,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.909,11,1
0,0,0,1.26,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,3.833,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,3.318,59,1
0,0,0.45,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,61,1
0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,245,1
0,0,1.4,0,1.86,0.93,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,0,4.63,64,1
0.05,0,0.1,0.05,0.05,0,0.05,0.5,0.3,0,0.2,0.05,0.05,0,0,0,0,0,0,0,0,0,2.37,96,1
0.5,0,0.15,0.03,0.19,0.65,0.03,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.125,7.202,595,1
0,0,0.4,0.4,0.4,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1.979,12,1
1,0,0.66,0.66,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,5.428,21,1
0,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796,19,1
0,0,0.35,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.768,61,1
0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,1
0,0,0.11,0.05,0.05,0,0,0.53,0.35,0,0.23,0,0,0,0,0,0,0,0,0,0.01,0,1.364,14,1
0,0,0.56,0.56,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,5,1
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,13,1
0.46,0,0.69,0.46,0.46,0.23,0.46,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.105,30,1
0.07,0,0.51,0.29,0,0.37,0.07,0.44,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.009,3.456,44,1
0,0,0.99,0.99,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.053,2.195,50,1
0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.529,8,1
0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,3.459,61,1
0,0,0.34,0,0,0.51,0.17,0.86,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.026,6.364,149,1
0,0,1.14,0.57,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,16.217,147,1
0,0,0.65,0.65,0.32,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,1.494,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,4,1
0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.538,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.343,28,1
0.64,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,22,1
0,0,0,0.6,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583,11,1
0,0,0,0,1.29,0.43,0,1.73,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,1.477,8,1
0.48,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,8,1
0,0,0.23,0,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,4.022,97,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178,62,1
0,0,0.59,0,0.59,0,2.38,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.428,12,1
0.1,0,0.1,0.03,0,0.1,0,0,0,0,0,0,0,0,0,0,0.13,0.06,0,0.2,0,0.019,4.93,113,1
0,0.42,0.84,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.168,36,1
0.51,0,0.14,0.03,0.18,0.62,0.03,0.03,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.133,6.59,739,1
0,0,0.35,0.35,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.895,61,1
0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.417,51,1
0,0,0,1.2,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,3.454,17,1
0,0,0.51,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,3.125,12,1
0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,1
0,0,0.23,0.47,0.47,0.95,0,0,0,0,0,0.71,0,0,0,0,0,0.23,0,0,0.04,0,3.78,55,1
0,0,0.82,0.61,0,0.61,0,0,3.09,0,0.2,0,0,0,0,0,0,0,0,0,0,0,3.716,45,1
0.65,0,0.32,0.16,0.49,0.49,0.16,0.16,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,2.233,5.833,47,1
0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,3.714,11,1
0,0,0,0.62,2.82,0.31,0,0,0.31,0,0.62,0,0,0,0,0,0,0,0,0,0,0.055,1.672,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.066,17,1
0.14,0,0,0,0,0.29,0,0.14,0.14,0,0.44,0,0,0,0,0,0,0,0,0,0,0.102,2.686,73,1
0,0,0,0,0,0,0,0.92,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0.285,1.636,10,1
0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,2,0,0.66,0,0.66,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.133,7,1
0.52,0,0.14,0.17,0.14,0.52,0.05,0.11,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0.132,6.171,159,1
1.18,0,0,0.98,0.19,0.39,0,0,0.39,0,1.38,0,0,0,0,0,0,0,0,0,0,0.025,6.652,76,1
0.17,0,0.34,0.17,0.86,0.69,0,0.34,1.55,0,0.34,0,0,0,0,0,0,0,0,0,0,0,5.175,63,1
0,0,0,1.27,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.916,12,1
0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,16,1
0.13,0,0.26,0,0,0.39,0.26,0.78,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.04,7.138,149,1
0,0,0.16,0.18,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.021,0,16.644,154,1
0,0,0,1.02,0.2,0.61,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.266,70,1
0,0,1.03,0,0.2,0.2,2.06,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.632,32,1
0,0,0.94,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.533,65,1
0.42,0,2.53,0.42,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,2.632,12,1
0,0,0.21,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.987,14,1
0.09,0,0.36,0.09,0.18,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.031,0.031,3.816,69,1
0.09,0,0.36,0.09,0.18,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.031,0.031,3.758,69,1
0,0,0,0,1.36,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,2.232,19,1
0.08,0,0.85,1.02,0.17,0.08,2.21,0.93,0.17,0,0.08,0,0,0,0,0,0,0,0.17,0,0,0.013,7.55,669,1
0,1.16,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,8.733,42,1
0.46,0,0.46,0,0.46,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,57.076,634,1
0.71,0,0.47,0.11,0.59,2.86,0.47,0.47,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0.018,9.705,148,1
0.67,0,1.01,0,0,0.16,0,0.16,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0.03,3.774,46,1
0,0,0.39,0,0,0.78,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,5.87,44,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,5,1
0.17,0,0.17,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.559,10,1
0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,5.181,25,1
0,0,0,0.55,0.27,0,0,0.83,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.582,2.309,35,1
0.29,0,0.14,0.04,0.29,0.94,0.19,0.19,0.04,9.53,0.47,0,0,0,0,0,0.04,0,0,0,0,0.011,12.332,1171,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,3.809,24,1
0,0,0.43,0.43,0.43,0,0,0,0,9.17,0,0,0,0,0,0,0,0,0,0,0,1.121,7.983,72,1
0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.538,21,1
0,0,3.09,0,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.692,65,1
0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,4.818,25,1
0,0,0.85,0.21,0,1.5,1.07,0,0.21,7.08,0,0,0,0,0,0,0,0,0,0,0,0.969,9.052,58,1
0,0,0,0.94,0.18,0.75,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,2.548,34,1
0,0,2.06,0,0.82,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.892,226,1
0.45,0,0.45,0,0.45,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,69.727,706,1
0,0,0,0.37,0.37,1.11,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,18.4,393,1
0.09,0,0.39,0.19,0,0.39,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,5.96,54,1
0,0,0.9,0.15,0,0,0,0,0,0,0.3,0,0,0,0,0.6,0,0,0,0,0,0.025,2.271,49,1
1.24,0,0,0,0,0,0,0.82,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,3.166,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,9.411,128,1
0.16,0,0.33,0.16,0.84,0.5,0,0.33,1.68,0,0.33,0,0,0,0,0,0,0,0,0,0,0,4.928,63,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.125,223,1
0,0,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.823,11,1
0,0,0,0,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944,9,1
0,0,0.72,0.48,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.24,0.24,0,0,2.336,66,1
0,0,0.72,0.48,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.24,0.24,0,0,2.336,66,1
