@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4,7,11-12,16,20,23,25,29-30,33,35,38-39,41,43,46-47,51-52,54,58'

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0,0.19,0.38,0.45,0.06,0.32,1.16,0,0,0,0,0,0,0,0,0.12,0.06,0,0,0.276,0.01,1
0,0.31,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,1
0,0.42,0,0,1.27,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0,1
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873,0,1
0,0.48,0.48,0,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0,1
0,0,0.3,0.92,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.053,0.25,1
0,0.48,0,0.96,0.48,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,1
0,0,0,0.7,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284,0,1
0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0,1
0,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0.284,0.662,0,1
0,0,0,0,0.79,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.347,0.462,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,1
0,2.56,1.28,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,1
0,0.08,0,0.6,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.027,0.095,0,1
0,0.08,0.34,0.52,0.08,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0.064,1
0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,1
0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,1
0,0,0,1.38,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,1
0,0.32,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,1
0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,1
0,0,1.12,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,1
0,0.15,0.15,0,1.11,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0.862,0.022,1
0,0.23,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.841,0,1
0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0,1
0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0,1
0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,1
0,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,1
0,0.05,0.65,0.82,0.76,0.29,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,1
0,1.48,0.74,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,1
0,0.25,0.17,0.59,0.25,0.17,0.85,0,0,0,0,0,0,0,0,0.17,0.08,0,0,0.394,0.012,1
0,0.14,0.14,0.14,0,2.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0.435,1
0,0,0.29,0.09,0.09,0.09,1.39,0,0,0,0,0,0,0.09,0,0,0,0,0,0.334,0.011,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,1
0,0,0.21,0.52,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,0,1
0,0.64,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
