@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,7-8,11,15-16,25-27,29-30,34,36,39,42,44,46-47,50,56-58'

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0.31,0.63,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.135,40,191,1
0,0,0,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.054,4,112,1
0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0.404,12,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,22,82,1
0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0.352,11,43,1
1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,17,69,1
0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,30,106,1
0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,59,146,1
0.45,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,61,200,1
0.94,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,245,318,1
0.46,0.46,1.86,0.46,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0.071,64,213,1
0.3,0,0.05,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0,0.045,96,588,1
0.46,0,0.19,0.3,0.03,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.077,595,2413,1
0,0.4,0.4,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,95,1
0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.06,21,304,1
0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.06,19,203,1
0.71,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.058,61,260,1
0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.357,19,172,1
0.41,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.064,14,303,1
1.12,1.12,1.12,0.56,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,1
0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,13,81,1
0,0,0.46,0.23,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,30,354,1
