@relation spambase

@attribute Word_freq_over numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.269,0,31,1
0,0,0,0,0.53,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,19,1
0,0,0,1.25,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,1.28,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,41,1
1.29,0,0,2.59,0,0,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0.439,0,0.439,36,1
0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0.63,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,12,1
0,0,0,0.79,0,0,1.05,0,0,0,0,0,0.52,0,0,0,0,0,0.689,0,0,71,1
0,0,0,0.68,0.34,0.34,0.34,0,0,0,0,0,0,0.34,0,0,0,0.34,0.393,0.056,0,17,1
0.4,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.529,0,0,18,1
0,0,0,0.26,0,0,0.52,0,0,0,0,0,0,0,0,0,0.26,0,0.084,0,1.051,104,1
0.1,0.53,0,0,0.1,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.099,0.066,0,29,1
