@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R3,10-11,14,16,20,22,25,27,30,32,37-38,42,44,46,53,55,58'

@attribute Word_freq_all numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0.5,0.94,0.21,0.21,0.14,0,0,0,0,0,0,0.07,0,0,0,0,0.18,5.114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,1
0.46,0.76,0.76,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0.203,9.744,1
0,0,0.65,0,0.65,5.22,0,0,0,0,0,0,0,0,0,0,0,2.687,1
1.66,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,3.851,1
0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.207,2.132,1
1.05,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,5.301,1
0.26,1.12,0.39,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.23,3.887,1
0.77,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.06,0,0.071,1.732,1
0.47,0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1.294,1
0.23,0.95,0,0.23,0.23,0,0,0,0,0,0,0.23,0,0,0,0,0,5.038,1
0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.061,1.775,1
0.29,0.67,0.29,1.23,0.22,0,0,0,0,0,0,0,0,0,0,0,0.531,7.3,1
0.63,3.9,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.119,4.155,1
0.38,1.14,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.179,4.523,1
0,1.31,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0.117,48.5,1
0,0.83,0,0,0,0,8.58,0,0,0,0,0,0,0,0,0,0.185,7.313,1
0,0.65,0,0,0.43,0,6.75,0.21,0,0,0,0,0,0,0,0,0.146,6.233,1
0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,3.4,1
0.61,0.45,0.15,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0.024,5.425,1
0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.179,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.08,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.013,4.07,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,29.125,1
0.15,0,0,0.07,0.05,0,0,0,0,0,0,0.3,0.02,0,0,0,0.022,1.423,1
0.68,0.68,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.061,1.895,1
0.42,0,0,0,0.85,0,5.55,0,0,0,0,0.42,0,0,0,0,0.082,7.17,1
0.29,0.29,0.14,0,0.14,0.14,0,0,0,0,0,0,0.29,0,0,0,0.127,2.962,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1
0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,3.718,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.317,1
0.76,0.08,0.17,0,0.25,0.17,0,0,0,0,0,0,0,0,0.08,0.08,0.114,7.497,1
0.38,0.31,0.25,0.38,0.38,0.69,0,0,0,0,0,0,0,0,0,0,0.236,3.664,1
0.93,0,0.25,0,0.08,0.16,0,0,0,0,0,0,0,0,0,0.08,0.101,11.32,1
0.55,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1.229,1
0.72,0.36,0.12,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,5.634,1
0.43,0,0,0,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0.216,6.274,1
0.67,0.5,0.33,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.054,4.928,1
0.76,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,2.441,1
0.31,0.31,0.31,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.046,12.382,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,3.6,1
0.36,0.27,0.09,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.085,7.273,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,1
0,0,0.11,0.11,0,0,0,1.16,0,0,0,0.05,0,0,0,0,0.053,1.864,1
0.62,0.62,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.264,3.794,1
0.29,0.29,0.14,0,0,0.14,0,0,0,0,0,0,0.29,0,0,0,0.128,2.686,1
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594,1
0.61,0.2,0.2,0,0.41,1.65,0,0,0,0,0,0,0,0,0,0,0.132,4.913,1
1.02,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,6.978,1
0.78,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.092,4.111,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.479,1
0.47,0.7,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.108,2.438,1
0.55,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1.961,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551,1
1.24,0,0,0,1.24,0,0.62,0,0,0,0,0,0,0,0,0,0.107,3.846,1
0.9,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0.07,2.651,1
0.98,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,4.273,1
0.33,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.464,6.932,1
1.29,0,0,0,2.59,0,1.29,0,0,0,0,0,0,0,0,0,0,3.571,1
0.7,0.8,0.1,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0.39,3.173,1
0.28,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.587,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,1
0.33,0.16,0.16,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.049,6.161,1
0.58,0.42,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.388,4.829,1
0.71,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,1.779,1
0.7,0.8,0.1,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0.397,3.16,1
0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,26.405,1
0,0,0.74,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.223,2.021,1
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,4.171,1
0,0,0.47,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0.288,3.745,1
0,0,0.39,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,1.94,1
0.75,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,2.375,1
0.2,1.13,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,4.754,1
0,0,0,0,0.89,2.67,0,0,0,0,0,0,0,0,0,0,0.483,1.826,1
0.59,0.39,0,0.19,0.98,0.39,0,0,0,0,0,0,0,0,0,0,0.317,6.652,1
0,1.25,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,9.218,1
0.43,1.01,0.28,1.19,0.25,0,0,0,0,0,0,0,0,0,0,0,2.33,6.601,1
0.58,0.93,0,0.23,0,0.46,0,0,0,0,0,0,0,0,0,0,0.056,4.47,1
0.95,1.9,0,0.95,0.47,0,0,0,0,0,0,0,0,0,0,0,0.168,57.076,1
0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,5.038,1
0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.375,1
0.52,0.52,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.175,7.439,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1.434,1
0.29,0.62,0.29,1.2,0.21,0,0,0,0,0,0,0,0,0,0,0,0.523,6.59,1
1.9,0.38,0,0,0,0.76,0,0.38,0,0,0,0,0,0,0,0,0.059,589,1
1.83,0.91,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,12.176,1
0,1.21,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,1.676,1
1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,2.315,1
0,0.27,0,0,0.27,1.36,10.38,0,0,0,0,0,0,0,0,0,0.047,2.353,1
0,0.32,0.32,0,1.95,0.48,2.93,0,0,0,0,0,0,0,0,0,0.107,5.216,1
0.38,0.77,0.38,0,1.93,0,0,0,0,0,0,0.38,0,0,0,0,0,9.266,1
0.44,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.896,6.77,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1
1.61,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,2.466,1
0.71,0.81,0.1,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0.397,3.186,1
0,0,0,0,1.47,0,0,0,0,0,0,1.47,0,0,0,0,0.169,10.625,1
0.4,0.05,0,0,0.17,0.05,0,0,0,0,0,0,0,0.11,0,0,0.079,4.881,1
0.32,0,0.08,0,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0.082,15.547,1
1.24,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.549,3.166,1
0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,9.5,1
0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,7.857,1
0.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.143,2.041,1
0.3,0.37,0.1,0.34,0.51,0.13,0,0,0,0,0,0,0,0,0,0,0.136,3.341,1
0.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.142,2.03,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.74,1.12,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,4.727,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,8.411,1
0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,5.488,1
0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,1.251,1
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,10.375,1
0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,7.781,1
0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,2.413,1
1.01,0.1,0.3,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,0.158,8.55,1
1.05,0,0.52,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0.729,3.062,1
0.4,0.8,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.175,6.937,1
0.65,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
0.59,0.39,0,0.19,0.98,0.39,0,0,0,0,0,0,0,0,0,0,0.316,6.652,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,1
0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0.1,0.2,0.4,0.6,0.91,4.26,0,0,0,0,0,0,0,0,0,0,0.16,6.758,1
0.64,0.64,0.32,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0.107,3.613,1
3.7,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,4.833,1
0.18,0,0.37,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0.165,3.106,1
1.34,0.33,0.33,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,2.036,1
0,0,0,0,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0.046,2.228,1
0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,1
0,0,0,0,0.26,0,17.1,0,0,0,0,0,0,0,0.26,0,0,13.82,1
0.77,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,2.441,1
0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0.342,3.809,1
0,0.17,0,0.35,0,0,0,3.37,0,0.17,0,0,0,0,0,0,0.03,4.259,1
0.93,2.8,0.93,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0.154,1.612,1
0.7,1.2,0.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.406,9.781,1
0,0,1.2,0,6.02,0,0,0,0,0,0,0,0,0,0,0,0,3.782,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.94,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.388,3.322,1
0.16,0.21,0.1,0,0.38,0,0,0,0,0,0,0.1,0,0,0,0,0.058,3.389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4.047,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1
0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,3.5,1
0.41,0,0.41,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,1.863,1
0.29,2.22,0.14,0,0.29,0.44,0,0,0,0,0,0.29,0,0,0,0,0.21,10.817,1
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,4.947,1
0,0,0,0,0.62,3.12,1.87,0,0,0,0,0,0,0,0,0,0.075,6.722,1
0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0.36,0.105,1.866,1
0,0,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0.49,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,10.366,1
0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.03,1.42,1
0,0,0,0,4.27,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.031,1
0.77,1.15,0,0,0.19,1.15,0,0,0,0,0,0,0,0,0,0,0.191,14.619,1
0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,2.591,1
0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0.29,0.58,0.29,0,1.46,0.87,0,0,0,0,0,0,0,0,0,0,0,3.591,1
0.74,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.609,7.887,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.786,1
0.55,0.29,0.05,0.07,0.87,0.05,0,0,0,0,0,0,0,0,0.05,0.02,0.145,5.108,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,3.23,1
0.94,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.94,0,1.518,1
0.34,0.23,0.23,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.104,8.192,1
0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,2.055,1
0.79,1.59,0.26,0.08,0.88,0.26,0,0,0,0,0,0,0,0,0,0.08,0.254,3.591,1
0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0.88,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.44,0,1.841,1
0,0,1.23,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0.465,2.687,1
0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0.271,2.157,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,1
