@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,9,14,21'

@attribute A1 numeric
@attribute A9 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
366,859,1777,0
2191,1967,203,1
1305,1833,1521,0
127,-1466,-882,0
-434,2143,377,1
1184,158,139,1
-3264,-3376,-393,0
1667,381,149,1
44,93,1222,1
44,-94,1685,1
1398,28,152,1
-631,-428,-1633,0
-587,22,561,0
3078,-3044,2518,0
1133,44,1232,0
64,26,1123,0
1863,-1301,-1682,0
1367,1485,86,1
-83,1647,553,1
304,-173,1099,1
228,167,-277,0
-1273,339,1885,1
-669,819,-2296,0
423,988,3058,1
2137,-2989,283,0
-623,-1023,22,1
38,349,1208,1
54,-761,13,1
679,151,1939,1
68,649,1796,1
806,-784,-13,1
499,309,-2535,0
1436,123,16,1
-1367,-4046,-1934,0
-968,-1125,-1283,1
-629,-383,-206,0
27,1826,712,1
2492,1656,-2308,0
1327,-168,1332,1
972,208,-241,1
-46,-153,286,1
4428,2794,1532,0
841,-231,-127,0
256,-515,32,0
-117,591,-106,1
764,506,-2,1
3008,308,-174,0
418,1116,1439,1
3195,-45,1059,1
-154,2872,1575,0
1075,305,504,1
948,-197,1772,1
577,-3405,-93,0
483,-831,303,1
562,189,156,1
-1446,-2694,-1073,0
-1644,-688,1617,0
45,-458,-785,1
178,72,2985,0
599,929,1188,1
432,929,1171,1
75,72,-191,1
-1635,381,-128,0
572,833,68,1
178,-1378,558,1
-3618,-932,2378,0
1195,359,369,1
1089,-46,-244,1
215,-1962,1484,0
712,-1785,-166,0
-681,128,117,1
-1,-223,-542,0
1749,696,-1433,1
167,216,136,1
1683,2924,2805,0
69,-634,-786,1
-982,647,1818,1
-233,1642,945,1
1266,-419,529,1
3913,587,142,0
-1934,-781,526,0
3394,2764,29,0
578,1066,217,1
-777,-3326,-1768,0
1301,2899,634,1
1507,-3721,-197,0
1263,2972,-196,0
-1094,-1459,109,0
1355,-189,-382,1
-2951,-2,3513,0
4384,-725,-665,0
551,-1164,261,1
-88,2334,1542,1
2381,391,1118,1
-3583,4256,425,0
1053,-363,1744,1
94,1328,-562,1
-95,167,644,1
-331,1615,1546,1
-1212,446,-2294,0
33,278,-2497,0
-2302,34,45,0
2349,-1902,1486,1
-1722,92,716,0
2158,2064,152,1
776,33,-695,0
343,938,-721,1
1188,-688,169,0
1711,2303,987,0
-987,328,359,1
1483,933,1456,1
189,-575,-1723,1
2414,-14,-788,1
1257,-236,2528,1
1105,475,413,1
1993,2354,814,1
859,-78,-4439,0
737,764,2089,1
-3683,-416,-2597,0
-1336,138,217,0
7,4,146,1
-93,1259,-128,0
-1573,-706,-2185,0
332,-2206,-665,0
139,275,1254,1
42,1668,529,1
-398,-1,887,1
1501,98,-165,1
708,3676,-3412,0
425,-964,-1314,1
1066,1852,73,1
-1581,229,-368,0
-1272,1553,-2186,0
-338,1953,1577,1
334,1,1793,1
2868,1181,688,1
-1814,155,-205,0
854,-41,-12,1
-3157,-3129,35,0
491,-4894,-1574,0
1255,1565,977,1
502,1476,55,1
198,-272,-352,0
6073,1908,-3689,0
-1798,-131,-73,0
-96,618,-531,1
-89,-1444,-2215,0
-46,1604,174,0
624,-1512,-244,0
2074,344,12,1
593,408,-72,1
-103,1121,828,1
3475,-1934,-156,0
-215,-39,2045,0
162,131,1515,1
68,-732,953,0
-1266,1546,424,1
1155,-1332,-77,1
-3627,1464,1446,0
-1396,-542,-113,0
205,338,1856,1
958,-2141,201,1
111,-26,809,1
113,2079,1548,1
228,338,598,1
-31,41,-35,1
1473,-1499,-2666,0
