@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R3,16-17,21'

@attribute A3 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
598,-166,578,0
-11,76,638,1
4477,1452,-1402,0
-1182,-296,-972,0
-177,1383,-124,1
2084,634,-78,1
-892,-729,437,1
1239,-282,-83,0
11,-1255,3584,0
-526,1152,1144,1
1932,-1562,-2779,0
377,-1294,679,0
1994,3381,4779,0
1243,-746,241,1
-713,1212,-1355,1
118,1724,211,1
-94,258,-284,1
-4887,2261,391,0
-2343,-1472,-2527,0
1448,-501,589,1
-457,1159,-1133,0
2634,2357,3686,0
512,-923,622,1
-152,4811,282,0
183,1397,-199,1
-1208,2149,-152,0
1041,128,-533,1
2129,2827,-1829,0
867,-187,1186,1
689,1863,982,0
274,1124,-638,1
278,-1566,-151,0
-2004,1425,-1725,0
-331,-1109,891,0
-41,477,794,0
1181,1131,1057,1
687,-1256,-2124,0
848,-1198,263,0
-125,864,4,1
-82,407,73,1
-965,-2345,142,0
-581,837,182,1
2761,-631,876,0
192,-198,162,1
-2341,3571,-539,0
907,-2522,1133,0
2258,615,901,1
1173,1596,1629,1
771,-346,1623,1
1073,-39,-314,1
85,2486,112,1
-1288,149,-347,1
-1542,2229,-1698,0
45,1285,545,1
2096,259,-3437,0
2095,-15,638,1
2442,1459,-194,1
-2928,2022,-23,0
2838,2975,1995,0
-63,-563,1578,1
95,988,407,1
895,3408,-861,0
1698,-868,651,1
1259,1088,-2972,0
214,-468,1151,1
509,-235,2439,1
1264,542,-622,1
547,-138,-106,1
-677,-538,-541,1
-2529,-121,248,0
298,947,228,0
-351,78,-657,0
-34,-203,-2466,0
32,394,-754,1
-1191,64,193,1
-2174,-841,1913,0
1875,-3043,-391,0
1472,3008,-664,0
155,2615,837,0
-984,853,1697,1
1264,226,1446,1
279,886,-709,1
-2044,-68,7,1
3072,-1105,463,0
184,1684,-193,0
-394,27,496,1
1982,372,1303,0
-26,1434,1025,1
848,132,-1152,1
-84,-116,546,1
-82,1037,877,1
2772,661,356,1
1032,2032,11,1
-2946,1923,49,0
197,221,27,1
165,-857,966,1
442,119,1257,1
223,257,1274,1
-63,1068,-417,1
-154,-1724,-1901,0
-3018,4,-3104,0
-853,347,-572,0
2799,2571,-1222,0
3758,-1577,2368,0
-1337,-115,-2714,0
143,795,67,1
-38,-1077,1213,1
2225,1908,-283,1
271,5,88,1
674,1114,-1077,1
2641,736,1787,0
-61,-1996,876,1
306,151,1216,1
-1131,1363,2928,0
-57,1735,1637,1
-558,134,2,0
2055,3317,-77,0
332,764,173,1
3099,-2733,-573,1
878,1761,-254,1
213,-675,-266,1
767,683,1072,1
648,239,639,1
592,2696,-2663,1
363,-248,508,0
972,1003,-235,1
-377,819,-657,1
2355,-4614,818,0
-754,-707,1885,1
-524,-229,-344,1
377,175,-366,1
-549,-2641,3113,0
3409,3732,1806,0
1737,953,3876,0
19,372,1372,1
-642,2771,-3274,0
34,1704,225,1
1127,-1047,61,1
663,-1189,307,1
783,1806,-901,1
-762,-288,-48,1
1605,344,911,1
-1785,1331,-9,1
-1034,-1,825,1
1011,958,-123,1
336,-1621,-729,0
1675,-1735,-2506,0
1493,595,818,1
1,548,219,1
-56,-119,-27,1
-193,2594,416,1
3244,-934,-1919,0
1444,1519,-239,1
-1282,424,2614,1
858,-2177,59,0
-618,-1064,1125,0
-385,-158,1686,1
2904,-38,236,1
257,692,422,0
601,-4618,-1374,0
-195,-74,-282,1
95,818,-589,1
-347,59,-701,0
1693,515,1071,1
333,2688,1847,0
3054,-301,-3205,0
-1058,1154,-179,0
-663,-1069,1376,0
925,-249,-133,0
-1399,-256,-1074,0
1058,-125,163,1
51,1665,-2843,0
521,1409,722,1
-2736,2253,114,0
439,-1436,-4449,0
1753,139,2887,0
2584,-273,197,1
1701,-804,-845,1
774,2525,2054,1
-2067,72,-3941,0
494,89,1914,1
2029,137,-1426,0
-2108,-3644,-1083,0
-1044,-1362,785,1
1829,66,351,0
1517,3768,-1956,0
-385,-574,-192,1
-43,1171,-999,1
226,-76,1455,1
-5,1813,433,0
1779,25,1547,0
2156,1736,-287,0
1234,362,-127,1
-328,-956,1367,1
555,1436,1308,1
-57,1256,-195,0
-1177,141,-446,0
2358,23,-2446,0
-1393,1374,-1142,0
1161,761,-1407,1
368,-58,-168,0
541,1892,-1192,1
3036,-1965,158,0
1264,-1246,2276,0
3453,97,3857,0
-1197,-822,828,0
674,137,742,1
-941,-134,463,0
3643,-172,-157,1
-1252,-931,-476,0
438,862,-278,1
-418,346,1284,0
-1744,-308,3962,0
374,404,279,1
-1224,-3755,142,0
1146,-225,1901,1
2052,-3544,1643,0
1121,276,2859,1
551,186,41,1
-3659,93,203,0
991,-414,-1968,0
2977,1173,-3,0
-505,293,-946,1
-2822,1592,-557,0
-14,1511,974,1
-1717,-5819,765,0
-1631,-27,489,1
-267,-265,-128,0
506,-105,-3412,0
-267,2,2519,0
-993,873,-565,0
-4497,-579,-412,0
-843,-2666,-302,0
2164,-548,1285,1
-949,219,725,1
-7,-522,545,1
523,544,997,0
-1922,1891,-897,0
423,574,1678,1
2485,-1411,844,0
716,1452,825,1
125,-287,2742,1
-576,935,745,1
778,127,336,1
1866,2385,1448,0
-39,706,1398,1
-48,-212,-926,0
24,192,-227,0
1612,-1422,8,0
-462,342,-1,1
242,-1271,-614,1
-976,109,2034,0
979,121,1481,1
412,-364,59,1
-814,88,1063,1
365,-277,2236,0
2514,-151,-766,0
-2545,-852,3572,0
-995,495,-1045,0
74,336,1059,1
-428,1074,-36,1
762,1031,-1949,0
93,705,2237,1
78,156,-307,1
989,467,-478,1
-43,626,41,1
