@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R3-4,12,14,18,21'

@attribute A3 numeric
@attribute A4 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
77,112,-32,-434,1629,1
-459,-3736,-512,717,-1083,0
-151,857,1,-937,-1687,0
994,1881,1119,-376,-1318,1
2098,557,-848,-17,1198,1
504,594,-202,3866,-656,1
837,-312,-1285,-26,1928,0
2864,-1292,1316,-37,-3698,0
1623,-1915,-4284,-2837,584,0
1602,1038,1339,-901,1196,1
-995,611,1673,2293,31,1
883,-1837,1697,2506,-998,1
3823,-1506,2967,-1593,-2576,0
75,1598,-389,67,106,1
207,1749,-848,-26,-454,1
-1635,709,931,599,12,1
3166,152,334,388,-2573,0
448,-2031,-147,-43,818,1
1668,266,-959,2835,579,1
-1497,42,-405,1856,754,1
59,823,-915,1674,1305,1
2069,-1359,-949,673,-1088,1
1173,891,125,-2073,-4769,0
-4109,129,-4759,-1147,-15,0
-182,-1121,-466,1214,-125,1
-1277,-3787,374,-5771,-84,0
-2989,246,-437,552,4024,0
-243,-1917,554,-1816,1323,0
119,-759,-112,39,-836,1
-549,469,2225,-818,-458,1
613,-408,-315,1568,108,1
-95,983,1605,376,199,1
1545,-1082,-61,99,46,1
1286,892,267,2195,1369,1
1107,904,358,644,112,1
999,349,-1853,-273,-1179,0
-706,2182,-2175,-2712,361,1
-4684,-2245,165,1404,1476,0
-441,-1735,-2227,-77,-548,1
341,-1256,-268,-99,294,1
-106,293,12,1395,563,0
269,-375,-65,1598,-606,1
-1078,79,858,-73,-834,1
-868,-317,456,3747,2148,0
1839,1464,2303,18,-376,1
-6186,316,1151,1656,455,0
-186,239,1258,-218,74,1
384,175,1934,1868,1711,1
774,148,493,-365,136,0
-675,-684,-3814,-1132,-1598,0
-2942,349,-989,-3094,-1615,0
637,267,-9,1593,328,1
34,186,-134,1013,69,0
-493,1574,127,-1634,3311,0
-1555,-1321,-624,756,-395,0
1024,-796,-143,-224,1175,0
-397,905,1457,187,1112,1
1925,1231,899,708,1107,1
-2628,-12,-1363,-123,-2304,0
308,162,-84,124,1106,1
-171,693,919,1316,-752,1
1994,-553,-1561,-1636,678,0
1057,666,1791,568,838,1
191,2148,701,2402,-94,1
-149,86,-1309,-39,217,1
-1029,766,378,-558,-2,1
436,209,322,-205,1232,1
1322,686,-64,-404,2538,1
1298,1826,-2901,-3071,1672,0
1865,954,-724,466,-1055,1
1728,48,312,-1281,152,1
-2831,58,617,-458,-2118,0
-41,-1442,1104,-66,46,0
1201,-413,-29,1294,2234,1
-2907,-4926,146,2334,101,0
-1094,739,1834,593,1116,1
-2338,-871,-1007,735,716,0
3587,-1707,-2522,-1446,-965,0
2562,-1304,-37,2797,2522,0
-2557,902,3876,592,-2316,0
-1739,-658,-514,2638,-2622,0
157,-73,1218,1453,1169,1
1002,1575,1032,104,29,1
541,556,424,1582,-916,1
-241,-1232,-854,1009,171,1
1427,509,206,496,-1711,0
-1027,-1104,106,3198,-3948,0
1014,46,-333,1448,954,0
-2092,786,178,2113,1051,1
-869,722,-1267,82,296,1
2065,2749,-255,486,-109,0
-1722,61,2303,444,-218,0
-665,-1217,-932,-281,-599,0
-226,957,985,-4,-806,1
2416,-3962,-305,38,468,0
2384,-295,-2559,-116,2504,0
-699,-3533,302,3759,58,0
616,1538,905,-752,159,1
-953,-129,-951,2168,-2852,0
-7,819,1049,1812,-435,1
1227,-134,1617,-764,1017,1
-106,-3171,-1281,-978,-2176,0
-2994,-525,3814,-633,-736,0
59,1803,873,162,354,1
-1103,455,-193,-7,1252,1
1083,946,-155,1022,-1341,1
-1467,-205,109,6,1243,1
137,1006,-352,-133,-163,1
-1571,-691,-2004,363,-652,0
-767,1983,869,362,-292,0
-1338,2609,-1048,944,-2992,0
576,-509,365,-655,174,1
-3676,-1276,1949,1576,142,0
-336,501,485,358,2185,1
1518,-277,1865,-677,894,0
535,474,665,2435,811,1
142,-409,631,184,1117,1
-35,1353,658,1944,-88,1
-2794,287,1963,-1593,-2103,0
38,694,1039,1269,-597,1
-974,-603,836,-926,-274,0
768,-246,1192,-72,52,1
1468,1059,1471,-488,1553,1
546,1811,-184,211,241,1
-1067,162,817,-502,1352,0
229,-811,882,2575,145,1
-1342,1099,1367,1628,-6,1
2226,1211,1997,-1858,-1762,0
-113,-1755,643,-391,1155,0
-3,489,-2118,2189,2878,0
-3916,2042,-579,2432,-4,0
-1064,107,2285,-211,16,1
-1218,404,41,4003,1689,0
-143,142,1412,-204,-3598,0
4,587,-41,-802,2782,1
583,-1284,-443,-1462,2501,0
2101,1994,1459,66,1289,0
1889,3178,934,1979,147,1
7,-533,169,1106,237,1
-465,-233,1365,2094,1189,1
-54,16,7,1257,413,1
-621,1266,964,1419,824,1
-2805,1492,2637,-2551,-1792,0
1138,111,952,1691,1296,1
478,59,-1136,1101,-1851,1
-1015,834,158,709,-613,0
-441,-18,2315,952,-1295,1
-386,-95,-548,898,-397,0
442,28,915,-207,-1523,1
161,904,-649,2059,-365,1
46,-1565,-338,2086,-1458,0
183,773,-664,1134,173,1
-4338,-2253,-1466,-1761,-2088,0
206,359,-598,1825,2133,1
1607,563,-1019,437,1267,0
-353,546,738,-3,-519,1
-87,1958,3846,-1158,5202,0
973,1965,-1217,-464,-1909,0
775,-2115,-108,-655,-3243,0
1038,-1444,1892,893,2559,1
252,448,-1123,298,1204,1
-4221,964,-14,-279,2172,0
915,2116,48,-16,992,1
764,228,1731,439,171,0
-592,-2763,1367,3,61,0
98,184,406,-299,-539,1
-157,-2161,1023,422,513,0
1589,898,-64,-59,242,1
923,1061,11,586,-381,1
-52,699,-159,-386,4382,0
1118,937,-902,-304,139,0
2294,2217,172,884,-82,1
-2649,-157,-2838,-207,-534,0
-1878,1187,787,-714,3059,0
2119,3558,-32,1357,1837,0
834,1703,488,-273,2087,0
-657,-83,906,799,-91,1
751,519,-199,762,-262,1
2237,-203,-904,2567,-454,0
1222,714,222,48,1599,1
528,2129,207,917,-38,1
-1144,1046,2547,1163,-18,1
-25,-1799,812,553,249,1
4023,-272,1672,-2374,-4215,0
-129,-43,1174,1624,-173,1
-861,1734,2235,-505,692,0
933,1067,656,56,758,0
-2,45,978,-749,-12,1
-407,1756,1603,1022,-81,1
21,1026,1899,849,29,1
-3031,112,-1425,-1426,645,0
2056,2308,-737,-315,827,1
-902,-1653,-43,-3545,-197,0
-921,2228,979,108,497,1
915,716,1951,172,-1167,1
1845,-725,1171,947,973,1
1321,-1032,1304,862,-1046,1
1167,-1314,-1616,-1605,-899,1
1995,-1318,701,2572,-51,0
907,1762,171,1052,1855,1
-6,83,-2694,-746,-2508,0
1716,-2246,-2116,192,-1934,0
1518,-1318,866,-986,1641,0
1172,115,523,-1,-323,1
-298,-254,-264,139,1631,1
1526,3411,-264,-708,1849,1
152,-603,571,43,1302,1
32,1288,506,-188,2048,1
-2828,319,2017,367,-26,0
-1318,-665,1435,-946,-2009,0
279,-428,2161,646,-547,1
1079,1022,-304,-292,-26,1
-203,2864,-1108,-2696,-607,0
-974,1238,1254,-908,2288,1
103,-776,133,381,-1203,1
2941,208,2163,1931,831,0
-321,522,224,1146,1332,0
1401,318,-737,1632,403,1
3555,-77,-731,318,-136,0
78,582,48,929,857,1
-1158,1787,-3445,166,-1011,0
2411,-1216,198,4568,-2815,0
1533,172,-409,972,285,1
772,779,-1164,1554,1193,1
933,1955,1743,174,5,1
1444,1067,1736,-147,-32,1
123,-1729,-338,2497,1212,0
-586,-1826,-366,-167,-3185,0
479,-893,72,-16,558,1
-168,-231,1675,59,1412,0
549,1069,-69,201,1595,1
-422,-2031,-444,1057,-2718,0
-138,-108,89,15,252,0
-249,269,-37,987,-773,1
-1112,2615,-267,84,-103,0
502,3197,-566,-519,682,0
152,128,37,-1399,1378,0
357,56,2696,-75,166,1
-1562,282,-715,-2727,1202,0
-896,-591,1659,-1198,-1329,0
758,2596,-3225,-4442,736,0
-4242,-1769,1187,-2002,-2503,0
1284,-234,-1472,-562,-739,1
-269,-4448,-4256,-898,-4699,0
-317,3084,79,2,5303,0
255,2241,-856,-47,-1214,0
-3444,2892,-163,-2172,-1096,0
419,305,1899,1664,97,1
-362,-134,839,59,-24,0
3037,-641,1419,1029,-1759,0
-1976,-822,-236,-3303,3542,0
-2106,909,2313,2219,109,0
-373,-64,-587,47,-338,1
555,0,163,1578,95,1
-133,2666,2252,-158,-566,1
1002,1403,415,1512,1062,1
48,1148,-42,99,85,1
2183,-581,2854,136,1071,0
297,561,1156,1984,1494,1
104,95,288,316,401,1
315,1271,-321,337,-231,1
-795,1551,-104,1518,1448,1
224,-134,-1961,103,-158,0
2206,2496,-159,538,1889,1
934,273,-1533,-273,-92,0
826,-379,-579,868,-1311,1
2913,189,1078,546,-109,1
-136,-849,-203,1044,-1,1
-3411,-387,721,-2473,2512,0
1347,-409,1749,26,2692,0
2,1882,183,-2345,1875,0
-2632,-232,1767,-784,4155,0
-471,3018,1624,-497,955,0
-2057,-1248,1368,-108,714,0
-979,-579,-197,2165,506,0
-2035,-416,819,1453,578,1
1742,-175,727,-255,22,1
-488,-905,993,919,2165,1
61,-874,2026,-1481,-215,0
-76,247,-4272,-62,-2134,0
2466,-9,6,798,625,1
-22,2114,727,-3075,-4327,0
96,-62,422,-1337,-413,1
521,1702,531,-951,-151,1
-1351,-1167,2353,-16,969,0
79,-105,-1427,216,492,1
-61,274,124,1321,956,1
1368,531,409,-84,-718,0
2174,248,312,448,278,1
1509,-3793,-134,224,408,0
658,-58,19,-275,-432,1
195,-123,2086,553,1105,1
229,1495,2173,171,349,1
-206,895,1832,-1232,-344,1
2646,-3157,449,1232,-2248,0
269,65,14,-2227,1966,1
186,-2622,28,676,-306,0
2578,917,1459,165,2383,0
87,-1434,156,-204,405,1
-664,-3029,812,1415,1627,1
879,1079,1651,-454,1011,0
-1418,-1777,2149,293,-2014,0
323,-2286,-2215,-12,-248,0
2299,-24,-495,849,-1208,1
39,-1747,1102,267,-1138,1
-13,1429,-938,1705,2314,0
-397,104,-856,21,519,1
-188,22,772,3353,85,1
2639,-1262,59,-103,1525,0
-2668,338,-107,2351,1508,0
-2986,-1117,429,1458,1833,0
639,408,-314,1303,0,1
-958,726,352,-3371,-132,0
792,1279,541,-778,414,1
2386,-3,808,739,954,1
-4768,1579,-32,2044,-234,0
26,-924,-2729,917,-1263,0
1408,1124,-118,214,696,0
-2556,1492,-158,167,-792,0
88,713,-367,-233,511,1
-28,-1044,-111,201,-137,1
-173,479,1017,1134,3933,1
435,-414,-702,125,-178,1
-52,1614,1519,-6103,856,0
566,-1247,-121,-2054,2032,0
1188,-236,4,788,179,1
657,137,536,1263,606,1
3662,-961,1491,-1265,3613,0
1181,-304,-156,1072,99,1
1555,1526,-853,-94,1553,1
1052,1419,741,-564,793,1
12,862,-1312,218,219,1
-3764,-2328,97,-2418,823,0
44,103,2227,-1,1904,1
769,2576,-151,2992,-842,1
1326,341,548,-1645,2984,0
-1083,-29,1524,177,4808,0
82,115,298,-2094,-997,0
