@relation ring

@attribute A3 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
-1002,25,-791,0
-359,1003,-2211,0
1514,-6,-2127,0
-1237,-1808,-1131,0
1544,2252,-1224,0
2214,665,2182,0
1811,-5687,-925,0
-543,153,1623,0
-521,-831,-1022,0
21,-1499,-902,0
-86,-45,2154,0
71,-372,688,0
336,-5122,1563,0
-2446,-1566,-3349,0
2349,-211,-348,0
4857,-1231,178,0
398,948,169,0
116,3027,-553,0
1408,486,1007,0
-1082,-299,-1446,0
47,542,3454,0
806,-986,-381,0
2,-245,305,0
2321,-2628,787,0
462,-1774,-21,0
-753,1546,-628,0
1518,846,-1013,0
-1116,-2046,-298,0
-885,235,-306,0
226,1528,429,0
-2473,-4138,-2903,0
-1852,196,1678,0
1668,2054,-1676,0
1229,-3444,1827,0
-196,1613,2958,0
-13,-522,139,0
-655,-1255,-649,0
2284,-1297,-883,0
4,-372,2838,0
-297,-2112,-312,0
-2382,42,1413,0
-1476,-405,2886,0
-2587,169,2711,0
2904,-5187,149,0
1,168,-643,0
-1347,-1195,-894,0
-2009,-3541,-4353,0
-192,1717,2,0
-1807,596,-35,0
1786,1881,689,0
-2942,1309,3513,0
-965,-776,168,0
1566,-3016,235,0
49,-419,196,0
1349,-498,-2968,0
1359,-642,-76,0
333,114,-1215,0
-2288,-143,1729,0
106,-73,-207,0
-2484,-2408,-353,0
-355,-1356,-337,0
87,4085,2681,0
-3079,3123,255,0
-1092,2519,-4851,0
-764,-5426,-1076,0
613,-3057,1149,0
-1758,152,3295,0
35,2816,-716,0
723,131,-917,0
1586,-253,-1417,0
-1314,-1343,-4713,0
-751,5286,-1193,0
-1829,-693,1152,0
1583,-2427,-1145,0
-839,336,-395,0
952,-2072,1661,0
-2504,-917,1379,0
-11,-74,1237,0
-394,1168,204,0
-2285,-557,-887,0
-453,1773,-1576,0
1063,-515,4411,0
-25,-2513,11,0
-854,-14,-332,0
1367,-2109,3626,0
2935,31,-295,0
3095,1944,2564,0
1476,-1281,739,0
-39,203,626,0
1341,-3926,-374,0
-63,-254,-2028,0
-1232,527,2647,0
346,-102,199,0
-302,-1115,2423,0
2932,3176,-66,0
-2106,2972,2233,0
-2556,-185,-3747,0
1737,1314,-151,0
-3631,4994,-2224,0
-1545,-1309,-643,0
-777,-1442,-1146,0
638,-1222,2689,0
-1878,-116,2148,0
-2073,-2386,-3682,0
-1611,-4336,-175,0
-197,-2085,33,0
-749,927,1892,0
-5214,-347,-3035,0
-2649,-94,633,0
