@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R7-8,13-14,21'

@attribute A7 numeric
@attribute A8 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
2655,-366,-117,-2694,0
2641,105,2459,-1611,1
2086,74,-734,-1066,1
-882,1158,-134,-1822,0
2522,2787,-486,-3639,0
1632,275,-1295,2962,1
-397,-138,-215,-505,0
484,-278,1832,3242,1
-868,-27,-572,-2203,1
882,1384,656,2906,0
541,-498,2235,38,0
-2,101,833,746,1
-1805,-4748,-1207,-2987,0
41,671,272,2038,1
-48,23,2061,99,1
13,-1544,-157,-335,0
3088,2809,-2602,-1794,0
-212,-353,156,-222,1
1207,-31,-579,283,1
3504,-2831,122,371,0
-908,1193,651,232,1
-835,-58,244,-357,1
-33,-67,-245,329,1
203,-1238,269,1075,0
-278,3219,-27,16,1
425,-1293,2408,398,0
2099,1501,2131,3189,0
-797,634,2322,3,1
-3006,-188,-212,-3722,0
-148,934,-1324,542,0
-1472,1651,322,472,1
108,-948,1178,-1383,1
1885,-136,-411,855,1
212,478,-24,-2,1
-1396,111,-618,528,1
846,1639,-93,-2362,0
702,658,-47,395,1
214,2781,-3851,3186,0
92,171,1968,1568,0
-2295,1438,-1482,-2176,0
-285,505,-4589,3125,0
24,73,-212,73,1
-668,-174,-2326,-1262,0
781,2265,-332,1708,0
329,-77,-1163,1018,1
1193,265,1194,27,1
1315,1161,11,815,1
128,-934,-86,-903,0
-104,2507,432,354,0
1828,1487,477,531,1
3,796,1061,1329,1
817,342,31,4277,0
31,-2036,893,-3869,0
-117,368,1782,1536,1
248,937,542,933,1
-2605,983,1073,-2126,0
-8,-19,112,-1298,1
1603,322,75,197,1
-1485,844,-6,31,0
-868,563,15,-313,1
-364,156,-2057,-66,0
79,1113,402,-8,1
-998,147,719,1462,1
-919,1838,31,802,0
-1119,1417,1697,39,0
71,3254,3284,142,0
1725,584,115,715,1
-736,-764,-302,-62,1
3973,-2172,3096,-1103,0
-1383,1663,1705,746,0
-365,55,-96,-68,1
1378,176,505,-858,1
-894,-1787,2094,-623,1
2425,3149,149,-28,0
575,616,-108,106,1
1582,236,76,-683,1
-9,386,-687,101,1
-589,428,493,295,0
-583,-4165,-1928,-1461,0
-653,58,32,1001,1
979,-724,2664,-2535,0
2227,-5,-2926,3561,0
377,738,1123,-1076,1
-1032,3912,-72,-2664,0
482,384,937,932,1
4652,69,-1473,515,0
1289,-2816,-192,-1731,0
-589,-85,-3542,1226,0
839,2649,1376,1159,1
165,2177,-2115,104,1
-428,514,-1141,378,1
2827,-2848,-266,-565,0
-112,-2097,2919,-2042,0
-194,2086,-189,-323,0
1587,-643,-1498,817,1
-1282,454,1291,369,1
-8,61,-72,1305,1
-292,1661,93,-1301,0
2361,128,524,1539,1
-2096,885,-323,108,0
-147,1238,-409,-98,0
-76,12,-141,-2525,0
-129,-2096,-1723,-1147,0
-1472,-1189,-666,2178,0
289,855,1486,506,1
932,-343,55,-1109,1
-901,187,349,1042,0
256,312,361,55,1
2038,-362,-1313,3823,0
1246,441,1396,-243,1
959,3426,-1451,1056,1
1432,-392,-495,-407,1
2858,-161,498,1569,0
184,-234,1057,-1725,1
-2505,-1309,-2802,735,0
-4302,616,-3491,2354,0
-13,-442,1175,279,1
5,-1104,537,716,0
22,433,-953,-56,1
-1209,-946,1244,4853,0
184,812,1495,-1324,1
-258,12,-1877,54,0
-2111,2421,-1592,-1092,0
2296,-855,2093,205,1
85,246,-263,-391,1
314,-1659,-133,-315,1
965,-292,33,1344,1
1038,-443,836,814,1
753,-1007,823,-319,1
1052,-56,279,1055,1
-528,-446,-382,681,1
1745,-256,552,-573,0
221,77,-482,4809,0
-3672,-2993,-2798,3044,0
-1128,188,2416,56,1
-136,2795,-329,391,0
-176,64,-6,132,1
-1685,-115,348,-2195,0
-419,58,1341,594,1
46,229,644,1715,1
1512,1793,-762,-1658,1
79,25,398,496,1
348,-128,671,1697,1
1843,1101,-117,-711,0
956,-21,-1322,-1236,1
-1667,1077,-374,176,0
166,-1374,98,4121,0
928,-54,1141,369,1
-1248,-3182,3631,225,0
1643,351,1,1083,1
-692,2966,2642,99,0
171,-322,-1937,-1367,0
264,235,772,1941,1
622,-1115,1876,-3877,0
1572,1649,107,-156,1
-54,-396,-424,97,1
116,702,2125,155,1
443,2287,2978,-121,0
-2362,1404,-562,2298,0
1307,-96,1543,-125,1
-584,168,2841,1799,1
-1595,546,2323,3621,0
-3823,2094,1438,-3663,0
-759,-105,-602,3273,0
925,-396,1167,-162,0
1659,-871,1829,124,1
-348,182,2984,-633,0
585,231,748,2565,1
757,-626,2401,-141,0
1597,-1826,-121,-226,0
636,-476,834,1349,1
-92,-1776,-938,-277,0
-169,1,914,-344,0
94,-21,174,575,1
261,-342,747,-347,1
-241,2206,-892,-199,1
-1392,109,1541,2014,1
139,-1388,-468,-1139,0
79,1686,945,-601,1
1302,1899,316,91,1
589,677,-499,1316,1
1341,3116,2552,169,1
-409,48,-694,1127,1
199,-1633,2333,1727,0
449,1212,-1092,1103,1
2384,539,1067,1929,1
991,-1734,-1119,-1096,0
1669,1557,2024,-597,1
2021,128,-901,48,1
-83,-3253,-3395,11,0
-1598,-254,1559,626,0
-174,826,299,-59,1
825,1539,-146,521,0
48,1459,1488,842,0
-1519,157,2555,-416,0
336,1974,1326,414,1
1756,1037,2589,489,1
392,-8,212,-662,1
1351,5006,13,-1276,0
-3761,-516,2137,-3775,0
-2037,2008,-1003,1776,0
-1885,-163,1562,252,0
253,462,699,883,1
141,642,35,1114,0
842,-799,-675,511,1
-2795,2785,577,-77,0
117,-81,376,-1684,0
1456,326,1337,786,1
3082,-151,2958,358,0
135,204,517,1352,1
408,-74,1631,1578,1
-56,2044,-356,-546,0
-296,1245,192,-1048,0
-1662,-2014,-1454,-1172,0
576,29,1311,593,1
-913,161,-556,1137,1
-84,968,1081,-41,1
-285,-135,-641,3274,0
-2543,911,-633,527,0
1872,2,299,242,1
193,-1023,402,-555,0
-888,-977,2233,-817,0
503,1186,515,756,1
2519,951,-11,-2309,0
7,1628,146,748,1
479,-756,866,1311,1
-834,-1707,1015,698,0
-712,-1418,3054,449,0
29,2884,926,-1127,0
1229,-8,1078,641,1
-4894,-1839,-1177,3053,0
-3697,92,-1422,68,0
554,-73,-696,-2,1
-173,-929,-128,1877,1
-1291,1096,702,-417,0
-2263,-1861,96,-145,1
-1107,-1585,-4379,-2468,0
1603,111,-69,-153,1
1739,3325,1506,-2373,0
-497,-102,-768,1951,1
1907,-458,162,-881,1
-724,1536,1893,1435,1
1792,383,515,312,0
447,-1611,4,309,0
694,1226,-505,-689,1
1104,-322,-193,-285,1
849,157,2065,-3066,0
-3186,448,714,182,0
-531,861,677,-136,1
-1779,27,1038,-1056,0
-1378,-1856,1646,-84,0
81,-417,-196,1071,1
88,215,2269,377,1
-1546,2031,4837,-117,0
83,1348,1117,2755,1
-2754,2769,2602,-228,0
2804,712,88,1503,0
725,-16,-1241,242,1
-413,-303,78,-258,0
957,975,779,-405,0
2594,214,2347,1135,1
-4262,914,-726,1409,0
-3278,932,-2791,1665,0
-2751,-2321,1281,-419,0
448,-498,196,2217,1
1518,1637,568,575,1
-476,-1452,987,1849,1
-1028,1914,-2035,2201,0
-54,1602,602,-1146,1
563,201,-2524,46,0
-523,-567,-1543,936,0
