@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R3,8-9,14,18,21'

@attribute A3 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
598,-2642,1578,1081,1664,0
-11,-682,2188,951,51,1
4477,672,1193,179,-2894,0
-1182,-2936,-1105,-1267,114,0
-177,1369,461,1285,-1022,1
2084,614,106,1316,1104,1
-892,-288,2006,902,-156,1
1239,-162,1399,-322,1108,0
11,506,4428,275,361,0
-526,1257,84,213,2801,1
1932,-3455,5762,-3381,2788,0
377,-176,4247,68,-2423,0
1994,1283,-2815,-3142,-3182,0
1243,623,735,711,-68,1
-713,922,-1176,-1034,1601,1
118,11,1893,698,-572,1
-94,426,1882,564,316,1
-4887,486,-131,-201,-1116,0
-2343,116,-2418,57,-3421,0
1448,878,174,-204,1551,1
-457,1342,316,-95,-1736,0
2634,-89,558,-32,-2108,0
512,147,1113,2778,-358,1
-152,221,-1557,193,1572,0
183,-596,-231,-639,-571,1
-1208,221,1718,-2355,739,0
1041,-642,143,1308,398,1
2129,-3792,-1078,-2525,-2859,0
867,-44,484,141,1154,1
689,-2584,976,531,1684,0
274,2,-839,1073,-85,1
278,2875,-2348,-1184,-1347,0
-2004,-804,1042,-2452,-2137,0
-331,325,1146,-78,848,0
-41,2115,-3203,858,-3583,0
1181,78,1735,944,288,1
687,-2537,-2137,44,1519,0
848,-3595,148,-331,-926,0
-125,343,434,362,828,1
-82,-1195,226,-238,347,1
-965,-1036,1675,-377,-1603,0
-581,-1003,3104,2225,-158,1
2761,-3201,1922,6031,962,0
192,723,836,1402,-38,1
-2341,2404,1394,-1386,-265,0
907,-263,-2206,-2301,-18,0
2258,345,888,-369,1854,1
1173,591,634,2098,1165,1
771,-904,-89,1502,-366,1
1073,592,-74,-466,-1065,1
85,-685,376,-163,73,1
-1288,2006,1287,-2012,-4,1
-1542,-1644,49,745,1886,0
45,707,256,-1412,343,1
2096,-406,445,-3253,129,0
2095,1503,1619,898,-582,1
2442,-774,75,-34,-566,1
-2928,-389,-1079,1999,337,0
2838,727,2899,192,127,0
-63,221,1035,1381,1047,1
95,194,581,1618,2142,1
895,1036,2624,-1214,-1446,0
1698,1541,1671,1294,977,1
1259,1649,-876,2749,1497,0
214,2027,-375,1167,1454,1
509,31,-942,359,1286,1
1264,-881,185,-746,79,1
547,-667,26,71,398,1
-677,-955,1294,1974,734,1
-2529,-205,-2742,49,-2819,0
298,655,2744,-1359,-1834,0
-351,177,-3498,-651,93,0
-34,2381,1559,1593,922,0
32,684,93,-487,1072,1
-1191,609,-57,-449,-124,1
-2174,221,-808,-48,2026,0
1875,-31,839,2831,1232,0
1472,1133,1214,48,1481,0
155,66,-478,1442,-382,0
-984,-195,-816,-102,385,1
1264,1856,-544,-386,195,1
279,158,129,1124,1889,1
-2044,1665,414,1209,1359,1
3072,-1312,-728,-854,-1905,0
184,-4618,98,562,272,0
-394,539,59,1128,-859,1
1982,-191,784,-2013,1007,0
-26,1512,1,-843,1698,1
848,1599,-305,1253,1281,1
-84,-447,2379,-1299,978,1
-82,3338,-374,-195,1071,1
2772,156,1857,1333,1673,1
1032,2493,194,3,624,1
-2946,-1462,68,-87,241,0
197,193,-8,2019,68,1
165,1292,-127,609,71,1
442,1877,272,1234,324,1
223,1028,-1293,-954,2046,1
-63,571,24,-146,-182,1
-154,508,-13,709,-265,0
-3018,132,951,133,-1934,0
-853,-284,-1425,1326,-11,0
2799,-1759,1543,1802,3406,0
3758,-111,-2692,1937,63,0
-1337,98,-733,919,-73,0
143,2153,-1454,-272,986,1
-38,758,1538,-859,-1606,1
2225,1364,-1405,3166,-771,1
271,1829,1725,679,2373,1
674,-297,168,-557,142,1
2641,114,-1571,-4914,-4824,0
-61,314,1154,-391,1688,1
306,-891,647,39,-334,1
-1131,-2283,617,623,572,0
-57,688,512,-885,-187,1
-558,2248,-607,-26,99,0
2055,-4315,-3913,5626,1197,0
332,1738,107,1471,-63,1
3099,-832,-12,744,88,1
878,27,92,168,236,1
213,181,-34,1198,-982,1
767,-129,715,1452,1218,1
648,743,73,489,726,1
592,168,381,1463,62,1
363,6357,-308,-527,-3308,0
972,2138,414,1019,267,1
-377,1251,2046,835,697,1
2355,-184,93,1646,-2742,0
-754,2836,1528,68,863,1
-524,407,-289,-158,-1506,1
377,751,6,-616,-755,1
-549,-2235,-2002,-174,1779,0
3409,-1138,-297,3815,-2287,0
1737,2648,-2065,-567,-2482,0
19,-372,-11,-86,-269,1
-642,247,-148,738,-274,0
34,-905,-81,464,-28,1
1127,-305,-756,-1299,141,1
663,471,1996,-1125,121,1
783,207,1785,-1558,-59,1
-762,-67,836,644,-97,1
1605,67,-1175,1584,179,1
-1785,-49,-1825,602,-628,1
-1034,1245,131,-432,1218,1
1011,-1475,1066,177,24,1
336,-1117,-2524,2458,2841,0
1675,963,1821,-639,-1258,0
1493,774,202,407,1311,1
1,775,1934,409,1126,1
-56,-1149,422,-1203,-185,1
-193,-395,-1179,317,-204,1
3244,175,348,-97,-2,0
1444,-241,2028,661,215,1
-1282,398,-21,1308,-13,1
858,-404,-6905,-1266,-1552,0
-618,-98,115,-412,-3145,0
-385,-744,-1,-266,1298,1
2904,12,778,281,2081,1
257,1698,1195,-201,576,0
601,-888,258,214,29,0
