@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,4,16,21'

@attribute A1 numeric
@attribute A4 numeric
@attribute A16 numeric
@attribute Class {0,1}

@data
947,-449,1008,1
-258,6469,-1953,0
-945,-654,98,0
-828,-3182,-2008,0
4938,-392,1467,0
1263,1203,-89,1
-93,-2165,1489,0
-1058,1244,-148,1
54,51,-96,1
-2323,-3387,-916,0
-2544,619,-541,0
692,514,-1378,1
1995,-1066,398,0
1222,1954,3814,0
2787,3112,-3856,0
4,-18,-31,0
1132,-107,-49,1
-356,5,14,1
1746,2254,39,1
2345,534,1098,1
955,2078,-323,1
1018,936,869,1
-5182,-194,-1753,0
-75,779,97,1
2549,-1015,72,1
731,173,-18,1
-1077,-1103,1263,1
-572,1344,-582,0
-1274,-2109,-19,0
965,1274,817,1
-1709,1007,534,0
1686,1131,2167,1
352,956,764,1
1616,-1379,-406,1
-2393,92,-3162,0
448,-1343,-1514,0
1908,824,62,0
-1976,3471,3691,0
1259,2364,-667,1
894,-2455,-1533,0
1818,1311,538,1
757,916,359,0
-3584,1749,-4485,0
848,-326,397,1
2357,2288,-474,1
735,-622,-91,1
3065,891,-2525,0
-1096,873,1156,1
4,306,-1934,1
-908,126,-192,1
2222,288,-217,1
1257,1659,47,1
-1959,1,-833,1
842,-213,-386,1
-3449,-2974,1844,0
-439,-17,-526,1
594,2107,-181,1
342,14,726,1
-1242,1717,121,1
-628,-2271,56,0
1306,215,567,1
597,279,611,1
-693,166,-997,1
1226,-467,-1944,0
1884,1706,96,0
-258,303,-452,0
-1298,598,98,1
619,211,-591,1
74,1168,89,1
1787,-967,-3224,0
876,208,933,0
796,1006,2015,1
5935,-188,3011,0
493,-179,1323,1
-3241,77,-686,0
-483,277,-659,1
321,626,-872,1
-223,1668,254,1
-149,2118,-95,1
-1825,-779,1419,1
-308,1332,588,1
168,2264,-3599,0
1628,439,404,1
-33,-4874,-2742,0
-1454,-778,-832,1
57,1776,-141,0
-969,942,11,1
46,586,596,0
921,-122,1112,0
-2636,1311,141,0
-1672,-864,273,0
-2542,1466,-5,0
597,-3215,1635,0
-2586,-2173,339,0
1873,-2169,558,1
-222,227,91,1
-789,1725,579,0
-1482,626,709,1
-1753,199,-1226,0
-1004,1743,-521,1
-308,-23,-947,0
191,-2571,2517,0
85,102,814,1
605,2453,-1164,0
137,689,-384,1
-3409,-1694,356,0
942,1558,534,1
2738,-196,1656,0
