@relation ring

@attribute A1 numeric
@attribute A4 numeric
@attribute A16 numeric
@attribute Class {0,1}

@data
-33,-3174,3783,0
-392,2358,-314,0
886,708,2936,0
-783,-66,-497,0
846,-2488,1469,0
-1222,342,824,0
2,-1574,-266,0
102,-668,-3823,0
3719,-1112,204,0
1083,-2523,-1812,0
2869,2663,-2269,0
282,44,-292,0
1516,1274,-1302,0
2588,-68,-82,0
257,-2494,-3428,0
-4928,-3367,-837,0
-1147,587,234,0
2492,-4275,927,0
18,1608,1316,0
-4474,1592,2281,0
-3767,659,-2236,0
-636,688,114,0
601,3155,-48,0
58,-1293,53,0
-92,1211,1963,0
671,1703,-54,0
-12,71,1065,0
-283,-2186,-1158,0
-2599,-377,1974,0
1433,-362,-2666,0
-84,3122,473,0
-7,895,803,0
2566,-926,641,0
2795,417,454,0
2748,-698,1141,0
-1966,-2201,1759,0
4384,1532,-649,0
-2774,3948,284,0
-2743,33,4994,0
-824,254,-1002,0
-339,-154,461,0
1531,612,1945,0
-2994,-285,-1622,0
-603,-1236,158,0
1876,3293,-2106,0
3665,-3273,1658,0
2997,-2648,-682,0
-1624,3002,2615,0
-1555,617,-544,0
-796,51,1126,0
-2535,957,-1049,0
2731,-2818,-1299,0
215,-2006,-301,0
-3397,527,-812,0
-372,-1092,153,0
-324,2172,-134,0
2995,-4255,4215,0
64,-7,92,0
-38,-2352,1131,0
1883,153,-2437,0
-3274,-1166,-1435,0
-559,-4604,-232,0
-892,-1402,1128,0
-4605,-22,1222,0
-2088,1517,-426,0
-305,185,-767,0
-4059,415,2777,0
-303,-78,536,0
62,2204,324,0
241,473,328,0
97,437,3932,0
697,2159,-277,0
1404,-3267,703,0
-1064,2547,-2681,0
-322,1348,304,0
-4187,-701,-1593,0
-567,-438,-368,0
-307,-393,1688,0
237,3428,242,0
1638,-993,2423,0
2027,1582,1166,0
-1089,1289,74,0
-1244,48,-2809,0
-288,222,88,0
-39,-1053,268,0
-761,1292,314,0
-56,-265,2974,0
1548,-336,2385,0
-1874,1036,2793,0
1718,229,-1045,0
582,-894,-144,0
874,-1813,-1406,0
-2838,-331,-155,0
414,-185,-1698,0
38,3362,-522,0
-42,99,579,0
-3617,1121,-1049,0
1595,3044,-1104,0
1233,-3962,44,0
-1186,12,1822,0
-1753,306,143,0
2233,-1814,1282,0
-1011,945,389,0
3945,3374,-3158,0
-1336,338,-3751,0
16,3644,-975,0
-2951,32,-594,0
-2389,1038,65,0
-2797,-138,3084,0
365,1557,-5421,0
26,152,-2127,0
978,-752,1834,0
-44,117,-2647,0
-768,3014,-909,0
226,-328,-1072,0
4482,-2256,-485,0
-2799,-604,1447,0
375,3495,-3132,0
1491,-222,-1555,0
2039,-1548,-4146,0
-937,-2553,4466,0
-2004,1034,726,0
1983,-2244,-23,0
-661,-1705,-777,0
2214,-619,2648,0
-1488,-598,1485,0
2924,-158,-1879,0
-1274,-88,-631,0
-1737,1443,2063,0
3279,2506,111,0
371,-3243,1675,0
2563,-2023,2122,0
-552,2506,239,0
792,66,-2438,0
3175,-273,654,0
2829,-223,2064,0
366,-1283,-2011,0
387,-1765,678,0
1021,-811,-1061,0
1029,2868,-1822,0
556,-75,-298,0
-298,-2245,4033,0
-858,552,16,0
-919,1657,-1301,0
-2096,462,-636,0
-385,2024,1667,0
-629,-833,973,0
-2812,1875,-1098,0
-181,-1027,1329,0
-1925,293,1811,0
1795,-1031,-766,0
-3499,28,1898,0
2372,1455,1676,0
-1447,1704,-1735,0
32,2869,196,0
-2644,403,1363,0
-605,885,2146,0
1816,-435,3058,0
904,-2072,-2473,0
1552,-383,-2086,0
-1474,-4454,-442,0
-2484,-255,-636,0
-1202,3966,2229,0
61,-984,1874,0
249,-2451,1717,0
639,3746,2318,0
1949,-1123,-3722,0
