@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R4-5,14,17,21'

@attribute A4 numeric
@attribute A5 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
-1743,2003,474,-336,1
2445,-1016,195,-1711,0
62,-2109,994,-1288,0
-2662,-2081,-1347,-48,0
-122,88,-1046,-3832,0
1136,-249,163,151,1
-2044,3824,-657,-962,0
-85,959,887,1172,1
2448,-1195,1689,2078,0
2506,-24,-206,59,0
-758,-216,-788,-68,1
916,-268,692,-125,1
153,-966,214,-1982,1
998,539,2961,-3465,0
-274,346,-2387,-1118,0
715,-2045,-1057,1046,0
-396,-1069,219,1808,1
1048,1881,424,1753,1
345,223,135,284,1
1793,1113,2039,78,1
2159,-162,798,1041,0
1724,892,536,-432,1
-512,3026,-894,1224,0
-208,15,34,-225,1
1164,839,-311,-258,1
-1958,155,1217,-274,0
-288,-1915,-5,-2331,0
1613,-302,75,-923,0
-3342,-3177,-3742,-1811,0
-1972,813,-2215,2833,0
362,-1131,628,-36,0
-1221,165,-2125,-1486,0
-1222,1449,-1215,569,1
1069,-269,-1056,-822,1
1006,537,1746,-6,0
187,1831,495,-401,1
4648,-136,-83,86,0
-198,2958,111,116,0
1026,843,742,2305,1
626,-22,1924,-23,1
176,622,201,-925,1
1337,1594,826,-162,1
1103,-111,12,1223,1
-4577,1887,-153,4456,0
1405,1148,-105,24,1
117,1158,923,-1897,1
1107,-352,-2696,35,0
-512,1188,-259,2621,0
1043,-511,-1,977,1
-38,-1066,-258,1245,1
599,-1971,1251,816,1
281,2292,3521,2069,0
1319,221,1952,2025,1
-192,1848,-3152,719,0
1311,-2332,1508,-145,0
586,1555,425,1642,1
-94,-2545,528,19,0
22,1652,-121,2968,1
-1236,704,-1948,2162,0
-845,311,51,-284,1
-22,662,1953,427,1
-8,-646,-3894,3223,0
1528,-491,-5297,-613,0
1316,1723,1456,92,1
-2981,-494,139,-2101,0
-3038,1101,-927,-13,0
1002,2897,3412,157,0
2919,2084,3725,1322,0
2283,1066,6,1052,1
645,81,1712,2527,1
2619,602,1268,-512,0
-279,2558,-74,649,1
141,29,-1076,174,0
531,2486,332,-18,1
285,3296,889,178,0
-1738,824,-3278,-244,0
263,1737,-166,2825,0
-5042,-246,-925,-668,0
18,-736,-2237,-2905,0
-638,-315,1676,2383,1
1178,-1,1984,2655,1
457,-2003,-517,-503,1
-1515,51,934,-4697,0
4702,-4448,-1812,56,0
1585,-706,429,-419,1
1312,1054,497,-384,0
858,1,52,65,1
1869,-2092,1928,1472,0
3651,-3092,-1659,2178,0
67,2038,2045,2374,0
631,-943,23,1288,1
1859,14,-2184,1926,0
-2398,3513,1085,-869,1
-694,605,1106,-5,1
738,141,1349,-601,1
241,6,-844,1536,1
-2055,1616,-577,-804,0
-813,-831,1364,-279,0
-1206,-52,24,1326,1
784,409,-99,306,1
-2081,-1275,1169,-31,0
-1681,144,844,-268,1
-236,-2153,-545,-155,1
-1903,-87,-439,946,0
-2582,108,17,-2317,0
2172,1542,1663,779,1
3759,-1287,-3275,-1746,0
2135,-3761,1503,-1,0
1303,812,-1057,89,1
3541,166,-5005,1776,0
-1057,-145,-1647,2821,0
4959,992,-359,1388,0
-1189,396,31,3,1
-759,614,-2412,-1411,0
-2493,1514,-504,195,0
-72,538,646,471,1
1698,-108,336,294,1
801,5037,3462,465,0
-1244,-1508,869,1357,0
1332,13,-186,-372,1
195,-4629,1677,-39,0
809,136,1061,-1413,1
646,2487,-3429,6,0
-598,-99,-4454,-1155,0
2621,2018,406,43,1
1364,-732,-1562,-1385,0
-341,-2105,-2195,1159,0
-2302,-136,-4997,478,0
-1309,-42,-594,1556,0
1722,696,42,-809,1
714,2344,1429,1616,0
-828,1452,56,-387,1
2685,-552,-268,2628,1
729,1125,1813,-808,1
917,452,29,-981,0
-754,2587,1887,-289,1
1439,-564,-379,-1187,1
1688,2421,277,509,1
1049,1085,1192,248,1
1336,833,-3,196,1
1025,1361,413,102,1
2873,2258,486,1126,1
4626,-1514,-996,748,0
-244,-1277,676,196,0
4114,688,-1592,1031,0
-241,1197,-1071,1382,1
872,-1563,464,2585,0
1067,103,-228,393,1
-1694,-31,902,-2718,0
1495,1475,1075,1322,1
-55,1763,-1282,5567,0
-752,-482,2601,546,0
171,-95,4041,-22,0
