@relation penbased

@attribute At5 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,0,94,100,0
0,23,100,58,0
16,46,98,48,0
0,17,100,68,0
0,32,92,64,0
0,0,100,85,0
0,22,100,68,0
54,66,68,16,0
19,30,100,67,0
0,0,100,91,0
46,62,78,31,0
10,26,100,67,0
78,100,42,8,0
9,57,100,45,0
0,18,100,76,0
8,35,89,33,0
42,41,73,37,0
19,100,0,76,0
20,19,100,69,0
8,31,100,56,0
0,0,100,85,0
0,43,96,38,0
12,11,100,77,0
12,35,91,42,0
0,21,100,64,0
0,18,100,79,0
17,25,96,62,0
6,0,77,100,0
0,10,100,96,0
0,29,100,74,0
19,0,81,100,0
41,58,70,29,0
21,47,90,42,0
8,44,92,38,0
12,29,100,64,0
25,43,86,41,0
6,30,100,57,0
19,30,83,39,0
19,37,97,48,0
73,90,43,11,0
18,45,93,40,0
0,14,100,70,0
39,54,74,29,0
0,0,100,92,0
26,7,60,100,0
0,16,100,83,0
38,55,82,42,0
0,15,90,100,0
8,58,73,20,0
0,18,100,72,0
4,28,100,55,0
22,44,93,47,0
0,0,100,80,0
0,13,100,65,0
70,70,65,27,0
0,7,100,85,0
0,20,100,87,0
13,0,91,100,0
0,29,100,72,0
0,0,100,89,0
13,28,100,62,0
20,31,99,61,0
12,33,94,46,0
44,75,58,11,0
0,0,100,94,0
41,50,78,37,0
0,12,100,94,0
0,27,100,66,0
0,0,100,96,0
16,40,92,44,0
0,21,100,94,0
5,38,85,27,0
43,57,92,51,0
38,66,81,35,0
26,50,82,32,0
0,0,100,86,0
0,35,100,51,0
42,100,30,49,0
0,26,100,61,0
8,31,100,55,0
4,29,100,60,0
2,8,100,82,0
5,28,100,56,0
0,26,100,61,0
5,0,95,100,0
39,43,83,37,0
39,63,75,30,0
0,0,100,100,0
2,19,100,95,0
6,30,100,58,0
7,33,95,49,0
0,9,100,88,0
11,14,100,61,0
22,45,100,47,0
28,38,86,43,0
0,14,100,90,0
0,19,100,60,0
26,48,88,44,0
1,0,100,97,0
0,7,100,83,0
0,18,100,84,0
0,18,100,83,0
16,0,99,100,0
27,19,41,80,0
14,27,100,64,0
9,0,78,100,0
0,10,100,89,0
23,0,100,91,0
40,61,72,26,0
11,36,99,50,0
0,18,100,83,0
0,12,100,77,0
0,34,100,59,0
11,57,56,2,0
0,22,100,68,0
29,66,64,17,0
2,23,100,67,0
1,28,100,56,0
0,15,100,71,0
66,71,59,12,0
0,26,100,63,0
11,30,100,63,0
4,29,100,62,0
47,50,73,28,0
45,73,67,24,0
0,0,88,100,0
0,10,100,61,0
34,58,81,34,0
0,4,100,94,0
0,0,95,100,0
39,49,79,32,0
20,37,78,29,0
0,1,100,67,0
4,24,100,64,0
13,30,98,59,0
35,46,96,58,0
11,43,89,36,0
51,57,63,20,0
40,54,71,21,0
33,0,100,96,0
1,100,100,81,0
63,100,52,13,0
0,22,100,75,0
0,24,100,74,0
42,49,76,31,0
44,62,73,26,0
22,46,87,39,0
0,0,94,100,0
23,32,93,54,0
19,29,100,67,0
31,40,85,42,0
40,53,79,31,0
17,38,85,36,0
3,27,100,62,0
14,33,96,49,0
16,57,75,9,0
6,22,100,71,0
0,3,92,100,0
0,16,100,74,0
39,61,70,22,0
24,48,100,59,0
66,100,45,6,0
0,6,100,86,0
40,66,81,31,0
0,4,100,70,0
1,16,100,79,0
16,57,76,20,0
8,27,100,60,0
0,32,100,55,0
0,0,77,100,0
27,39,84,37,0
11,22,95,55,0
13,22,100,73,0
20,30,89,49,0
2,27,100,66,0
0,20,100,76,0
0,5,100,89,0
44,64,68,25,0
21,35,100,62,0
0,23,100,82,0
0,21,100,55,0
13,44,91,41,0
0,20,100,93,0
35,45,77,37,0
0,18,100,92,0
22,46,83,30,0
0,30,100,55,0
0,0,97,100,0
0,19,100,60,0
0,0,86,100,0
16,34,100,56,0
22,40,83,37,0
0,24,100,77,0
0,25,100,81,0
36,52,81,32,0
23,41,85,39,0
37,68,65,18,0
14,53,100,49,0
62,68,71,27,0
22,35,78,34,0
0,27,100,55,0
0,0,96,100,0
32,42,82,38,0
15,18,100,74,0
12,39,97,48,0
43,28,31,70,0
0,0,92,100,0
12,0,78,94,0
34,34,90,55,0
52,75,62,30,0
24,55,82,30,0
17,40,91,37,0
0,22,100,70,0
0,37,86,28,0
49,27,35,76,0
0,28,100,68,0
31,56,76,26,0
0,0,100,66,0
0,19,100,92,0
0,27,100,54,0
0,0,88,100,0
26,42,86,42,0
0,27,100,68,0
0,0,91,100,0
10,31,93,42,0
0,6,100,89,0
10,23,100,75,0
10,0,82,100,0
5,24,100,60,0
18,11,100,79,0
51,72,55,0,0
9,44,100,48,0
14,23,98,62,0
42,56,80,36,0
10,0,100,66,0
0,11,100,63,0
14,85,77,47,0
0,26,100,60,0
0,31,100,45,0
11,41,97,49,0
0,0,100,97,0
0,1,100,88,0
21,30,99,63,0
0,23,100,83,0
33,38,82,38,0
25,35,90,50,0
5,0,85,100,0
0,16,100,74,0
0,0,97,100,0
5,29,100,68,0
40,44,81,40,0
15,41,91,39,0
31,60,72,24,0
6,34,92,35,0
0,24,100,89,0
0,0,100,91,0
15,31,96,53,0
13,36,96,48,0
0,65,61,57,0
4,32,96,43,0
0,29,100,59,0
0,0,100,83,0
38,55,75,31,0
7,26,99,49,0
2,10,100,74,0
0,0,100,91,0
0,0,91,100,0
16,29,94,52,0
15,56,68,14,0
0,0,100,100,0
0,14,100,62,0
25,50,82,28,0
2,20,100,80,0
0,22,100,86,0
23,0,69,100,0
26,5,100,76,0
8,32,100,59,0
0,26,100,71,0
17,43,100,58,0
39,54,89,47,0
11,44,100,54,0
0,0,100,95,0
1,6,100,80,0
0,16,100,69,0
0,0,89,100,0
26,27,92,48,0
0,14,100,71,0
25,34,95,55,0
15,32,91,48,0
0,5,100,84,0
4,24,100,74,0
14,31,100,64,0
0,14,100,77,0
0,10,100,82,0
0,22,100,82,0
0,14,100,79,0
0,28,100,49,0
10,31,95,50,0
39,15,55,98,0
17,0,68,100,0
15,19,100,80,0
20,11,100,72,0
0,26,100,88,0
36,49,86,49,0
0,9,100,69,0
49,65,67,20,0
0,24,100,60,0
26,48,96,53,0
18,53,72,21,0
22,48,92,42,0
0,23,100,88,0
1,10,100,62,0
18,33,96,48,0
39,53,75,32,0
24,43,82,33,0
38,64,67,18,0
0,24,100,78,0
8,0,75,100,0
0,0,99,100,0
24,43,90,34,0
81,100,40,9,0
26,42,97,57,0
0,23,100,60,0
2,30,100,70,0
0,21,100,78,0
0,13,100,76,0
48,74,69,28,0
14,25,100,73,0
0,16,100,88,0
30,27,96,63,0
39,54,90,49,0
16,34,92,47,0
5,28,100,70,0
31,59,71,28,0
63,81,54,6,0
0,19,100,65,0
0,32,100,67,0
14,30,100,66,0
0,6,100,91,0
0,18,100,58,0
35,58,73,25,0
0,8,100,84,0
17,46,89,40,0
72,75,62,26,0
0,20,100,74,0
0,11,100,99,0
0,31,100,51,0
4,28,100,63,0
37,54,80,41,0
48,71,53,6,0
0,29,100,58,0
6,13,100,62,0
0,0,94,100,0
7,42,86,28,0
39,46,83,35,0
0,23,100,85,0
18,41,95,53,0
35,35,80,44,0
0,20,100,79,0
0,8,100,89,0
