@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1,4,7,9-10,13-14,16-17'

@attribute At1 numeric
@attribute At4 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
47,81,26,0,23,100,90,98,8
100,99,17,0,16,73,16,20,6
0,100,87,84,12,53,22,24,7
0,99,70,32,48,46,0,0,2
12,62,50,1,17,23,98,100,5
36,83,26,77,6,84,89,100,0
46,83,100,71,82,22,27,0,4
29,100,60,25,12,50,6,0,2
37,100,52,32,57,41,1,0,5
80,100,65,82,47,53,0,7,9
46,85,24,68,44,76,25,0,4
16,61,23,5,35,48,97,100,5
40,50,70,0,73,100,47,0,9
38,100,59,68,33,54,0,1,3
50,68,42,93,72,70,7,0,9
0,57,95,100,85,62,28,0,1
72,84,0,40,28,100,22,0,4
26,49,20,1,25,45,87,100,5
0,80,85,85,74,95,24,0,1
2,50,9,0,41,49,95,100,5
48,100,75,41,25,41,1,0,2
36,100,47,92,44,53,0,1,3
78,94,5,53,0,36,30,0,6
46,100,77,100,36,36,0,6,3
0,66,38,8,30,100,90,100,8
100,90,79,37,62,36,0,44,8
38,64,53,98,34,47,100,60,0
76,100,81,69,0,34,64,95,8
10,47,74,100,43,33,100,65,0
0,100,60,31,19,64,13,0,2
0,92,100,85,55,36,8,0,2
9,62,6,36,56,57,0,25,8
43,96,37,60,53,47,0,14,5
0,100,65,100,45,54,0,7,3
0,99,51,32,0,29,39,44,7
40,100,34,0,16,57,10,0,2
25,100,57,9,3,53,6,0,2
63,100,12,67,0,88,83,88,0
76,77,0,47,0,78,37,29,6
0,95,69,72,49,51,0,0,1
4,100,33,5,28,52,2,0,2
26,100,73,100,37,41,0,5,3
100,81,0,8,0,66,31,25,6
100,100,16,6,6,48,29,39,6
13,16,82,100,54,47,100,65,0
29,70,50,0,20,41,98,100,5
0,80,95,76,65,57,22,0,1
0,100,87,56,56,56,12,0,3
100,100,19,53,61,31,2,0,5
99,100,47,100,9,47,41,73,8
5,97,65,37,8,0,24,23,7
26,100,54,24,18,50,8,0,2
8,77,29,71,55,71,20,0,4
0,95,100,91,48,55,15,0,1
84,96,73,100,55,42,0,4,9
65,85,59,100,64,38,32,0,4
50,100,23,96,48,60,39,0,4
100,91,1,67,10,27,33,0,6
