@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1,8,11,14,17'

@attribute At1 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
57,0,100,87,0
32,46,93,55,8
17,37,73,47,4
97,22,100,38,6
30,86,99,2,5
12,23,70,92,0
41,39,0,9,1
20,52,100,0,3
4,15,72,97,0
45,0,91,95,0
16,32,100,24,4
67,40,98,34,4
28,5,70,100,0
65,10,100,47,6
0,0,51,94,8
0,64,82,15,1
88,100,93,9,9
29,81,66,0,1
89,77,92,0,9
0,63,42,31,7
9,27,5,16,2
0,100,72,24,1
100,50,22,26,6
31,0,100,100,0
65,16,100,28,6
41,52,0,7,2
100,26,81,23,6
100,50,68,0,5
100,24,79,29,6
100,44,89,0,5
100,67,74,1,5
0,100,88,25,1
100,100,80,28,9
21,87,40,7,1
55,0,100,100,8
27,0,94,94,0
44,100,75,24,1
0,25,76,80,0
0,50,12,1,2
18,57,100,0,3
35,54,77,0,3
100,27,75,29,6
89,0,100,88,0
100,88,69,6,5
31,0,96,100,0
15,60,100,0,3
51,34,0,10,2
41,90,54,13,5
33,50,77,40,8
0,45,82,33,7
0,39,22,37,7
22,67,100,2,3
0,63,6,0,2
34,24,3,92,5
0,67,18,2,2
43,44,0,12,1
100,27,40,73,8
76,41,4,39,8
36,0,100,76,0
0,42,36,27,7
55,28,100,31,6
59,0,62,100,8
0,75,51,0,1
0,50,0,0,2
75,26,7,63,8
62,35,22,60,8
21,0,0,89,5
36,0,100,94,0
100,29,0,64,8
0,100,68,23,1
55,56,71,0,1
17,46,94,34,4
0,74,95,13,7
0,40,60,64,0
0,45,54,25,7
0,100,78,29,1
60,100,100,0,9
26,21,15,21,2
39,92,93,7,5
0,100,85,24,1
26,34,54,82,0
19,66,97,0,3
21,36,15,1,2
30,78,100,0,5
100,0,43,100,8
86,100,100,0,9
0,40,35,42,7
40,0,100,100,0
0,37,27,30,7
0,100,86,27,1
55,50,0,0,2
17,0,0,96,5
37,45,66,51,8
81,22,100,19,6
32,0,100,100,0
23,29,100,35,4
0,43,36,42,7
66,100,0,11,8
40,14,75,50,4
59,0,100,100,0
0,64,11,0,2
0,41,22,36,7
30,32,100,28,4
32,0,12,100,5
76,22,0,65,8
13,0,4,100,5
32,0,100,70,0
6,11,82,100,0
22,35,5,3,2
0,26,12,91,5
57,90,100,0,9
31,0,98,100,0
0,79,84,38,1
100,28,90,45,6
7,0,4,97,5
19,0,0,98,5
100,80,94,0,9
0,100,92,25,1
100,25,87,16,6
0,91,91,15,1
41,49,78,0,3
93,51,86,0,5
0,100,74,29,1
52,22,100,22,6
28,89,24,0,1
0,100,82,20,9
97,60,100,32,9
87,48,100,20,9
100,47,22,21,6
0,65,34,18,7
100,65,83,32,9
54,0,100,82,0
7,33,87,22,4
94,70,85,0,9
2,100,77,32,1
77,0,83,100,8
86,87,76,17,9
79,74,95,24,9
0,75,30,6,2
48,12,100,29,6
0,65,3,2,1
1,0,99,100,0
97,32,100,32,6
29,6,1,89,5
61,85,55,32,9
0,69,14,2,2
33,47,100,35,4
21,43,100,36,4
0,37,6,2,2
100,31,67,27,6
29,0,100,83,0
39,43,30,53,0
56,66,95,0,5
35,38,91,29,4
16,46,2,0,2
11,0,78,100,0
16,55,98,0,3
0,100,70,26,1
0,53,83,15,7
39,61,78,0,3
12,0,85,100,0
17,53,94,0,3
0,64,3,5,1
26,52,0,2,1
0,95,57,21,1
27,42,96,37,4
100,79,91,0,9
7,54,0,0,3
0,100,59,25,1
30,87,100,0,9
23,1,89,100,8
87,71,73,24,9
4,35,100,32,4
1,32,0,49,7
46,89,100,4,9
100,39,95,22,6
0,58,59,77,9
0,43,13,9,2
51,0,63,82,8
43,0,13,100,5
36,94,46,0,5
0,59,100,0,3
100,83,80,6,5
19,51,0,6,2
100,37,76,24,6
45,22,3,4,2
0,38,27,39,7
20,65,93,0,3
17,0,4,97,5
42,32,50,40,8
17,51,100,0,3
86,44,29,37,8
42,100,100,0,9
30,0,87,100,0
32,83,79,9,1
100,33,68,32,6
22,99,53,31,9
100,27,74,23,6
19,27,100,8,1
84,100,77,22,9
46,0,86,100,0
0,81,60,20,7
0,86,39,21,1
0,100,75,25,1
90,14,100,20,6
100,29,91,33,6
14,39,15,8,2
0,59,58,29,7
49,0,0,94,5
0,42,2,9,2
45,58,74,0,3
21,100,61,33,9
32,65,100,3,3
68,59,73,0,3
37,22,0,72,8
51,0,100,89,0
97,59,96,1,9
0,100,98,25,1
100,100,79,25,9
46,0,84,94,8
0,46,100,30,7
22,33,27,5,2
0,46,28,38,7
0,35,35,39,7
0,100,100,0,8
0,43,28,38,7
0,87,46,21,1
0,50,93,25,4
0,41,31,37,7
100,82,73,0,5
23,0,0,98,5
0,81,55,18,1
30,0,97,100,0
67,0,59,98,8
9,8,0,91,5
16,0,5,99,5
54,22,100,52,8
31,6,72,100,0
0,12,11,97,5
9,63,73,0,3
2,37,100,27,4
100,100,88,31,9
25,4,56,66,0
29,52,0,6,2
38,60,100,0,3
0,43,30,38,7
0,100,69,27,1
23,0,98,100,0
52,0,8,97,5
19,7,8,99,5
100,51,85,0,5
88,91,100,0,9
59,36,0,27,8
14,0,100,100,0
0,52,30,25,7
27,18,0,95,5
88,61,90,0,9
100,100,92,19,9
0,100,59,25,1
100,92,76,1,9
0,39,31,29,7
80,75,100,0,9
7,71,84,14,8
