@relation penbased

@attribute At1 numeric
@attribute At4 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
23,58,58,99,29,100,100,0
42,74,31,74,8,100,88,0
74,100,22,78,0,100,88,0
100,77,13,65,15,94,78,0
49,70,25,82,9,100,81,0
0,43,67,100,45,100,100,0
20,52,69,100,38,85,100,0
50,73,49,100,33,98,99,0
57,70,37,81,21,100,100,0
32,39,73,100,48,82,100,0
48,73,29,78,16,100,91,0
14,25,81,100,63,75,98,0
9,50,69,100,48,82,100,0
44,65,29,72,17,100,89,0
29,33,85,100,54,74,100,0
22,60,46,89,28,100,100,0
3,37,84,100,64,66,71,0
29,54,63,100,32,91,100,0
35,80,2,55,3,92,75,0
38,67,62,100,30,83,91,0
24,38,66,96,44,100,100,0
47,74,30,75,6,100,85,0
21,74,63,100,49,71,73,0
42,27,93,100,66,64,100,0
26,82,32,91,14,100,100,0
81,84,18,82,18,100,96,0
32,54,71,100,41,91,100,0
18,42,68,100,32,93,100,0
55,68,24,77,17,100,89,0
43,69,29,83,20,100,90,0
19,61,48,97,27,100,97,0
45,78,29,83,21,100,100,0
24,39,77,100,53,84,100,0
47,68,9,71,18,97,86,0
27,47,67,100,34,96,100,0
95,79,0,42,0,88,53,0
25,74,48,94,27,100,100,0
16,40,73,100,50,82,100,0
46,69,32,77,7,100,83,0
26,28,72,100,60,97,100,0
67,81,12,64,0,100,63,0
91,93,0,39,0,89,53,0
56,61,50,91,35,100,100,0
16,56,62,100,22,97,98,0
36,73,41,89,17,100,98,0
47,67,46,95,23,100,100,0
17,36,86,100,53,79,100,0
51,31,100,96,71,66,91,0
25,82,21,73,0,100,79,0
49,81,17,71,0,100,69,0
48,64,43,91,25,100,98,0
40,73,23,74,6,100,77,0
16,35,86,100,56,80,100,0
9,51,76,100,39,84,100,0
48,83,23,71,0,100,77,0
17,39,81,100,49,74,100,0
26,14,100,89,100,45,47,0
26,37,80,100,42,82,100,0
29,61,59,100,33,97,91,0
74,49,100,61,95,0,77,0
32,36,83,100,56,80,100,0
50,61,49,95,27,100,100,0
11,57,41,84,27,100,100,0
38,52,75,100,51,73,83,0
16,38,74,100,59,71,91,0
54,64,50,93,36,100,100,0
35,42,65,100,41,97,100,0
22,35,72,100,45,96,100,0
25,11,90,100,65,80,100,0
37,78,18,59,0,91,64,0
10,45,65,99,31,100,100,0
27,64,63,100,46,73,79,0
21,35,69,100,43,85,100,0
6,2,100,81,75,38,63,0
24,80,31,79,11,100,92,0
16,48,72,100,34,87,100,0
79,90,0,46,0,88,70,0
10,47,74,100,43,82,100,0
17,45,73,100,48,88,99,0
5,25,89,100,54,70,100,0
21,31,81,100,55,82,100,0
30,58,52,94,29,100,100,0
29,41,70,100,53,100,100,0
29,63,52,96,23,100,100,0
12,63,46,88,15,100,94,0
98,100,0,27,0,77,47,0
16,57,62,100,30,90,100,0
31,59,54,98,27,100,94,0
40,70,20,70,13,100,82,0
100,100,4,0,13,44,22,0
17,33,75,100,59,96,100,0
36,66,40,85,19,100,89,0
26,54,62,100,34,85,100,0
73,78,100,56,100,0,85,0
17,59,72,100,42,82,100,0
33,47,74,100,54,79,76,0
15,36,89,100,63,73,82,0
18,73,54,100,22,95,100,0
12,11,99,100,68,71,100,0
39,61,49,96,26,100,100,0
8,27,89,100,63,75,100,0
13,35,67,100,38,96,100,0
32,65,46,91,21,100,100,0
13,16,82,100,54,89,100,0
31,35,77,100,56,89,100,0
47,75,26,74,8,100,85,0
31,43,68,100,36,96,100,0
0,18,78,100,54,90,100,0
21,65,35,84,17,100,88,0
86,100,0,32,0,85,51,0
43,49,57,98,30,100,100,0
30,71,33,84,16,100,94,0
18,0,100,88,86,55,88,0
26,58,55,97,28,100,97,0
0,62,63,100,43,89,100,0
44,65,46,92,22,100,100,0
44,74,35,78,13,100,91,0
34,82,32,70,10,100,90,0
32,65,29,70,20,100,90,0
24,61,43,82,11,100,86,0
61,90,22,73,12,100,100,0
17,27,92,100,58,63,100,0
64,97,0,36,0,95,58,0
0,11,87,100,78,62,72,0
48,66,49,93,38,100,100,0
17,40,84,100,46,83,100,0
80,100,0,34,0,83,56,0
13,58,63,100,27,94,100,0
36,54,86,100,49,76,100,0
63,77,22,73,17,100,100,0
35,69,36,79,2,100,77,0
92,90,11,0,27,35,18,0
0,30,73,100,49,86,100,0
38,55,70,100,49,78,84,0
43,59,43,85,22,100,100,0
0,47,73,100,45,78,100,0
14,80,31,86,21,100,99,0
73,65,52,100,57,82,78,0
46,98,30,87,0,100,100,0
42,64,55,100,34,88,100,0
6,41,69,100,44,85,100,0
54,61,38,81,21,100,100,0
19,46,75,100,58,65,85,0
43,40,79,100,66,81,78,0
70,100,0,40,0,88,52,0
68,83,13,60,3,99,71,0
27,42,65,96,57,100,95,0
23,49,52,91,30,100,100,0
12,53,60,99,31,100,100,0
81,89,3,51,0,94,64,0
32,93,22,72,0,100,82,0
41,64,50,95,31,100,87,0
2,8,77,100,80,67,69,0
56,67,33,84,22,100,99,0
42,70,44,92,22,100,100,0
31,80,37,81,8,100,82,0
23,65,44,88,18,100,100,0
15,70,64,100,36,83,100,0
38,75,36,80,14,100,97,0
0,25,100,95,75,54,87,0
27,65,53,94,29,100,100,0
35,46,57,95,33,100,100,0
82,100,0,34,0,85,55,0
52,72,24,69,8,100,81,0
81,82,10,70,16,100,100,0
24,57,41,84,25,100,86,0
23,48,58,93,35,100,100,0
25,83,14,71,16,100,95,0
53,64,26,76,18,100,87,0
26,39,92,100,70,62,88,0
88,99,0,40,0,88,61,0
11,25,87,100,61,69,100,0
96,84,0,46,0,95,66,0
19,60,55,94,26,100,100,0
21,61,60,100,30,92,100,0
98,100,0,1,9,54,25,0
0,97,23,72,0,100,100,0
25,36,75,100,60,81,94,0
11,45,81,100,43,88,100,0
36,47,63,100,44,100,100,0
34,40,83,100,60,65,80,0
11,34,84,100,67,65,70,0
8,36,74,100,40,85,100,0
13,45,73,100,49,85,100,0
52,73,55,100,24,96,100,0
47,55,80,100,45,77,100,0
87,100,0,27,4,73,38,0
34,72,45,90,16,100,100,0
34,51,84,100,43,79,100,0
19,41,54,88,29,100,100,0
14,42,71,100,43,86,100,0
24,48,83,100,50,82,84,0
32,69,31,82,8,100,81,0
41,50,46,82,34,100,100,0
15,33,79,100,58,81,100,0
8,41,70,100,55,97,97,0
25,69,43,87,16,100,100,0
29,62,50,96,27,100,95,0
95,2,11,60,100,100,30,0
40,66,43,100,17,100,88,0
61,82,15,72,8,100,90,0
27,95,30,79,4,100,96,0
45,74,19,69,0,100,64,0
19,44,75,100,55,82,100,0
25,74,51,100,20,98,99,0
29,59,47,90,25,100,100,0
21,64,40,86,18,100,91,0
38,63,41,84,19,100,98,0
55,79,5,61,1,100,61,0
26,49,74,100,61,62,77,0
10,34,69,100,42,97,100,0
0,31,89,100,54,76,100,0
26,45,89,100,54,71,100,0
34,40,83,100,61,70,100,0
61,76,10,60,0,98,58,0
21,28,77,100,49,88,100,0
97,100,0,42,0,93,60,0
20,53,48,89,24,100,99,0
26,38,81,100,66,64,74,0
32,77,30,81,6,100,82,0
19,8,92,100,78,65,88,0
56,76,24,74,25,100,87,0
9,14,78,100,62,90,100,0
38,75,42,93,23,100,100,0
15,43,69,100,34,92,99,0
58,75,14,61,10,93,83,0
45,82,17,62,0,100,60,0
6,43,78,100,53,82,100,0
32,0,100,87,79,45,81,0
15,32,80,100,61,71,86,0
22,46,46,79,24,100,100,0
19,41,52,84,40,100,100,0
12,58,59,100,29,92,100,0
38,59,63,100,33,96,90,0
100,86,7,0,28,31,22,0
4,15,100,99,78,57,71,0
2,18,73,100,53,98,100,0
67,74,34,79,32,100,100,0
43,71,13,71,20,100,91,0
26,61,47,91,17,100,95,0
94,100,0,19,0,69,50,0
100,98,0,4,15,55,31,0
41,59,70,100,39,78,100,0
4,42,82,100,58,73,93,0
33,48,52,92,31,100,100,0
43,86,24,75,11,100,97,0
46,79,61,100,47,76,85,0
7,25,76,100,35,80,100,0
59,74,29,81,21,100,98,0
50,60,21,70,9,100,70,0
17,37,56,90,20,100,93,0
61,75,26,73,14,100,96,0
53,69,30,78,22,100,90,0
51,100,13,69,22,100,95,0
24,46,70,100,32,90,100,0
52,70,3,66,10,100,77,0
31,65,28,71,22,100,92,0
32,41,91,100,66,64,88,0
19,37,79,100,71,57,75,0
69,80,31,80,28,100,99,0
23,65,52,100,21,95,92,0
33,78,30,82,6,100,85,0
70,78,11,65,6,94,82,0
33,50,78,100,38,85,100,0
42,65,45,89,32,100,100,0
0,35,78,100,41,73,100,0
60,74,34,82,27,100,100,0
77,100,3,42,0,89,52,0
0,48,75,100,35,87,100,0
20,25,100,98,59,68,100,0
27,58,62,100,39,97,97,0
30,60,49,93,28,100,99,0
32,51,51,93,23,100,100,0
54,72,31,79,17,100,95,0
23,59,64,100,29,94,100,0
17,49,51,91,26,100,98,0
19,35,100,92,72,47,77,0
4,35,74,100,37,89,100,0
39,43,67,96,39,100,100,0
32,70,56,100,22,95,98,0
32,68,42,85,27,100,100,0
50,61,50,95,30,100,100,0
65,90,19,67,6,100,91,0
78,58,100,61,100,0,69,0
19,39,77,100,57,85,98,0
79,86,9,53,0,95,63,0
19,36,71,100,39,90,100,0
35,28,87,100,81,66,83,0
0,58,58,94,19,100,92,0
19,51,64,100,29,91,100,0
34,84,24,75,3,100,86,0
27,95,6,64,0,100,88,0
32,61,57,100,30,97,100,0
12,47,68,100,34,99,100,0
9,30,70,100,37,84,100,0
75,76,16,70,23,100,100,0
77,90,13,86,34,100,51,0
20,20,83,100,62,87,88,0
33,55,66,100,45,91,100,0
97,81,71,100,85,77,53,0
48,86,7,53,0,91,71,0
30,68,36,81,10,100,75,0
29,54,76,100,45,87,100,0
4,43,70,100,35,94,100,0
20,27,84,100,60,77,85,0
50,80,25,76,16,100,100,0
84,100,9,60,0,100,80,0
44,78,14,66,0,99,67,0
56,100,18,67,0,100,82,0
52,74,12,66,0,100,60,0
40,38,61,95,43,100,100,0
19,99,9,72,4,100,95,0
16,74,23,77,13,100,80,0
11,6,88,100,61,79,100,0
71,76,24,74,23,100,79,0
66,87,0,31,0,75,47,0
3,45,67,100,46,98,100,0
40,66,35,78,16,100,95,0
24,62,61,100,44,80,93,0
36,70,28,68,10,96,84,0
35,81,21,69,0,100,71,0
26,46,54,95,30,100,100,0
70,75,25,73,22,100,98,0
67,92,9,49,0,88,60,0
73,100,0,57,0,100,82,0
32,55,72,100,40,91,100,0
81,87,8,61,0,100,62,0
31,57,59,100,23,98,100,0
9,59,39,75,7,100,74,0
25,52,64,100,36,90,100,0
30,9,90,100,71,75,90,0
32,36,70,100,41,95,100,0
21,25,79,100,61,87,100,0
48,62,44,89,29,100,100,0
3,39,90,100,71,53,78,0
23,60,42,84,16,100,85,0
12,30,77,100,44,78,100,0
9,45,63,95,31,100,100,0
75,97,2,45,0,89,62,0
20,34,95,100,62,69,92,0
17,56,63,100,36,100,100,0
34,85,27,82,9,100,87,0
52,94,20,66,0,100,79,0
40,76,35,84,25,100,100,0
83,99,2,33,0,82,48,0
26,50,69,100,58,73,74,0
5,20,93,100,65,67,97,0
45,66,31,75,29,100,95,0
42,67,2,67,8,97,73,0
51,77,63,100,42,83,99,0
15,57,52,95,28,100,100,0
14,30,70,100,48,96,100,0
9,24,99,100,94,48,56,0
0,29,88,100,43,78,100,0
54,69,27,72,18,100,91,0
27,49,66,100,41,91,100,0
23,46,51,87,34,100,100,0
70,52,100,88,100,13,68,0
38,66,42,87,26,100,100,0
67,90,14,69,0,100,82,0
17,64,60,100,34,100,100,0
25,26,100,95,74,42,67,0
93,98,0,47,0,100,63,0
43,60,60,100,28,85,100,0
14,52,74,100,38,86,100,0
32,63,30,70,14,100,79,0
32,58,60,100,38,85,86,0
12,26,97,100,82,42,60,0
54,63,15,74,19,99,87,0
68,100,8,57,0,100,66,0
27,49,70,100,43,93,100,0
29,68,47,90,10,100,91,0
42,64,44,92,23,100,99,0
37,89,42,92,11,100,100,0
26,49,61,100,31,95,100,0
8,50,58,96,28,100,95,0
20,61,58,100,26,98,99,0
24,45,79,100,58,75,74,0
34,77,56,100,17,99,83,0
23,56,41,83,25,100,100,0
11,38,71,100,37,87,100,0
29,58,78,100,38,82,98,0
89,100,0,19,0,67,35,0
30,42,70,100,41,82,100,0
2,55,53,89,18,100,91,0
58,70,33,79,32,100,100,0
31,67,42,86,20,100,93,0
100,86,10,0,28,29,18,0
35,69,42,92,24,100,93,0
31,62,37,80,15,100,91,0
14,27,84,100,55,75,100,0
33,69,39,88,16,100,89,0
11,34,77,100,60,72,94,0
58,54,100,65,100,21,64,0
13,38,79,100,55,79,100,0
40,69,45,88,27,100,100,0
76,92,0,3,19,41,21,0
67,89,4,49,0,88,68,0
23,42,68,100,32,99,100,0
49,69,30,74,19,100,94,0
20,37,78,100,57,73,96,0
44,77,28,70,0,100,76,0
21,60,50,94,25,100,100,0
44,71,30,74,11,100,86,0
34,42,70,100,48,92,100,0
41,74,49,93,22,100,98,0
19,64,62,100,30,97,100,0
0,26,92,100,60,73,100,0
7,14,99,100,68,63,97,0
34,76,32,85,0,100,77,0
2,22,100,100,71,53,76,0
24,55,74,100,35,84,100,0
32,65,35,79,13,100,85,0
36,59,61,99,34,100,100,0
21,48,61,94,30,100,100,0
51,74,35,85,24,100,100,0
15,55,48,92,28,100,100,0
100,100,0,14,1,66,40,0
20,43,73,100,54,94,96,0
68,71,36,84,22,100,100,0
4,27,70,100,34,90,100,0
47,73,25,71,9,100,85,0
35,2,100,81,100,40,49,0
85,82,8,64,0,100,66,0
40,65,51,94,46,100,95,0
59,92,21,68,0,100,81,0
42,60,48,91,29,100,100,0
33,72,54,100,30,88,97,0
29,49,57,95,34,100,100,0
79,87,7,57,0,99,65,0
8,72,10,69,18,100,90,0
29,53,79,100,38,82,100,0
2,79,38,91,20,100,100,0
70,50,100,70,79,36,51,0
22,53,70,100,41,91,100,0
72,80,22,76,18,100,100,0
56,72,34,79,20,100,96,0
18,43,87,100,67,57,73,0
29,62,41,87,19,100,86,0
45,77,34,79,19,100,100,0
30,65,41,85,12,100,93,0
36,68,48,92,24,100,100,0
41,68,57,100,30,91,100,0
41,70,39,83,22,100,89,0
17,4,100,92,75,62,96,0
29,43,86,100,57,74,92,0
28,55,55,93,32,100,100,0
31,61,32,77,18,100,85,0
69,76,25,76,21,100,97,0
22,60,62,100,25,96,100,0
35,47,48,86,36,100,100,0
86,92,0,0,16,52,27,0
16,30,94,100,57,63,100,0
26,61,53,95,28,100,100,0
25,62,52,92,26,100,100,0
42,86,26,86,13,100,100,0
34,64,41,88,27,100,100,0
63,91,15,59,0,94,64,0
16,90,27,85,9,100,98,0
18,62,71,100,49,78,94,0
40,51,71,100,52,77,82,0
32,85,27,88,10,100,96,0
12,31,67,100,27,96,100,0
50,84,25,78,12,100,100,0
91,86,52,100,70,39,71,0
27,69,33,73,8,100,77,0
10,54,51,90,30,100,100,0
18,48,66,100,30,91,100,0
13,52,66,100,32,90,100,0
18,53,69,100,39,91,98,0
46,70,24,70,4,100,76,0
11,48,68,100,46,89,92,0
55,90,18,73,0,100,80,0
25,36,65,99,35,100,100,0
21,40,77,100,44,82,100,0
1,49,80,100,51,74,83,0
4,51,68,100,36,91,100,0
100,100,0,30,0,78,58,0
100,75,0,47,0,89,64,0
11,36,68,100,37,96,100,0
34,41,62,100,33,95,100,0
54,56,40,79,32,100,100,0
26,32,77,100,41,79,100,0
16,50,76,100,52,74,100,0
2,25,89,100,59,73,100,0
47,69,27,77,13,100,86,0
49,30,100,49,79,19,80,0
62,99,19,61,0,97,71,0
25,43,88,100,45,78,100,0
37,60,60,98,32,100,100,0
23,46,53,89,29,100,100,0
0,33,100,99,63,61,75,0
70,75,6,63,2,100,71,0
23,38,60,93,29,100,100,0
43,64,44,90,22,100,99,0
34,50,49,89,29,100,100,0
52,67,72,100,40,80,97,0
23,65,44,89,16,100,91,0
1,25,84,100,53,75,100,0
56,76,13,66,9,100,80,0
81,92,2,47,0,95,61,0
62,78,2,48,0,88,60,0
23,47,66,100,29,91,100,0
34,70,49,100,23,100,99,0
64,56,37,78,35,100,100,0
27,35,60,90,44,100,100,0
15,68,41,80,5,100,80,0
66,70,100,57,92,33,31,0
30,64,50,89,25,100,100,0
36,51,76,100,62,63,75,0
44,49,68,100,45,100,100,0
38,59,45,87,30,100,100,0
34,61,34,81,12,100,83,0
