@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1,4,7,9-11,14,17'

@attribute At1 numeric
@attribute At4 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
57,72,25,75,13,100,87,0
32,100,79,48,0,93,55,8
17,74,77,100,63,73,47,4
97,90,0,52,0,100,38,6
30,100,37,46,54,99,2,5
12,20,92,100,64,70,92,0
41,100,57,46,0,0,9,1
20,100,45,98,47,100,0,3
4,15,92,100,63,72,97,0
45,67,56,100,31,91,95,0
16,78,41,93,39,100,24,4
67,90,41,100,53,98,34,4
28,39,80,100,54,70,100,0
65,84,9,61,0,100,47,6
0,59,51,22,26,51,94,8
0,97,100,95,48,82,15,1
88,82,90,100,68,93,9,9
29,71,90,74,50,66,0,1
89,100,80,100,76,92,0,9
0,97,74,55,29,42,31,7
9,100,42,0,5,5,16,2
0,61,100,97,78,72,24,1
100,100,20,11,21,22,26,6
31,50,57,100,30,100,100,0
65,93,11,60,0,100,28,6
41,100,71,42,16,0,7,2
100,83,23,42,0,81,23,6
100,100,18,53,47,68,0,5
100,78,0,16,0,79,29,6
100,94,13,70,47,89,0,5
100,98,40,78,55,74,1,5
0,55,100,90,75,88,25,1
100,65,36,78,88,80,28,9
21,55,27,38,37,40,7,1
55,68,39,52,32,100,100,8
27,56,62,100,33,94,94,0
44,77,100,84,75,75,24,1
0,14,86,100,66,76,80,0
0,100,43,24,22,12,1,2
18,100,43,90,55,100,0,3
35,100,67,100,34,77,0,3
100,85,0,23,0,75,29,6
89,83,2,61,2,100,88,0
100,96,0,16,54,69,6,5
31,58,64,100,33,96,100,0
15,100,52,75,35,100,0,3
51,100,43,8,6,0,10,2
41,98,59,28,69,54,13,5
33,100,74,44,4,77,40,8
0,100,64,49,0,82,33,7
0,100,94,63,0,22,37,7
22,100,65,72,56,100,2,3
0,100,74,49,34,6,0,2
34,68,67,0,0,3,92,5
0,100,87,55,44,18,2,2
43,76,46,36,0,0,12,1
100,100,35,39,0,40,73,8
76,100,85,100,4,4,39,8
36,76,27,70,6,100,76,0
0,100,81,60,7,36,27,7
55,100,0,43,0,100,31,6
59,71,79,7,29,62,100,8
0,75,91,69,45,51,0,1
0,100,59,29,26,0,0,2
75,89,100,32,0,7,63,8
62,100,67,89,0,22,60,8
21,60,82,37,28,0,89,5
36,86,27,72,9,100,94,0
100,99,70,32,0,0,64,8
0,71,100,86,74,68,23,1
55,100,82,84,28,71,0,1
17,75,60,100,62,94,34,4
0,99,100,98,37,95,13,7
0,0,95,100,88,60,64,0
0,100,77,68,5,54,25,7
0,55,89,100,85,78,29,1
60,56,74,58,65,100,0,9
26,100,39,0,0,15,21,2
39,100,36,50,69,93,7,5
0,64,100,94,75,85,24,1
26,8,100,99,81,54,82,0
19,100,73,55,44,97,0,3
21,100,38,0,12,15,1,2
30,99,32,52,57,100,0,5
100,81,62,1,13,43,100,8
86,65,58,87,67,100,0,9
0,100,74,61,0,35,42,7
40,95,23,83,10,100,100,0
0,100,69,42,2,27,30,7
0,50,94,100,84,86,27,1
55,100,72,40,25,0,0,2
17,53,42,3,17,0,96,5
37,71,0,25,36,66,51,8
81,79,17,70,15,100,19,6
32,60,51,95,27,100,100,0
23,75,60,94,60,100,35,4
0,100,73,65,0,36,42,7
66,55,45,33,46,0,11,8
40,60,86,100,40,75,50,4
59,88,25,77,10,100,100,0
0,100,60,38,30,11,0,2
0,100,54,49,0,22,36,7
30,80,11,74,40,100,28,4
32,63,17,0,36,12,100,5
76,100,68,23,0,0,65,8
13,74,32,2,22,4,100,5
32,48,34,79,11,100,70,0
6,39,73,100,51,82,100,0
22,100,38,0,8,5,3,2
0,64,63,12,0,12,91,5
57,100,62,86,71,100,0,9
31,53,57,100,30,98,100,0
0,53,76,100,100,84,38,1
100,91,0,33,0,90,45,6
7,68,31,0,25,4,97,5
19,59,40,3,21,0,98,5
100,100,92,96,76,94,0,9
0,70,100,95,75,92,25,1
100,82,0,30,0,87,16,6
0,76,100,100,66,91,15,1
41,100,66,100,31,78,0,3
93,100,53,100,46,86,0,5
0,65,97,100,82,74,29,1
52,75,0,34,1,100,22,6
28,52,45,51,34,24,0,1
0,58,33,37,81,82,20,9
97,100,18,96,74,100,32,9
87,100,18,78,73,100,20,9
100,90,14,0,19,22,21,6
0,100,88,61,33,34,18,7
100,100,33,85,85,83,32,9
54,67,34,83,8,100,82,0
7,77,20,96,42,87,22,4
94,100,85,100,54,85,0,9
2,58,86,100,93,77,32,1
77,57,13,28,35,83,100,8
86,83,100,83,67,76,17,9
79,100,0,53,66,95,24,9
0,100,100,70,50,30,6,2
48,79,12,55,0,100,29,6
0,84,33,36,29,3,2,1
1,54,68,100,31,99,100,0
97,100,0,28,0,100,32,6
29,73,65,0,0,1,89,5
61,80,15,0,55,55,32,9
0,100,100,58,44,14,2,2
33,83,60,96,46,100,35,4
21,88,20,85,42,100,36,4
0,100,37,5,3,6,2,2
100,88,1,14,0,67,27,6
29,66,52,98,14,100,83,0
39,31,100,95,100,30,53,0
56,98,24,78,48,95,0,5
35,74,54,100,48,91,29,4
16,100,42,0,23,2,0,2
11,68,66,100,35,78,100,0
16,100,72,100,34,98,0,3
0,61,100,86,76,70,26,1
0,100,77,63,17,83,15,7
39,100,71,100,39,78,0,3
12,36,83,100,38,85,100,0
17,100,56,100,36,94,0,3
0,70,26,24,28,3,5,1
26,100,43,39,12,0,2,1
0,81,100,81,70,57,21,1
27,83,36,100,49,96,37,4
100,100,91,94,67,91,0,9
7,100,79,41,31,0,0,3
0,52,100,82,76,59,25,1
30,100,19,81,83,100,0,9
23,39,40,51,43,89,100,8
87,100,46,100,71,73,24,9
4,82,46,100,42,100,32,4
1,100,32,16,0,0,49,7
46,65,32,62,66,100,4,9
100,100,0,15,8,95,22,6
0,12,96,97,84,59,77,9
0,100,41,14,10,13,9,2
51,68,100,19,7,63,82,8
43,73,39,0,7,13,100,5
36,98,44,1,65,46,0,5
0,100,58,96,44,100,0,3
100,96,0,38,66,80,6,5
19,100,57,18,26,0,6,2
100,96,28,27,4,76,24,6
45,100,42,0,0,3,4,2
0,100,78,51,0,27,39,7
20,100,74,83,41,93,0,3
17,65,52,0,14,4,97,5
42,100,76,45,0,50,40,8
17,100,68,66,44,100,0,3
86,100,40,92,12,29,37,8
42,94,57,90,64,100,0,9
30,43,71,100,36,87,100,0
32,77,100,87,58,79,9,1
100,96,14,19,0,68,32,6
22,70,39,0,71,53,31,9
100,78,0,11,0,74,23,6
19,100,47,91,0,100,8,1
84,76,72,100,76,77,22,9
46,61,63,100,29,86,100,0
0,100,100,83,60,60,20,7
0,81,87,58,65,39,21,1
0,70,100,87,75,75,25,1
90,76,12,51,0,100,20,6
100,89,0,20,0,91,33,6
14,100,34,0,14,15,8,2
0,100,100,84,21,58,29,7
49,67,47,4,11,0,94,5
0,100,37,5,14,2,9,2
45,100,74,81,40,74,0,3
21,73,13,16,80,61,33,9
32,100,45,69,54,100,3,3
68,100,79,71,35,73,0,3
37,97,100,49,0,0,72,8
51,73,28,70,15,100,89,0
97,100,63,100,88,96,1,9
0,68,100,98,75,98,25,1
100,55,21,73,91,79,25,9
46,46,0,30,29,84,94,8
0,100,70,68,0,100,30,7
22,98,32,0,13,27,5,2
0,100,55,40,0,28,38,7
0,100,76,59,0,35,39,7
0,51,38,44,61,100,0,8
0,100,57,33,0,28,38,7
0,81,96,71,64,46,21,1
0,100,2,23,27,93,25,4
0,100,76,78,0,31,37,7
100,95,0,33,70,73,0,5
23,61,41,8,24,0,98,5
0,85,91,77,60,55,18,1
30,60,54,100,32,97,100,0
67,66,44,0,30,59,98,8
9,60,66,11,0,0,91,5
16,63,17,0,36,5,99,5
54,100,79,84,0,100,52,8
31,52,69,100,53,72,100,0
0,72,53,14,0,11,97,5
9,100,78,85,36,73,0,3
2,84,29,82,48,100,27,4
100,75,38,90,95,88,31,9
25,60,71,100,57,56,66,0
29,100,81,50,18,0,6,2
38,100,51,88,35,100,0,3
0,100,86,55,0,30,38,7
0,50,100,92,80,69,27,1
23,53,66,100,35,98,100,0
52,64,11,0,19,8,97,5
19,44,15,0,52,8,99,5
100,100,63,97,29,85,0,5
88,74,82,95,54,100,0,9
59,100,23,52,0,0,27,8
14,40,65,99,30,100,100,0
0,86,68,42,23,30,25,7
27,57,65,1,0,0,95,5
88,100,48,100,70,90,0,9
100,62,52,98,80,92,19,9
0,54,100,78,75,59,25,1
100,96,88,86,66,76,1,9
0,100,62,56,0,31,29,7
80,75,75,89,39,100,0,9
7,79,24,80,36,84,14,8
30,62,24,8,35,0,100,5
16,60,47,17,11,13,100,5
15,96,79,4,8,46,100,8
68,94,0,75,80,100,20,9
8,37,8,0,43,24,87,5
81,100,100,65,0,10,64,8
32,49,79,100,41,81,100,0
0,98,98,84,32,68,30,7
21,100,66,31,2,0,24,2
0,75,56,46,66,51,15,1
0,54,91,100,84,86,28,1
82,100,90,99,30,74,6,3
36,78,31,0,16,11,94,5
63,66,28,94,30,100,38,4
23,49,19,24,35,82,100,8
100,78,14,0,5,34,23,6
0,81,100,97,69,97,23,1
68,82,45,0,0,8,99,5
100,100,77,93,71,87,2,9
6,95,2,45,30,100,24,4
7,89,21,0,0,3,58,7
10,99,59,29,22,0,7,2
45,96,0,82,79,100,11,9
14,100,49,70,39,100,0,3
95,100,84,100,52,87,0,9
77,90,56,100,43,90,72,0
23,76,94,100,51,52,35,4
24,69,55,100,40,95,39,4
15,76,62,100,62,82,28,4
45,72,81,100,79,88,33,4
0,56,6,58,56,100,0,8
27,44,79,100,42,82,100,0
100,78,22,61,0,97,40,6
48,75,2,59,0,100,30,6
58,74,38,88,73,100,0,9
0,100,82,55,44,26,6,2
51,82,0,27,20,69,25,4
42,65,91,100,64,88,36,4
100,100,27,6,5,54,27,6
0,73,65,58,73,50,22,1
15,68,19,1,45,6,97,5
0,46,100,91,88,61,30,1
98,100,23,90,74,100,22,9
62,100,90,100,0,13,47,8
0,100,68,56,0,40,34,7
50,100,75,36,20,0,23,2
0,100,98,80,5,34,23,7
30,78,18,79,75,100,5,9
35,68,50,100,36,81,35,4
84,84,0,44,0,100,18,6
1,100,41,47,45,100,0,3
100,97,0,9,13,56,20,6
4,78,0,20,84,99,29,9
0,100,34,6,27,21,0,2
100,100,28,68,43,76,0,5
17,100,66,60,40,100,0,3
0,100,60,53,52,56,7,2
23,38,0,26,42,81,97,8
95,100,50,52,0,0,39,8
30,50,66,100,42,86,100,0
62,76,32,0,69,59,28,9
7,53,100,73,78,48,26,1
49,60,0,19,39,57,100,8
39,79,55,100,58,81,29,4
36,89,67,100,57,82,38,4
46,75,44,7,19,52,92,8
75,81,19,72,14,100,98,0
0,100,65,32,19,14,16,2
46,100,56,19,6,0,10,2
2,98,84,54,32,20,29,7
0,60,74,23,89,47,36,9
14,41,87,100,56,70,99,0
18,100,0,61,39,100,37,4
0,70,75,67,46,56,2,1
81,100,16,78,74,100,32,9
100,100,45,85,80,95,0,9
49,100,76,61,46,59,0,3
29,100,0,83,48,100,33,4
100,95,47,48,0,5,59,8
31,50,64,96,43,100,100,0
0,25,93,100,75,62,63,0
59,82,68,57,24,0,0,1
38,100,61,48,16,0,0,1
0,61,80,100,96,87,32,1
54,79,19,89,38,100,32,4
81,78,69,100,66,72,44,4
37,100,81,100,29,75,0,3
40,100,60,18,0,0,23,2
2,100,86,79,41,100,0,3
100,86,9,34,0,91,23,6
