@relation penbased

@attribute At1 numeric
@attribute At2 numeric
@attribute At5 numeric
@attribute At6 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
30,85,9,5,66,36,100,60,0
38,100,0,35,32,10,100,90,0
17,70,24,0,67,48,100,71,0
2,66,18,0,58,32,100,100,0
17,82,30,0,81,49,74,61,0
10,100,0,19,40,28,100,88,0
50,98,0,10,49,27,100,86,0
82,80,5,75,0,0,85,97,0
95,67,26,94,0,7,60,75,0
26,64,55,0,97,64,74,54,0
22,89,9,0,46,24,100,97,0
20,88,14,14,63,31,100,84,0
39,90,0,20,41,24,100,80,0
17,74,25,0,75,59,96,71,0
70,91,0,35,6,0,97,100,0
84,81,0,66,9,0,100,92,0
42,100,0,32,30,7,100,81,0
0,100,33,0,75,48,74,48,0
82,87,0,60,10,0,100,92,0
80,100,0,20,52,65,61,30,0
24,77,22,8,70,32,90,90,0
11,50,38,0,79,46,76,84,0
17,100,8,23,53,22,96,80,0
42,76,55,0,90,77,65,40,0
46,90,9,19,61,47,76,28,0
62,88,0,24,34,24,100,93,0
8,72,26,0,74,40,85,66,0
68,89,0,49,22,0,100,100,0
15,75,24,0,69,44,100,86,0
33,96,0,18,39,20,100,99,0
20,56,70,0,100,70,65,64,0
35,80,6,2,57,33,100,66,0
100,35,62,100,22,37,18,55,0
40,100,0,30,22,19,100,95,0
20,93,9,0,63,38,100,70,0
6,90,21,0,72,41,86,59,0
31,100,7,28,51,14,100,55,0
70,100,0,34,25,22,100,93,0
49,100,0,24,33,8,100,95,0
21,74,2,19,63,49,71,20,0
49,94,0,33,25,9,100,100,0
32,89,16,24,57,27,100,100,0
0,62,58,0,91,92,65,17,0
15,67,32,0,76,62,86,57,0
21,100,1,32,29,16,100,82,0
39,77,13,2,67,39,100,76,0
11,83,21,0,71,37,87,71,0
42,100,0,34,2,8,97,88,0
20,57,40,0,83,62,87,53,0
61,100,0,38,15,11,100,91,0
26,88,4,17,54,28,100,86,0
67,100,0,56,9,0,88,90,0
26,91,49,0,92,70,62,42,0
38,100,0,27,29,9,100,92,0
25,88,0,27,39,15,100,100,0
23,89,11,14,60,30,100,92,0
18,68,44,0,89,75,58,31,0
48,86,0,11,37,29,100,92,0
15,78,20,5,69,34,92,100,0
19,69,45,0,83,73,67,47,0
40,100,0,22,35,16,100,99,0
22,98,0,17,43,26,100,86,0
16,100,20,26,53,11,100,96,0
61,96,0,41,37,10,100,97,0
34,92,39,9,84,43,79,70,0
15,84,5,17,52,28,100,87,0
41,100,9,26,49,22,100,91,0
45,100,27,4,73,45,85,53,0
21,87,26,0,67,41,92,65,0
2,61,41,0,77,80,67,20,0
68,92,0,27,36,22,100,83,0
11,80,46,0,87,61,69,61,0
19,100,0,49,9,4,100,90,0
