@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R12,14-15,17'

@attribute At12 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
45,23,67,4
40,20,47,1
67,100,0,8
28,46,36,6
17,0,0,3
0,35,86,7
40,20,0,1
86,98,100,5
17,8,100,2
0,29,47,7
54,27,56,1
56,26,0,9
43,21,100,1
91,97,18,0
0,23,29,6
54,25,0,9
30,71,55,0
9,0,0,3
22,52,50,7
51,85,37,0
45,18,0,9
98,100,6,0
36,80,25,8
28,14,0,1
91,100,100,5
59,95,27,8
55,93,48,0
0,5,100,2
72,100,0,8
19,0,0,3
16,0,0,3
16,62,0,8
58,94,100,5
0,34,74,7
57,34,70,4
17,4,100,2
5,2,100,2
5,0,100,2
37,70,63,0
3,39,100,8
8,6,100,2
18,0,100,2
73,100,8,0
0,18,17,6
55,11,0,9
30,5,0,3
60,31,85,4
83,41,97,4
18,38,9,6
15,58,53,0
54,33,89,9
16,45,80,7
0,2,100,1
24,45,100,7
48,24,0,1
21,19,99,2
9,0,0,3
70,35,4,4
42,81,40,8
18,0,0,3
0,4,11,8
32,7,0,5
13,2,0,3
0,19,0,6
65,31,29,9
2,0,0,3
64,100,0,8
1,0,100,2
89,100,0,0
0,27,66,7
39,11,0,5
73,94,100,5
71,33,58,9
0,8,15,8
22,6,0,3
15,14,100,2
5,34,7,6
23,0,9,8
25,38,0,6
32,4,0,5
42,21,22,1
65,100,17,0
18,0,0,3
0,8,100,1
89,46,33,4
32,0,0,5
30,13,0,3
56,97,100,5
73,100,18,0
56,91,30,0
9,5,100,2
31,62,100,8
90,45,69,4
11,5,100,2
68,100,20,8
57,28,21,9
66,33,69,9
31,5,0,5
0,26,12,6
0,8,100,1
69,100,19,0
53,27,79,4
23,7,2,3
1,30,84,7
75,38,68,4
60,30,28,4
19,0,0,9
49,84,46,0
100,88,0,0
44,50,100,7
3,1,100,1
56,28,100,4
47,24,8,1
11,38,100,7
70,100,7,0
22,1,9,3
27,14,100,2
16,0,100,2
0,2,25,6
7,0,0,3
59,30,38,1
45,90,18,8
37,16,9,3
26,0,0,9
2,3,100,2
12,36,6,6
0,17,17,6
66,35,53,4
44,18,16,1
48,22,29,1
13,38,0,6
55,28,3,1
10,43,10,6
1,5,100,2
0,27,13,6
8,4,100,2
71,29,49,9
90,100,0,0
10,17,100,2
50,26,0,4
1,28,30,6
86,45,78,4
0,0,100,1
57,24,5,9
77,99,100,5
50,25,0,1
0,2,100,1
0,10,100,2
30,47,100,7
63,32,34,4
33,3,0,5
76,90,100,5
36,14,48,3
59,100,10,8
33,7,0,5
23,0,0,9
51,24,75,4
0,2,100,1
33,16,100,1
24,14,100,2
65,100,100,5
53,26,63,1
56,100,100,5
65,41,64,9
0,42,0,8
85,97,100,5
0,11,100,2
41,20,0,1
29,0,0,9
8,0,0,3
66,87,100,5
64,31,85,4
100,95,5,0
23,12,100,2
20,0,0,1
4,1,100,2
52,99,100,5
13,41,97,7
0,28,8,8
67,33,76,1
14,0,0,3
44,81,10,8
65,32,79,9
14,33,10,6
53,28,39,4
12,1,0,3
29,44,100,7
5,0,100,1
51,25,35,1
32,70,100,8
0,36,21,8
15,0,6,3
44,9,7,5
3,0,0,9
46,88,28,8
11,47,60,8
5,28,38,6
0,6,78,1
14,0,0,3
85,63,0,0
24,9,100,2
49,24,100,1
18,39,0,6
8,6,100,2
19,2,0,3
1,1,100,2
14,5,100,2
13,33,92,7
20,0,98,2
22,0,0,3
50,25,0,1
61,30,79,4
5,0,100,2
15,0,0,3
35,8,0,3
48,23,100,4
16,0,0,3
38,78,46,0
87,98,0,0
42,21,55,1
61,100,31,0
0,6,100,1
0,34,88,7
16,27,100,7
50,80,15,0
47,27,78,4
1,36,100,7
31,2,0,9
0,35,91,7
0,0,100,1
32,32,14,6
58,93,54,8
59,30,28,4
38,71,100,8
56,100,100,5
0,38,95,7
0,37,8,8
0,0,100,1
13,43,98,7
23,0,0,9
53,27,88,4
13,27,0,6
17,0,0,3
35,24,98,4
19,48,79,8
24,3,31,3
58,30,50,1
29,0,0,9
1,27,100,7
11,55,78,8
18,19,100,2
43,19,0,9
17,1,17,3
11,4,8,1
12,0,0,3
5,1,100,1
0,22,100,7
72,99,100,5
99,100,0,0
0,6,100,2
31,39,100,7
15,40,39,6
70,35,45,4
55,25,8,9
21,61,79,0
8,9,100,2
12,29,10,6
48,13,0,5
19,0,2,3
51,26,17,1
