@relation penbased

@attribute At4 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
90,0,18,8,0,80,32,0
56,15,65,0,38,99,7,0
62,0,41,0,19,86,8,0
55,1,66,0,45,100,13,0
39,24,73,11,51,100,6,0
58,13,57,0,24,100,29,0
75,0,14,0,10,83,58,0
43,25,78,9,53,100,13,0
49,26,58,0,5,89,44,0
65,0,52,9,57,78,38,0
45,21,69,8,47,100,0,0
54,19,74,7,57,85,7,0
100,12,0,33,0,58,66,0
85,4,39,0,17,100,0,0
30,29,70,4,37,100,17,0
39,39,90,20,71,78,10,0
84,18,0,13,0,66,52,0
73,1,41,0,17,98,21,0
75,0,26,0,0,74,42,0
67,8,54,0,25,100,5,0
30,55,97,23,64,91,0,0
38,14,65,4,40,100,21,0
9,60,90,31,71,90,0,0
78,0,29,0,21,100,3,0
88,8,0,1,0,91,38,0
65,3,44,0,18,100,26,0
64,0,44,0,23,99,8,0
97,0,2,24,0,62,85,0
50,15,100,36,79,51,0,0
62,2,40,0,20,98,37,0
40,28,78,14,56,100,0,0
59,7,39,0,7,74,69,0
84,0,13,0,7,89,33,0
25,46,100,49,100,62,34,0
25,50,93,17,57,100,0,0
84,0,17,0,1,84,36,0
71,0,40,0,24,100,16,0
57,22,72,0,43,95,7,0
57,5,52,0,28,100,20,0
42,17,68,0,31,100,17,0
35,8,60,12,44,100,13,0
84,0,12,14,0,65,92,0
62,0,50,0,31,90,11,0
65,0,28,0,22,92,44,0
49,0,51,0,30,100,6,0
54,7,51,0,30,100,18,0
46,21,66,0,30,100,18,0
77,10,0,2,0,60,77,0
88,0,11,17,0,60,85,0
60,1,45,0,26,95,13,0
71,0,36,0,22,100,17,0
27,42,92,13,58,100,0,0
83,0,13,0,5,88,16,0
17,58,99,20,65,98,0,0
75,0,42,0,23,100,1,0
26,42,90,19,62,95,0,0
81,0,21,4,0,71,57,0
100,0,9,18,0,80,36,0
33,40,92,20,67,68,29,0
45,17,66,2,35,100,2,0
56,12,62,0,33,94,0,0
33,22,72,10,44,100,1,0
84,16,52,0,19,100,6,0
70,0,39,0,22,89,11,0
45,16,51,0,20,100,50,0
70,11,56,0,22,98,15,0
91,0,7,2,0,78,63,0
48,8,65,5,45,100,5,0
65,4,53,0,29,100,9,0
48,13,79,13,61,73,10,0
69,0,32,0,22,97,16,0
25,41,89,11,54,100,0,0
69,0,35,0,14,80,17,0
33,25,75,22,59,100,0,0
0,73,100,50,90,66,0,0
70,0,24,0,4,76,60,0
28,43,87,23,64,94,0,0
86,0,24,2,0,82,42,0
77,0,28,1,0,76,48,0
11,58,90,27,65,100,0,0
45,21,81,0,43,100,0,0
64,0,28,0,18,84,46,0
79,14,0,18,0,53,83,0
49,15,74,10,56,87,1,0
56,19,68,0,35,100,0,0
75,0,26,0,8,85,47,0
61,0,49,0,26,100,5,0
20,44,92,23,64,92,0,0
73,0,33,0,3,79,44,0
51,2,51,0,23,100,23,0
78,0,24,0,20,100,29,0
92,36,0,62,16,27,100,0
50,25,76,3,52,100,0,0
61,0,38,0,21,100,32,0
51,17,64,0,29,100,4,0
41,14,70,14,53,100,19,0
20,49,93,18,65,97,0,0
48,33,75,0,35,100,6,0
66,0,43,0,17,88,0,0
0,62,95,40,88,64,11,0
72,0,34,0,20,96,31,0
57,0,41,0,25,86,7,0
71,0,40,0,22,100,18,0
78,1,30,0,6,85,28,0
71,0,33,0,5,79,28,0
77,11,56,0,17,83,34,0
72,0,31,0,17,95,37,0
33,39,85,11,54,100,0,0
60,0,18,0,15,79,69,0
53,33,79,0,38,100,0,0
44,33,75,2,48,98,12,0
90,49,11,74,27,18,100,0
2,0,11,69,100,30,40,0
53,8,60,0,31,100,7,0
46,9,46,0,24,100,39,0
95,27,0,60,15,29,100,0
82,0,32,0,14,100,25,0
75,0,31,0,6,82,28,0
18,33,73,19,53,100,14,0
43,13,67,0,39,100,5,0
100,18,0,35,0,45,94,0
83,0,32,0,10,92,21,0
55,14,64,0,29,100,3,0
31,30,67,1,27,100,39,0
70,0,39,0,20,100,35,0
58,27,100,50,100,69,3,0
65,7,44,0,16,91,28,0
60,0,38,0,16,93,51,0
100,25,0,39,0,47,95,0
62,1,50,0,27,95,2,0
54,35,100,58,100,64,0,0
61,18,50,0,11,87,45,0
67,19,62,0,30,91,0,0
99,0,1,14,0,80,21,0
69,0,36,0,2,77,42,0
88,0,25,0,10,100,35,0
60,6,55,0,34,100,0,0
69,0,22,0,19,91,39,0
38,26,75,12,52,100,3,0
75,0,12,3,0,60,76,0
30,27,71,13,49,100,24,0
58,20,56,0,15,94,40,0
90,0,27,0,9,98,11,0
54,16,62,0,34,100,6,0
30,51,94,0,57,100,0,0
36,33,83,0,38,100,0,0
60,8,64,0,35,100,0,0
100,19,0,36,0,35,83,0
31,48,85,26,74,80,0,0
77,0,20,0,2,81,52,0
95,0,6,0,0,88,37,0
55,22,77,0,56,95,5,0
