@relation penbased

@attribute At2 numeric
@attribute At3 numeric
@attribute At5 numeric
@attribute At6 numeric
@attribute At11 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,20,20,20,96,66,86,0,0
85,8,33,0,74,100,92,0,0
97,21,0,43,100,55,100,26,0
100,15,1,23,100,69,100,0,0
97,19,0,30,100,76,100,10,0
86,45,9,51,100,71,95,0,0
83,12,5,41,98,76,100,0,0
100,0,10,16,98,71,99,7,0
100,3,0,35,100,29,66,48,0
84,19,0,50,100,33,79,54,0
81,0,12,0,100,71,100,31,0
86,0,1,12,100,76,100,6,0
91,1,0,20,100,52,91,44,0
88,25,0,50,100,47,88,8,0
82,0,17,6,96,69,100,17,0
83,5,0,17,100,40,73,60,0
97,0,11,14,92,78,100,23,0
55,14,38,0,81,100,78,0,0
100,15,0,39,100,44,92,47,0
97,2,19,21,98,67,100,16,0
92,0,10,4,95,76,100,4,0
88,39,3,68,91,15,54,84,0
97,2,24,1,82,90,100,0,0
100,15,0,40,76,25,61,84,0
69,0,36,0,85,95,100,17,0
70,0,34,0,90,86,100,20,0
82,8,0,15,100,77,100,23,0
86,0,17,0,88,82,100,2,0
100,29,0,52,100,26,67,51,0
100,2,29,0,0,39,77,6,0
67,0,23,2,93,77,100,21,0
68,0,28,0,69,100,78,3,0
90,29,0,42,100,56,100,47,0
100,19,0,36,93,42,83,58,0
88,5,26,0,85,93,100,0,0
94,9,42,7,73,85,100,8,0
52,16,63,0,54,100,82,0,0
75,45,71,0,66,100,91,0,0
100,0,2,17,100,52,90,32,0
73,0,19,0,100,74,100,32,0
100,4,0,39,100,29,64,79,0
95,25,0,43,100,50,95,38,0
100,10,0,33,100,44,82,28,0
85,3,0,17,100,58,92,35,0
53,10,0,0,100,100,84,7,0
100,8,24,5,91,87,98,0,0
100,42,0,11,39,77,71,21,0
84,0,35,0,65,100,70,11,0
66,0,39,0,75,95,100,12,0
95,21,0,36,100,64,100,19,0
81,0,22,0,89,83,100,14,0
100,15,0,34,100,49,92,29,0
94,0,2,17,100,60,98,37,0
100,30,0,36,100,58,98,24,0
91,0,14,13,100,70,100,14,0
89,15,0,30,100,72,100,18,0
100,0,15,6,92,90,99,7,0
92,11,20,0,51,100,64,8,0
100,1,0,27,100,59,90,17,0
67,7,42,0,75,100,95,0,0
77,0,33,0,77,95,100,1,0
93,2,0,26,100,39,77,42,0
85,31,0,0,82,100,78,38,0
59,9,51,0,72,100,93,0,0
88,0,4,17,100,69,100,12,0
68,0,26,0,82,93,100,1,0
100,0,9,14,100,57,92,38,0
70,0,14,0,100,79,100,21,0
100,0,9,23,100,54,91,30,0
69,0,8,0,100,81,100,13,0
93,24,49,21,83,81,100,23,0
80,8,35,0,77,88,100,0,0
54,0,39,0,89,93,100,26,0
69,0,42,0,63,95,100,0,0
77,0,28,0,89,80,100,12,0
98,30,2,53,88,27,70,73,0
100,0,14,18,96,66,95,19,0
96,0,6,20,100,64,100,25,0
74,9,39,0,74,94,100,0,0
83,1,0,13,73,100,77,8,0
83,0,1,8,98,75,100,7,0
96,26,3,64,88,14,52,86,0
89,1,23,9,87,76,100,0,0
82,34,0,65,100,24,66,40,0
86,22,39,0,70,96,100,0,0
