@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,5,7-9,13-14,17'

@attribute At2 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
93,89,57,52,17,50,2,2
100,0,10,1,69,56,40,6
99,24,0,32,27,77,40,6
92,83,52,59,87,55,0,3
76,11,65,5,100,49,100,0
100,0,48,31,100,46,30,4
68,42,86,19,100,33,100,0
83,0,51,0,93,61,100,0
87,98,69,100,58,71,3,9
98,29,10,41,6,46,27,6
52,97,91,55,84,21,7,1
85,76,62,37,47,68,30,7
85,100,48,88,7,48,18,5
100,18,0,25,25,97,29,6
100,0,30,0,66,100,82,0
75,71,100,100,82,57,21,1
64,58,37,16,0,61,1,2
48,65,100,100,84,47,25,1
80,100,58,53,91,44,0,3
95,100,83,44,67,3,30,7
71,76,49,47,11,50,1,2
84,100,83,66,72,45,0,3
78,91,64,60,100,41,0,3
85,76,70,65,38,50,6,2
100,25,0,35,14,72,34,6
100,7,0,24,46,41,30,6
84,87,53,60,96,55,5,3
88,100,83,48,47,18,0,2
100,0,19,20,78,76,30,4
85,61,39,0,0,35,98,5
78,64,36,27,0,56,2,2
36,68,100,100,94,70,25,1
98,59,100,87,96,51,22,7
71,74,100,100,78,28,26,1
60,13,39,75,100,65,6,9
86,100,81,66,82,38,0,3
60,10,15,49,40,32,34,8
85,87,52,72,59,47,2,5
95,55,0,71,7,78,7,5
72,76,56,35,21,51,0,2
64,100,91,84,65,42,17,1
69,37,83,77,91,51,0,9
44,81,100,60,81,9,49,0
75,40,28,59,7,56,5,2
12,84,24,100,29,84,0,8
97,0,43,0,88,62,100,0
75,100,85,81,59,15,20,1
100,32,100,59,99,60,38,4
74,100,84,73,79,0,0,1
98,19,11,40,43,94,29,4
74,70,53,53,100,50,0,3
100,0,26,34,82,74,24,4
100,58,30,39,0,60,1,2
93,82,63,8,0,28,88,5
76,52,43,30,0,97,0,2
81,100,30,100,48,75,9,9
62,84,100,88,89,76,22,1
86,57,100,24,92,0,77,0
69,96,80,43,45,44,15,2
44,67,100,100,96,68,26,1
91,65,43,56,12,63,7,2
81,55,100,96,86,48,26,7
78,79,85,67,70,63,0,3
78,77,61,34,39,50,8,1
89,29,58,25,6,53,63,8
100,71,46,0,0,45,95,5
100,0,0,31,55,88,29,4
93,8,54,0,98,60,94,0
81,20,19,52,24,88,23,4
100,100,84,56,61,18,31,7
78,73,56,63,50,0,0,1
97,8,0,41,28,100,22,6
98,73,59,52,100,41,0,3
64,81,100,99,96,74,19,1
76,8,65,11,100,42,100,0
97,12,9,42,51,49,0,5
88,9,0,31,28,100,46,0
69,100,52,4,41,60,100,8
100,18,0,29,14,64,20,6
93,83,68,43,55,45,46,7
94,26,96,27,52,45,64,8
50,56,100,100,94,54,24,1
100,0,21,3,62,100,63,0
88,100,73,60,82,52,0,3
90,89,67,52,50,48,40,7
100,64,70,61,100,38,0,3
68,73,73,52,54,49,34,7
96,89,65,0,0,26,93,5
88,0,34,0,78,77,100,0
77,80,68,69,93,52,0,3
67,0,56,37,84,35,52,8
100,0,69,38,100,69,43,4
95,23,0,29,19,100,50,0
89,62,54,0,3,31,93,5
100,0,22,16,100,50,33,4
67,56,0,84,48,65,24,9
100,31,36,15,0,51,63,8
58,85,70,60,59,23,3,1
100,52,68,77,83,65,0,9
100,0,26,29,88,74,30,4
100,0,19,35,79,82,24,4
100,3,41,0,87,54,92,0
100,30,0,29,11,76,32,6
100,75,100,89,61,36,23,7
91,27,0,35,17,58,34,6
44,62,100,100,100,91,24,1
70,77,49,49,14,51,9,2
100,30,7,36,0,49,23,6
53,79,93,99,93,100,19,1
90,0,56,33,81,33,57,8
79,98,69,60,100,45,5,3
100,18,0,28,19,84,27,6
78,55,31,50,0,52,1,2
74,100,73,52,87,41,0,3
85,100,69,70,38,91,13,3
100,45,18,47,0,64,11,6
83,60,35,0,0,51,90,5
100,7,0,37,49,74,23,4
73,100,89,75,79,47,0,1
49,60,90,31,100,32,90,0
83,100,67,60,94,27,0,3
85,73,46,29,0,54,19,2
37,49,55,56,26,50,3,2
71,72,56,44,32,43,13,2
73,70,93,70,61,31,0,2
100,43,69,26,33,35,48,8
93,85,24,83,41,48,0,5
87,96,72,50,64,51,0,3
80,64,58,36,46,47,39,7
98,42,7,0,3,49,100,5
96,33,79,0,100,38,100,0
95,54,100,80,95,50,0,9
100,96,56,93,67,66,3,9
100,16,0,55,46,57,0,5
100,8,82,39,100,89,44,4
88,100,75,39,44,15,30,7
100,1,44,91,63,96,0,9
100,6,0,33,53,89,26,4
79,100,35,88,0,64,0,5
100,0,68,54,100,61,25,4
100,0,13,33,60,93,24,4
62,70,57,61,48,36,2,1
82,0,34,0,82,54,100,0
91,63,53,38,54,48,29,7
84,18,76,0,100,34,61,0
100,0,81,48,100,33,37,4
85,74,62,64,61,64,4,3
100,13,7,2,68,43,36,6
99,100,56,47,33,7,33,7
100,28,8,18,47,58,25,6
96,68,40,23,0,59,12,2
85,91,68,54,83,56,0,3
100,38,11,42,0,51,26,6
100,0,11,32,77,76,27,4
93,89,85,37,73,44,29,7
50,77,100,100,77,44,25,1
100,76,100,0,10,97,79,8
100,25,70,0,100,41,94,0
68,47,0,83,27,91,30,9
100,94,72,22,72,52,59,8
100,0,8,11,68,48,38,6
53,82,100,100,73,9,25,1
88,71,68,61,100,19,0,3
56,50,40,40,10,58,0,2
48,69,100,100,95,48,34,1
71,0,13,60,86,87,27,9
83,46,46,67,83,51,0,5
79,51,29,31,0,65,0,2
100,0,60,39,100,77,29,4
91,78,58,34,56,34,48,7
100,0,30,0,79,74,96,0
82,100,54,100,40,60,0,8
100,41,23,29,18,38,18,6
100,0,25,26,81,95,30,4
87,70,58,62,100,42,0,3
85,59,45,48,22,52,0,2
73,77,57,0,9,12,94,5
96,0,29,0,75,83,100,0
91,65,92,76,100,68,25,7
85,58,36,42,5,50,0,2
62,61,37,19,0,60,8,2
64,75,0,79,18,78,41,9
100,0,33,0,82,74,90,0
64,0,19,69,74,67,10,9
88,54,20,0,24,51,94,5
73,40,81,18,100,37,100,0
98,81,10,100,58,87,17,9
100,61,74,0,0,100,82,8
95,52,24,0,0,48,89,5
71,7,28,76,100,69,13,9
73,60,40,43,7,50,0,2
62,5,52,41,73,32,42,8
100,0,49,44,100,64,43,4
67,76,71,57,41,50,3,2
100,0,29,0,71,88,81,0
76,19,55,83,100,38,26,9
100,0,93,33,100,63,39,4
65,4,54,0,95,59,100,0
93,78,41,58,63,53,9,3
74,87,56,59,100,30,0,3
63,84,100,100,91,77,25,1
68,48,20,71,79,48,15,9
81,11,60,69,100,53,0,9
66,100,74,70,36,35,0,2
38,66,100,100,76,40,26,1
84,79,53,66,100,50,0,3
77,95,68,67,80,57,7,3
64,57,37,53,0,52,8,2
100,18,0,25,28,66,34,6
92,26,80,1,100,24,83,0
100,19,4,20,36,58,28,6
100,0,32,24,89,76,31,4
100,0,29,18,74,76,35,4
85,100,92,76,65,44,13,3
100,62,46,31,25,39,43,7
13,67,100,100,91,51,32,1
93,80,70,35,66,19,47,7
73,60,59,63,100,43,0,3
25,62,100,100,88,24,31,1
85,100,45,85,79,55,7,5
83,87,61,58,27,51,8,2
86,84,82,69,75,68,0,3
79,66,81,75,58,61,4,2
100,0,15,35,93,64,37,4
100,0,40,0,84,59,98,0
85,0,37,99,89,40,24,9
100,27,41,82,67,63,0,9
9,73,100,100,88,73,31,1
100,0,33,0,78,85,79,0
60,61,37,36,2,50,2,2
89,86,56,61,79,49,0,3
80,70,56,54,100,48,0,3
56,88,94,63,51,41,4,2
68,47,35,35,8,50,4,2
90,21,72,0,100,37,100,0
97,55,66,100,100,40,0,9
91,0,37,0,81,69,100,0
88,100,68,69,80,51,0,3
100,59,24,0,6,41,99,5
93,70,68,34,56,52,48,7
100,0,66,48,100,47,42,4
77,100,49,100,0,70,32,9
81,73,52,46,26,46,42,7
100,0,45,30,100,55,33,4
81,0,39,68,100,84,24,9
100,0,3,26,45,57,24,6
68,20,2,24,0,65,95,5
99,0,29,56,100,35,33,4
90,29,2,47,0,100,28,4
96,26,43,70,87,33,0,5
