@relation penbased

@attribute At2 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,50,0,27,100,95,0
82,34,0,27,100,100,0
100,63,0,29,95,89,0
79,55,0,34,92,100,0
81,9,18,0,100,80,0
99,36,0,27,100,100,0
66,80,5,42,82,100,0
88,73,7,49,85,100,0
61,0,41,0,68,36,0
85,75,0,40,85,100,0
91,63,0,32,100,100,0
95,55,0,24,96,100,0
61,87,28,78,62,72,0
73,74,10,56,68,87,0
83,51,0,35,100,100,0
89,60,0,30,100,100,0
95,66,0,37,97,100,0
49,90,31,71,75,90,0
66,77,13,51,78,100,0
97,68,0,36,91,100,0
93,64,0,29,94,100,0
100,100,52,73,15,60,0
76,69,9,42,97,100,0
88,42,0,30,100,100,0
93,62,0,29,100,100,0
46,10,72,28,29,18,0
100,44,0,26,100,100,0
100,3,0,7,100,78,0
64,97,23,64,74,91,0
98,32,0,14,100,100,0
82,0,22,0,93,60,0
100,13,0,20,100,91,0
90,51,0,27,100,100,0
58,100,33,78,57,71,0
92,94,0,57,63,100,0
76,90,30,77,65,79,0
100,84,0,45,79,98,0
85,75,0,39,78,100,0
87,100,25,72,57,87,0
100,69,0,39,91,98,0
92,36,0,22,100,100,0
100,66,0,29,79,78,0
78,46,0,34,100,100,0
30,100,56,100,42,65,0
97,28,0,21,100,100,0
86,21,5,0,100,81,0
100,6,0,2,100,71,0
84,15,16,0,100,78,0
100,100,54,95,0,77,0
96,37,0,19,100,93,0
71,78,12,51,84,100,0
97,66,0,35,98,100,0
81,65,0,30,100,100,0
79,27,0,12,100,86,0
78,48,0,29,100,100,0
72,74,3,40,85,100,0
95,0,29,0,69,50,0
97,58,0,30,100,100,0
100,61,25,76,61,69,0
98,26,0,14,100,96,0
60,73,19,53,98,100,0
73,76,15,62,63,75,0
87,51,0,25,100,100,0
95,41,0,24,100,99,0
100,67,0,34,95,100,0
72,77,17,56,89,100,0
82,80,15,59,74,95,0
92,56,0,35,100,100,0
77,0,1,0,98,91,0
96,47,0,25,100,100,0
76,89,9,50,79,100,0
69,74,10,49,85,100,0
87,67,6,41,92,100,0
90,41,0,27,100,100,0
74,84,5,46,83,100,0
59,0,37,0,95,58,0
98,40,0,22,100,100,0
96,25,0,4,100,82,0
76,0,28,0,81,56,0
100,39,0,22,100,89,0
100,40,0,18,100,84,0
53,49,6,48,100,84,0
100,11,0,0,100,61,0
100,28,0,22,100,92,0
62,99,20,65,69,98,0
100,44,0,22,100,99,0
95,58,0,25,100,100,0
100,30,0,1,100,78,0
91,8,13,0,100,66,0
100,15,0,8,100,90,0
82,81,8,49,74,100,0
100,27,0,17,100,89,0
92,2,25,0,94,60,0
100,33,0,5,100,79,0
69,77,13,54,80,100,0
91,37,0,21,100,100,0
100,28,0,21,100,97,0
86,80,9,65,64,74,0
98,25,0,12,100,100,0
61,100,33,80,45,62,0
93,53,0,32,95,100,0
73,92,13,60,73,100,0
58,100,24,71,53,76,0
90,60,0,32,100,100,0
77,71,4,57,56,66,0
100,26,0,7,100,79,0
51,90,13,54,75,100,0
85,100,58,100,21,64,0
73,81,18,55,82,100,0
100,20,0,13,100,82,0
70,70,1,34,90,100,0
94,78,0,41,73,100,0
92,31,0,17,100,95,0
100,15,5,0,97,74,0
96,38,0,20,100,97,0
83,47,0,26,100,100,0
99,69,0,37,90,100,0
96,39,0,20,100,100,0
66,89,23,63,75,100,0
97,65,0,29,98,100,0
63,73,10,49,86,100,0
64,40,0,26,100,100,0
100,40,0,25,100,96,0
100,62,0,44,96,97,0
99,34,0,19,100,100,0
98,55,0,36,84,100,0
100,56,0,22,95,98,0
82,71,11,47,96,100,0
100,31,0,29,100,95,0
83,100,47,100,45,47,0
87,21,0,9,100,85,0
100,41,0,11,100,87,0
100,7,2,0,92,78,0
96,24,0,11,100,84,0
96,3,27,0,89,52,0
90,55,0,28,100,100,0
100,31,0,28,100,99,0
99,79,0,44,81,100,0
77,58,0,29,94,100,0
100,32,1,0,100,77,0
100,26,0,13,100,77,0
100,33,0,3,100,79,0
48,100,38,84,44,67,0
76,62,0,33,95,100,0
100,63,0,33,96,90,0
77,90,20,71,53,78,0
76,92,20,67,63,68,0
86,26,0,18,100,87,0
61,92,23,64,70,92,0
84,85,1,46,74,100,0
84,84,19,67,65,70,0
100,75,15,58,65,85,0
100,69,0,42,74,63,0
54,99,24,68,63,97,0
96,43,0,11,100,86,0
51,78,11,43,95,100,0
81,77,17,57,85,98,0
84,61,9,44,100,100,0
88,63,0,31,100,100,0
92,0,30,0,85,51,0
77,63,9,41,100,100,0
77,70,0,32,90,100,0
89,72,0,36,85,100,0
52,56,0,30,100,100,0
100,49,0,22,100,98,0
85,66,0,36,100,100,0
78,67,1,27,96,100,0
86,57,0,30,97,100,0
58,86,18,50,86,100,0
86,83,17,61,70,100,0
42,87,15,64,68,93,0
62,89,14,52,76,100,0
