@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R5-6,8-9,12-14,17'

@attribute At5 numeric
@attribute At6 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At12 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
26,35,35,100,97,65,49,4
0,87,59,81,39,79,4,9
100,96,66,100,13,46,0,3
78,100,62,51,2,37,1,2
28,10,0,100,81,43,100,0
50,97,100,67,56,28,28,7
87,70,43,100,15,43,0,3
78,72,41,0,5,61,1,2
18,49,19,53,34,94,35,4
86,72,37,34,33,32,45,7
54,46,0,5,52,100,96,8
13,60,19,53,32,33,36,6
51,47,0,0,71,42,93,5
64,100,78,70,36,100,14,1
59,95,100,86,56,52,29,7
90,67,34,49,26,27,43,7
0,74,67,100,63,77,31,9
58,62,17,26,36,54,34,7
0,60,37,66,50,73,25,4
38,70,44,0,0,51,23,6
100,99,83,60,42,36,21,7
58,28,0,0,85,50,98,5
60,66,27,41,35,54,42,7
0,86,100,100,51,64,23,9
69,99,63,59,0,57,0,2
0,84,100,100,52,38,25,9
83,72,51,100,13,43,0,3
42,39,7,100,30,46,37,6
69,100,86,0,57,100,32,9
87,100,98,80,50,59,25,7
87,96,68,79,16,44,0,3
63,85,88,78,20,35,0,9
17,66,35,16,0,66,29,6
0,50,49,100,56,52,28,4
99,98,86,23,34,50,1,5
30,88,55,54,27,38,0,5
0,82,46,87,0,54,45,8
76,71,33,32,28,42,44,7
76,94,100,75,49,35,22,1
21,65,27,44,22,45,36,6
79,77,50,85,22,56,2,3
67,37,0,14,54,34,92,5
31,65,73,98,48,61,13,9
18,58,28,17,1,68,20,6
1,66,33,29,26,38,61,8
83,65,33,41,20,29,31,7
23,73,34,65,24,55,58,8
92,86,64,81,22,62,0,3
100,100,83,77,39,52,17,7
67,79,37,24,22,52,41,7
44,93,73,27,46,76,17,5
32,75,35,42,17,48,45,8
0,37,36,100,68,36,34,4
18,22,0,86,51,79,87,0
0,52,51,100,56,81,27,4
83,35,0,0,49,100,81,8
100,79,58,84,11,47,0,3
59,99,87,93,43,44,22,7
67,33,0,0,48,100,77,8
83,30,0,46,66,100,100,8
61,42,0,0,50,42,91,5
55,82,98,99,14,49,0,9
20,78,43,76,13,36,0,5
0,73,100,82,64,87,31,9
37,38,43,88,85,62,42,4
13,0,27,58,79,55,100,8
73,87,60,72,26,57,4,3
77,97,64,61,10,47,0,3
0,85,68,13,34,27,17,1
81,100,53,48,0,45,3,2
100,100,72,65,15,0,1,1
79,33,64,89,100,22,73,9
78,78,50,68,21,59,0,3
75,89,69,49,35,70,15,3
79,64,31,15,30,25,53,7
0,0,6,88,100,48,84,0
68,83,100,77,50,48,25,1
60,36,0,0,73,41,91,5
62,66,26,30,2,50,3,1
94,76,43,47,1,47,0,2
67,84,50,16,2,58,3,2
0,28,0,77,44,85,83,0
100,100,85,88,16,42,0,1
60,83,100,72,10,0,0,1
97,83,41,59,9,82,37,7
86,87,58,79,19,54,0,3
30,74,85,80,20,60,0,9
100,3,0,0,64,90,100,8
56,78,34,19,13,55,23,2
66,86,100,94,52,66,26,1
43,74,82,41,0,38,1,1
0,51,19,51,18,62,40,6
39,73,84,86,47,43,20,9
55,71,35,14,19,56,17,2
61,65,33,0,13,50,3,2
90,100,97,84,47,55,22,1
100,77,44,58,0,25,29,7
75,71,43,0,4,58,1,2
79,67,47,100,7,37,0,3
24,45,3,0,45,100,89,8
87,34,0,14,72,40,100,5
100,98,57,71,0,44,33,7
0,61,58,100,55,37,28,4
35,0,19,100,100,21,70,0
54,70,39,0,4,57,2,2
78,69,38,34,12,46,14,2
47,82,84,66,23,36,0,9
0,17,0,90,66,71,100,0
100,88,60,62,18,52,0,3
48,7,0,0,81,52,98,5
91,100,90,78,45,36,22,1
56,71,40,1,19,61,16,2
1,69,36,79,15,33,54,8
14,53,26,24,2,95,25,6
0,60,33,60,57,85,32,4
87,85,45,32,8,50,7,2
20,42,5,77,34,45,37,6
57,35,0,0,86,45,96,5
17,77,100,79,31,52,0,9
39,51,23,29,10,46,26,6
89,38,0,28,58,100,100,8
82,100,88,65,38,70,13,1
90,100,75,76,14,56,0,3
36,55,22,23,28,43,58,8
46,0,49,70,78,95,62,0
52,100,93,100,47,58,24,7
37,81,49,11,6,62,5,2
1,63,9,53,30,97,85,0
85,72,32,76,37,48,40,7
0,45,28,100,62,42,32,4
61,0,6,35,72,81,100,8
100,91,80,22,0,73,9,8
55,100,98,79,55,45,28,7
61,98,85,77,43,20,23,7
89,36,0,20,49,79,85,8
30,57,26,42,9,47,31,6
10,4,0,100,76,50,100,0
87,91,100,87,50,72,25,1
93,77,43,34,1,50,2,2
83,83,56,100,13,34,0,3
80,36,0,0,63,35,94,5
69,100,95,84,47,41,24,1
38,0,4,100,82,24,100,0
0,69,81,100,62,73,30,9
8,17,0,92,69,66,100,0
11,61,39,78,41,67,21,4
58,30,0,0,80,44,100,5
12,77,53,80,11,52,0,5
5,54,28,25,0,92,25,6
65,100,84,0,49,100,35,9
96,97,100,60,49,70,0,9
100,100,70,54,0,29,26,7
22,48,18,65,17,51,32,6
67,0,14,56,85,50,100,8
54,76,47,0,0,50,30,6
100,100,96,85,48,79,24,1
57,49,13,16,37,48,74,8
61,58,25,37,53,36,100,5
21,86,53,69,31,59,4,5
17,56,27,34,17,53,35,6
0,15,0,83,63,81,100,0
81,95,62,43,10,38,0,2
54,61,23,23,38,52,44,7
59,22,0,19,64,100,97,8
76,95,100,87,50,61,25,1
100,100,62,58,0,30,36,7
38,22,0,9,70,100,100,8
0,54,46,100,87,55,45,4
12,0,15,100,100,34,81,0
65,89,90,60,30,62,0,9
91,32,0,38,61,100,99,8
13,0,9,97,82,58,100,0
80,89,61,68,15,55,0,3
62,18,43,100,100,54,98,9
100,85,58,96,9,41,0,3
0,80,55,100,61,87,23,9
56,25,0,0,69,100,100,8
100,86,43,50,15,2,27,7
0,67,43,65,50,83,24,4
63,81,100,84,49,41,24,1
81,93,71,70,23,52,6,5
80,66,30,66,30,61,36,7
1,53,0,75,74,44,98,0
22,6,0,100,76,52,100,0
0,29,0,77,57,86,100,0
29,61,36,87,21,70,60,8
50,59,7,0,45,41,91,5
25,4,0,100,79,53,100,0
31,68,34,7,0,69,8,2
26,63,33,0,1,60,31,6
64,35,0,12,93,50,96,5
100,79,56,41,20,37,7,2
56,79,52,0,2,50,0,2
64,67,31,12,30,50,55,7
0,72,79,88,65,50,33,9
98,94,100,45,31,78,0,8
73,14,50,89,100,11,66,0
68,100,85,53,33,65,7,1
76,75,28,1,46,18,94,5
78,88,100,82,49,58,24,1
86,81,62,92,18,58,0,3
73,89,40,37,8,50,5,1
59,39,0,0,61,42,93,5
68,70,35,56,32,49,51,7
85,78,38,56,16,29,37,7
0,36,36,100,69,62,35,4
97,100,79,99,29,60,2,9
65,66,33,35,23,31,37,7
88,80,56,87,13,53,0,3
30,86,73,77,27,42,0,9
96,91,63,87,21,57,2,3
0,65,45,46,39,84,19,4
0,61,40,49,42,88,21,4
15,100,60,71,19,43,0,5
36,6,0,100,90,32,100,0
23,58,35,7,0,68,20,6
0,33,0,74,65,70,87,0
25,89,53,72,19,53,3,5
0,72,100,91,66,93,32,9
83,85,60,59,21,62,0,3
69,76,100,86,60,52,30,1
0,0,28,56,90,82,100,8
21,53,22,37,14,76,37,6
12,68,42,48,52,80,26,4
86,84,60,84,16,54,0,3
81,98,50,85,0,23,8,1
24,57,29,12,0,62,26,6
41,32,0,0,75,55,93,5
40,68,78,100,10,46,0,9
69,37,0,15,60,77,94,8
64,58,21,15,41,49,49,7
0,73,85,100,61,58,30,9
100,91,61,33,0,0,33,7
0,40,38,100,73,58,36,4
11,53,22,42,21,56,40,6
0,45,34,100,60,88,29,4
66,77,39,59,22,54,42,7
67,71,31,41,0,50,1,1
95,100,70,48,18,28,0,2
21,49,18,49,16,42,23,6
5,47,15,47,12,59,24,6
0,59,41,72,43,81,22,4
52,22,0,0,66,100,95,8
77,74,45,5,3,55,1,2
54,24,0,13,86,49,96,5
38,7,0,5,73,62,90,5
86,89,57,95,0,64,30,7
96,94,57,77,0,26,29,7
66,33,0,19,67,8,100,5
46,77,45,31,0,66,1,2
100,78,49,41,5,39,0,2
100,93,55,38,0,2,35,7
0,51,43,100,53,41,27,4
70,83,100,91,49,74,23,1
63,67,34,19,32,42,44,7
51,50,11,14,39,100,71,8
100,83,45,71,0,36,31,7
40,0,12,100,92,31,100,0
10,85,43,56,0,26,38,8
0,23,0,95,67,60,100,0
100,89,63,30,26,60,4,3
0,48,1,87,51,80,100,0
86,30,0,14,62,100,100,8
79,5,58,59,64,79,100,0
100,6,0,14,68,89,100,8
100,100,80,42,41,8,20,1
77,43,73,84,92,24,64,9
18,92,100,84,42,41,16,9
73,100,78,44,36,45,9,5
12,57,19,61,22,51,41,6
23,30,30,100,100,69,50,4
0,13,0,100,100,16,77,0
0,23,0,86,69,64,100,0
65,88,52,21,6,65,4,2
0,60,36,58,50,78,26,4
100,75,39,26,1,0,28,7
85,93,67,94,4,53,0,3
69,70,32,19,8,50,9,2
100,79,89,0,0,79,22,8
65,72,36,52,17,46,41,7
6,61,28,36,12,100,42,6
76,99,47,30,0,50,8,2
8,60,26,33,8,64,35,6
9,46,47,100,69,75,34,4
81,90,60,64,9,53,0,3
49,69,40,0,0,60,6,2
41,6,0,0,90,59,100,5
76,71,40,13,13,52,13,2
59,67,34,0,32,65,11,2
68,82,100,94,50,69,23,1
65,81,55,30,4,51,0,2
100,88,49,34,4,64,33,7
24,59,31,0,4,62,30,6
0,53,46,100,64,78,32,4
69,75,52,100,18,51,1,3
10,69,37,32,0,84,25,6
97,100,56,84,0,48,19,7
23,39,14,13,52,44,96,5
0,52,32,100,64,62,34,4
81,70,100,8,83,83,41,9
78,98,100,32,77,100,39,9
86,75,38,66,4,100,33,7
84,100,81,85,40,55,20,7
83,77,38,60,4,49,28,7
6,23,0,100,77,35,97,0
65,100,100,66,49,36,22,7
100,79,41,48,0,21,23,7
70,100,79,75,15,52,0,3
