@relation penbased

@attribute At2 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
88,70,0,100,43,35,0
100,3,0,61,7,99,0
100,37,0,74,24,80,0
86,21,0,70,9,91,0
80,87,11,100,61,26,0
77,69,15,100,52,44,0
96,58,0,96,28,59,0
61,100,33,89,80,14,0
97,33,0,84,16,74,0
63,79,18,100,54,41,0
95,64,0,100,36,30,0
99,24,2,73,0,87,0
99,62,0,100,47,20,0
100,30,0,82,1,75,0
76,70,3,100,40,44,0
68,0,39,27,0,100,0
100,13,0,60,3,100,0
82,70,6,100,41,39,0
72,77,17,100,56,43,0
100,17,4,62,0,96,0
67,0,46,9,0,92,0
45,88,25,100,61,38,0
100,53,0,92,11,72,0
56,100,29,97,68,8,0
100,23,0,72,18,72,0
29,100,59,100,100,13,0
88,42,0,83,30,69,0
100,10,19,51,0,100,0
100,13,0,69,7,84,0
100,47,0,84,16,77,0
85,41,0,87,22,70,0
100,56,0,100,31,38,0
100,45,0,88,25,57,0
100,9,15,53,0,100,0
90,76,16,100,61,25,0
72,75,10,100,44,43,0
90,33,0,77,23,88,0
100,33,0,73,8,83,0
45,95,30,100,72,32,0
65,89,11,100,54,23,0
100,66,0,100,35,34,0
73,54,0,92,27,74,0
85,50,0,86,11,79,0
100,22,1,67,0,100,0
93,15,0,63,12,100,0
76,62,1,95,30,70,0
99,33,0,84,22,82,0
100,13,0,46,3,100,0
100,32,0,76,20,87,0
100,60,0,100,35,42,0
98,35,0,84,25,55,0
67,91,21,100,65,30,0
100,65,0,100,38,43,0
100,24,0,69,8,92,0
82,48,0,92,24,61,0
100,51,0,96,14,58,0
100,13,0,86,34,73,0
95,48,0,92,28,63,0
100,63,0,100,46,12,0
100,43,0,91,25,62,0
100,36,0,80,14,79,0
77,76,8,100,46,36,0
80,90,4,100,44,24,0
82,83,10,100,60,15,0
59,91,20,100,65,15,0
100,100,59,49,79,85,0
95,0,25,41,0,100,0
100,24,0,73,10,98,0
97,61,0,100,36,50,0
55,46,0,89,28,68,0
68,80,23,100,67,16,0
100,50,0,95,31,50,0
91,92,18,100,70,17,0
81,54,1,88,29,72,0
94,100,43,95,100,49,0
100,46,0,97,27,54,0
100,18,0,82,18,61,0
86,13,0,69,22,54,0
100,36,0,83,17,68,0
98,28,0,77,15,86,0
97,66,0,100,37,39,0
90,75,12,100,55,30,0
80,8,16,61,0,100,0
74,0,22,57,0,91,0
100,11,0,58,0,96,0
71,72,8,100,45,54,0
79,58,0,92,25,71,0
87,40,0,79,32,74,0
45,89,24,100,70,36,0
100,3,15,51,0,100,0
100,51,0,88,22,73,0
94,40,0,78,20,80,0
74,81,23,100,68,18,0
88,36,0,80,18,76,0
59,76,0,100,35,44,0
84,49,0,95,24,64,0
77,67,0,96,39,54,0
64,40,0,85,26,63,0
98,71,0,100,41,43,0
69,83,27,100,73,24,0
80,57,10,97,50,46,0
97,34,0,79,32,58,0
100,68,4,100,46,40,0
100,32,0,70,10,89,0
54,99,23,100,68,27,0
64,85,19,100,64,29,0
85,73,0,100,35,43,0
94,32,0,77,7,85,0
81,65,0,99,30,65,0
84,87,28,100,81,30,0
95,70,0,100,41,41,0
88,73,7,100,49,37,0
77,90,20,100,71,0,0
100,9,0,71,18,100,0
100,6,22,53,0,100,0
98,56,0,91,15,77,0
100,56,0,100,22,55,0
100,52,0,100,70,76,0
77,74,2,100,37,48,0
67,76,24,100,62,37,0
100,22,0,70,20,78,0
96,53,0,94,29,62,0
73,77,6,100,44,37,0
95,35,0,79,13,81,0
85,38,0,79,23,83,0
42,87,15,100,64,25,0
60,73,19,100,53,54,0
