@relation penbased

@attribute At5 numeric
@attribute At6 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At12 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
58,0,27,100,99,36,100,0
5,7,0,100,85,27,86,0
11,24,0,100,68,55,98,0
0,35,0,63,46,100,86,0
16,10,0,98,76,56,100,0
21,0,6,99,80,62,100,0
66,1,31,96,100,12,98,0
0,20,0,78,65,65,95,0
0,25,0,81,46,98,83,0
38,0,14,100,100,18,78,0
0,44,0,60,40,83,81,0
0,13,0,90,68,71,100,0
29,14,0,100,88,35,97,0
0,7,0,74,62,80,99,0
0,9,0,91,78,55,100,0
0,32,0,76,65,74,99,0
8,12,0,99,75,56,100,0
0,27,0,84,66,67,100,0
19,7,0,94,74,67,100,0
31,0,0,100,92,30,100,0
33,0,18,100,93,54,100,0
12,8,0,100,79,46,94,0
0,39,1,71,34,86,77,0
45,0,10,100,89,36,100,0
13,16,0,96,72,57,100,0
0,39,4,59,26,100,64,0
0,11,0,92,82,51,100,0
0,20,0,73,59,77,89,0
11,25,0,100,69,52,83,0
22,7,0,100,93,34,100,0
17,0,4,100,94,40,92,0
10,4,0,100,87,50,100,0
0,35,0,81,54,70,92,0
40,0,28,100,100,31,85,0
16,0,12,100,100,9,88,0
8,14,0,100,81,33,100,0
15,1,36,70,56,67,51,0
62,0,22,95,100,14,99,0
0,49,0,64,40,91,88,0
39,4,0,100,84,37,100,0
34,0,17,100,100,25,90,0
15,8,0,100,79,48,100,0
12,21,0,94,60,75,96,0
25,0,0,100,87,55,100,0
26,20,0,100,67,48,85,0
36,0,11,100,100,14,91,0
22,1,0,100,100,8,95,0
39,0,3,100,93,32,100,0
14,8,0,100,94,39,100,0
24,0,12,100,99,30,100,0
34,0,13,100,89,34,100,0
98,68,100,57,62,16,31,0
0,31,0,73,43,98,80,0
5,17,0,95,67,70,100,0
8,16,0,88,59,71,94,0
22,9,0,100,94,32,95,0
0,33,0,91,65,63,100,0
1,26,0,73,41,91,77,0
16,37,0,100,66,60,100,0
0,28,0,66,45,100,79,0
0,11,0,81,65,60,87,0
0,39,0,72,48,96,88,0
45,0,27,100,100,24,86,0
