@relation penbased

@attribute At1 numeric
@attribute At2 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
26,92,63,99,30,100,100,0
35,100,38,88,14,100,87,0
16,69,87,100,64,75,94,0
68,100,13,60,3,99,71,0
18,26,100,88,86,55,88,0
45,100,19,69,0,100,64,0
48,86,37,77,29,100,100,0
62,91,30,82,6,100,100,0
100,47,7,0,28,31,22,0
27,82,67,100,34,96,100,0
97,100,71,100,85,77,53,0
27,84,73,100,45,93,100,0
31,88,57,100,30,100,100,0
31,93,54,98,27,100,94,0
4,77,74,100,37,89,100,0
48,100,29,78,16,100,91,0
30,94,52,94,29,100,100,0
39,79,40,87,24,100,100,0
5,77,71,100,49,67,93,0
58,89,33,79,32,100,100,0
16,59,78,100,55,87,100,0
34,92,84,100,43,79,100,0
0,70,88,100,43,78,100,0
96,43,0,38,100,100,45,0
15,78,79,100,58,81,100,0
47,85,47,100,24,99,98,0
26,88,54,96,28,100,100,0
46,100,53,100,21,89,97,0
24,86,66,100,35,88,100,0
59,100,15,60,0,97,74,0
84,81,9,60,0,100,80,0
13,76,67,100,38,93,100,0
35,100,24,73,10,100,80,0
22,80,87,100,69,61,65,0
51,100,24,70,9,100,88,0
38,100,26,73,13,100,77,0
36,88,63,100,44,100,100,0
36,100,40,85,19,100,89,0
46,94,30,87,0,100,100,0
31,72,77,100,56,89,100,0
0,61,87,100,78,62,72,0
100,70,0,48,0,100,68,0
46,90,61,100,47,76,85,0
29,94,47,90,25,100,100,0
67,100,4,49,0,88,68,0
23,100,44,89,16,100,91,0
71,100,24,74,23,100,79,0
91,100,52,100,70,39,71,0
45,100,17,62,0,100,60,0
42,96,24,69,11,100,84,0
83,31,24,0,46,8,0,0
29,100,59,100,33,97,91,0
14,81,87,100,56,70,99,0
14,85,73,100,35,85,100,0
35,100,42,92,24,100,93,0
17,89,51,91,26,100,98,0
21,69,61,94,30,100,100,0
18,86,71,100,49,78,94,0
31,88,64,100,33,96,100,0
49,83,39,89,20,100,100,0
60,100,14,62,0,97,66,0
77,100,13,86,34,100,51,0
43,100,44,90,22,100,99,0
9,67,91,100,65,74,97,0
9,93,62,99,29,100,100,0
27,88,42,83,30,100,100,0
30,71,54,100,32,97,100,0
16,68,80,100,67,69,78,0
56,100,28,80,4,100,90,0
100,100,13,65,15,94,78,0
47,100,21,62,0,98,63,0
32,62,57,97,22,100,80,0
23,88,66,100,29,91,100,0
29,99,36,79,20,100,94,0
24,84,31,79,11,100,92,0
27,69,60,90,44,100,100,0
24,84,61,95,44,100,100,0
0,45,89,100,70,72,83,0
26,91,33,80,8,100,92,0
17,100,53,100,22,96,94,0
42,94,44,92,22,100,100,0
85,84,10,62,0,100,88,0
15,70,96,100,66,68,92,0
23,95,42,84,16,100,85,0
25,57,100,95,68,61,99,0
26,70,95,100,68,69,88,0
44,100,63,100,29,95,89,0
56,99,33,84,22,100,99,0
32,83,38,100,28,98,100,0
11,85,53,88,25,100,100,0
2,61,38,91,20,100,100,0
5,73,81,100,58,78,99,0
45,100,60,100,43,96,96,0
98,56,0,1,9,54,25,0
67,100,12,64,0,100,63,0
21,71,72,100,44,93,100,0
68,96,17,74,1,100,84,0
22,62,89,100,52,76,100,0
26,66,80,100,42,82,100,0
49,100,22,67,0,100,75,0
31,89,64,100,29,94,100,0
34,93,34,81,12,100,83,0
45,97,36,82,14,100,93,0
21,100,40,86,18,100,91,0
19,81,52,84,40,100,100,0
26,94,47,91,17,100,95,0
30,89,63,100,24,90,97,0
31,100,37,81,8,100,82,0
36,98,40,85,29,100,100,0
