@relation penbased

@attribute At1 numeric
@attribute At4 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
98,100,0,27,0,100,47,83,0
23,42,67,100,50,43,100,70,0
15,70,64,100,36,30,100,59,0
58,60,62,100,44,33,97,49,0
12,28,74,100,41,56,100,84,0
17,36,86,100,53,31,100,67,0
32,58,60,100,38,27,86,42,0
17,49,51,91,26,67,98,100,0
14,27,84,100,55,31,100,60,0
75,92,0,46,0,100,73,99,0
35,65,37,79,18,83,97,100,0
52,62,41,87,22,70,96,100,0
35,66,41,87,9,69,85,89,0
10,37,90,100,44,24,100,62,0
28,25,85,100,69,30,100,71,0
47,62,47,100,24,59,98,100,0
32,93,22,72,0,85,82,92,0
31,50,64,96,43,58,100,63,0
100,100,0,9,0,92,34,75,0
17,27,92,100,58,11,100,62,0
33,69,39,88,16,69,89,100,0
38,75,42,93,23,60,100,94,0
26,38,65,93,40,60,100,74,0
0,62,63,100,43,36,100,57,0
22,50,76,100,47,34,99,52,0
31,35,77,100,56,43,100,84,0
30,9,90,100,71,32,90,63,0
48,43,100,54,87,74,78,19,0
32,49,79,100,41,33,100,66,0
26,50,69,100,58,20,74,25,0
39,43,67,96,39,54,100,76,0
25,63,41,87,16,74,93,89,0
9,66,61,100,21,54,91,76,0
57,85,39,94,17,60,100,99,0
11,31,89,100,47,27,100,66,0
44,77,28,70,0,85,76,100,0
53,64,26,76,18,98,87,100,0
31,67,42,86,20,73,93,85,0
18,73,54,100,22,52,100,84,0
41,68,57,100,30,45,100,73,0
51,70,19,69,10,90,79,97,0
47,74,30,75,6,89,85,100,0
23,56,58,98,31,55,99,67,0
27,42,70,100,40,44,100,73,0
22,64,36,83,27,76,100,95,0
25,82,21,73,0,85,79,100,0
26,48,67,100,30,48,100,75,0
21,35,69,100,43,44,100,73,0
12,63,46,88,15,71,94,100,0
14,0,85,100,81,30,86,59,0
17,63,50,95,22,71,100,86,0
33,55,66,100,45,34,100,51,0
61,89,37,94,10,64,100,97,0
97,81,71,100,85,47,53,0,0
62,91,12,55,0,100,60,95,0
20,43,73,100,54,43,96,58,0
16,68,53,92,11,72,86,96,0
22,55,60,100,31,51,99,83,0
56,71,34,79,21,75,97,83,0
8,72,10,69,18,90,90,100,0
48,69,29,84,22,86,98,100,0
98,100,0,37,0,100,63,90,0
3,45,67,100,46,48,100,67,0
48,86,7,53,0,100,71,100,0
20,34,95,100,62,15,92,51,0
55,90,18,73,0,83,80,100,0
32,65,46,91,21,64,100,92,0
60,50,57,97,50,46,92,59,0
72,79,26,79,19,67,97,73,0
100,100,0,40,0,95,58,89,0
28,39,80,100,54,22,100,50,0
21,41,75,100,39,31,100,64,0
41,50,86,100,48,35,100,76,0
35,46,57,95,33,59,100,66,0
13,33,92,100,67,18,68,24,0
44,60,55,100,34,35,100,69,0
5,20,93,100,65,20,97,57,0
26,32,77,100,41,36,100,65,0
42,60,48,91,29,55,100,71,0
23,47,74,100,57,20,79,33,0
56,72,36,85,23,58,100,74,0
31,84,52,100,19,60,100,94,0
3,51,64,98,34,56,100,85,0
87,100,0,27,4,100,38,67,0
30,66,66,100,47,28,81,30,0
37,60,60,98,32,55,100,90,0
43,40,79,100,66,35,78,44,0
34,42,70,100,48,42,100,73,0
24,62,61,100,44,29,93,36,0
59,99,1,59,0,80,80,100,0
42,61,62,100,25,49,86,67,0
60,73,28,81,21,83,97,81,0
17,0,100,89,90,11,66,25,0
63,91,15,59,0,100,64,100,0
22,60,46,89,28,68,100,69,0
16,30,94,100,57,20,100,43,0
